round,player,team,score
22,1,Scott Thompson,176
22,2,Brendon Goddard,156
22,3,Nick Riewoldt,155
22,4,Will Minson,154
22,4,Leigh Montagna,154
22,6,Tom Rockliff,153
22,6,Aaron Edwards,153
22,8,Kade Simpson,144
22,9,Mathew Stokes,141
22,10,Dustin Martin,137
22,11,Ivan Maric,134
22,11,Steve Johnson,134
22,11,Zachary Clarke,134
22,14,Matthew Rosa,133
22,14,Reece Conca,133
22,16,Todd Goldstein,132
22,17,Joel Selwood,131
22,17,Jarrad McVeigh,131
22,19,Lynden Dunn,129
22,19,Josh Thomas,129
22,21,Matthew Lobbe,127
22,21,Patrick Ryder,127
22,21,Lachie Neale,127
22,24,Paul Seedsman,126
22,24,Corey Enright,126
22,26,Jed Adcock,123
22,27,Nathan Fyfe,122
22,27,Heath Shaw,122
22,29,Matthew Priddis,120
22,29,Mitchell Duncan,120
22,29,Chris Masten,120
22,32,Nick Dal Santo,119
22,32,Jack Steven,119
22,34,Tom Hickey,117
22,34,Matthew Leuenberger,117
22,34,Tyrone Vickery,117
22,34,Sam Jacobs,117
22,38,David Zaharakis,116
22,38,Rory Sloane,116
22,38,Lance Franklin,116
22,41,Robbie Gray,115
22,41,Brent Harvey,115
22,41,Patrick Dangerfield,115
22,41,James Kelly,115
22,41,Steele Sidebottom,115
22,46,Danny Stanley,114
22,46,Scott Pendlebury,114
22,46,Matthew Pavlich,114
22,46,Ted Richards,114
22,46,Hayden Ballantyne,114
22,51,Bachar Houli,113
22,52,Jobe Watson,112
22,52,Sam Gilbert,112
22,52,Thomas Liberatore,112
22,55,Dean Brogan,111
22,55,Christopher Yarran,111
22,55,Luke Dahlhaus,111
22,58,Michael Walters,109
22,59,Alex Rance,108
22,59,Jarryd Roughead,108
22,61,Matthew White,107
22,61,Matthew Boyd,107
22,63,Mitchell Grigg,106
22,63,Harley Bennell,106
22,63,Mike Pyke,106
22,66,Ryan Griffen,105
22,67,Daniel Giansiracusa,104
22,67,Daniel Wells,104
22,67,Adam Schneider,104
22,70,Harry Taylor,103
22,70,Robert Warnock,103
22,70,Scott Selwood,103
22,70,Brent Guerra,103
22,74,Ben McEvoy,102
22,75,Dion Prestia,100
22,75,Dean Cox,100
22,75,Cyril Rioli,100
22,75,David Mundy,100
22,79,Sam Kerridge,99
22,79,Marley Williams,99
22,79,Shaun Grigg,99
22,82,Jimmy Toumpas,98
22,82,Marc Murphy,98
22,82,Taylor Adams,98
22,82,Jordan Roughead,98
22,82,Michael Johnson,98
22,87,Justin Westhoff,97
22,87,Sam Mitchell,97
22,89,Kane Cornes,96
22,89,Travis Cloke,96
22,91,Colin Sylvia,95
22,91,Michael Firrito,95
22,91,Dane Swan,95
22,91,Tayte Pears,95
22,91,Brian Lake,95
22,96,Jarryn Geary,94
22,96,Michael Barlow,94
22,98,Jack Watts,93
22,98,Ben Cunnington,93
22,98,Sam Colquhoun,93
22,101,Steven Motlop,92
22,101,Daniel Jackson,92
22,103,Dayne Zorko,91
22,103,Quinten Lynch,91
22,103,Jake Spencer,91
22,103,Cale Hooker,91
22,103,Stephen Milne,91
22,103,Shane Mumford,91
22,103,Allen Christensen,91
22,103,Nick Malceski,91
22,103,Joel Corey,91
22,103,Ryan Bastinac,91
22,113,Sam Butler,90
22,113,Gary Ablett,90
22,113,Sam Gibson,90
22,113,Ricky Petterd,90
22,113,Jack Ziebell,90
22,113,Clinton Jones,90
22,119,Josh Kennedy Injured,89
22,119,Jack Redden,89
22,119,Charlie Dixon,89
22,122,Callan Ward,88
22,122,Scott Lycett,88
22,122,Rory Laird,88
22,122,Jimmy Bartel,88
22,122,Isaac Smith,88
22,122,Joel Patfull,88
22,122,Farren Ray,88
22,122,Lachlan Hansen,88
22,122,Andrew Moore,88
22,131,Heath Scotland,87
22,131,Jack Grimes,87
22,131,Luke Hodge,87
22,131,Jasper Pittard,87
22,131,Lenny Hayes,87
22,131,Brandon Ellis,87
22,137,Mitch Robinson,86
22,137,Nathan Van Berlo,86
22,137,Jarrad Waite,86
22,137,Andrew Raines,86
22,137,Andrew McInnes,86
22,142,Luke Brown,85
22,142,Sam Mayes,85
22,142,Ryan Harwood,85
22,145,Thomas Murphy,84
22,145,Sam Docherty,84
22,145,Luke Breust,84
22,145,Jarryd Blair,84
22,149,Daniel Hannebery,83
22,149,David Myers,83
22,149,David Hale,83
22,149,Richard Douglas,83
22,149,Lewis Johnston,83
22,154,Troy Chaplin,82
22,154,Stephen Hill,82
22,154,Dennis Armfield,82
22,154,Andy Otten,82
22,154,Brad Crouch,82
22,159,Toby Greene,81
22,159,Liam Picken,81
22,159,Robert Murphy,81
22,159,Christopher Mayne,81
22,159,Cameron Sutcliffe,81
22,159,Aaron Mullett,81
