round,player,team,score
17,117,Daniel Wells,90
17,117,Ben McEvoy,90
17,117,Dyson Heppell,90
17,117,Matt Thomas,90
17,124,James Polkinghorne,89
17,124,Jed Adcock,89
17,124,Toby Greene,89
17,127,Josh Bruce,88
17,127,Adam Treloar,88
17,127,Corey Enright,88
17,127,Dustin Martin,88
17,127,Heath Grundy,88
17,127,Trent McKenzie,88
17,127,Daniel Kerr,88
17,134,Zachary Clarke,87
17,134,Alipate Carlile,87
17,134,Trent West,87
17,134,Beau Waters,87
17,134,Steven Motlop,87
17,134,Ricky Petterd,87
17,140,Christopher Yarran,86
17,141,Kane Cornes,85
17,141,Mathew Stokes,85
17,141,Paul Duffield,85
17,144,Danyle Pearce,83
17,144,Nathan Van Berlo,83
17,144,Joel Selwood,83
17,144,Jack Riewoldt,83
17,144,Andrew McInnes,83
17,149,Neville Jetta,82
17,149,Brett Ebert,82
17,149,Jarrad Grant,82
17,149,Bret Thornton,82
17,149,Tom Lynch,82
17,149,Sam Butler,82
17,149,Jude Bolton,82
17,156,Daniel Jackson,81
17,156,Nick Malceski,81
17,156,James Gwilt,81
17,156,Alex Johnson,81
17,156,Adam McPhee,81
17,161,Ted Richards,80
17,161,Leigh Adams,80
17,161,Daniel Nicholson,80
17,161,Matthew Scarlett,80
17,161,Matthew Boyd,80
17,166,Lindsay Gilbee,79
17,166,Ben Cunnington,79
17,166,Brendan Whitecross,79
17,166,Craig Bird,79
17,166,Jarryd Blair,79
17,166,Colin Garland,79
17,166,Brian Lake,79
17,173,Taylor Hunt,78
17,173,Campbell Brown,78
17,173,Rhys Palmer,78
17,176,Stefan Martin,77
17,176,Reece Conca,77
17,176,Lewis Jetta,77
17,176,David Myers,77
17,176,David Hale,77
17,176,Edward Curnow,77
17,182,Matthew Maguire,76
17,182,Dean Cox,76
17,184,David Swallow,75
17,184,Tom Bell,75
17,184,Shane Edwards,75
17,184,Jayden Post,75
17,184,Zac Smith,75
17,189,Andrew Collins,74
17,189,Matthew De Boer,74
17,191,Matthew Suckling,73
17,191,Chris Dawes,73
17,191,Clinton Young,73
17,191,Liam Shiels,73
17,191,Nick Dal Santo,73
17,191,Brad Ebert,73
17,191,Nick Riewoldt,73
17,191,Lee Spurr,73
17,199,Sam Gibson,72
17,199,Chad Wingard,72
17,199,Will Hoskin-Elliott,72
17,199,Ben McGlynn,72
17,199,Jamie MacMillan,72
17,199,Paul Chapman,72
17,199,Sam Frost,72
17,199,Josh Gibson,72
17,207,Jason Tutt,71
17,207,Alwyn Davey,71
17,207,Patrick McGinnity,71
17,207,Harley Bennell,71
17,207,Daniel Giansiracusa,71
17,207,Adam Goodes,71
17,207,Clinton Jones,71
17,207,Daniel Hannebery,71
17,215,Eric MacKenzie,70
17,215,Alex Fasolo,70
17,215,Darren Jolly,70
17,215,Scott Thompson,70
17,219,Brodie Smith,69
17,219,Leroy Jetta,69
17,219,Jack Trengove,69
17,219,Matthew Watson,69
17,219,Christian Howard,69
17,219,Darren Glass,69
17,219,Josh Caddy,69
17,219,Shaun Grigg,69
17,219,Curtly Hampton,69
17,228,Bradley Sheppard,68
17,228,Michael Walters,68
17,228,Shaun Burgoyne,68
17,228,Elliot Yeo,68
17,228,Jack Steven,68
17,228,Steven Morris,68
17,228,Bachar Houli,68
17,228,Josh Hunt,68
17,228,Jonathan Brown,68
17,237,James Kelly,67
17,237,Jared Rivers,67
17,237,Adam Schneider,67
17,237,Nick Maxwell,67
17,237,Jason Gram,67
17,237,Ben Rutten,67
17,243,Maverick Weller,66
17,243,David Mundy,66
17,243,Ben Reid,66
17,246,James Frawley,65
17,246,Kelvin Moore,65
17,246,Patrick Veszpremi,65
17,246,Samuel Wright,65
17,246,Chris Newman,65
17,251,Matt Shaw,64
17,251,Michael Jamison,64
17,251,Adam Selwood,64
17,251,Angus Monfries,64
17,251,Billie Smedts,64
17,256,Tom Williams,63
17,256,Shaun Atley,63
17,256,Justin Koschitzke,63
17,259,Israel Folau,62
17,259,David Armitage,62
17,259,Isaac Smith,62
17,259,Ryan Schoenmakers,62
17,259,Robert Murphy,62
17,259,Dale Thomas,62
17,259,Jordan Murdoch,62
17,259,Tom Lonergan,62
17,267,Benjamin Stratton,61
17,267,Nicholas Duigan,61
17,267,Graham Johncock,61
17,267,Stewart Crameri,61
17,271,Jake Carlisle,60
17,271,Chris Masten,60
17,271,Ryan Bastinac,60
17,271,Michael Rischitelli,60
17,271,Rohan Bail,60
17,271,David MacKay,60
17,271,Scott Selwood,60
17,278,Joel Patfull,59
17,278,Shane Mumford,59
17,278,Tyson Goldsack,59
17,278,Robin Nahas,59
17,278,Aaron Cornelius,59
17,278,Nathan Brown,59
17,278,Paul Puopolo,59
17,285,Dylan Roberton,58
17,285,Jackson Sheringham,58
17,285,Kieran Harper,58
17,288,Jack Darling,57
17,288,Brendon Goddard,57
17,288,Luke McGuane,57
17,288,Mark Baguley,57
17,288,Jared Polec,57
17,288,Courtenay Dempsey,57
17,288,Brent Stanton,57
17,295,Karmichael Hunt,56
17,295,Joshua Walker,56
17,295,Phil Davis,56
17,295,Jacob Brennan,56
17,295,Thomas Murphy,56
17,295,Shannon Hurn,56
17,301,Sam Reid Injured,55
17,301,Rick Dyson,55
17,303,Daniel Talia,54
17,303,Thomas Jonas,54
17,303,Nick Smith,54
17,303,James Magner,54
17,303,Aaron Young,54
17,303,Heritier Lumumba,54
17,303,Will Schofield,54
17,303,Jarryn Geary,54
17,311,Ryan Harwood,53
17,311,Ben Howlett,53
17,311,Daniel Stewart,53
17,311,Cale Hooker,53
17,311,Ashton Hams,53
17,316,Jake Spencer,52
17,316,Andrew Raines,52
17,316,Paul Bower,52
17,319,Sam Blease,51
17,319,Lachlan Hansen,51
17,319,Scott Gumbleton,51
17,319,Aaron Joseph,51
17,319,Jonathan Giles,51
17,319,Thomas Couch,51
17,325,Michael Doughty,50
17,325,Jared Brennan,50
17,327,Ayce Cordy,49
17,327,Todd Banfield,49
17,327,Jamie Elliott,49
17,327,Joel Macdonald,49
17,331,Quinten Lynch,48
17,331,Cameron Sutcliffe,48
17,331,Matt Campbell,48
17,334,Thomas Young,47
17,334,Jack Crisp,47
17,334,Mark Austin,47
17,334,Lewis Roberts-Thomson,47
17,338,Steve Clifton,46
17,338,Tom Simpkin,46
17,338,Hayden Ballantyne,46
17,338,Mark Whiley,46
17,338,David Hille,46
17,343,Chris Tarrant,45
17,343,Tom Scully,45
17,343,Brandon Matera,45
17,343,Matthew Rosa,45
17,347,Michael Firrito,43
17,347,Jordan Russell,43
17,347,Alan Toovey,43
17,347,Martin Mattner,43
17,351,Shaun Higgins,42
17,351,Matthew Dea,42
17,353,Jeremy Howe,41
17,353,Nicholas Suban,41
17,353,Lindsay Thomas,41
17,356,Paul Seedsman,40
17,356,Levi Casboult,40
17,358,Jared Petrenko,39
17,358,Jackson Trengove,39
17,360,Andrew Moore,38
17,360,Jake Melksham,38
17,362,Dennis Armfield,34
17,362,Daniel Pearce,34
17,362,Nick Haynes,34
17,362,Corey Dell'Olio,34
17,366,Josh Drummond,33
17,367,Robbie Tarrant,32
17,367,Kyle Cheney,32
17,369,Travis Cloke,29
17,370,Nathan Lovett-Murray,28
17,371,Sam Day,27
17,371,Addam Maric,27
17,373,Rohan Bewick,26
17,373,Nathan Wilson,26
17,373,Ahmed Saad,26
17,376,John McCarthy,24
17,376,Nathan Djerrkura,24
17,378,Ian Callinan,23
17,378,Gerald Ugle,23
17,380,Brad Symes,22
17,381,Arryn Siposs,21
17,382,Sam Dunell,20
17,383,Brett O'Hanlon,18
17,384,Cameron Guthrie,17
17,384,Frazer Dale,17
17,386,Shane Savage,16
17,387,Kurt Aylett,14
17,387,Liam Patrick,14
17,389,Caolan Mooney,12
17,389,Jasper Pittard,12
17,391,Murray Newman,11
17,392,Jacob Townsend,9
17,393,Andrejs Everitt,7
17,393,James Strauss,7
17,393,Josh Hall,7
17,396,Kurt Tippett,4
