round,player,team,score
1,1,Brent Stanton,180
1,2,Scott Pendlebury,167
1,3,Patrick Ryder,165
1,4,Simon Black,152
1,5,Kurt Tippett,150
1,6,Nick Dal Santo,148
1,7,Scott Thompson,147
1,8,Lance Franklin,142
1,9,Jed Adcock,140
1,10,Sam Mitchell,139
1,10,Tom Rockliff,139
1,10,Gary Ablett,139
1,13,Josh Kennedy Injured,137
1,14,Hamish Hartlett,134
1,15,Kieren Jack,133
1,16,Trent Cotchin,127
1,16,Jude Bolton,127
1,18,Rhys Palmer,126
1,19,Matthew Kreuzer,125
1,20,Kade Simpson,120
1,20,Jimmy Bartel,120
1,22,Marc Murphy,119
1,22,Matthew Rosa,119
1,24,Bryce Gibbs,118
1,24,Matthew Priddis,118
1,24,Jack Riewoldt,118
1,27,Nathan Van Berlo,117
1,28,Brendon Goddard,116
1,28,Michael Hibberd,116
1,28,Joel Selwood,116
1,28,Cyril Rioli,116
1,32,James Kelly,115
1,32,Joshua Kennedy,115
1,34,Darren Jolly,114
1,34,Jared Brennan,114
1,34,Rory Sloane,114
1,37,Aaron Sandilands,113
1,38,Luke Dahlhaus,112
1,38,David Zaharakis,112
1,40,Christopher Yarran,111
1,40,Scott Thompson,111
1,40,Brad Ebert,111
1,40,Thomas Liberatore,111
1,44,Dean Cox,110
1,44,Matthew Boyd,110
1,46,Nathan Fyfe,109
1,46,James Polkinghorne,109
1,48,Alex Rance,108
1,49,Ben Hudson,107
1,49,Craig Bird,107
1,49,Callan Ward,107
1,49,Jobe Watson,107
1,53,Daniel Cross,106
1,53,Taylor Walker,106
1,55,Hayden Ballantyne,105
1,55,Nick Riewoldt,105
1,55,John McCarthy,105
1,55,Nicholas Naitanui,105
1,59,Pearce Hanley,104
1,59,James Podsiadly,104
1,59,Scott Selwood,104
1,59,Chad Cornes,104
1,59,Jack Trengove,104
1,59,Brent Reilly,104
1,65,Matt Thomas,103
1,65,Grant Birchall,103
1,65,Mark Jamar,103
1,65,Ted Richards,103
1,65,Lewis Jetta,103
1,65,Adam Kennedy,103
1,71,James Magner,102
1,71,Clay Smith,102
1,71,Jack Darling,102
1,71,Sam Jacobs,102
1,75,Richard Douglas,101
1,76,Matthew Leuenberger,100
1,76,Dale Thomas,100
1,76,Brett Deledio,100
1,79,Andrew Carrazzo,99
1,79,James McDonald,99
1,79,Jarrod Harbrow,99
1,79,Kieran Harper,99
1,83,Courtenay Dempsey,98
1,83,Brendan Whitecross,98
1,85,Daniel Stewart,97
1,85,Kane Cornes,97
1,85,Ivan Maric,97
1,85,Travis Cloke,97
1,85,Sean Dempster,97
1,85,Matthew Suckling,97
1,85,Jarryd Blair,97
1,85,Matthew Pavlich,97
1,85,Matthew De Boer,97
1,94,Shane Mumford,95
1,94,Andrew Mackie,95
1,96,Liam Jones,94
1,96,Shannon Hurn,94
1,96,Luke Shuey,94
1,96,Chris Judd,94
1,100,Dustin Fletcher,93
1,100,Brad Sewell,93
1,100,Ben McEvoy,93
1,100,Patrick Dangerfield,93
1,104,Harry Taylor,92
1,104,Dane Swan,92
1,104,Broc McCauley,92
1,104,Jeremy Laidler,92
1,104,Sam Reid Injured,92
1,104,Tendai Mzungu,92
1,110,Heath Shaw,91
1,110,Brent Harvey,91
1,110,Garrick Ibbotson,91
1,110,Harley Bennell,91
1,110,Michael Johnson,91
1,115,Adam Goodes,90
1,115,Edward Curnow,90
1,115,Daniel Wells,90
1,115,Andrew Swallow,90
1,115,Michael Osborne,90
1,115,Paul Duffield,90
1,115,Paul Chapman,90
1,122,Ian Callinan,89
1,122,Will Schofield,89
1,122,Dustin Martin,89
1,125,Luke McPharlin,88
1,125,Jack Watts,88
1,125,Nathan Foley,88
1,125,Dennis Armfield,88
1,125,Robert Murphy,88
1,130,Steven Motlop,87
1,130,Bernie Vince,87
1,130,Michael Firrito,87
1,130,Jonathan Giles,87
1,130,Isaac Smith,87
1,130,Tomas Bugg,87
1,130,Lenny Hayes,87
1,130,Brent Guerra,87
1,130,Dion Prestia,87
1,130,Andy Otten,87
1,130,Luke Ball,87
1,141,Nial McKeever,86
1,141,Jarrad McVeigh,86
1,141,Alan Toovey,86
1,141,Tim Mohr,86
1,145,Beau Waters,85
1,145,Matthew Broadbent,85
1,145,Terry Milera,85
1,145,Jason Blake,85
1,149,Will Minson,84
1,149,Jarryn Geary,84
1,149,Toby Greene,84
1,149,Lindsay Thomas,84
1,149,Jack Redden,84
1,149,Shaun Higgins,84
1,149,James Frawley,84
1,149,Claye Beams,84
1,149,Joel Patfull,84
1,149,Jack Steven,84
1,149,Dyson Heppell,84
1,160,Travis Boak,83
1,160,Clinton Jones,83
1,160,Nick Malceski,83
1,160,Heath Scotland,83
1,164,Zac Smith,82
1,164,Ben Howlett,82
1,164,Jacob Surjan,82
1,164,David Hale,82
1,164,Jack Grimes,82
1,169,Leigh Montagna,81
1,169,Stewart Crameri,81
1,169,Michael Rischitelli,81
1,169,Shaun Grigg,81
1,169,Daniel Rich,81
1,169,Ryan Crowley,81
1,169,Cheynee Stiller,81
1,176,Jordie McKenzie,80
1,176,Jeff Garlett,80
1,176,Chris Masten,80
1,176,Daniel Merrett,80
1,176,Rhys Stanley,80
1,176,Cameron O'Shea,80
1,182,Nick Smith,79
1,182,Jordan Lewis,79
1,182,Zachary Clarke,79
1,182,Joel Macdonald,79
1,182,Will Hoskin-Elliott,79
1,182,Cameron Guthrie,79
1,182,Adam Cooney,79
1,182,Alex Johnson,79
1,190,Kepler Bradley,77
1,190,Hamish McIntosh,77
1,190,Daniel Giansiracusa,77
1,190,Tom Hawkins,77
1,194,Ryan Hargrave,76
1,194,Sam Fisher,76
1,194,Troy Chaplin,76
1,194,Brodie Smith,76
1,198,David MacKay,75
1,198,Liam Anthony,75
1,198,Samuel Wright,75
1,198,Nicholas Suban,75
1,202,Justin Westhoff,74
1,202,Drew Petrie,74
1,202,Alex Fasolo,74
1,202,David Swallow,74
1,202,Ashton Hams,74
1,202,Jason Porplyzia,74
1,202,Todd Goldstein,74
1,202,David Hille,74
1,210,Heath Grundy,73
1,210,Leigh Adams,73
1,210,Rohan Bail,73
1,210,Stefan Martin,73
1,214,Michael Barlow,72
1,214,Bachar Houli,72
1,214,Phil Davis,72
1,214,Steele Sidebottom,72
1,214,Mitchell Golby,72
1,214,Aaron Edwards,72
1,220,Jarrad Redden,71
1,220,Matthew Maguire,71
1,220,Shaun Hampson,71
1,220,Scott McMahon,71
1,220,Chad Wingard,71
1,225,Josh Hill,70
1,225,Domenic Cassisi,70
1,225,Stephen Hill,70
1,225,Michael Hurley,70
1,225,Shaun Burgoyne,70
1,225,Taylor Hunt,70
1,231,Todd Banfield,68
1,231,Jared Polec,68
1,231,Quinten Lynch,68
1,231,Michael Doughty,68
1,235,Lachlan Henderson,67
1,236,Chris Newman,66
1,236,Josh Gibson,66
1,236,Jarrad Waite,66
1,236,Gary Rohan,66
1,236,Liam Picken,66
1,241,Angus Monfries,65
1,241,Andrejs Everitt,65
1,241,Josh Mellington,65
1,241,Jared Petrenko,65
1,241,Campbell Brown,65
1,241,David Myers,65
1,247,Ben McGlynn,64
1,247,Christopher Mayne,64
1,247,Luke Breust,64
1,247,Nathan Jones,64
1,251,Tyson Goldsack,63
1,251,Zach Tuohy,63
1,251,Chris Dawes,63
1,251,Nathan Lovett-Murray,63
1,251,Zac Dawson,63
1,251,Sam Iles,63
1,257,David Rodan,62
1,257,Shane Savage,62
1,257,Paul Bower,62
1,260,Jack Hombsch,61
1,260,Joel Corey,61
1,260,Dylan Addison,61
1,260,Ben Cunnington,61
1,260,Luke Parker,61
1,260,Jake Melksham,61
1,266,Andrew Gaff,60
1,266,Shaun Atley,60
1,266,Daniel Talia,60
1,266,David Armitage,60
1,266,Josh Caddy,60
1,266,Heritier Lumumba,60
