round,player,team,score
2,1,Tom Hawkins,159
2,2,Scott Selwood,155
2,3,Ryan Bastinac,151
2,4,Chris Judd,150
2,5,Jobe Watson,149
2,5,Aaron Sandilands,149
2,7,Brendon Goddard,147
2,7,Marc Murphy,147
2,9,Brett Deledio,145
2,10,Gary Ablett,143
2,11,Sam Mitchell,141
2,12,Josh Kennedy Injured,139
2,13,Brent Harvey,137
2,14,Angus Monfries,136
2,15,Brent Stanton,134
2,16,Jarrad Waite,133
2,16,Brendan Whitecross,133
2,18,Andrew Swallow,128
2,19,Scott Pendlebury,127
2,19,Luke Shuey,127
2,19,Alex Rance,127
2,22,Liam Anthony,125
2,23,Chris Masten,124
2,24,Travis Cloke,122
2,25,Chad Cornes,121
2,25,Shaun Burgoyne,121
2,25,David Armitage,121
2,25,Paul Chapman,121
2,29,Scott Thompson,120
2,30,Aaron Edwards,119
2,30,Nick Riewoldt,119
2,32,Lenny Hayes,118
2,33,Ben McEvoy,117
2,33,Shannon Hurn,117
2,33,David Swallow,117
2,36,Jordan Lewis,116
2,36,Nicholas Naitanui,116
2,36,Michael Firrito,116
2,39,Bachar Houli,115
2,39,Adam Goodes,115
2,41,Robert Murphy,114
2,41,Brent Reilly,114
2,41,Shane Tuck,114
2,41,Sam Fisher,114
2,41,Daniel Cross,114
2,41,Callan Ward,114
2,47,Andrew Gaff,112
2,47,Jack Trengove,112
2,47,Nick Dal Santo,112
2,47,Nathan Jones,112
2,47,Joel Selwood,112
2,47,Brad Ebert,112
2,53,Courtenay Dempsey,111
2,54,Jimmy Bartel,110
2,54,Brian Lake,110
2,54,Hamish McIntosh,110
2,57,Stewart Crameri,109
2,57,Jack Redden,109
2,57,Andrew Carrazzo,109
2,60,James Podsiadly,108
2,61,Tendai Mzungu,107
2,61,Steele Sidebottom,107
2,61,Daniel Rich,107
2,64,Jake Batchelor,106
2,64,Eddie Betts,106
2,64,Josh Hill,106
2,67,Clinton Jones,105
2,68,Nick Malceski,104
2,68,Kade Simpson,104
2,70,Matthew Leuenberger,103
2,70,Shaun Grigg,103
2,70,Matthew Boyd,103
2,73,Taylor Walker,102
2,73,Drew Petrie,102
2,75,Trent Cotchin,101
2,75,Jarrad McVeigh,101
2,75,Rhys Stanley,101
2,75,Jeff Garlett,101
2,75,Matthew Priddis,101
2,75,Jay Schulz,101
2,81,Ryan Griffen,100
2,81,Rory Sloane,100
2,81,Matthew Kreuzer,100
