round,player,team,score
10,71,David Hale,101
10,71,Jarryd Roughead,101
10,74,Adam Treloar,100
10,74,Dayne Zorko,100
10,74,Danny Stanley,100
10,74,Brent Macaffer,100
10,74,Luke Breust,100
10,74,David Zaharakis,100
10,80,Marley Williams,99
10,80,Isaac Smith,99
10,80,Kade Simpson,99
10,80,Daniel Giansiracusa,99
10,84,Clancee Pearce,98
10,85,Corey Enright,97
10,85,Robert Murphy,97
10,85,Heath Shaw,97
10,85,Nathan Jones,97
10,85,Scott Thompson,97
10,85,Kyle Martin,97
10,91,Brett Goodes,96
10,91,Heritier Lumumba,96
10,91,Chris Masten,96
10,91,Lachlan Hansen,96
10,91,Brian Lake,96
10,96,Daniel Wells,95
10,96,Chad Wingard,95
10,96,Matthew White,95
10,96,Shaun Grigg,95
10,96,Sam Jacobs,95
10,101,Stephen Coniglio,94
10,101,Mitch Robinson,94
10,103,Jeremy Howe,93
10,103,Bachar Houli,93
10,103,Bryce Gibbs,93
10,103,Matthew Priddis,93
10,103,Shaun Atley,93
10,108,Tom Lynch,92
10,109,Jared Petrenko,91
10,109,Daniel Jackson,91
10,109,Matthew De Boer,91
10,109,Dean Cox,91
10,113,Tom Nicholls,90
10,113,Nick Riewoldt,90
10,113,Shannon Hurn,90
10,113,Leigh Adams,90
10,113,Ryan O'Keefe,90
10,113,Jonathan Simpkin,90
10,113,Dale Morris,90
10,120,Josh Hill,89
10,120,Jordan Roughead,89
10,120,Luke Russell,89
10,120,Josh Hunt,89
10,124,Edward Curnow,88
10,124,Zach Tuohy,88
10,124,Chris Newman,88
10,124,Lindsay Thomas,88
10,124,Trent McKenzie,88
10,129,Mark Hutchings,87
10,129,Bernie Vince,87
10,129,Tom Mitchell,87
10,129,Angus Monfries,87
10,133,Steve Johnson,86
10,133,James Kelly,86
10,133,Hamish Hartlett,86
10,133,Mathew Stokes,86
10,133,Nathan Foley,86
10,133,Lachie Whitfield,86
10,133,Shaun Burgoyne,86
10,133,Luke Brown,86
10,141,Rhys Palmer,85
10,141,Sam Gibson,85
10,141,Josh Thomas,85
10,144,Daniel Kerr,84
10,144,Clay Smith,84
10,144,Harry Taylor,84
10,144,Tom Bellchambers,84
10,144,Tom Scully,84
10,144,Paul Puopolo,84
10,150,Paul Duffield,83
10,150,Ryan Harwood,83
10,152,Danyle Pearce,82
10,152,Jed Adcock,82
10,152,Toby Greene,82
10,152,Jarryd Lyons,82
10,152,Travis Boak,82
10,152,Jarrad Redden,82
10,152,Chris Dawes,82
10,152,Joshua Kennedy,82
10,160,Mike Pyke,81
10,160,Lance Franklin,81
10,160,Farren Ray,81
10,160,David Mundy,81
10,160,Nathan Grima,81
10,160,Cameron Pedersen,81
10,160,Andy Otten,81
10,167,Nicholas Suban,80
10,167,Hayden Crozier,80
10,167,Mark Baguley,80
10,170,Rory Thompson,79
10,170,Dane Rampe,79
10,170,Brendon Goddard,79
10,170,Garrick Ibbotson,79
10,170,Brock McLean,79
10,170,Cameron O'Shea,79
10,176,Tyrone Vickery,78
10,176,Ben Kennedy,78
10,176,Nick Lower,78
10,176,Curtly Hampton,78
10,176,Campbell Brown,78
10,176,Trent Cotchin,78
10,176,Michael Johnson,78
10,183,Taylor Adams,77
10,184,Jason Johannisen,76
10,184,Dennis Armfield,76
10,184,Jason Winderlich,76
10,184,Luke Hodge,76
10,184,Rhys Stanley,76
10,184,Ivan Maric,76
10,184,Jake Melksham,76
10,184,Alex Rance,76
10,192,Jack Trengove,75
10,192,Sam Butler,75
10,192,Trent West,75
10,192,Bradley Hill,75
10,196,Patrick Karnezis,74
10,196,Christopher Mayne,74
10,196,Brent Guerra,74
10,196,David Armitage,74
10,196,Sam Mitchell,74
10,201,Jamie Elliott,73
10,201,Marc Murphy,73
10,201,Joel Selwood,73
10,201,Nathan Vardy,73
10,201,Jarrad Waite,73
10,201,Brandon Matera,73
10,201,Joel Wilkinson,73
10,201,Ben McEvoy,73
10,201,Matthew Rosa,73
10,201,Jobe Watson,73
10,211,Mitchell Wallis,72
10,211,Jaeger O'Meara,72
10,211,Lewis Jetta,72
10,211,Dean Kent,72
10,215,Martin Clarke,71
10,215,Tom Hawkins,71
10,215,Jamie MacMillan,71
10,218,Adam Kennedy,70
10,218,Dean Terlich,70
10,218,Matthew Dea,70
10,218,Benjamin Stratton,70
10,222,Ashley McGrath,69
10,222,Michael Talia,69
10,222,Joel Patfull,69
10,225,Devon Smith,68
10,225,Daniel Hannebery,68
10,225,Levi Casboult,68
10,228,George Burbury,67
10,228,Sam Grimley,67
10,228,Dustin Martin,67
10,228,Taylor Duryea,67
10,228,Brent Staker,67
10,228,Tendai Mzungu,67
10,228,Leigh Montagna,67
10,235,Nathan Van Berlo,66
10,235,Jason Porplyzia,66
10,235,Luke McPharlin,66
10,235,Aaron Edwards,66
10,235,Adam Tomlinson,66
10,240,Ben Reid,65
10,240,Jack Riewoldt,65
10,240,Steven Motlop,65
10,240,Cale Hooker,65
10,240,Jake Carlisle,65
10,240,Jack Watts,65
10,246,Leroy Jetta,64
10,246,Aaron Davey,64
10,246,Jaryd Cachia,64
10,246,Liam Jones,64
10,250,Jordie McKenzie,63
10,250,Stewart Crameri,63
10,250,Rohan Bail,63
10,250,Jackson Macrae,63
10,250,James Gwilt,63
10,250,Heath Scotland,63
10,250,Oliver Wines,63
10,250,Lynden Dunn,63
10,250,Daniel Gorringe,63
10,250,Nick Maxwell,63
10,250,Aidan Corr,63
10,250,Adam Selwood,63
10,262,Michael Jamison,62
10,262,Nathan Hrovat,62
10,262,David Myers,62
10,262,Jarrod Harbrow,62
10,262,David Swallow,62
10,262,Brodie Smith,62
10,262,Hayden Ballantyne,62
10,262,James Frawley,62
10,262,Jake King,62
10,271,Quinten Lynch,61
10,271,Ben McGlynn,61
10,271,Andrew Gaff,61
10,271,Dylan Roberton,61
10,271,Dustin Fletcher,61
10,276,Jarryd Blair,60
10,276,Sam Fisher,60
10,276,Matt Shaw,60
10,276,Nick Smith,60
10,276,Jack Newnes,60
10,281,Justin Clarke,59
10,281,Ryan Lester,59
10,281,Josh Gibson,59
10,281,Michael Rischitelli,59
10,281,Cameron Hitchcock,59
10,286,Jude Bolton,58
10,286,Luke Dahlhaus,58
10,286,Nathan Brown,58
10,289,Josh Jenkins,57
10,289,Troy Chaplin,57
10,291,Heath Grundy,56
10,291,Troy Menzel,56
10,293,Matthew Broadbent,55
10,293,Samuel Wright,55
10,293,Courtenay Dempsey,55
10,293,Tim Sumner,55
10,297,Michael Firrito,54
10,297,Joshua Bootsma,54
10,297,Andrejs Everitt,54
10,297,Allen Christensen,54
10,297,Lee Spurr,54
10,297,Patrick Ryder,54
10,297,Mark Jamar,54
10,297,Alipate Carlile,54
10,305,Jeremy Cameron,53
10,305,Mitchell Brown,53
10,307,Scott McMahon,52
10,307,Brent Reilly,52
10,309,Mitch Morton,51
10,309,Jake Batchelor,51
10,309,Thomas Jonas,51
10,309,Tom Lynch,51
10,313,Cameron Guthrie,50
10,313,Jack Darling,50
10,313,Aaron Hall,50
10,316,Pearce Hanley,49
10,316,Billy Longer,49
10,316,Andrew Krakouer,49
10,316,Jarryn Geary,49
10,320,Joel Macdonald,48
10,320,Dylan Addison,48
10,320,Steven Morris,48
10,320,Jack Fitzpatrick,48
10,324,Michael Evans,47
10,324,Stephen Milne,47
10,324,Thomas Murphy,47
10,324,James Strauss,47
10,324,Nathan Wright,47
10,329,Elliot Yeo,46
10,330,Jake Neade,45
10,330,Matthew Buntine,45
10,330,James Polkinghorne,45
10,330,Eric MacKenzie,45
10,334,Tom Lonergan,44
10,334,Nathan Wilson,44
10,334,Josh Bruce,44
10,337,Heath Hocking,43
10,337,Ben Rutten,43
10,337,Tom Hickey,43
10,340,Ted Richards,41
10,340,Tim Mohr,41
10,340,Tom Williams,41
10,343,Andrew Raines,40
10,343,Jonathan Giles,40
10,343,Bradley Sheppard,40
10,343,Jay Schulz,40
10,343,Robbie Gray,40
10,343,Liam Shiels,40
10,349,Matt Jones,39
10,349,Alan Didak,39
10,351,Jimmy Webster,38
10,351,Daniel Talia,38
10,351,Campbell Heath,38
10,354,Sam Docherty,37
10,354,Sam Kerridge,37
10,354,Cameron Sutcliffe,37
10,357,Zac Dawson,36
10,358,Marco Paparone,35
10,358,Liam Picken,35
10,358,Brodie Martin,35
10,358,Brent Moloney,35
10,358,Dylan Shiel,35
10,363,John Butcher,34
10,363,Jake Stringer,34
10,363,Koby Stevens,34
10,366,Sebastian Ross,33
10,366,Nicholas Kommer,33
10,368,Mark Lecras,32
10,369,Rohan Bewick,31
10,369,Sean Dempster,31
10,371,Jacob Townsend,30
10,371,Kyal Horsley,30
10,373,Sam Day,29
10,373,Mitchell Brown,29
10,375,Luke Tapscott,28
10,376,Jack Crisp,27
10,376,Darren Glass,27
10,376,Sam Michael,27
10,379,Kane Mitchell,26
10,379,David MacKay,26
10,381,Arryn Siposs,25
10,382,William Sierakowski,19
10,382,Setanta O'hAilpin,19
10,384,Jordan Schroder,18
10,385,Andrew Embley,17
10,386,Kyle Cheney,16
10,387,Ryan Crowley,15
10,388,Sam Lonergan,13
10,389,Jack Hannath,11
10,390,Ahmed Saad,10
10,391,Tom Bell,9
10,392,Tommy Walsh,8
10,392,Taylor Hine,8
10,392,Jackson Ferguson,8
10,392,Will Hams,8
10,396,Scott Gumbleton,5
