round,player,team,score
14,1,Darren Jolly,157
14,2,Joel Selwood,149
14,3,Ryan Harwood,148
14,4,Dane Swan,147
14,4,Kieren Jack,147
14,6,Jobe Watson,145
14,7,Lenny Hayes,143
14,8,Andrew Swallow,142
14,9,Luke Shuey,141
14,10,Shane Tuck,137
14,10,Jarrad McVeigh,137
14,12,Trent Cotchin,136
14,13,Michael Hurley,135
14,13,Leigh Adams,135
14,15,Scott Selwood,134
14,15,Dean Cox,134
14,15,Dustin Martin,134
14,18,Matthew Boyd,133
14,19,Ben Howlett,131
14,20,Lance Franklin,130
14,20,Ben McEvoy,130
14,20,Jonathan Brown,130
14,23,Sam Mitchell,129
14,23,Jack Redden,129
14,25,Chris Judd,126
14,25,Daniel Wells,126
14,27,Heath Hocking,125
14,28,Ryan O'Keefe,124
14,28,Pearce Hanley,124
14,30,Josh Kennedy Injured,123
14,30,Corey Enright,123
14,30,Chris Masten,123
14,30,Josh Hill,123
14,34,Mitch Robinson,122
14,35,Jack Steven,119
14,36,Tom Logan,117
14,36,Matthew Priddis,117
14,36,Dayne Beams,117
14,36,Michael Barlow,117
14,36,Danny Stanley,117
14,41,Nicholas Naitanui,116
14,41,Brock McLean,116
14,43,Dylan Grimes,115
14,43,Ivan Maric,115
14,43,Jarryd Blair,115
14,43,James Kelly,115
14,47,Jude Bolton,114
14,47,Simon Black,114
14,49,Matthew Pavlich,113
14,49,Grant Birchall,113
14,49,Shannon Hurn,113
14,49,Jarryn Geary,113
14,53,Jarryd Roughead,112
14,53,Stefan Martin,112
14,55,Dale Thomas,111
14,55,Brad Sewell,111
14,55,Todd Goldstein,111
14,55,Shane Edwards,111
14,59,Brett Deledio,110
14,59,Daniel Jackson,110
14,59,Drew Petrie,110
14,62,Sharrod Wellingham,109
14,62,Patrick Ryder,109
14,62,Matthew Rosa,109
14,62,Daniel Kerr,109
14,62,Andrew Gaff,109
14,67,Tom Rockliff,107
14,67,Brent Stanton,107
14,69,Jason Porplyzia,106
14,69,Callan Ward,106
14,71,Danyle Pearce,105
14,71,Ben Hudson,105
14,73,Rhys Palmer,104
14,73,Sam Jacobs,104
14,73,Chris Newman,104
14,76,Jordan Lewis,103
14,76,Harley Bennell,103
14,76,Lewis Jetta,103
14,79,Kurt Tippett,102
14,79,Trent West,102
14,79,Bryce Gibbs,102
14,79,Matthew Lobbe,102
14,79,Quinten Lynch,102
14,79,Michael Johnson,102
14,85,Richard Douglas,101
14,85,Thomas Liberatore,101
14,85,Kane Cornes,101
14,85,Taylor Walker,101
14,85,Michael Firrito,101
14,85,Daniel Rich,101
14,91,Scott Thompson,100
14,92,Adam Schneider,99
14,92,Colin Sylvia,99
14,92,Jeremy Howe,99
14,92,Tom Hawkins,99
14,92,Jack Watts,99
14,92,Jack Ziebell,99
14,92,Courtenay Dempsey,99
14,99,Allen Christensen,98
14,99,Christopher Yarran,98
14,99,Andrew Carrazzo,98
14,99,Dustin Fletcher,98
14,103,Jimmy Bartel,97
14,103,Tom Scully,97
14,105,Jonathon Griffin,96
14,105,Dean Brogan,96
14,107,Heath Scotland,94
14,107,Billie Smedts,94
14,107,Liam Anthony,94
14,107,Alex Fasolo,94
14,107,Ashton Hams,94
14,107,Daniel Hannebery,94
14,107,David Hale,94
14,114,Shane Mumford,93
14,114,Steele Sidebottom,93
14,116,Kyle Hardingham,92
14,117,Dylan Shiel,91
14,117,Sam Gibson,91
14,117,Matt Shaw,91
14,120,Leigh Montagna,90
14,121,Jack Darling,89
14,121,Joel Macdonald,89
14,123,Luke Dahlhaus,88
14,123,Jordan Murdoch,88
14,125,Dylan Roberton,87
14,125,Gary Ablett,87
14,125,Heath Grundy,87
14,128,Beau Waters,86
14,128,Cale Hooker,86
14,128,Chad Cornes,86
14,128,Patrick Dangerfield,86
14,132,Dayne Zorko,85
14,132,David Ellard,85
14,132,Simon Buckley,85
14,132,David Hille,85
14,132,Mitchell Golby,85
14,132,Toby Greene,85
14,138,Matthew Suckling,84
14,138,Michael Hibberd,84
14,140,Ryan Hargrave,83
14,140,Adam Treloar,83
14,140,Tyson Goldsack,83
14,140,Sam Iles,83
14,140,Steve Johnson,83
14,140,Daniel Cross,83
14,140,Adam McPhee,83
14,147,John McCarthy,82
14,147,Dennis Armfield,82
14,147,Matthew Wright,82
14,147,Liam Shiels,82
14,147,Luke McPharlin,82
14,152,Troy Chaplin,81
14,152,Bernie Vince,81
14,152,Brent Guerra,81
14,152,Ben Rutten,81
14,152,Brendon Goddard,81
14,152,Sam Fisher,81
14,152,Brian Lake,81
14,159,Will Minson,80
14,159,Patrick McGinnity,80
14,159,Daniel Nicholson,80
14,159,Shaun Burgoyne,80
14,163,David Armitage,79
14,163,Steven May,79
14,163,Shaun Grigg,79
14,163,Sam Lonergan,79
14,163,Phil Davis,79
14,163,Leroy Jetta,79
14,169,Adam Goodes,78
14,169,Harry Taylor,78
14,169,Luke Power,78
14,169,Jackson Paine,78
14,169,Jack Riewoldt,78
14,169,Brent Harvey,78
14,169,David Rodan,78
14,169,Daniel Merrett,78
14,177,Matthew De Boer,77
14,177,Andrew Moore,77
14,177,Rory Sloane,77
14,177,Shane Savage,77
14,177,Jamie MacMillan,77
14,177,Alipate Carlile,77
14,177,Shaun Higgins,77
14,184,Lachlan Hansen,76
14,184,Andrew Mackie,76
14,184,Brad Ebert,76
14,187,Nial McKeever,75
14,187,Tony Armstrong,75
14,187,Chris Dawes,75
14,190,Jed Adcock,74
14,190,Ben McGlynn,74
14,190,Brent Reilly,74
14,190,Clancee Pearce,74
14,190,Hayden Ballantyne,74
14,195,Chris Knights,73
14,195,Jamie Elliott,73
14,195,Ryan Bastinac,73
14,195,Steven Motlop,73
14,195,Ryan Lester,73
14,195,Cyril Rioli,73
14,195,Jason Gram,73
14,195,David Myers,73
14,195,Kyle Reimers,73
14,195,Jonathan Giles,73
14,195,Luke Delaney,73
14,206,Jack Gunston,72
14,206,Justin Westhoff,72
14,206,Colin Garland,72
14,206,Martin Mattner,72
14,206,Stephen Milne,72
14,211,Garrick Ibbotson,71
14,211,Greg Broughton,71
14,211,James Gwilt,71
14,211,Mike Pyke,71
14,211,Jake Melksham,71
14,211,Jack Trengove,71
14,211,Rhyce Shaw,71
14,218,Jordie McKenzie,70
14,218,Benjamin Griffiths,70
14,218,Luke Breust,70
14,218,Mitchell Duncan,70
14,218,Dyson Heppell,70
14,218,Nick Dal Santo,70
14,218,Jacob Brennan,70
14,225,Scott McMahon,69
14,225,Devon Smith,69
14,225,Joel Corey,69
14,228,David MacKay,68
14,228,Nicholas Suban,68
14,228,Matthew Scarlett,68
14,228,Matthew Watson,68
14,232,Ashley McGrath,67
14,232,Robert Warnock,67
14,232,Ted Richards,67
14,232,Sam Blease,67
14,236,Daniel Talia,66
14,236,Mitchell Brown,66
14,236,Nick Lower,66
14,236,Shaun Edwards,66
14,236,Brendan Whitecross,66
14,236,Sam Gilbert,66
14,236,Paul Stewart,66
14,236,Heath Shaw,66
14,244,Ryan Crowley,65
14,244,David Mundy,65
14,244,Matthew Broadbent,65
14,244,Taylor Hunt,65
14,244,Nick Smith,65
14,244,Eddie Betts,65
14,250,Lynden Dunn,64
14,250,Joel Patfull,64
14,252,Matthew Kreuzer,63
14,252,Jared Rivers,63
14,252,Kade Simpson,63
14,255,Tory Dickson,62
14,255,Brad Miller,62
14,255,James Sellar,62
14,255,Josh Drummond,62
14,259,Clay Smith,61
14,259,Darren Pfeiffer,61
14,259,Liam Picken,61
14,259,Nathan Grima,61
14,259,Tim Mohr,61
14,259,Bradley Sheppard,61
14,259,Shaun Hampson,61
14,259,Heritier Lumumba,61
14,259,Tendai Mzungu,61
14,268,Ryan Griffen,60
14,268,Andrew Raines,60
14,268,Nick Maxwell,60
14,268,Joshua Green,60
14,272,Brent Renouf,59
14,272,Andrew Walker,59
14,272,Thomas Jonas,59
14,272,Andrejs Everitt,59
14,272,James Magner,59
14,272,Sam Shaw,59
14,272,Raphael Clarke,59
14,279,James Podsiadly,58
14,279,Michael Doughty,58
14,279,Jake Carlisle,58
14,279,Lewis Roberts-Thomson,58
14,279,Lukas Markovic,58
14,284,Clinton Young,57
14,284,Luke Tapscott,57
14,284,Rhys Stanley,57
14,284,Darren Glass,57
14,288,John Butcher,56
14,288,Corey Dell'Olio,56
14,288,Easton Wood,56
14,288,Brent Moloney,56
14,292,Chad Wingard,55
14,293,Stewart Crameri,54
14,293,Matthew Bate,54
14,293,Robin Nahas,54
14,293,Curtly Hampton,54
14,297,Tom Hickey,53
14,297,Nick Riewoldt,53
14,297,Rohan Bail,53
14,300,Eric MacKenzie,52
14,300,Alan Toovey,52
14,300,Christopher Mayne,52
14,303,Liam Patrick,51
14,303,George Horlin-Smith,51
14,303,Zach Tuohy,51
14,306,Marley Williams,50
14,306,Tom Lonergan,50
14,306,Kieran Harper,50
14,306,Adam Cooney,50
14,306,Josh Gibson,50
14,311,Travis Cloke,49
14,312,Lindsay Thomas,48
14,312,Sam Reid Injured,48
14,312,Adam Tomlinson,48
