round,player,team,score
13,1,Simon Black,157
13,2,Farren Ray,152
13,3,Michael Barlow,151
13,4,Jarryd Roughead,145
13,5,Colin Garland,144
13,6,Leigh Montagna,143
13,6,Ryan Griffen,143
13,8,Matthew Boyd,137
13,9,Joel Selwood,135
13,10,Nathan Fyfe,131
13,11,Joshua Kennedy,125
13,12,Robbie Gray,124
13,13,Matthew Broadbent,123
13,14,Kieren Jack,122
13,14,Matthew De Boer,122
13,16,Andrew Gaff,121
13,16,Ryan Bastinac,121
13,18,Steve Johnson,120
13,19,Brad Ebert,119
13,20,Nathan Jones,118
13,20,Andrew Swallow,118
13,22,Dean Cox,115
13,22,Luke Shuey,115
13,24,Nicholas Naitanui,114
13,25,Colin Sylvia,113
13,25,Daniel Merrett,113
13,25,Zachary Clarke,113
13,28,Matthew Leuenberger,112
13,29,Matthew Lobbe,110
13,29,Brent Moloney,110
13,31,Jordan Lewis,109
13,32,Jack Riewoldt,108
13,32,Clay Smith,108
13,32,Nathan Grima,108
13,32,Josh Hunt,108
13,32,Tyrone Vickery,108
13,32,Mathew Stokes,108
13,38,Josh Kennedy Injured,107
13,39,Jimmy Bartel,106
13,39,Scott Selwood,106
13,41,Terry Milera,105
13,42,Jay Schulz,104
13,42,Todd Goldstein,104
13,44,Bachar Houli,103
13,44,Chad Wingard,103
13,44,Jarryn Geary,103
13,44,Michael Johnson,103
13,48,Luke Hodge,102
13,48,Matthew Priddis,102
13,50,Levi Greenwood,101
13,50,Daniel Rich,101
13,50,Jake Spencer,101
13,50,Jack Hombsch,101
13,50,Justin Westhoff,101
13,50,Stephen Hill,101
13,56,Chris Masten,100
13,56,Corey Enright,100
13,56,Joel Corey,100
13,59,Sean Dempster,99
13,59,Jack Steven,99
13,59,Nick Riewoldt,99
13,59,Thomas Liberatore,99
13,63,David Armitage,98
13,63,Jarrad McVeigh,98
13,63,Nick Malceski,98
13,63,Garrick Ibbotson,98
13,63,Jamie MacMillan,98
13,63,Aaron Edwards,98
13,69,Lance Franklin,97
13,69,Shane Savage,97
13,71,Andrew Mackie,96
13,71,Angus Monfries,96
13,71,Will Minson,96
13,74,Ryan O'Keefe,95
13,74,Dustin Martin,95
13,74,Ashley McGrath,95
13,77,Domenic Cassisi,94
13,77,Shaun Grigg,94
13,77,Jack Gunston,94
13,77,Lachlan Hansen,94
13,77,Mike Pyke,94
13,82,Mark Blicavs,93
13,83,Robert Murphy,92
13,84,Ivan Maric,91
13,84,Brett Deledio,91
13,84,Dayne Zorko,91
13,87,Adam Cooney,90
13,87,Daniel Jackson,90
13,87,Michael Talia,90
13,90,Jackson Macrae,88
13,90,Dean Terlich,88
13,92,Sam Dunell,87
13,92,Nick Dal Santo,87
13,94,Luke Breust,86
13,94,Lachlan Hunter,86
13,94,Trent Cotchin,86
13,94,Reece Conca,86
13,98,Luke McPharlin,85
13,98,Jack Watts,85
13,98,Brent Staker,85
13,98,Dane Rampe,85
13,98,Christopher Mayne,85
13,98,Elliot Yeo,85
13,104,Tom Mitchell,84
13,104,Lynden Dunn,84
13,106,Cameron Pedersen,83
13,106,James Gwilt,83
13,106,Jordan Roughead,83
13,106,Jonathan Simpkin,83
13,110,Jake Neade,82
13,110,Craig Bird,82
13,110,Brian Lake,82
13,113,Tom Hawkins,81
13,113,Andrew Moore,81
13,115,David Rodan,80
13,115,Harry Taylor,80
13,115,Max Bailey,80
13,115,James Podsiadly,80
13,119,Tom Rockliff,79
13,119,Shaun Atley,79
13,119,Hamish Hartlett,79
13,119,Paul Duffield,79
13,123,Sam Gibson,78
13,124,Benjamin Stratton,77
13,124,Mark Lecras,77
13,126,Alex Rance,76
13,126,Liam Shiels,76
13,126,Nathan Foley,76
13,129,Shaun Burgoyne,75
13,129,Trent Dennis-Lane,75
13,129,Joel Patfull,75
13,129,Jason Johannisen,75
13,133,Sam Mitchell,74
13,134,Troy Chaplin,73
13,134,Lee Spurr,73
13,134,Mitch Morton,73
13,134,Tom Logan,73
13,138,Jack Redden,72
13,139,Brandon Ellis,71
13,139,Aaron Mullett,71
13,139,Jed Adcock,71
13,139,Mitchell Clisby,71
13,139,Chris Newman,71
13,144,Eric MacKenzie,70
13,145,Justin Koschitzke,69
13,145,Daniel Wells,69
13,145,Luke Parker,69
13,145,Daniel Kerr,69
13,145,Brent Guerra,69
