round,player,team,score
15,1,Dean Cox,215
15,2,Matthew Pavlich,175
15,3,Matthew Priddis,170
15,4,Cyril Rioli,159
15,5,Jarrad McVeigh,152
15,6,James Kelly,148
15,6,Adam Goodes,148
15,8,Sam Jacobs,146
15,9,Scott Thompson,143
15,10,Paul Chapman,141
15,11,Christopher Mayne,139
15,12,Andrew Swallow,134
15,13,Shane Tuck,133
15,13,Shaun Grigg,133
15,13,Bachar Houli,133
15,16,Jordan Lewis,130
15,17,Sam Reid Injured,129
15,18,Chris Judd,126
15,18,Toby Greene,126
15,18,Jarryd Roughead,126
15,21,Brent Harvey,125
15,22,Bernie Vince,124
15,23,Matthew Boyd,123
15,24,Dayne Zorko,121
15,25,Ricky Henderson,120
15,25,Nicholas Naitanui,120
15,27,Liam Shiels,119
15,27,Josh Gibson,119
15,27,Pearce Hanley,119
15,30,Rory Sloane,118
15,31,Will Minson,117
15,31,Nick Riewoldt,117
15,33,Jarryd Blair,116
15,33,Clinton Young,116
15,33,Daniel Kerr,116
15,33,Joel Selwood,116
15,33,Brock McLean,116
15,38,Nick Dal Santo,115
15,39,David Hale,114
15,39,Christopher Yarran,114
15,39,Troy Chaplin,114
15,39,Nathan Jones,114
15,43,Jimmy Bartel,113
15,43,Luke Breust,113
15,45,Dane Swan,112
15,45,Heath Shaw,112
15,47,Tom Lonergan,111
15,47,Matthew Suckling,111
15,47,Jed Adcock,111
15,47,Jonathon Griffin,111
15,51,Quinten Lynch,110
15,51,Michael Rischitelli,110
15,51,Gary Ablett,110
15,54,Lance Franklin,109
15,54,Grant Birchall,109
15,56,Andrew Carrazzo,108
15,56,Sam Mitchell,108
15,56,Ben McEvoy,108
15,56,Robbie Tarrant,108
15,56,Will Schofield,108
15,61,Brent Reilly,107
15,61,Eddie Betts,107
15,63,Tendai Mzungu,106
15,63,Jarrod Harbrow,106
15,63,Brian Lake,106
15,63,Andrew Mackie,106
15,63,Travis Boak,106
15,68,Brendan Whitecross,105
15,69,Stephen Milne,104
15,69,Luke McGuane,104
15,69,Paul Stewart,104
15,69,Arryn Siposs,104
15,69,Shaun Higgins,104
15,74,Daniel Wells,103
15,74,Bryce Gibbs,103
15,74,Colin Sylvia,103
15,77,Shaun Atley,102
15,77,Kieren Jack,102
15,77,Callan Ward,102
15,77,Dale Thomas,102
15,81,Trent Cotchin,100
15,81,Tom Hawkins,100
15,81,Darren Pfeiffer,100
15,81,Courtenay Dempsey,100
15,81,Leigh Montagna,100
15,81,James Frawley,100
15,81,Nick Malceski,100
15,81,Matthew Kreuzer,100
15,89,Allen Christensen,99
15,89,Richard Douglas,99
15,89,Daniel Cross,99
15,89,Nick Lower,99
15,93,Tory Dickson,98
15,93,Sam Shaw,98
15,93,Josh Caddy,98
15,93,Edward Curnow,98
15,93,Lynden Dunn,98
15,93,Mitch Robinson,98
15,99,Shane Edwards,97
15,99,Josh Kennedy Injured,97
15,99,Patrick Dangerfield,97
15,99,Jack Riewoldt,97
15,103,Ben Rutten,96
15,103,Josh Hunt,96
15,105,Lenny Hayes,95
15,105,Brad Ebert,95
15,105,Sam Butler,95
15,108,Josh Drummond,94
15,109,Corey Enright,93
15,109,Mitchell Wallis,93
15,109,Daniel Nicholson,93
15,109,Steele Sidebottom,93
15,109,Jobe Watson,93
15,114,Clancee Pearce,92
15,114,Heath Grundy,92
15,116,Brett Deledio,91
15,116,Ben Howlett,91
15,116,Ben Hudson,91
15,116,Nathan Van Berlo,91
15,116,Luke Shuey,91
15,121,Leigh Adams,90
15,121,Lewis Jetta,90
15,121,Kepler Bradley,90
15,121,Matthew Wright,90
15,121,Daniel Rich,90
15,121,Todd Goldstein,90
15,121,Ryan O'Keefe,90
15,121,Sean Dempster,90
15,121,Nick Maxwell,90
15,121,Clinton Jones,90
15,131,Trent McKenzie,89
15,131,Brent Stanton,89
15,131,Matthew Rosa,89
15,131,Matthew De Boer,89
15,131,Heath Scotland,89
15,136,Sam Fisher,88
15,136,David Hille,88
15,136,Patrick Karnezis,88
15,136,Beau Maister,88
15,140,Scott McMahon,87
15,140,Rohan Bail,87
15,142,Christian Howard,86
15,142,Jack Crisp,86
15,144,Reece Conca,85
15,145,David Mundy,84
15,145,Thomas Murphy,84
15,145,Rhyce Shaw,84
15,145,Adam McPhee,84
15,145,Justin Koschitzke,84
15,145,Robin Nahas,84
15,145,Jack Watts,84
15,152,David Armitage,83
15,152,Shannon Hurn,83
15,152,Jeff Garlett,83
15,152,Jason Gram,83
15,156,Nathan Djerrkura,82
15,156,Danny Stanley,82
15,156,Daniel Hannebery,82
15,156,David MacKay,82
15,160,Isaac Smith,81
15,160,Ted Richards,81
15,160,Andrew Walker,81
15,160,Steven Morris,81
15,160,Devon Smith,81
15,165,Dyson Heppell,80
15,165,Dustin Fletcher,80
15,165,Sam Lonergan,80
15,165,Mitchell Brown,80
15,165,Jack Trengove,80
15,165,Jason Porplyzia,80
15,165,Dayne Beams,80
15,165,Travis Cloke,80
15,165,Thomas Liberatore,80
