round,player,team,score
5,154,Rory Sloane,82
5,162,Matthew Broadbent,81
5,162,Kane Cornes,81
5,162,Colin Garland,81
5,162,Clay Smith,81
5,162,Jamie MacMillan,81
5,162,Jordan Lewis,81
5,168,Lachlan Henderson,80
5,168,Jarryd Roughead,80
5,168,Matthew Wright,80
5,168,Luke Hodge,80
5,168,Grant Birchall,80
5,173,Ben Hudson,79
5,173,Lachie Whitfield,79
5,173,Jack Ziebell,79
5,173,Ben McGlynn,79
5,173,Jake Batchelor,79
5,173,Callum Sinclair,79
5,173,Jordan Roughead,79
5,180,Zach Tuohy,78
5,180,Shaun Atley,78
5,180,Jack Steven,78
5,180,Jack Trengove,78
5,180,Toby Greene,78
5,180,Nick Dal Santo,78
5,180,Brent Guerra,78
5,187,Kane Lucas,77
5,187,Dean Terlich,77
5,187,David Hale,77
5,187,Scott Thompson,77
5,187,Jarryd Blair,77
5,187,Brad Ebert,77
5,193,Jarrod Harbrow,76
5,193,Adam Goodes,76
5,193,Shane Mumford,76
5,193,Heath Grundy,76
5,193,Stephen Coniglio,76
5,198,James Podsiadly,75
5,198,Brian Lake,75
5,198,Joel Patfull,75
5,201,Matthew Jaensch,74
5,201,Chris Knights,74
5,201,Nick Malceski,74
5,204,Robbie Gray,73
5,204,Michael Jamison,73
5,204,Michael Evans,73
5,207,Isaac Smith,72
5,207,Dylan Roberton,72
5,207,Christopher Mayne,72
5,207,Jeremy Howe,72
5,207,Nathan Jones,72
5,212,Beau Waters,71
5,212,Allen Christensen,71
5,212,Luke Breust,71
5,212,Matthew White,71
5,212,Jake Neade,71
5,217,Leigh Adams,70
5,217,Campbell Heath,70
5,219,Jackson Merrett,69
5,219,Jake Stringer,69
5,219,Rory Laird,69
5,222,Tendai Mzungu,68
5,222,Tom Lynch,68
5,222,Tom Lonergan,68
5,222,Steven May,68
5,226,Joel Corey,67
5,226,Brett Goodes,67
5,226,Aaron Mullett,67
5,229,Max Gawn,66
5,229,Sam Jacobs,66
5,231,Craig Bird,65
5,231,Adam Cooney,65
5,231,Mitchell Duncan,65
5,231,Ben Rutten,65
5,231,Bryce Gibbs,65
5,231,Scott Gumbleton,65
5,231,Chris Masten,65
5,238,Jordan Russell,64
5,238,Cale Hooker,64
5,238,Scott McMahon,64
5,238,Rohan Bail,64
5,238,Alipate Carlile,64
5,238,Mark Lecras,64
5,238,Daniel Merrett,64
5,245,Travis Cloke,63
5,245,Rory Thompson,63
5,245,Shane Edwards,63
5,245,David Rodan,63
5,245,David Mundy,63
5,245,Bret Thornton,63
5,251,Ryan Bastinac,62
5,251,Ashton Hams,62
5,251,Jared Brennan,62
5,251,Thomas Jonas,62
5,251,Max Bailey,62
5,256,Edward Curnow,61
5,256,Rhys Stanley,61
5,256,Jamie Elliott,61
5,256,Samuel Reid,61
5,256,Jeremy Cameron,61
5,256,Stewart Crameri,61
5,262,James Frawley,60
5,262,Martin Clarke,60
5,262,Alwyn Davey,60
5,262,Andrew Raines,60
5,262,Darren Glass,60
5,267,Trent West,59
5,267,Brent Macaffer,59
5,267,Zac Dawson,59
5,267,Nathan Grima,59
5,267,Josh Gibson,59
5,267,Elliot Yeo,59
5,273,Aaron Cornelius,58
5,273,Cameron Guthrie,58
5,273,Nathan Brown,58
5,273,Dale Morris,58
5,273,Dale Thomas,58
5,273,Taylor Hunt,58
5,273,Tom McDonald,58
5,273,Phil Davis,58
5,281,Karmichael Hunt,57
5,281,Brent Renouf,57
5,281,Ricky Petterd,57
5,281,Lance Franklin,57
5,281,Chris Newman,57
5,281,Michael Firrito,57
5,287,Paul Seedsman,56
5,287,David Armitage,56
5,287,Jay Schulz,56
5,287,Sean Dempster,56
5,287,Nick Smith,56
5,287,Dennis Armfield,56
5,287,Lachlan Plowman,56
5,287,Jack Hannath,56
5,295,Mitchell Wallis,55
5,295,Simon White,55
5,295,Domenic Cassisi,55
5,295,Ricky Henderson,55
5,295,Matt Jones,55
5,300,Sebastian Ross,54
5,300,Greg Broughton,54
5,300,David MacKay,54
5,300,Jared Petrenko,54
5,300,Shaun Grigg,54
5,305,Luke Tapscott,53
5,305,Daniel Kerr,53
5,305,Jonathan Giles,53
5,305,Justin Westhoff,53
5,305,Billy Longer,53
5,305,Tyson Goldsack,53
5,311,Shaun Hampson,52
5,311,Jason Tutt,52
5,311,Danny Stanley,52
5,314,David Hille,51
5,314,Mark Baguley,51
5,314,Ben Howlett,51
5,314,Jake Carlisle,51
5,314,Alan Toovey,51
5,314,Dane Rampe,51
5,314,Benjamin Stratton,51
5,314,Jack Riewoldt,51
5,314,Michael Walters,51
5,314,Liam Shiels,51
5,314,Justin Koschitzke,51
5,325,Adam Treloar,50
5,325,Nathan Wright,50
5,327,Tom Scully,48
5,327,Danyle Pearce,48
5,327,Jack Darling,48
5,330,Daniel Talia,47
5,330,Adam Tomlinson,47
5,330,Ryan Crowley,47
5,330,Heath Hocking,47
5,330,Samuel Wright,47
5,335,Cameron Pedersen,46
5,335,Taylor Hine,46
5,335,Luke McGuane,46
5,335,Zachary Williams,46
5,339,Joshua Green,45
5,339,Jordie McKenzie,45
5,339,Mitchell Brown,45
5,339,Nick Haynes,45
5,339,Nick Lower,45
5,344,Josh Jenkins,44
5,344,Sam Rowe,44
5,346,Paul Stewart,43
5,346,Brandon Matera,43
5,348,Sam Reid Injured,42
5,349,Aaron Hall,41
5,349,Lachie Neale,41
5,349,Mark Austin,41
5,349,Heritier Lumumba,41
5,353,Justin Clarke,40
5,354,Martin Mattner,39
5,354,Nick Vlastuin,39
5,354,Eddie Betts,39
5,357,Sam Dwyer,38
5,357,Ahmed Saad,38
5,357,Kyle Hardingham,38
5,360,Trent Dennis-Lane,37
5,360,Taylor Walker,37
5,362,David Myers,36
5,362,Marco Paparone,36
5,364,Dylan Grimes,34
5,364,Sam Blease,34
5,366,Travis Colyer,33
5,367,Andrejs Everitt,32
5,368,Adam Kennedy,31
5,368,Eric MacKenzie,31
5,368,Lewis Jetta,31
5,371,Josh Saunders,29
5,371,Brodie Murdoch,29
5,373,Alex Fasolo,28
5,373,Paul Puopolo,28
5,373,Majak Daw,28
5,373,Sam Kerridge,28
5,377,Mark Blicavs,27
5,377,Liam Anthony,27
5,377,Jackson Trengove,27
5,380,Jack Hutchins,24
5,381,Luke Brown,23
5,382,Sam Docherty,22
5,383,Josh Caddy,20
5,384,Kepler Bradley,18
5,384,Ben Sinclair,18
5,386,Thomas Lee,17
5,386,Bradley Helbig,17
5,388,Jacob Brennan,13
5,388,Tomas Bugg,13
5,390,Robin Nahas,12
5,390,Patrick Veszpremi,12
5,392,Jackson Macrae,11
5,393,Jared Rivers,9
5,394,Aaron Davey,7
5,395,Matthew Priddis,5
5,396,Shane Savage,4
