round,player,team,score
4,163,Scott McMahon,80
4,163,Ben Reid,80
4,163,Dustin Martin,80
4,163,Josh Kennedy Injured,80
4,163,Alwyn Davey,80
4,163,Reece Conca,80
4,171,Tyrone Vickery,79
4,171,Brent Moloney,79
4,171,Edward Curnow,79
4,171,Josh Jenkins,79
4,171,Matthew Leuenberger,79
4,171,Adam Goodes,79
4,171,Jasper Pittard,79
4,178,Sam Mayes,78
4,178,Shaun Hampson,78
4,178,Mitch Robinson,78
4,178,Kepler Bradley,78
4,178,David Armitage,78
4,178,Rory Thompson,78
4,178,Samuel Reid,78
4,185,Tom Lynch,77
4,185,Tony Armstrong,77
4,185,Liam Shiels,77
4,185,Chris Newman,77
4,185,Mitchell Wallis,77
4,185,Sam Jacobs,77
4,185,Daniel Rich,77
4,185,Jarryd Blair,77
4,193,Jay Schulz,76
4,193,Shaun Atley,76
4,193,Corey Enright,76
4,193,Will Schofield,76
4,193,Aaron Mullett,76
4,198,James Frawley,75
4,198,Toby Greene,75
4,198,Rohan Bewick,75
4,198,Jarryn Geary,75
4,202,Matthew Boyd,74
4,202,Danyle Pearce,74
4,202,Shane Edwards,74
4,202,Paul Duffield,74
4,202,Matthew Jaensch,74
4,207,Matthew Wright,73
4,207,Taylor Hunt,73
4,209,Josh Gibson,72
4,209,Kade Simpson,72
4,211,Pearce Hanley,71
4,211,Jack Gunston,71
4,211,Tom Hawkins,71
4,211,Lenny Hayes,71
4,211,Courtenay Dempsey,71
4,216,Ben Rutten,70
4,216,Sam Kerridge,70
4,216,Jimmy Bartel,70
4,216,Nick Dal Santo,70
4,216,Rhys Palmer,70
4,216,Robert Warnock,70
4,216,Jack Watts,70
4,223,Heath Grundy,69
4,223,Lachlan Henderson,69
4,225,Sam Rowe,68
4,225,Luke Hodge,68
4,225,Taylor Duryea,68
4,225,Luke McGuane,68
4,225,Joshua Kennedy,68
4,225,Shane Mumford,68
4,231,Jonathon Griffin,67
4,231,Joel Patfull,67
4,231,Hayden Ballantyne,67
4,231,Greg Broughton,67
4,231,Lewis Stevenson,67
4,231,Tom McDonald,67
4,231,Jackson Trengove,67
4,238,Zach Tuohy,66
4,238,Alan Toovey,66
4,238,Luke Brown,66
4,238,Stephen Hill,66
4,238,James Podsiadly,66
4,238,Jake Neade,66
4,244,Sam Dwyer,65
4,244,Cameron O'Shea,65
4,244,Thomas Young,65
4,244,Paul Seedsman,65
4,248,Cameron Pedersen,64
4,248,David Hale,64
4,248,Marco Paparone,64
4,248,Shaun Grigg,64
4,252,Tomas Bugg,63
4,252,Samuel Wright,63
4,252,Liam Picken,63
4,255,Trent West,62
4,255,Tayte Pears,62
4,255,Mark Baguley,62
4,255,Dean Terlich,62
4,255,Jared Rivers,62
4,255,Lee Spurr,62
4,261,Eric MacKenzie,61
4,261,Thomas Murphy,61
4,261,Sam Gilbert,61
4,264,Lachie Neale,60
4,264,Matt Shaw,60
4,264,Taylor Hine,60
4,264,Ben Sinclair,60
4,264,Chris Judd,60
4,264,Campbell Heath,60
4,270,Jamie Elliott,59
4,270,Adam Kennedy,59
4,270,Ben McGlynn,59
4,273,Jackson Macrae,58
4,273,Jacob Brennan,58
4,273,Brent Macaffer,58
4,273,Trent Dennis-Lane,58
4,277,Benjamin Stratton,57
4,277,Clancee Pearce,57
4,279,Koby Stevens,56
4,279,Mitchell Golby,56
4,279,Brent Renouf,56
4,279,Luke Dahlhaus,56
4,279,Alex Fasolo,56
4,279,Jake Carlisle,56
4,279,Luke Tapscott,56
4,279,Jared Petrenko,56
4,279,Aaron Hall,56
4,279,Tim Mohr,56
4,279,Ben Cunnington,56
4,290,Callum Sinclair,55
4,290,Shane Tuck,55
4,290,Chris Knights,55
4,293,Rhys Stanley,54
4,293,Andrew Gaff,54
4,295,Ryan Griffen,53
4,295,David MacKay,53
4,295,Sam Butler,53
4,295,Tendai Mzungu,53
4,299,Josh Thomas,52
4,299,Ahmed Saad,52
4,299,Josh Hill,52
4,299,Jason Tutt,52
4,303,Nick Smith,51
4,303,Jake King,51
4,303,Tanner Smith,51
4,303,Ryan Harwood,51
4,307,Jackson Merrett,50
4,307,Paul Puopolo,50
4,309,Ricky Petterd,49
4,309,Neville Jetta,49
4,309,Cameron Sutcliffe,49
4,312,Jason Johannisen,48
4,312,Stephen Milne,48
4,312,Stephen Gilham,48
4,312,Mitchell Clark,48
4,312,Dane Rampe,48
4,317,Mark Blicavs,47
4,317,Jack Hutchins,47
4,317,Jeremy Cameron,47
4,317,Steven May,47
4,317,Martin Mattner,47
4,322,Nathan Brown,46
4,322,Steven Morris,46
4,324,David Swallow,45
4,324,Michael Osborne,45
4,324,Michael Johnson,45
4,324,Nial McKeever,45
4,324,Matthew Lobbe,45
4,329,Heath Hocking,44
4,329,Andrew Raines,44
4,329,Simon White,44
4,329,Majak Daw,44
4,329,Liam Sumner,44
4,329,Rory Laird,44
4,335,Sam Reid Injured,43
4,335,Luke Parker,43
4,335,Nick Lower,43
4,335,Michael Rischitelli,43
4,335,Shane Savage,43
4,340,Lewis Roberts-Thomson,42
4,340,Zac Dawson,42
4,340,Jordan Russell,42
4,340,Daniel Talia,42
4,344,Joshua Green,41
4,345,Beau Maister,40
4,345,Matthew De Boer,40
4,345,Thomas Jonas,40
4,348,Daniel Giansiracusa,39
4,348,Karmichael Hunt,39
4,350,Ashton Hams,38
4,350,Tom Lonergan,38
4,350,Billie Smedts,38
4,353,Matthew Warnock,37
4,354,Bradley Hill,36
4,354,Daniel Jackson,36
4,356,Darren Glass,35
4,357,Alex Rance,34
4,357,Ryan Schoenmakers,34
4,359,Farren Ray,33
4,359,Ayce Cordy,33
4,359,Aaron Davey,33
4,359,Sam Frost,33
4,363,Jacob Townsend,32
4,363,Jonathan Brown,32
4,363,Troy Chaplin,32
4,366,Brandon Ellis,31
4,366,Lachlan Hansen,31
4,366,Liam Anthony,31
4,369,Jamie Cripps,30
4,369,Sam Day,30
4,369,Lewis Jetta,30
4,372,Mitch Morton,29
4,372,Tom Simpkin,29
4,372,Daniel Merrett,29
4,375,Dennis Armfield,28
4,376,Liam Jones,27
4,377,Luke Russell,26
4,377,Nick Haynes,26
4,379,Bradd Dalziell,25
4,380,Dale Thomas,24
4,381,Stefan Martin,23
4,382,Adam Selwood,22
4,383,Jake Stringer,19
4,384,Joel Wilkinson,18
4,385,Jason Winderlich,17
4,385,Robbie Gray,17
4,385,Terry Milera,17
4,388,Nathan Wright,15
4,389,Sebastian Ross,14
4,390,Anthony Miles,12
4,390,Nicholas Suban,12
4,392,Jack Viney,9
4,393,Aaron Joseph,8
4,393,Jason Porplyzia,8
4,395,Josh Caddy,1
4,396,Ashley McGrath,0
