round,player,team,score
12,1,Gary Ablett,188
12,2,Nicholas Naitanui,185
12,3,Drew Petrie,156
12,4,Scott Selwood,155
12,5,Ivan Maric,146
12,6,Robert Murphy,142
12,6,Shane Tuck,142
12,8,Brent Harvey,138
12,9,Dayne Zorko,137
12,9,Shaun Burgoyne,137
12,11,Sam Jacobs,136
12,12,Dean Cox,132
12,12,Brett Deledio,132
12,12,Andrew Carrazzo,132
12,15,Matthew Priddis,131
12,16,Nick Dal Santo,130
12,17,Jarryd Roughead,129
12,18,Harley Bennell,127
12,19,Kurt Tippett,126
12,19,Nathan Grima,126
12,19,Scott Thompson,126
12,22,Sam Mitchell,124
12,23,Leigh Montagna,123
12,24,Shane Savage,121
12,24,Lindsay Thomas,121
12,26,Jed Adcock,120
12,27,Matthew Suckling,119
12,28,Lance Franklin,118
12,29,Phil Davis,117
12,30,Cyril Rioli,115
12,31,Shaun Higgins,114
12,32,Heath Scotland,113
12,33,Brad Ebert,112
12,34,Matthew Boyd,111
12,34,Daniel Cross,111
12,36,Daniel Giansiracusa,110
12,36,Ian Callinan,110
12,36,Will Schofield,110
12,39,Chad Cornes,108
12,40,Alex Rance,107
12,41,Matthew Rosa,106
12,41,Toby Greene,106
12,43,Luke Dahlhaus,105
12,43,Mitchell Wallis,105
12,43,Jeremy Cameron,105
12,46,Daniel Wells,104
12,46,Troy Chaplin,104
12,46,Matthew Broadbent,104
12,46,Jared Petrenko,104
12,50,David Ellard,103
12,51,Jack Redden,102
12,52,Sam Iles,101
12,53,Shaun Grigg,100
12,53,Adam Schneider,100
12,53,Todd Goldstein,100
12,53,Jack Steven,100
12,53,Tom Rockliff,100
12,58,Scott McMahon,99
12,58,Brad Sewell,99
12,58,Dustin Martin,99
12,58,Daniel Kerr,99
12,58,Trent Cotchin,99
12,58,Andrew Swallow,99
12,64,David Armitage,98
12,64,Matthew Kreuzer,98
12,66,Danyle Pearce,96
12,67,Jack Darling,95
12,67,Luke Shuey,95
12,67,Rory Sloane,95
12,70,Ryan Griffen,93
12,70,Scott Thompson,93
12,70,Chris Masten,93
12,73,Brodie Martin,92
12,74,Zac Smith,91
12,74,Mitch Robinson,91
12,76,Jordan Roughead,90
12,76,Jason Porplyzia,90
12,76,Brent Reilly,90
12,76,Easton Wood,90
12,76,Tomas Bugg,90
12,81,Michael Rischitelli,89
12,81,Danny Stanley,89
12,81,Richard Douglas,89
12,81,Callan Ward,89
12,81,Sean Dempster,89
12,86,Ben Hudson,88
12,86,Brian Lake,88
12,86,Paul Puopolo,88
12,89,Christian Howard,87
12,89,Tom Hickey,87
12,91,John McCarthy,86
12,91,Patrick Dangerfield,86
12,93,Kyal Horsley,85
12,93,Luke Breust,85
12,93,Bachar Houli,85
12,93,Ben Cunnington,85
12,97,Brandon Ellis,84
12,97,Josh Gibson,84
12,97,Jack Gunston,84
12,97,Jay Schulz,84
12,101,Nicholas Duigan,83
12,101,Grant Birchall,83
12,101,Jack Riewoldt,83
12,101,David MacKay,83
12,101,Luke Power,83
12,106,Thomas Liberatore,82
12,106,Kane Cornes,82
12,106,Daniel Jackson,82
12,106,Shaun Atley,82
12,110,Brock McLean,81
12,111,Reece Conca,80
12,111,Lenny Hayes,80
12,111,Tom Scully,80
12,114,Andrew Walker,79
12,114,Sam Gilbert,79
