round,player,team,score
19,1,Tom Rockliff,166
19,2,Callan Ward,158
19,3,Chad Wingard,151
19,4,Dean Cox,149
19,5,Trent Cotchin,144
19,6,Kieren Jack,141
19,6,Lachie Whitfield,141
19,8,Nathan Fyfe,138
19,9,Steele Sidebottom,132
19,10,Brent Harvey,130
19,10,Bradd Dalziell,130
19,12,Kade Simpson,128
19,12,Leigh Montagna,128
19,12,Sharrod Wellingham,128
19,15,Mark Hutchings,127
19,16,Ryan Griffen,126
19,16,Jack Redden,126
19,18,Sam Mitchell,125
19,18,Daniel Merrett,125
19,20,Harley Bennell,123
19,21,Scott Thompson,121
19,22,Hamish Hartlett,120
19,23,Heath Scotland,119
19,23,Thomas Liberatore,119
19,25,Luke Ball,118
19,26,Daniel Wells,116
19,27,Jobe Watson,115
19,27,Nick Dal Santo,115
19,29,Travis Boak,114
19,29,Tom Scully,114
19,31,Shane Mumford,113
19,32,Brian Lake,112
19,33,Patrick Dangerfield,111
19,33,Nicholas Suban,111
19,35,Leigh Adams,110
19,35,Quinten Lynch,110
19,35,Ivan Maric,110
19,35,Michael Barlow,110
19,35,Jonathan Giles,110
19,35,Matthew Leuenberger,110
19,41,Dustin Martin,109
19,41,Daniel Cross,109
19,41,Ben Reid,109
19,41,Brett Deledio,109
19,41,Cameron Pedersen,109
19,46,Aaron Mullett,108
19,46,Matthew Wright,108
19,46,Dane Swan,108
19,46,Pearce Hanley,108
19,50,Robert Murphy,107
19,51,Steve Johnson,106
19,51,Joel Patfull,106
19,51,Mitchell Wallis,106
19,54,Brendon Goddard,105
19,54,Scott Pendlebury,105
19,56,Devon Smith,104
19,56,Mathew Stokes,104
19,56,David Armitage,104
19,59,Steven Motlop,103
19,59,Brandon Ellis,103
19,59,Isaac Smith,103
19,59,Zach Tuohy,103
19,59,David MacKay,103
19,59,Joel Selwood,103
19,59,Kurt Tippett,103
19,66,Nathan Jones,102
19,66,Drew Petrie,102
19,66,Shaun Atley,102
19,66,Charlie Dixon,102
19,66,Shaun Burgoyne,102
19,71,Mitchell Clisby,101
19,71,Brad Crouch,101
