1,1,Brent Stanton,180,2012
1,2,Scott Pendlebury,167,2012
1,3,Patrick Ryder,165,2012
1,4,Simon Black,152,2012
1,5,Kurt Tippett,150,2012
1,6,Nick Dal Santo,148,2012
1,7,Scott Thompson,147,2012
1,8,Lance Franklin,142,2012
1,9,Jed Adcock,140,2012
1,10,Sam Mitchell,139,2012
1,10,Tom Rockliff,139,2012
1,10,Gary Ablett,139,2012
1,13,Josh Kennedy Injured,137,2012
1,14,Hamish Hartlett,134,2012
1,15,Kieren Jack,133,2012
1,16,Trent Cotchin,127,2012
1,16,Jude Bolton,127,2012
1,18,Rhys Palmer,126,2012
1,19,Matthew Kreuzer,125,2012
1,20,Kade Simpson,120,2012
1,20,Jimmy Bartel,120,2012
1,22,Marc Murphy,119,2012
1,22,Matthew Rosa,119,2012
1,24,Bryce Gibbs,118,2012
1,24,Matthew Priddis,118,2012
1,24,Jack Riewoldt,118,2012
1,27,Nathan Van Berlo,117,2012
1,28,Brendon Goddard,116,2012
1,28,Michael Hibberd,116,2012
1,28,Joel Selwood,116,2012
1,28,Cyril Rioli,116,2012
1,32,James Kelly,115,2012
1,32,Joshua Kennedy,115,2012
1,34,Darren Jolly,114,2012
1,34,Jared Brennan,114,2012
1,34,Rory Sloane,114,2012
1,37,Aaron Sandilands,113,2012
1,38,Luke Dahlhaus,112,2012
1,38,David Zaharakis,112,2012
1,40,Christopher Yarran,111,2012
1,40,Scott Thompson,111,2012
1,40,Brad Ebert,111,2012
1,40,Thomas Liberatore,111,2012
1,44,Dean Cox,110,2012
1,44,Matthew Boyd,110,2012
1,46,Nathan Fyfe,109,2012
1,46,James Polkinghorne,109,2012
1,48,Alex Rance,108,2012
1,49,Ben Hudson,107,2012
1,49,Craig Bird,107,2012
1,49,Callan Ward,107,2012
1,49,Jobe Watson,107,2012
1,53,Daniel Cross,106,2012
1,53,Taylor Walker,106,2012
1,55,Hayden Ballantyne,105,2012
1,55,Nick Riewoldt,105,2012
1,55,John McCarthy,105,2012
1,55,Nicholas Naitanui,105,2012
1,59,Pearce Hanley,104,2012
1,59,James Podsiadly,104,2012
1,59,Scott Selwood,104,2012
1,59,Chad Cornes,104,2012
1,59,Jack Trengove,104,2012
1,59,Brent Reilly,104,2012
1,65,Matt Thomas,103,2012
1,65,Grant Birchall,103,2012
1,65,Mark Jamar,103,2012
1,65,Ted Richards,103,2012
1,65,Lewis Jetta,103,2012
1,65,Adam Kennedy,103,2012
1,71,James Magner,102,2012
1,71,Clay Smith,102,2012
1,71,Jack Darling,102,2012
1,71,Sam Jacobs,102,2012
1,75,Richard Douglas,101,2012
1,76,Matthew Leuenberger,100,2012
1,76,Dale Thomas,100,2012
1,76,Brett Deledio,100,2012
1,79,Andrew Carrazzo,99,2012
1,79,James McDonald,99,2012
1,79,Jarrod Harbrow,99,2012
1,79,Kieran Harper,99,2012
1,83,Courtenay Dempsey,98,2012
1,83,Brendan Whitecross,98,2012
1,85,Daniel Stewart,97,2012
1,85,Kane Cornes,97,2012
1,85,Ivan Maric,97,2012
1,85,Travis Cloke,97,2012
1,85,Sean Dempster,97,2012
1,85,Matthew Suckling,97,2012
1,85,Jarryd Blair,97,2012
1,85,Matthew Pavlich,97,2012
1,85,Matthew De Boer,97,2012
1,94,Shane Mumford,95,2012
1,94,Andrew Mackie,95,2012
1,96,Liam Jones,94,2012
1,96,Shannon Hurn,94,2012
1,96,Luke Shuey,94,2012
1,96,Chris Judd,94,2012
1,100,Dustin Fletcher,93,2012
1,100,Brad Sewell,93,2012
1,100,Ben McEvoy,93,2012
1,100,Patrick Dangerfield,93,2012
1,104,Harry Taylor,92,2012
1,104,Dane Swan,92,2012
1,104,Broc McCauley,92,2012
1,104,Jeremy Laidler,92,2012
1,104,Sam Reid Injured,92,2012
1,104,Tendai Mzungu,92,2012
1,110,Heath Shaw,91,2012
1,110,Brent Harvey,91,2012
1,110,Garrick Ibbotson,91,2012
1,110,Harley Bennell,91,2012
1,110,Michael Johnson,91,2012
1,115,Adam Goodes,90,2012
1,115,Edward Curnow,90,2012
1,115,Daniel Wells,90,2012
1,115,Andrew Swallow,90,2012
1,115,Michael Osborne,90,2012
1,115,Paul Duffield,90,2012
1,115,Paul Chapman,90,2012
1,122,Ian Callinan,89,2012
1,122,Will Schofield,89,2012
1,122,Dustin Martin,89,2012
1,125,Luke McPharlin,88,2012
1,125,Jack Watts,88,2012
1,125,Nathan Foley,88,2012
1,125,Dennis Armfield,88,2012
1,125,Robert Murphy,88,2012
1,130,Steven Motlop,87,2012
1,130,Bernie Vince,87,2012
1,130,Michael Firrito,87,2012
1,130,Jonathan Giles,87,2012
1,130,Isaac Smith,87,2012
1,130,Tomas Bugg,87,2012
1,130,Lenny Hayes,87,2012
1,130,Brent Guerra,87,2012
1,130,Dion Prestia,87,2012
1,130,Andy Otten,87,2012
1,130,Luke Ball,87,2012
1,141,Nial McKeever,86,2012
1,141,Jarrad McVeigh,86,2012
1,141,Alan Toovey,86,2012
1,141,Tim Mohr,86,2012
1,145,Beau Waters,85,2012
1,145,Matthew Broadbent,85,2012
1,145,Terry Milera,85,2012
1,145,Jason Blake,85,2012
1,149,Will Minson,84,2012
1,149,Jarryn Geary,84,2012
1,149,Toby Greene,84,2012
1,149,Lindsay Thomas,84,2012
1,149,Jack Redden,84,2012
1,149,Shaun Higgins,84,2012
1,149,James Frawley,84,2012
1,149,Claye Beams,84,2012
1,149,Joel Patfull,84,2012
1,149,Jack Steven,84,2012
1,149,Dyson Heppell,84,2012
1,160,Travis Boak,83,2012
1,160,Clinton Jones,83,2012
1,160,Nick Malceski,83,2012
1,160,Heath Scotland,83,2012
1,164,Zac Smith,82,2012
1,164,Ben Howlett,82,2012
1,164,Jacob Surjan,82,2012
1,164,David Hale,82,2012
1,164,Jack Grimes,82,2012
1,169,Leigh Montagna,81,2012
1,169,Stewart Crameri,81,2012
1,169,Michael Rischitelli,81,2012
1,169,Shaun Grigg,81,2012
1,169,Daniel Rich,81,2012
1,169,Ryan Crowley,81,2012
1,169,Cheynee Stiller,81,2012
1,176,Jordie McKenzie,80,2012
1,176,Jeff Garlett,80,2012
1,176,Chris Masten,80,2012
1,176,Daniel Merrett,80,2012
1,176,Rhys Stanley,80,2012
1,176,Cameron O'Shea,80,2012
1,182,Nick Smith,79,2012
1,182,Jordan Lewis,79,2012
1,182,Zachary Clarke,79,2012
1,182,Joel Macdonald,79,2012
1,182,Will Hoskin-Elliott,79,2012
1,182,Cameron Guthrie,79,2012
1,182,Adam Cooney,79,2012
1,182,Alex Johnson,79,2012
1,190,Kepler Bradley,77,2012
1,190,Hamish McIntosh,77,2012
1,190,Daniel Giansiracusa,77,2012
1,190,Tom Hawkins,77,2012
1,194,Ryan Hargrave,76,2012
1,194,Sam Fisher,76,2012
1,194,Troy Chaplin,76,2012
1,194,Brodie Smith,76,2012
1,198,David MacKay,75,2012
1,198,Liam Anthony,75,2012
1,198,Samuel Wright,75,2012
1,198,Nicholas Suban,75,2012
1,202,Justin Westhoff,74,2012
1,202,Drew Petrie,74,2012
1,202,Alex Fasolo,74,2012
1,202,David Swallow,74,2012
1,202,Ashton Hams,74,2012
1,202,Jason Porplyzia,74,2012
1,202,Todd Goldstein,74,2012
1,202,David Hille,74,2012
1,210,Heath Grundy,73,2012
1,210,Leigh Adams,73,2012
1,210,Rohan Bail,73,2012
1,210,Stefan Martin,73,2012
1,214,Michael Barlow,72,2012
1,214,Bachar Houli,72,2012
1,214,Phil Davis,72,2012
1,214,Steele Sidebottom,72,2012
1,214,Mitchell Golby,72,2012
1,214,Aaron Edwards,72,2012
1,220,Jarrad Redden,71,2012
1,220,Matthew Maguire,71,2012
1,220,Shaun Hampson,71,2012
1,220,Scott McMahon,71,2012
1,220,Chad Wingard,71,2012
1,225,Josh Hill,70,2012
1,225,Domenic Cassisi,70,2012
1,225,Stephen Hill,70,2012
1,225,Michael Hurley,70,2012
1,225,Shaun Burgoyne,70,2012
1,225,Taylor Hunt,70,2012
1,231,Todd Banfield,68,2012
1,231,Jared Polec,68,2012
1,231,Quinten Lynch,68,2012
1,231,Michael Doughty,68,2012
1,235,Lachlan Henderson,67,2012
1,236,Chris Newman,66,2012
1,236,Josh Gibson,66,2012
1,236,Jarrad Waite,66,2012
1,236,Gary Rohan,66,2012
1,236,Liam Picken,66,2012
1,241,Angus Monfries,65,2012
1,241,Andrejs Everitt,65,2012
1,241,Josh Mellington,65,2012
1,241,Jared Petrenko,65,2012
1,241,Campbell Brown,65,2012
1,241,David Myers,65,2012
1,247,Ben McGlynn,64,2012
1,247,Christopher Mayne,64,2012
1,247,Luke Breust,64,2012
1,247,Nathan Jones,64,2012
1,251,Tyson Goldsack,63,2012
1,251,Zach Tuohy,63,2012
1,251,Chris Dawes,63,2012
1,251,Nathan Lovett-Murray,63,2012
1,251,Zac Dawson,63,2012
1,251,Sam Iles,63,2012
1,257,David Rodan,62,2012
1,257,Shane Savage,62,2012
1,257,Paul Bower,62,2012
1,260,Jack Hombsch,61,2012
1,260,Joel Corey,61,2012
1,260,Dylan Addison,61,2012
1,260,Ben Cunnington,61,2012
1,260,Luke Parker,61,2012
1,260,Jake Melksham,61,2012
1,266,Andrew Gaff,60,2012
1,266,Shaun Atley,60,2012
1,266,Daniel Talia,60,2012
1,266,David Armitage,60,2012
1,266,Josh Caddy,60,2012
1,266,Heritier Lumumba,60,2012
1,272,Bret Thornton,59,2012
1,272,Mitchell Duncan,59,2012
1,272,Brett Peake,59,2012
1,272,Stephen Milne,59,2012
1,272,Jay Schulz,59,2012
1,272,Jared Rivers,59,2012
1,272,Colin Garland,59,2012
1,272,Martin Mattner,59,2012
1,280,Lewis Roberts-Thomson,58,2012
1,280,Stephen Coniglio,58,2012
1,280,Brent Moloney,58,2012
1,280,Brad Miller,58,2012
1,280,Steve Johnson,58,2012
1,285,Leroy Jetta,57,2012
1,285,Graham Johncock,57,2012
1,285,Trent West,57,2012
1,285,Mathew Stokes,57,2012
1,285,Greg Broughton,57,2012
1,285,Eddie Betts,57,2012
1,285,Aaron Davey,57,2012
1,292,Paul Stewart,55,2012
1,292,Aaron Hall,55,2012
1,294,Devon Smith,54,2012
1,294,Jordan Roughead,54,2012
1,294,Brad Green,54,2012
1,294,Karmichael Hunt,54,2012
1,294,Tayte Pears,54,2012
1,294,Dylan Grimes,54,2012
1,294,Mitch Robinson,54,2012
1,294,Daniel Jackson,54,2012
1,294,Shane Edwards,54,2012
1,303,Steven May,53,2012
1,303,Ben Reid,53,2012
1,303,Jeremy Howe,53,2012
1,306,Easton Wood,52,2012
1,306,Mitchell Wallis,52,2012
1,308,Tyrone Vickery,51,2012
1,308,Clint Bartram,51,2012
1,308,Sam Gilbert,51,2012
1,308,Matthew Warnock,51,2012
1,312,Martin Clarke,50,2012
1,312,Brandon Ellis,50,2012
1,312,Cale Hooker,50,2012
1,315,Lukas Markovic,49,2012
1,315,Shane Tuck,49,2012
1,315,Mitchell Clark,49,2012
1,315,Curtly Hampton,49,2012
1,319,Alipate Carlile,48,2012
1,319,Ryan Bastinac,48,2012
1,319,Allen Christensen,48,2012
1,319,Adam Selwood,48,2012
1,323,Corey Enright,47,2012
1,323,Ashley Smith,47,2012
1,323,Robin Nahas,47,2012
1,323,Brandon Matera,47,2012
1,327,Billie Smedts,46,2012
1,327,Benjamin Stratton,46,2012
1,327,Jamie Cripps,46,2012
1,327,Eric MacKenzie,46,2012
1,331,Ben Sinclair,45,2012
1,331,Rohan Bewick,45,2012
1,331,Addam Maric,45,2012
1,331,Tom Hickey,45,2012
1,331,Dean Polo,45,2012
1,336,Matt Campbell,44,2012
1,336,Jayden Post,44,2012
1,336,Jackson Paine,44,2012
1,336,Ryan Lester,44,2012
1,340,Christian Howard,43,2012
1,340,Adam Tomlinson,43,2012
1,340,Tom Lonergan,43,2012
1,340,Josh Tynan,43,2012
1,340,Jack Gunston,43,2012
1,345,Ben Rutten,42,2012
1,345,Chance Bateman,42,2012
1,347,Ashley McGrath,41,2012
1,347,Ricky Henderson,41,2012
1,349,Luke Russell,40,2012
1,349,Aaron Mullett,40,2012
1,349,Jamie MacMillan,40,2012
1,349,Jacob Townsend,40,2012
1,349,Jeremy Cameron,40,2012
1,354,Ryan Schoenmakers,39,2012
1,355,Lachlan Keeffe,38,2012
1,355,Kane Lucas,38,2012
1,355,Adam McPhee,38,2012
1,358,Darren Glass,37,2012
1,359,Luke Rounds,36,2012
1,360,Sebastian Tape,35,2012
1,360,Reece Conca,35,2012
1,360,Daniel Gorringe,35,2012
1,360,Matthew Scarlett,35,2012
1,364,Daniel Hannebery,34,2012
1,365,Dylan Shiel,33,2012
1,365,Mark McVeigh,33,2012
1,367,John Butcher,32,2012
