round,player,team,score
16,1,Nick Malceski,156
16,2,Scott Pendlebury,153
16,3,Tom Rockliff,147
16,4,Jarrad McVeigh,143
16,4,Steve Johnson,143
16,6,Travis Boak,138
16,6,Jason Winderlich,138
16,8,Daniel Jackson,137
16,8,Christopher Mayne,137
16,8,Chris Judd,137
16,8,Isaac Smith,137
16,12,Joel Selwood,133
16,13,Dawson Simpson,131
16,13,David Armitage,131
16,15,Jarryd Roughead,130
16,15,Sam Mayes,130
16,17,Luke Ball,129
16,18,Jack Steven,127
16,18,Greg Broughton,127
16,20,Dane Swan,126
16,21,Thomas Liberatore,125
16,21,Lachlan Henderson,125
16,23,Daniel Hannebery,122
16,24,Tom Nicholls,121
16,25,Ricky Petterd,120
16,25,Nathan Jones,120
16,25,Gary Ablett,120
16,25,Dustin Martin,120
16,29,Luke Hodge,119
16,29,Kade Simpson,119
16,29,David Mundy,119
16,32,Will Minson,118
16,32,Mike Pyke,118
16,32,Robbie Gray,118
16,35,Jordan Lewis,117
16,36,Chris Masten,116
16,37,Brent Harvey,115
16,38,Matt Jones,114
16,38,Tom Bellchambers,114
16,38,George Horlin-Smith,114
16,41,Tom Mitchell,113
16,41,Ben Cunnington,113
16,41,Garrick Ibbotson,113
16,41,Michael Barlow,113
16,45,James Kelly,111
16,45,Stephen Hill,111
16,45,Craig Bird,111
16,45,Brent Staker,111
16,45,Andrew Embley,111
16,45,Will Schofield,111
16,51,Jack Gunston,110
16,51,Brett Goodes,110
16,53,Tom Lynch,109
16,53,Drew Petrie,109
16,53,Trent Cotchin,109
16,53,Lynden Dunn,109
16,53,Jack Darling,109
16,58,Nathan Fyfe,108
16,59,Josh Kennedy Injured,107
16,59,Brett Deledio,107
16,59,Ryan O'Keefe,107
16,59,Dyson Heppell,107
16,59,Matthew Kreuzer,107
16,64,Ricky Henderson,106
16,65,Pearce Hanley,105
16,65,Michael Walters,105
16,67,Mark Hutchings,104
16,67,Callan Ward,104
16,69,Jack Redden,103
16,69,Adam Cooney,103
16,69,Shane Savage,103
16,72,Daniel Giansiracusa,102
16,72,Jeremy Cameron,102
16,72,Patrick Ryder,102
16,72,Courtenay Dempsey,102
16,76,Daniel Wells,101
16,76,Ryan Bastinac,101
16,76,Andrew Swallow,101
16,79,Tom McDonald,100
16,79,Sam Rowe,100
16,79,Bernie Vince,100
16,79,Dion Prestia,100
16,83,Lachie Whitfield,99
16,83,Michael Johnson,99
16,85,Jake Carlisle,98
16,85,Koby Stevens,98
16,85,Troy Chaplin,98
16,85,Alex Rance,98
16,85,Travis Colyer,98
16,90,Harry Taylor,97
16,90,Jaryd Cachia,97
16,90,Brendon Goddard,97
16,93,Lenny Hayes,96
16,93,Richard Douglas,96
16,93,Robert Murphy,96
16,96,Darren Glass,95
16,96,Shane Mumford,95
16,96,Heath Shaw,95
16,96,Luke Dahlhaus,95
16,100,Nick Dal Santo,94
16,100,Sean Dempster,94
16,102,Brad Crouch,93
16,102,Dane Rampe,93
16,102,Josh Caddy,93
16,105,Max Gawn,92
