round,player,team,score
8,1,Daniel Merrett,177
8,2,Patrick Dangerfield,174
8,3,Danyle Pearce,158
8,4,Brett Deledio,157
8,5,Andrew Swallow,155
8,6,Jonathan Brown,154
8,7,Kieren Jack,152
8,8,Gary Ablett,150
8,8,Jack Watts,150
8,10,Scott Pendlebury,147
8,11,Tom Rockliff,146
8,12,Daniel Wells,143
8,13,Brent Stanton,142
8,14,Joel Selwood,140
8,15,Dean Cox,139
8,15,Scott Thompson,139
8,17,Matthew Boyd,137
8,17,Ivan Maric,137
8,19,Ryan O'Keefe,136
8,20,Heath Shaw,133
8,21,Josh Kennedy Injured,132
8,21,Beau Waters,132
8,23,Trent Cotchin,130
8,24,Luke Breust,129
8,25,Ryan Griffen,124
8,26,Nick Riewoldt,123
8,26,Daniel Cross,123
8,28,Drew Petrie,122
8,28,Pearce Hanley,122
8,30,Nathan Van Berlo,120
8,30,Daniel Hannebery,120
8,30,Heath Scotland,120
8,33,Jack Ziebell,118
8,34,John McCarthy,115
8,34,Brendon Goddard,115
8,34,David Zaharakis,115
8,34,Harley Bennell,115
8,38,Sam Mitchell,114
8,38,Matthew Broadbent,114
8,40,Chris Judd,113
8,41,Luke Shuey,112
8,41,Thomas Liberatore,112
8,41,Rory Sloane,112
8,41,Brian Lake,112
8,45,Steele Sidebottom,111
8,45,Jobe Watson,111
8,47,Jay Schulz,110
8,47,Colin Garland,110
8,49,Cyril Rioli,109
8,49,Greg Broughton,109
8,49,Shaun Grigg,109
8,49,Simon Black,109
8,53,Shannon Hurn,108
8,53,Nicholas Naitanui,108
8,53,Clinton Young,108
8,56,Nick Dal Santo,107
8,56,Kurt Tippett,107
8,56,Dion Prestia,107
8,56,Jimmy Bartel,107
8,60,Mathew Stokes,106
8,60,Scott Selwood,106
8,62,Paul Duffield,105
8,63,Daniel Rich,104
8,63,Sam Jacobs,104
8,63,Mitchell Wallis,104
8,63,Brent Guerra,104
8,63,Sam Blease,104
8,63,Paul Chapman,104
8,63,Nathan Foley,104
8,63,Sam Iles,104
8,63,Kyal Horsley,104
8,72,Andrew Gaff,103
8,72,Callan Ward,103
8,72,Martin Mattner,103
8,75,Lewis Jetta,102
8,75,Stewart Crameri,102
8,77,David MacKay,100
8,77,Bradley Sheppard,100
8,77,Aaron Sandilands,100
8,77,Luke Parker,100
8,77,Dayne Zorko,100
8,82,Bernie Vince,99
8,82,Ashley McGrath,99
8,82,Lance Franklin,99
8,82,Michael Johnson,99
8,86,Michael Barlow,98
8,86,Corey Enright,98
8,86,Shane Edwards,98
8,89,Grant Birchall,97
8,89,Ben Jacobs,97
8,89,Will Minson,97
8,89,Dane Swan,97
8,89,Liam Shiels,97
8,89,Brad Sewell,97
8,89,Lenny Hayes,97
8,96,Josh Jenkins,96
8,97,Mike Pyke,95
8,97,Lewis Roberts-Thomson,95
8,99,Isaac Smith,94
8,99,Matthew Rosa,94
8,99,Tom Scully,94
8,99,Darren Pfeiffer,94
8,99,Brad Ebert,94
8,104,Jack Steven,93
8,104,Quinten Lynch,93
8,106,Jed Adcock,92
8,106,David Ellard,92
8,106,Jonathan Giles,92
8,106,Danny Stanley,92
8,110,Nathan Jones,91
8,110,Rohan Bewick,91
8,110,Daniel Jackson,91
8,110,Patrick Karnezis,91
8,110,Jack Grimes,91
8,110,Todd Goldstein,91
8,110,Mitchell Clark,91
8,110,Jared Rivers,91
8,118,Matthew Warnock,90
8,118,Mitchell Golby,90
8,118,Jack Redden,90
8,118,David Hale,90
8,118,Jarryd Roughead,90
8,123,Angus Monfries,89
8,123,Ben Reid,89
8,123,Martin Clarke,89
8,126,Jeff Garlett,88
8,126,Scott Thompson,88
8,126,Darren Jolly,88
8,126,Patrick Ryder,88
8,130,Josh Gibson,87
8,130,Shane Tuck,87
8,132,Zac Smith,86
8,132,Jason Porplyzia,86
8,132,Ben Howlett,86
8,135,James Frawley,85
8,135,Sharrod Wellingham,85
8,137,Tommy Walsh,84
8,137,Adam Treloar,84
8,137,Alex Rance,84
8,137,Ben McGlynn,84
8,141,David Mundy,83
8,141,Michael Hurley,83
8,141,Stephen Coniglio,83
8,144,Kade Simpson,82
8,144,Matthew Maguire,82
8,144,Matthew Suckling,82
8,144,Sam Darley,82
8,144,James Kelly,82
8,144,Brent Reilly,82
8,150,Alex Fasolo,81
8,150,Sam Reid Injured,81
8,150,Rick Dyson,81
8,150,Josh Caddy,81
8,150,Ian Callinan,81
8,150,Matthew Wright,81
8,150,Chris Masten,81
8,157,Andrew Mackie,80
8,157,Andrew McQualter,80
8,157,Harry Taylor,80
8,157,Dayne Beams,80
8,157,Benjamin Stratton,80
8,157,Troy Chaplin,80
8,157,Leigh Adams,80
8,157,Nick Malceski,80
8,157,Leigh Montagna,80
8,157,Farren Ray,80
8,167,Lindsay Thomas,79
8,167,Jarrad Grant,79
8,167,Ryan Lester,79
8,170,Jack Darling,78
8,170,Jarrad McVeigh,78
8,170,Chris Dawes,78
8,170,Tyson Goldsack,78
8,170,Daniel Kerr,78
8,170,Will Schofield,78
8,176,Ryan Crowley,77
8,176,Matt Thomas,77
8,176,Rory Thompson,77
8,176,Jason Gram,77
8,176,Mitchell Duncan,77
8,181,Ted Richards,76
8,181,Joel Corey,76
8,181,Matthew Kreuzer,76
8,181,Sam Gilbert,76
8,181,Jarryd Blair,76
8,181,Dom Tyson,76
8,181,Courtenay Dempsey,76
8,188,Clinton Jones,75
8,188,Daniel Giansiracusa,75
8,190,Zachary Clarke,74
8,190,Michael Jamison,74
8,190,Lachlan Henderson,74
8,190,Steve Johnson,74
8,190,Luke Dahlhaus,74
8,190,Dustin Martin,74
8,196,Matt Shaw,73
8,196,Joshua Green,73
8,196,Alan Toovey,73
8,196,Travis Cloke,73
8,196,Paul Bower,73
