round,player,team,score
3,1,David Armitage,175
3,2,Dean Cox,171
3,3,Justin Westhoff,150
3,3,Dustin Martin,150
3,5,Jared Brennan,146
3,6,Patrick Ryder,145
3,7,Pearce Hanley,141
3,7,Chris Masten,141
3,7,Jack Darling,141
3,10,Daniel Hannebery,140
3,10,Brett Deledio,140
3,12,Ben McEvoy,139
3,12,Trent Cotchin,139
3,14,Andrew Walker,137
3,15,Josh Kennedy Injured,136
3,15,Joshua Kennedy,136
3,17,Jake Carlisle,135
3,18,Travis Boak,134
3,19,Travis Cloke,133
3,20,Chris Judd,130
3,21,Nathan Fyfe,129
3,21,Jonathan Brown,129
3,23,Ben Cunnington,127
3,24,Daniel Wells,125
3,24,Mathew Stokes,125
3,26,Scott Pendlebury,124
3,27,Jarrad McVeigh,123
3,27,Chad Wingard,123
3,27,Jack Steven,123
3,30,Shane Edwards,122
3,30,Matthew Priddis,122
3,30,Nick Riewoldt,122
3,30,Luke Hodge,122
3,34,Oliver Wines,121
3,34,Scott Selwood,121
3,34,Lance Franklin,121
3,37,Ivan Maric,120
3,37,Angus Monfries,120
3,39,Harley Bennell,119
3,39,Ryan Griffen,119
3,41,Dylan Roberton,118
3,41,Callan Ward,118
3,41,Hamish Hartlett,118
3,41,Daniel Rich,118
3,45,Kane Cornes,117
3,46,Brent Moloney,116
3,47,Rhys Stanley,114
3,47,Marc Murphy,114
3,47,Ricky Henderson,114
3,50,Clancee Pearce,113
3,50,Ben Hudson,113
3,50,Jarryn Geary,113
3,53,Matthew Broadbent,112
3,53,Gary Ablett,112
3,55,Michael Walters,111
3,56,Todd Goldstein,110
3,56,Ashton Hams,110
3,56,Bachar Houli,110
3,56,Grant Birchall,110
3,60,Brock McLean,109
3,60,Chris Newman,109
3,60,Jack Redden,109
3,63,Nick Malceski,108
3,63,Brendon Goddard,108
3,63,Allen Christensen,108
3,66,Michael Johnson,107
3,66,Richard Douglas,107
3,66,Tom Hawkins,107
3,69,Sam Jacobs,106
3,69,Jimmy Bartel,106
3,71,Reece Conca,105
3,71,Josh Hill,105
3,71,Michael Hibberd,105
3,74,Taylor Hunt,104
3,74,Michael Barlow,104
3,76,Harry Taylor,103
3,76,Scott Thompson,103
3,78,David Hale,102
3,78,Leigh Montagna,102
3,78,Alan Toovey,102
3,78,Jude Bolton,102
3,82,Jack Trengove,101
3,83,Rory Sloane,100
3,83,Liam Shiels,100
3,83,Steven Motlop,100
3,86,Daniel Jackson,99
3,86,Brent Stanton,99
3,86,Andrew Swallow,99
3,89,Ryan O'Keefe,97
3,89,Josh Gibson,97
3,89,Tom McDonald,97
3,89,Scott McMahon,97
3,89,Michael Hurley,97
3,94,Sam Gilbert,96
3,94,Jonathan Giles,96
3,96,Bryce Gibbs,95
3,96,Greg Broughton,95
3,96,Shaun Grigg,95
3,96,Jonathon Griffin,95
3,96,Christopher Mayne,95
3,96,Nick Dal Santo,95
3,96,Daniel Cross,95
3,96,Ben McGlynn,95
3,104,Will Minson,94
3,104,Ben Johnson,94
3,104,Aaron Mullett,94
3,107,Taylor Walker,93
3,107,Dyson Heppell,93
3,107,Matthew Leuenberger,93
3,107,Tim Mohr,93
3,107,Andrew Gaff,93
3,107,Andrew Mackie,93
3,107,Adam Cooney,93
3,107,Jamie MacMillan,93
3,115,Colin Sylvia,92
3,115,Trent West,92
3,115,Jed Anderson,92
3,115,Alex Rance,92
3,115,Mark Jamar,92
3,115,Nicholas Kommer,92
3,121,Dane Swan,91
3,121,David Mundy,91
3,121,Shaun Burgoyne,91
3,121,Mitchell Wallis,91
3,121,Lenny Hayes,91
3,121,Tomas Bugg,91
3,127,Paul Duffield,90
3,127,Joel Wilkinson,90
3,127,Aaron Hall,90
3,127,Jed Adcock,90
3,131,Sam Mitchell,89
3,131,Nathan Grima,89
3,131,Zach Tuohy,89
3,131,Nathan Jones,89
3,135,Tom Rockliff,88
3,136,Jack Hutchins,87
3,136,Liam Jones,87
3,138,Danyle Pearce,86
3,138,Dean Brogan,86
3,138,Luke Shuey,86
3,138,Luke Parker,86
3,142,Jack Riewoldt,85
3,142,Brett Goodes,85
3,142,Karmichael Hunt,85
3,145,Mark Lecras,84
3,145,Patrick Dangerfield,84
3,145,Rohan Bewick,84
3,145,Koby Stevens,84
3,145,Isaac Smith,84
3,150,Ahmed Saad,83
3,150,Matthew Lobbe,83
3,150,Jack Grimes,83
3,153,Matthew Wright,82
3,153,Thomas Young,82
3,153,Matthew De Boer,82
3,153,Cale Hooker,82
3,153,Cyril Rioli,82
3,158,Callum Sinclair,81
3,158,Mitch Robinson,81
3,158,Corey Enright,81
3,161,Andy Otten,80
3,161,Martin Clarke,80
3,161,Daniel Kerr,80
3,161,Ben Howlett,80
3,161,Joshua Green,80
3,166,Heath Scotland,79
3,166,James Podsiadly,79
3,166,Jake King,79
3,166,Lee Spurr,79
3,166,Jamie Elliott,79
3,171,Rory Thompson,78
3,171,Mitchell Clark,78
3,171,Stephen Milne,78
3,171,Luke McGuane,78
3,171,Mitchell Duncan,78
3,171,Christopher Yarran,78
3,177,Matt Jones,77
