round,player,team,score
22,1,Dayne Zorko,163
22,1,Nicholas Naitanui,163
22,3,Ryan O'Keefe,159
22,4,Shane Tuck,155
22,4,Scott Pendlebury,155
22,6,Aaron Sandilands,154
22,6,Taylor Walker,154
22,8,Daniel Kerr,148
22,9,Brad Ebert,145
22,10,Jack Redden,137
22,10,Dustin Martin,137
22,12,Nick Dal Santo,135
22,13,Matthew Boyd,134
22,13,Travis Boak,134
22,13,Matthew Priddis,134
22,16,Leigh Montagna,132
22,16,Harley Bennell,132
22,18,Sean Dempster,131
22,18,Brett Deledio,131
22,20,Stephen Hill,129
22,20,David Mundy,129
22,20,Kurt Tippett,129
22,23,Shaun Burgoyne,128
22,24,Brock McLean,127
22,24,Ivan Maric,127
22,26,Josh Kennedy Injured,126
22,26,Clancee Pearce,126
22,28,Matthew Kreuzer,125
22,29,Gary Ablett,124
22,30,Simon Black,123
22,30,Sam Butler,123
22,30,Dayne Beams,123
22,30,Trent Cotchin,123
22,34,Jarrad Waite,122
22,35,Luke Shuey,121
22,35,Brendon Goddard,121
22,37,Colin Sylvia,120
22,37,Tom Lynch,120
22,39,Heath Scotland,118
22,39,Dane Swan,118
22,41,Stephen Milne,116
22,42,Ryan Griffen,114
22,42,Paul Duffield,114
22,42,Corey Enright,114
22,45,Andrew Swallow,113
22,45,Pearce Hanley,113
22,47,Will Minson,112
22,47,Eddie Betts,112
22,49,Josh Hunt,111
22,50,Jarryn Geary,110
22,50,Shane Edwards,110
22,50,Matthew Wright,110
22,53,Adam Treloar,109
22,54,Jared Petrenko,108
22,54,Brent Guerra,108
22,56,Andrew Raines,107
22,57,Luke Hodge,106
22,57,Patrick Dangerfield,106
22,57,Shaun Higgins,106
22,57,Alex Fasolo,106
22,61,Kane Cornes,105
22,61,Mitchell Duncan,105
22,61,Chris Judd,105
22,61,Brad Sewell,105
22,65,Ryan Schoenmakers,104
22,66,Daniel Hannebery,103
22,66,Matthew De Boer,103
22,66,Jack Grimes,103
22,66,Steve Johnson,103
22,66,Andrew Walker,103
22,66,Claye Beams,103
22,72,Sam Jacobs,102
22,72,Jordan Lewis,102
22,74,Arryn Siposs,101
22,74,Farren Ray,101
22,74,Allen Christensen,101
22,77,Toby Greene,100
22,77,Jack Riewoldt,100
22,77,Bachar Houli,100
22,77,Daniel Rich,100
22,77,Hayden Ballantyne,100
22,82,Michael Coad,99
22,82,Michael Doughty,99
22,82,Terry Milera,99
22,85,Marc Murphy,98
22,85,Michael Hurley,98
22,85,Nick Malceski,98
22,85,Dyson Heppell,98
22,85,Danny Stanley,98
22,85,James Gwilt,98
22,85,Joshua Green,98
22,92,Jarrad McVeigh,97
22,92,Tom Hawkins,97
22,92,Rhyce Shaw,97
22,92,Angus Monfries,97
22,96,Justin Westhoff,96
22,96,Ben Johnson,96
22,98,Michael Walters,95
22,98,Shannon Hurn,95
22,98,Jay Schulz,95
22,101,Jeremy Howe,94
22,101,Kieren Jack,94
22,101,Anthony Miles,94
22,101,Jimmy Bartel,94
22,101,Nathan Fyfe,94
22,101,Shaun Grigg,94
22,101,Callan Ward,94
22,101,Shane Mumford,94
22,109,Jamie MacMillan,93
22,110,Jake Batchelor,92
22,110,Dale Thomas,92
22,110,Taylor Adams,92
22,110,Alipate Carlile,92
22,110,Michael Barlow,92
22,115,Andrew Carrazzo,91
22,115,Christian Howard,91
22,115,Adam Cooney,91
22,115,Luke Power,91
22,119,Alex Rance,90
