gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall,homeWin,homeTeamLastWin,awayTeamLastWin,awayTravel,homeTravel,homeTeamChanges,awayTeamChanges,homeGameDifference,awayGameDifference,homeTeamImportanceDifference,awayTeamImportanceDifference,homeTeamImportanceLastGame,awayTeamImportanceLastGame,homeTeamImportanceLastFiveGames,awayTeamImportanceLastFiveGames,homeTeamImportanceSeasonAverage,awayTeamImportanceSeasonAverage,homeLadderPosition,awayLadderPosition,homeTeamPointsFor,homeTeamPointsAgainst,homeTeamPercentage,awayTeamPointsFor,awayTeamPointsAgainst,awayTeamPercentage,homeCurrentLadderPosition,awayCurrentLadderPosition,homeBreak,awayBreak,homePreviousRainfall,awayPreviousRainfall
2015R202,2015,2,11/04/2015,M.C.G.,13:45:00,49945,Richmond,66,Western Bulldogs,85,0,0,1,1,0,0,2,1,283,-17,-31.17857143,0,58.13636364,82.63636364,66.77045455,76.65909091,66.67305195,75.47146465,8,14,105,78,134.6153846,97,87,111.4942529,3,8,9,7,0.4,0
2015R203,2015,2,11/04/2015,Manuka Oval,14:10:00,8811,Greater Western Sydney,101,Melbourne,56,0,1,1,1,2,1,1,2,27,-220,-44.2,-86.34126984,72.20454545,63.86363636,74.5219697,69.85681818,75.11920094,72.26599928,16,17,87,78,111.5384615,115,89,129.2134831,7,4,6,7,0,0
2015R204,2015,2,11/04/2015,Docklands,16:35:00,33771,Collingwood,63,Adelaide,90,0,0,1,1,2,0,2,1,82,8,-56.85,-84,70.13636364,72.11363636,72.46590909,70.1375,73.43429834,72.0516324,11,10,86,74,116.2162162,140,63,222.2222222,6,1,7,6,0.4,0
2015R205,2015,2,11/04/2015,Carrara,19:20:00,13649,Gold Coast,76,St Kilda,104,0,0,0,0,3,0,3,3,57,397,-53.95767196,-46.66666667,57.93181818,58.06818182,69.69924242,66.89810606,69.04305556,67.43848304,12,18,89,115,77.39130435,78,87,89.65517241,15,12,7,6,0,0
2015R206,2015,2,11/04/2015,Adelaide Oval,19:10:00,49765,Port Adelaide,44,Sydney,92,0,0,0,1,2,0,1,1,8,-213,0,-95.27777778,58.13636364,68.5,70.93181818,76.07272727,72.21715368,76.12144661,5,1,68,75,90.66666667,72,60,120,10,5,6,7,0,23
2015R207,2015,2,12/04/2015,Kardinia Park,13:10:00,23723,Geelong,60,Fremantle,104,0,0,0,1,4,0,3,1,212,6,-72.4375,-39.1,80.38636364,75.68181818,72.66666667,73.85909091,72.03829365,72.82112193,3,4,61,123,49.59349593,75,68,110.2941176,17,9,6,7,0,0
2015R208,2015,2,12/04/2015,M.C.G.,15:20:00,59866,Essendon,78,Hawthorn,76,0,1,0,1,0,0,2,3,345,325,-57.06944444,-51.16666667,70.90909091,71.34090909,74.81628788,75.39242424,72.82029221,73.78996212,7,2,60,72,83.33333333,123,61,201.6393443,14,2,8,6,23,0
2015R209,2015,2,12/04/2015,Docklands,16:40:00,22275,North Melbourne,133,Brisbane Lions,51,0,1,0,0,0,0,3,3,112,106,-41.25833333,-20.27777778,72.90909091,69.31818182,71.31363636,69.16628788,68.79854798,67.92935606,6,15,63,140,45,74,86,86.04651163,18,13,7,8,0,0.4
2015R301,2015,3,17/04/2015,M.C.G.,19:50:00,45197,Collingwood,140,St Kilda,66,0,1,0,1,0,0,3,2,86,91,62.85,-12.625,58.45454545,63.27272727,63.86818182,65.27651515,64.32026383,68.92604422,11,18,149,164,90.85365854,182,163,111.6564417,12,8,6,6,0,0
2015R302,2015,3,18/04/2015,M.C.G.,13:45:00,54854,Carlton,84,Essendon,105,7,0,0,1,0,0,4,1,-196,-268,-5.639880952,9.388888889,62.86363636,68.45454545,67.07424242,73.9469697,68.37399003,73.97039905,13,7,140,236,59.3220339,138,148,93.24324324,16,11,8,6,12.4,0
2015R303,2015,3,18/04/2015,Adelaide Oval,13:40:00,43713,Adelaide,80,Melbourne,55,0,1,1,0,2,0,2,1,-208,19,16.33333333,73.475,63.70454545,74.61363636,75.99621212,65.18977273,74.03140231,68.29563353,10,17,230,126,182.5396825,171,190,90,1,13,7,7,0,0
2015R304,2015,3,18/04/2015,S.C.G.,16:35:00,31966,Sydney,111,Greater Western Sydney,90,1,1,1,1,0,0,2,1,298,36,1.946825397,-0.2,78,62.27272727,77.97575758,75.04772727,77.37984427,75.71551946,1,16,164,104,157.6923077,188,134,140.2985075,2,3,7,7,0,0
2015R305,2015,3,18/04/2015,Docklands,19:20:00,22586,North Melbourne,105,Port Adelaide,113,7,0,1,0,2,0,3,4,324,246,-14.63397436,-6.477678571,67.68181818,74.72727273,73.36818182,73.69848485,72.53380786,74.19820811,6,5,196,191,102.617801,112,167,67.06586826,10,15,6,7,0,0
2015R306,2015,3,18/04/2015,Gabba,19:20:00,22441,Brisbane Lions,58,Richmond,137,3.4,0,0,0,3,0,4,3,-26,-162,-7.163194444,10.14126984,78.40909091,65.31818182,73.34204545,68.26818182,69.89389096,67.4959374,15,8,125,219,57.07762557,171,163,104.9079755,17,9,6,7,0,0
2015R307,2015,3,19/04/2015,York Park,13:10:00,15559,Hawthorn,127,Western Bulldogs,57,2.2,1,0,1,4,4,4,3,-318,254,-8.857281607,30.00925926,73.27272727,57.95454545,73.87954545,70.10909091,75.35231397,69.58353963,2,14,199,139,143.1654676,182,153,118.9542484,6,5,7,8,0,0
2015R308,2015,3,19/04/2015,Kardinia Park,15:20:00,20813,Geelong,105,Gold Coast,96,5.4,1,0,0,3,0,5,5,48,284,-24.10448912,-3.402554945,79.06818182,65.77272727,74.18863636,72.11022727,74.79534884,70.35635167,3,12,121,227,53.30396476,165,219,75.34246575,18,14,7,8,0,0
2015R309,2015,3,19/04/2015,Subiaco,14:40:00,39138,West Coast,81,Fremantle,111,0,0,1,1,0,0,2,1,-156,84,-60.05357143,4.035714286,74.75,82.84090909,69.47840909,77.69545455,72.95422229,75.49711349,9,4,218,159,137.1069182,179,128,139.84375,7,4,9,7,12.4,0
2015R401,2015,4,24/04/2015,M.C.G.,19:50:00,58175,Richmond,51,Melbourne,83,0,0,1,0,0,0,3,1,525,16,32.73846154,-4.0625,64.13636364,74.86363636,67.11363636,66.33181818,66.97206439,68.29731235,8,17,308,221,139.3665158,226,270,83.7037037,5,12,6,6,3.4,0
2015R402,2015,4,25/04/2015,Wellington,13:10:00,12125,St Kilda,81,Carlton,121,0,0,0,0,3,3,1,3,26,371,23.35714286,-11.21100427,61.81818182,68.18181818,64.16893939,68.925,67.67551719,69.69935661,18,13,248,303,81.84818482,224,341,65.68914956,14,17,8,7,0,7
2015R403,2015,4,25/04/2015,M.C.G.,14:40:00,88395,Essendon,49,Collingwood,69,0,0,1,1,0,0,2,1,119,-24,23.91071429,-106.75,65.65909091,67.5,72.15227273,71.58257576,72.86107765,72.88259931,7,11,243,232,104.7413793,289,230,125.6521739,8,6,7,8,7,0
2015R404,2015,4,25/04/2015,Manuka Oval,17:40:00,6917,Greater Western Sydney,119,Gold Coast,53,0,1,0,0,2,1,1,3,6,31,20.28571429,-5.160805861,60.97727273,65.40909091,73.66363636,72.24393939,74.51110641,71.22447609,16,12,278,245,113.4693878,261,324,80.55555556,7,16,7,6,1,5.4
2015R405,2015,4,25/04/2015,Adelaide Oval,19:10:00,49831,Port Adelaide,99,Hawthorn,91,13.2,1,1,1,2,0,2,1,-194,-45,17.47727273,-23.28571429,75.95454545,76.84090909,72.45075758,77.20454545,72.74642627,79.33858121,5,2,225,272,82.72058824,326,196,166.3265306,13,4,7,6,7,2.2
2015R406,2015,4,25/04/2015,Subiaco,18:45:00,39009,Fremantle,74,Sydney,60,0,1,1,1,4,0,1,1,-63,-115,-24.6875,-7.273809524,85.11363636,76.43181818,79.55,79.49090909,77.68332813,78.59136441,4,1,290,209,138.7559809,275,194,141.7525773,3,2,6,7,0,1
2015R407,2015,4,26/04/2015,Gabba,13:10:00,16632,Brisbane Lions,65,West Coast,118,0,0,0,0,4,0,4,1,198,83,-4.924381868,-0.916666667,82.65909091,75.45454545,74.58939394,69.10454545,70.60527181,72.26231893,15,9,183,356,51.40449438,299,270,110.7407407,18,10,8,7,3.4,0
2015R408,2015,4,26/04/2015,Kardinia Park,15:20:00,23452,Geelong,67,North Melbourne,83,0,0,1,0,1,0,3,1,232,25,14.86416361,9.75,76.45454545,68.45454545,73.32878788,73.73787879,73.08493312,72.62554359,3,6,226,323,69.96904025,301,304,99.01315789,15,11,7,8,5.4,7
2015R409,2015,4,26/04/2015,Docklands,16:40:00,19915,Western Bulldogs,125,Adelaide,68,0,1,0,1,2,0,4,1,94,-14,-4.20521978,4.571428571,61.18181818,61.29545455,71.10075758,75.84621212,70.06694833,74.29270729,14,10,239,280,85.35714286,310,181,171.2707182,9,1,7,8,2.2,0
2015R501,2015,5,1/05/2015,M.C.G.,19:50:00,71759,Carlton,45,Collingwood,120,0,0,1,1,0,0,4,1,-27,-12,17.5064831,51.5,60.88636364,63.5,66.24090909,68.08257576,67.54677184,69.33645221,13,11,345,422,81.7535545,358,279,128.3154122,14,3,6,6,0,0
2015R502,2015,5,2/05/2015,M.C.G.,13:45:00,45228,Richmond,76,Geelong,85,0,0,0,0,1,0,5,3,-465,-20,-32.34439935,9.152116402,70.75,72.79545455,74.88636364,71.91969697,73.95585944,71.19734508,8,3,359,304,118.0921053,293,406,72.16748768,9,16,8,6,0,0
2015R503,2015,5,2/05/2015,S.C.G.,14:10:00,25541,Sydney,73,Western Bulldogs,77,12.2,0,0,1,2,0,3,1,-155,58,-1.223611111,14.23958333,76.88636364,64.77272727,79.52727273,72.59810606,78.60409484,73.2102299,1,14,335,268,125,364,348,104.5977011,4,6,7,6,0,0
2015R504,2015,5,2/05/2015,Carrara,16:35:00,12464,Gold Coast,118,Brisbane Lions,54,83.6,1,0,0,0,0,5,1,217,-132,19.80405594,18.52857143,57.29545455,85.52272727,66.27992424,78.40909091,65.79505196,74.19588243,12,15,314,443,70.88036117,248,474,52.32067511,17,18,7,6,0,0
2015R505,2015,5,2/05/2015,Docklands,19:25:00,38077,North Melbourne,70,Hawthorn,130,0,0,1,0,0,0,2,2,75,141,-4.725,-9.415750916,67.97727273,78.68181818,73.64090909,79.70454545,73.70218989,80.70101284,6,2,384,371,103.5040431,417,295,141.3559322,10,7,6,7,0,13.2
2015R506,2015,5,2/05/2015,Subiaco,17:40:00,34554,West Coast,120,Greater Western Sydney,33,0,1,1,1,4,0,3,1,12,60,9.156166056,25.42948718,74.79545455,58.36363636,69.04886364,72.36363636,71.73215196,74.34537279,9,16,417,335,124.4776119,397,298,133.2214765,8,2,6,7,0,0
2015R507,2015,5,3/05/2015,M.C.G.,13:10:00,22892,Melbourne,50,Fremantle,118,0,0,1,1,4,0,3,1,-15,-22,11.27895022,17.8125,74.59090909,82.5,64.56704545,78.34545455,67.19318367,76.54572466,17,4,309,321,96.26168224,364,269,135.3159851,12,1,9,8,0,0
2015R508,2015,5,3/05/2015,Docklands,15:20:00,29869,St Kilda,80,Essendon,82,0,0,0,0,0,0,5,1,-15,274,-3.388333333,24.41666667,59.63636364,66.13636364,65.13295455,72.64393939,68.7621097,73.54209077,18,7,329,424,77.59433962,292,301,97.00996678,15,11,8,8,0,0
2015R509,2015,5,3/05/2015,Adelaide Oval,16:10:00,49617,Adelaide,91,Port Adelaide,115,0,0,0,1,0,0,2,1,-17,-117,-14.36904762,-30.96180556,64.90909091,75.63636364,78.03295455,72.57765152,75.61537761,73.83511454,10,5,378,306,123.5294118,324,363,89.25619835,5,13,7,8,0,13.2
2015R601,2015,6,8/05/2015,M.C.G.,19:50:00,52152,Collingwood,59,Geelong,100,0.2,0,1,1,1,0,3,4,-23,170,4.357142857,0.611607143,65.31818182,72.75,69.02159091,72.96022727,70.23757652,71.42158932,11,3,478,324,147.5308642,378,482,78.42323651,2,14,7,6,0,0
2015R602,2015,6,9/05/2015,Bellerive Oval,13:45:00,17544,North Melbourne,109,Richmond,74,0,1,0,0,2,2,3,4,-209,-213,-3.129166667,-7.429062257,68.38636364,75.15909091,74.78181818,75.54545455,74.16570146,75.22516197,6,8,454,501,90.61876248,435,389,111.8251928,12,11,7,7,0,0
2015R603,2015,6,9/05/2015,Docklands,14:10:00,29619,Western Bulldogs,87,St Kilda,94,0,0,1,0,0,0,2,2,215,-508,24.32837302,-51.49464286,61,62.20454545,70.69318182,70.15151515,70.73710228,74.60388373,14,18,441,421,104.7505938,409,506,80.83003953,3,16,7,6,12.2,0
2015R604,2015,6,9/05/2015,Sydney Showground,16:35:00,13556,Greater Western Sydney,108,Hawthorn,98,0,1,0,1,2,0,3,2,-27,374,-14.23313492,52.46666667,57.81818182,72.59090909,72.76212121,74.77878788,76.00729038,75.58004255,16,2,430,418,102.8708134,547,365,149.8630137,8,4,7,7,0,0
2015R605,2015,6,9/05/2015,Carrara,17:10:00,12464,Gold Coast,78,Adelaide,119,0,0,1,0,3,0,7,4,-42,237,4.311354618,17.57774257,57.63636364,62.06818182,65.95151515,73.95227273,65.843133,71.66201176,12,10,432,497,86.92152918,469,421,111.4014252,15,7,7,6,83.6,0
2015R606,2015,6,9/05/2015,M.C.G.,19:20:00,26894,Melbourne,50,Sydney,88,0,0,0,0,2,0,4,3,174,-52,-0.750347222,-3.434372613,71.36363636,81.02272727,64.40909091,81.02727273,67.23935813,79.23533726,17,1,359,439,81.77676538,408,345,118.2608696,13,6,6,7,0,12.2
2015R607,2015,6,9/05/2015,Subiaco,18:10:00,37535,Fremantle,80,Essendon,52,0,1,1,1,3,0,1,2,242,241,16.85757576,-4.582575758,80,66.31818182,77.57272727,72.58863636,76.3493493,74.03847537,4,7,482,319,151.0971787,374,381,98.16272966,1,9,6,6,0,0
2015R608,2015,6,10/05/2015,Docklands,15:20:00,20273,Carlton,75,Brisbane Lions,84,10.6,0,0,0,0,0,4,2,244,72,8.010985644,-6.038461538,60.52272727,81.43181818,64.04204545,78.95681818,64.80942222,74.03953134,13,15,390,542,71.95571956,302,592,51.01351351,17,18,9,8,0,83.6
2015R609,2015,6,10/05/2015,Adelaide Oval,16:10:00,38508,Port Adelaide,68,West Coast,78,2,0,1,1,3,0,1,1,42,80,21.825,-1,78.20454545,75.84090909,73.36590909,69.06969697,73.75440999,72.45160158,5,9,439,454,96.69603524,537,368,145.923913,10,5,7,8,0,0
2015R701,2015,7,15/05/2015,Docklands,19:50:00,43972,Essendon,82,North Melbourne,93,2,0,0,1,0,0,4,1,-120,-61,0.80639881,-26.61818182,67.77272727,72.04545455,71.80227273,75.77272727,73.54114065,75.16919679,7,6,426,461,92.40780911,563,575,97.91304348,11,9,6,6,0,0
2015R702,2015,7,16/05/2015,Adelaide Oval,13:15:00,43532,Adelaide,119,St Kilda,73,0.2,1,1,1,2,0,1,2,36,313,26.90714286,50.41468254,64.72727273,57.90909091,73.96060606,66.45795455,71.93463289,71.19447988,10,18,588,499,117.8356713,503,593,84.82293423,5,14,7,7,0,0
2015R703,2015,7,16/05/2015,M.C.G.,14:10:00,41935,Hawthorn,155,Melbourne,50,0,1,0,0,0,0,4,4,-113,-71,29.39966631,0.987394958,72.72727273,70.47727273,70.18522727,65.93106061,70.39297119,67.32154219,2,17,645,473,136.3636364,409,527,77.60910816,8,15,7,7,0,0
2015R704,2015,7,16/05/2015,Docklands,16:35:00,16676,Carlton,57,Greater Western Sydney,135,0,0,0,1,2,0,8,1,-171,50,0.029280727,14.01470588,67.93181818,59.31818182,64.74545455,72.89431818,67.04954834,74.54333344,13,16,465,626,74.28115016,538,516,104.2635659,17,6,6,7,10.6,0
2015R705,2015,7,16/05/2015,Stadium Australia,19:20:00,28063,Sydney,120,Geelong,77,0.8,1,1,1,2,0,1,3,-6,-73,21.07386364,10.62190657,81.15909091,72.09090909,80.24090909,70.52272727,78.78925242,71.04478815,1,3,496,395,125.5696203,478,541,88.35489834,4,12,7,8,0,0.2
2015R706,2015,7,16/05/2015,Subiaco,17:40:00,26964,West Coast,135,Gold Coast,43,4,1,1,0,4,0,1,6,-7,-206,-7.523809524,-1.545862471,77.54545455,57.04545455,69.57386364,67.18181818,72.37908378,66.49842657,9,12,615,436,141.0550459,510,616,82.79220779,2,16,6,7,2,0
2015R707,2015,7,17/05/2015,Docklands,13:10:00,18170,Western Bulldogs,88,Fremantle,101,0,0,0,1,4,0,4,1,-220,100,-9.54890873,-11.25,64.93181818,79.68181818,74.75454545,77.86363636,72.67226091,77.24172098,14,4,528,515,102.5242718,562,371,151.4824798,7,1,8,8,0,0
2015R708,2015,7,17/05/2015,M.C.G.,15:20:00,59034,Richmond,105,Collingwood,100,0,1,0,0,0,0,5,2,418,29,35.52861111,-33.23557692,69.77272727,67.25,68.60151515,71.48484848,66.97534815,73.20135553,8,11,509,498,102.2088353,537,424,126.6509434,13,3,8,9,0,0.2
2015R709,2015,7,17/05/2015,Gabba,16:40:00,15957,Brisbane Lions,102,Port Adelaide,65,1,1,1,0,3,0,1,3,9,116,8.425,-3.957936508,80.59090909,76.88636364,78.58636364,73.10227273,72.6861334,74.59199635,15,5,386,667,57.87106447,507,532,95.30075188,18,10,7,7,10.6,2
2015R801,2015,8,22/05/2015,Docklands,19:50:00,32032,Geelong,140,Carlton,63,0.4,1,0,0,0,1,3,5,-475,-137,-32.00658622,-9.926626984,79.72727273,66.65909091,75.57727273,68.08333333,75.03681414,69.79495777,3,13,555,661,83.96369138,522,761,68.59395532,13,18,6,6,0.8,0
2015R802,2015,8,23/05/2015,Docklands,13:45:00,23598,St Kilda,78,West Coast,131,0,0,0,1,4,0,3,2,100,-101,-3.634343434,10.01052632,61.88636364,74.40909091,68.54545455,67.09545455,72.13507411,72.81610172,18,9,576,712,80.8988764,750,479,156.5762004,14,2,7,7,0.2,4
2015R803,2015,8,23/05/2015,Sydney Showground,14:10:00,9481,Greater Western Sydney,108,Adelaide,84,28,1,1,1,2,0,2,3,-38,139,-2.761315262,34.17942733,59.02272727,56.34090909,73.22727273,68.84659091,75.59453483,68.21166465,16,10,673,573,117.452007,707,572,123.6013986,5,4,7,7,0,0.2
2015R804,2015,8,23/05/2015,Carrara,16:35:00,16440,Gold Coast,63,Collingwood,132,0.2,0,0,0,3,0,3,2,115,-21,-12.48425926,-36.91111111,59.04545455,71.79545455,68.28863636,75.97727273,68.48848018,76.24665369,12,11,553,751,73.63515313,637,529,120.415879,17,7,7,6,4,0
2015R805,2015,8,23/05/2015,M.C.G.,19:20:00,63319,Hawthorn,69,Sydney,73,0,0,1,1,2,0,3,1,-451,-25,-54.05366715,-19.17279412,78.13636364,80.25,77.31363636,81.88181818,78.35214708,80.04551624,2,1,800,523,152.9636711,616,472,130.5084746,6,3,7,7,0,0.8
2015R806,2015,8,23/05/2015,Subiaco,17:40:00,35836,Fremantle,115,North Melbourne,42,0,1,1,1,3,0,1,2,-242,179,-16.80208333,28.73529412,82.18181818,69.13636364,79.05454545,73.80909091,78.19008552,72.82372272,4,6,663,459,144.4444444,656,657,99.847793,1,9,6,8,0,2
2015R807,2015,8,24/05/2015,Docklands,13:10:00,36857,Essendon,136,Brisbane Lions,78,0,1,0,1,0,0,3,2,-529,94,-11.89702381,20.34166667,69.77272727,76.18181818,73.33636364,75.56363636,75.03137328,70.13507217,7,15,508,554,91.6967509,488,732,66.66666667,11,16,9,7,2,1
2015R808,2015,8,24/05/2015,M.C.G.,15:20:00,29381,Melbourne,103,Western Bulldogs,64,0,1,0,0,0,0,5,1,17,3,7.533076923,-18.50793651,67.29545455,63.40909091,63.59772727,75.37272727,66.15560972,73.78304788,17,14,459,682,67.30205279,616,616,100,15,8,8,7,0,0
2015R809,2015,8,24/05/2015,Adelaide Oval,16:10:00,44451,Port Adelaide,43,Richmond,76,0,0,0,1,2,0,3,2,-23,-196,-10.13037645,-71.94807692,76.40909091,75.70454545,74.38636364,74.56931818,75.77624571,74.0208226,5,8,572,634,90.22082019,614,598,102.6755853,12,10,7,7,1,0
2015R901,2015,9,29/05/2015,S.C.G.,19:50:00,32105,Sydney,122,Carlton,62,0.6,1,1,0,2,0,2,4,182,257,28.09385965,10.23253968,79.5,69.09090909,79.81969697,66.94886364,77.1628926,68.05623721,1,13,689,541,127.3567468,585,901,64.92785794,3,18,6,7,0,0.4
2015R902,2015,9,30/05/2015,York Park,13:45:00,11320,Hawthorn,93,Gold Coast,40,3.8,1,0,0,4,4,4,4,214,176,15.26903502,6.700744843,73.47727273,57.06818182,73.38030303,64.8,75.2804924,67.51448088,2,12,869,596,145.8053691,616,883,69.76217441,7,17,7,7,0,0.2
2015R903,2015,9,30/05/2015,Traeger Park,13:40:00,4866,Melbourne,54,Port Adelaide,115,0,0,1,0,3,4,2,3,-65,388,-24.05833333,11.32913165,70.77272727,75.22727273,67.57954545,72.98181818,70.02831741,73.5878512,17,5,562,746,75.33512064,615,710,86.61971831,14,13,6,6,0,0
2015R904,2015,9,30/05/2015,Docklands,16:35:00,16395,Western Bulldogs,113,Greater Western Sydney,68,0,1,0,1,2,0,6,2,-100,34,0.78542456,2.802777778,64.77272727,59.68181818,73.10909091,73.57272727,73.07528178,75.74931574,14,16,680,719,94.57579972,781,657,118.8736682,11,4,6,7,0,28
2015R905,2015,9,30/05/2015,M.C.G.,19:20:00,83804,Richmond,72,Essendon,59,0,1,1,1,0,0,1,0,88,0,49.84615385,0,73.70454545,68.43181818,71.93295455,73.23636364,72.03330505,75.27904856,8,7,690,641,107.6443058,644,632,101.8987342,8,9,6,6,0,0
2015R906,2015,9,30/05/2015,Adelaide Oval,19:10:00,45518,Adelaide,57,Fremantle,68,0,0,0,1,3,0,1,0,-9,0,-72,0,58.95454545,82.18181818,71.18636364,78.44545455,71.29292808,78.40991847,10,4,791,680,116.3235294,778,501,155.2894212,6,1,7,7,28,0
2015R907,2015,9,31/05/2015,Gabba,13:10:00,16898,Brisbane Lions,86,St Kilda,108,0,0,0,0,3,0,3,4,-37,-157,-13.12155388,-6.505261839,79.09090909,60.36363636,76.54772727,68.59090909,71.46512773,73.34066267,15,18,566,868,65.20737327,654,843,77.58007117,16,15,7,8,0,0
2015R908,2015,9,31/05/2015,M.C.G.,15:20:00,43452,Collingwood,112,North Melbourne,95,0,1,1,0,0,0,1,2,-125,31,10.76578947,3.363011696,71.22727273,73.86363636,75.21363636,73.69545455,76.24102564,71.9315824,11,6,769,592,129.8986486,698,772,90.41450777,5,12,8,8,0.2,0
2015R909,2015,9,31/05/2015,Subiaco,14:40:00,37676,West Coast,120,Geelong,64,0,1,1,1,3,0,1,0,45,0,79.275,0,70.11363636,81.06818182,65.42272727,76.09545455,69.25995021,75.55415347,9,3,881,557,158.1687612,695,724,95.99447514,2,10,8,9,0,0.4
2015R1001,2015,10,5/06/2015,Subiaco,18:10:00,38019,Fremantle,70,Richmond,97,0,0,1,1,3,0,1,1,44,-89,74,26,62.61363636,67.70454545,62.61363636,67.70454545,62.61363636,67.70454545,4,8,846,558,151.6129032,762,700,108.8571429,1,8,6,6,0,0
2015R1002,2015,10,6/06/2015,M.C.G.,13:40:00,32035,Carlton,90,Adelaide,99,0.4,0,0,0,2,0,3,3,-213,-138,2.302884615,-43.06060606,52.61363636,70.5,52.61363636,70.5,52.61363636,70.5,13,10,647,1023,63.24535679,848,748,113.368984,18,7,8,7,0.6,0
2015R1003,2015,10,6/06/2015,Carrara,16:35:00,13068,Gold Coast,41,Sydney,93,0,0,0,1,2,0,4,2,-70,-35,60.98687771,20.10416667,26.31818182,62.04545455,26.31818182,62.04545455,26.31818182,62.04545455,12,1,656,976,67.21311475,811,603,134.4941957,17,3,7,8,3.8,0.6
2015R1004,2015,10,6/06/2015,Docklands,19:20:00,40632,Essendon,53,Geelong,122,0.4,0,0,0,1,0,3,2,488,147,75.93506494,71.85714286,57.36363636,50.93181818,57.36363636,50.93181818,57.36363636,50.93181818,7,3,703,704,99.85795455,759,844,89.92890995,10,12,7,6,0,0
2015R1005,2015,10,6/06/2015,Adelaide Oval,19:10:00,40907,Port Adelaide,100,Western Bulldogs,62,0,1,1,1,2,0,1,3,24,44,67.57692308,37.47368421,57.59090909,53.22727273,57.59090909,53.22727273,57.59090909,53.22727273,5,14,730,764,95.54973822,793,787,100.7623888,11,9,7,7,0,0
2015R1006,2015,10,7/06/2015,Sydney Showground,13:10:00,9079,Greater Western Sydney,97,Brisbane Lions,67,0,1,0,0,0,0,2,5,-2,267,32.0625,66.10547619,60.11363636,48.43181818,60.11363636,48.43181818,60.11363636,48.43181818,16,15,849,770,110.2597403,652,976,66.80327869,5,16,8,7,0,0
