round,player,team,score
8,1,Josh Kennedy Injured,151
8,2,Brandon Ellis,149
8,3,Jobe Watson,144
8,4,Nicholas Naitanui,142
8,5,Nick Vlastuin,141
8,5,Heritier Lumumba,141
8,7,Leigh Montagna,137
8,8,David MacKay,136
8,9,Jarryd Roughead,130
8,9,Marc Murphy,130
8,11,Rory Sloane,129
8,12,Jack Gunston,128
8,12,Richard Douglas,128
8,12,Bachar Houli,128
8,15,Will Minson,127
8,15,Mitch Robinson,127
8,17,Brent Harvey,126
8,18,Jack Redden,125
8,18,Aaron Davey,125
8,20,Dayne Zorko,124
8,21,Sam Dwyer,123
8,21,Sam Mitchell,123
8,23,Kieren Jack,120
8,24,Trent Cotchin,119
8,24,Michael Barlow,119
8,26,Taylor Adams,118
8,26,Brett Deledio,118
8,26,Scott Pendlebury,118
8,26,Dustin Martin,118
8,30,Jordan Lewis,116
8,30,Aaron Black,116
8,32,Mathew Stokes,115
8,32,Michael Johnson,115
8,34,Scott Thompson,113
8,34,Paul Duffield,113
8,36,Daniel Hannebery,112
8,36,Gary Ablett,112
8,36,Jimmy Bartel,112
8,39,Nathan Fyfe,111
8,39,Brendon Goddard,111
8,39,Pearce Hanley,111
8,42,Dean Terlich,110
8,42,Lachlan Henderson,110
8,42,Dylan Roberton,110
8,45,Jaeger O'Meara,109
8,45,Matthew De Boer,109
8,45,Jack Ziebell,109
8,48,David Hale,108
8,48,Luke Parker,108
8,50,Adam Cooney,107
8,50,Daniel Wells,107
8,50,Lance Franklin,107
8,50,Daniel Jackson,107
8,50,Chris Judd,107
8,55,Andrew Krakouer,106
8,56,Josh Jenkins,105
8,56,Nathan Jones,105
8,56,Andrew Mackie,105
8,56,Jesse Lonergan,105
8,56,Dion Prestia,105
8,56,Mike Pyke,105
8,56,Callan Ward,105
8,56,Matthew Priddis,105
8,56,Josh Hill,105
8,65,Shannon Hurn,104
8,65,David Mundy,104
8,67,Tyrone Vickery,103
8,67,Darren Jolly,103
8,67,Shaun Burgoyne,103
8,67,Robbie Gray,103
8,71,Daniel Kerr,102
8,72,Sam Jacobs,101
8,72,Daniel Talia,101
8,72,Ben Cunnington,101
8,72,Jackson Macrae,101
8,72,Ryan Griffen,101
8,72,Patrick Ryder,101
8,72,Luke Shuey,101
8,79,Stewart Crameri,100
8,79,Cale Hooker,100
8,79,Jack Steven,100
8,82,Liam Shiels,99
8,82,Jack Newnes,99
8,84,Zachary Clarke,98
8,84,Chris Masten,98
8,86,Nick Riewoldt,97
8,86,Kade Simpson,97
8,86,Jamie Elliott,97
8,86,Nick Dal Santo,97
8,90,Heath Hocking,96
