round,player,team,score
21,1,Travis Boak,172
21,2,Drew Petrie,162
21,3,Tory Dickson,151
21,4,Joel Selwood,144
21,5,Brett Deledio,143
21,6,Harley Bennell,137
21,7,Josh Kennedy Injured,136
21,8,Mathew Stokes,135
21,8,Jimmy Bartel,135
21,10,Jarryn Geary,130
21,10,Luke Hodge,130
21,12,Dane Swan,129
21,13,Joel Patfull,127
21,14,Allen Christensen,126
21,14,Kade Simpson,126
21,16,Andrew Mackie,125
21,16,Sam Mayes,125
21,18,Todd Goldstein,124
21,19,Danyle Pearce,122
21,20,Mitch Robinson,121
21,20,Jesse White,121
21,22,Stephen Coniglio,120
21,22,Jake Melksham,120
21,22,Levi Greenwood,120
21,25,Brock McLean,119
21,25,Lynden Dunn,119
21,25,Scott Selwood,119
21,28,Ivan Maric,118
21,28,Daniel Rich,118
21,28,Adam Cooney,118
21,28,Danny Stanley,118
21,32,Michael Barlow,117
21,33,Jobe Watson,116
21,33,Zachary Clarke,116
21,33,Jack Steven,116
21,33,Matthew Broadbent,116
21,37,David Mundy,115
21,37,Matthew Boyd,115
21,37,Mark Blicavs,115
21,40,Simon Black,114
21,40,Stephen Hill,114
21,40,Jay Schulz,114
21,43,Lachie Neale,113
21,43,David Armitage,113
21,45,Ben Cunnington,110
21,45,Jordan Lewis,110
21,45,Scott Pendlebury,110
21,45,Andrew Walker,110
21,45,Steve Johnson,110
21,45,Brendon Goddard,110
21,51,Jack Viney,109
21,51,Angus Monfries,109
21,51,Thomas Curren,109
21,51,Kurt Tippett,109
21,51,Dayne Beams,109
21,56,Will Minson,108
21,56,Samuel Wright,108
21,56,Daniel Cross,108
21,59,Jed Adcock,107
21,59,Daniel Wells,107
21,61,Grant Birchall,106
21,61,Brent Stanton,106
21,61,Chad Wingard,106
21,61,Thomas Liberatore,106
21,65,Lachlan Hansen,105
21,65,Michael Walters,105
21,65,Tom Rockliff,105
21,68,Josh Gibson,104
21,68,Matthew Lobbe,104
21,70,Isaac Smith,103
21,70,Steven Motlop,103
21,70,Richard Douglas,103
21,70,Scott Thompson,103
21,70,Robert Murphy,103
21,75,Levi Casboult,102
21,75,Sam Docherty,102
21,75,Shane Mumford,102
21,75,Rory Sloane,102
21,75,Marc Murphy,102
21,80,Sharrod Wellingham,101
21,80,Tom Lynch,101
21,80,Dayne Zorko,101
21,80,Lance Franklin,101
21,84,Daniel Jackson,100
21,84,Andrew Moore,100
21,86,Christopher Mayne,99
21,87,Daniel Gorringe,98
21,88,James Kelly,97
21,88,Shaun Grigg,97
21,88,Jack Redden,97
21,88,Darren Glass,97
21,88,Farren Ray,97
21,88,Gary Ablett,97
21,94,Dean Brogan,96
21,94,Paul Puopolo,96
21,94,Craig Bird,96
21,94,Michael Hibberd,96
21,94,Hamish Hartlett,96
21,94,Bernie Vince,96
21,94,Cyril Rioli,96
21,101,Sam Mitchell,95
21,101,Luke Dahlhaus,95
21,101,Cameron O'Shea,95
21,101,Matthew Pavlich,95
21,101,Kane Cornes,95
21,101,Rhyce Shaw,95
21,101,Sean Dempster,95
21,108,Luke Parker,94
21,108,Ryan Harwood,94
21,108,Heath Grundy,94
21,111,Ben McGlynn,93
21,111,Brodie Grundy,93
21,111,Steele Sidebottom,93
21,111,Travis Cloke,93
21,111,Nick Riewoldt,93
21,116,Mitchell Wallis,92
21,116,Brendan Whitecross,92
21,116,Ian Callinan,92
21,116,Jackson Trengove,92
21,120,Tom Bellchambers,91
21,120,Tendai Mzungu,91
21,120,Toby Greene,91
21,123,Brad Ebert,90
21,123,Brad Sewell,90
21,123,Adam Treloar,90
21,126,Bryce Gibbs,89
21,126,Dean Cox,89
21,126,Ben Jacobs,89
21,126,Jaeger O'Meara,89
21,126,Tom McDonald,89
21,126,Will Schofield,89
21,132,Joshua Green,88
21,132,Justin Westhoff,88
21,132,Jack Riewoldt,88
21,132,Robert Warnock,88
21,132,Shane Tuck,88
21,132,Luke Breust,88
21,132,Corey Enright,88
21,132,Matthew Priddis,88
21,140,Stephen Gilham,87
21,140,Heritier Lumumba,87
21,140,Brad Crouch,87
21,143,Patrick Dangerfield,86
21,143,Robbie Gray,86
21,143,Nathan Vardy,86
21,143,Luke Ball,86
21,143,Heath Scotland,86
21,143,Andrew Boston,86
21,149,Edward Curnow,85
21,149,Dean Terlich,85
21,149,Liam Picken,85
21,149,Matthew Leuenberger,85
21,149,Elliot Yeo,85
21,149,Dylan Roberton,85
21,149,Jake Carlisle,85
21,149,David Swallow,85
21,157,Colin Sylvia,84
21,157,Mitchell Duncan,84
21,157,Lindsay Thomas,84
21,160,Zachary Williams,83
21,160,Jack Gunston,83
21,160,Paul Duffield,83
21,160,Tyrone Vickery,83
21,160,Michael Johnson,83
21,165,Alex Rance,82
21,165,Tom Campbell,82
21,165,Tom Scully,82
21,165,Nick Vlastuin,82
21,165,Ryan Bastinac,82
21,165,Nicholas Suban,82
21,165,Dion Prestia,82
21,172,Jarrad Waite,81
21,172,Charlie Dixon,81
21,172,David Hale,81
21,175,Kieren Jack,80
21,175,Andy Otten,80
21,175,Leigh Montagna,80
21,175,Kyle Hardingham,80
21,179,Adam Schneider,79
21,179,Lachlan Henderson,79
21,179,Ricky Petterd,79
21,182,Jamie Elliott,78
21,182,Ryan Griffen,78
21,182,Bachar Houli,78
21,182,Nathan Fyfe,78
21,182,Thomas Sheridan,78
21,187,Dylan Shiel,77
21,187,Mike Pyke,77
21,187,Bradley Sheppard,77
21,190,Hayden Ballantyne,76
21,190,Mark Baguley,76
21,190,Jarrad McVeigh,76
21,190,Matthew De Boer,76
21,194,Bradd Dalziell,75
21,194,Ashley McGrath,75
21,194,Daniel Giansiracusa,75
21,194,Jack Trengove,75
21,194,Zach Tuohy,75
21,199,Dane Rampe,74
21,199,Nick Smith,74
21,199,Josh Thomas,74
21,199,David Astbury,74
21,203,Brent Staker,73
21,203,Thomas Murphy,73
21,203,Eric MacKenzie,73
21,206,Leigh Adams,72
21,206,Jake Spencer,72
21,206,Andrejs Everitt,72
21,206,Nathan Grima,72
21,206,Brent Harvey,72
21,206,Daniel Merrett,72
21,212,Rory Laird,71
21,212,Dale Morris,71
21,212,Jed Lamb,71
21,212,Mitchell Golby,71
21,216,Jamie MacMillan,70
21,216,Jack Grimes,70
21,216,Tyson Goldsack,70
21,216,Lauchlan Dalgleish,70
21,216,Marley Williams,70
21,216,Luke Brown,70
21,216,Lee Spurr,70
21,216,Aaron Black,70
21,224,Jordie McKenzie,69
