round,player,team,score
13,1,Leigh Adams,151
13,1,Pearce Hanley,151
13,3,Tom Rockliff,147
13,4,Dayne Beams,128
13,5,Jack Redden,127
13,6,Matthew De Boer,123
13,6,Corey Enright,123
13,8,Jobe Watson,120
13,8,Ryan Bastinac,120
13,10,Dean Cox,119
13,11,Nathan Grima,118
13,11,Dayne Zorko,118
13,13,Kieren Jack,117
13,13,Daniel Kerr,117
13,13,Dane Swan,117
13,13,Matthew Pavlich,117
13,13,Simon Black,117
13,18,Ryan Griffen,115
13,19,Daniel Wells,114
13,20,Shannon Hurn,113
13,21,Shaun Atley,110
13,21,Matthew Bate,110
13,21,Alex Johnson,110
13,21,Lindsay Thomas,110
13,25,Garrick Ibbotson,109
13,25,Jared Rivers,109
13,25,Nathan Jones,109
13,28,Michael Hurley,106
13,28,Rory Sloane,106
13,30,Jude Bolton,105
13,30,Jack Watts,105
13,30,Beau Waters,105
13,30,Taylor Walker,105
13,30,Robbie Tarrant,105
13,30,Todd Goldstein,105
13,36,Patrick Ryder,104
13,37,Samuel Wright,103
13,38,Scott Thompson,102
13,38,Daniel Cross,102
13,38,David Myers,102
13,38,Christopher Mayne,102
13,42,Nick Lower,101
13,42,Andrew Gaff,101
13,42,Tom McDonald,101
13,42,Joel Selwood,101
13,46,Patrick Dangerfield,100
13,47,Steele Sidebottom,99
13,47,Adam Treloar,99
13,47,Callan Ward,99
13,47,Mark Jamar,99
13,47,Shaun Higgins,99
13,52,Drew Petrie,98
13,53,Jimmy Bartel,97
13,53,Colin Sylvia,97
13,53,Shane Mumford,97
13,53,Taylor Adams,97
13,57,Jamie Elliott,96
13,57,Brent Reilly,96
13,59,Bradley Sheppard,95
13,59,Colin Garland,95
13,59,Nick Maxwell,95
13,59,Paul Chapman,95
13,63,Jarryd Blair,94
13,63,Josh Kennedy Injured,94
13,63,Zachary Clarke,94
13,63,Scott McMahon,94
13,67,Ryan O'Keefe,93
13,67,David Hille,93
13,67,Daniel Merrett,93
13,70,Josh Hunt,92
