round,player,team,score
7,254,Brad Miller,65
7,254,Leroy Jetta,65
7,254,Matthew Dea,65
7,259,Bradley Sheppard,64
7,259,Mitchell Golby,64
7,261,Jamie MacMillan,63
7,262,Sebastian Tape,62
7,262,Ian Callinan,62
7,262,Dylan Shiel,62
7,262,Alan Didak,62
7,266,Alex Johnson,61
7,266,Michael Firrito,61
7,268,Nathan Lovett-Murray,60
7,268,Billie Smedts,60
7,268,Billy Longer,60
7,268,Jordan Russell,60
7,272,Ben Cunnington,59
7,272,Tom Bellchambers,59
7,272,Angus Monfries,59
7,272,Paul Puopolo,59
7,276,Andrejs Everitt,58
7,276,Israel Folau,58
7,276,Simon Buckley,58
7,276,Adam McPhee,58
7,276,Michael Coad,58
7,276,Sam Lonergan,58
7,276,Patrick McGinnity,58
7,276,Tom McDonald,58
7,276,Harry Taylor,58
7,276,Ted Richards,58
7,286,Brent Guerra,57
7,286,Martin Mattner,57
7,286,Mark Austin,57
7,286,Cameron Delaney,57
7,286,James Podsiadly,57
7,291,Sam Butler,56
7,292,Shaun Higgins,55
7,292,Ben McGlynn,55
7,294,Clinton Jones,54
7,294,Chris Masten,54
7,294,Ryan Bastinac,54
7,294,David Ellard,54
7,294,Dylan Addison,54
7,299,Paul Seedsman,53
7,299,Sam Day,53
7,299,Jack Ziebell,53
7,299,Campbell Brown,53
7,299,Jordie McKenzie,53
7,299,Hayden Ballantyne,53
7,299,Taylor Hunt,53
7,299,Rhys Palmer,53
7,307,Jeremy Cameron,52
7,307,Nial McKeever,52
7,307,Michael Jamison,52
7,307,Jake Carlisle,52
7,307,Jared Rivers,52
7,312,Ben Rutten,51
7,312,Josh Hill,51
7,312,Ricky Henderson,51
7,315,Luke Parker,50
7,315,Jared Polec,50
7,315,Patrick Karnezis,50
7,315,Jordan Roughead,50
7,315,Lachie Neale,50
7,320,Lewis Jetta,49
7,320,Quinten Lynch,49
7,320,John Butcher,49
7,323,Cyril Rioli,48
7,323,Joel Patfull,48
7,323,Ryan Harwood,48
7,323,Jesse White,48
7,327,Tom Lonergan,47
7,327,Alipate Carlile,47
7,327,Stephen Gilham,47
7,327,Andrew Phillips,47
7,327,Jack Darling,47
7,332,Sam Gilbert,46
7,332,Jack Fitzpatrick,46
7,332,Trent Dennis-Lane,46
7,332,Aaron Young,46
7,332,Ben Jacobs,46
7,332,Liam Picken,46
7,332,Brodie Smith,46
7,332,Tom Hawkins,46
7,340,Dennis Armfield,45
7,341,Jesse Stringer,44
7,341,Daniel Stewart,44
7,343,Jarryn Geary,43
7,343,Tom Simpkin,43
7,343,Thomas Gillies,43
7,346,Rhyce Shaw,42
7,346,Jeff Garlett,42
7,346,Kieran Harper,42
7,346,Heath Grundy,42
7,350,Charlie Dixon,41
7,350,David Swallow,41
7,350,Heath Hocking,41
7,350,Andrew Raines,41
7,354,James Polkinghorne,40
7,354,Steven Motlop,40
7,354,Jacob Surjan,40
7,357,Luke Delaney,39
7,357,Jamie Bennell,39
7,359,Todd Banfield,37
7,360,Jarrad Waite,36
7,360,Beau Maister,36
7,360,Aaron Edwards,36
7,363,Matthew Wright,35
7,364,Jake King,34
7,364,Cameron Guthrie,34
7,366,Lachlan Henderson,33
7,366,Daniel Merrett,33
7,368,Scott Lycett,32
7,369,Cale Morton,30
7,370,Peter Yagmoor,29
7,371,Jarryd Lyons,27
7,372,Joel Wilkinson,26
7,372,Colin Sylvia,26
7,374,Rohan Bail,25
7,375,Mitchell Brown,24
7,375,Liam Sumner,24
7,375,Matthew Priddis,24
7,378,Daniel Talia,23
7,379,Simon Phillips,20
7,379,Nathan Brown,20
7,381,Brett Ebert,19
7,382,Ryan Neates,18
7,382,Sam Reid Injured,18
7,384,Dayne Zorko,16
7,384,Dylan Roberton,16
7,386,Shannon Byrnes,14
7,386,Ricky Petterd,14
7,388,Matthew Bate,13
7,389,Josh Toy,11
7,390,Clay Smith,10
7,391,Bradley McKenzie,8
7,392,Travis Colyer,6
7,393,Arryn Siposs,3
7,394,Michael Osborne,2
7,394,Brandon Ellis,2
7,396,Aaron Joseph,1
