round,player,team,score
6,88,Sam Mitchell,99
6,88,Clay Smith,99
6,88,Scott Gumbleton,99
6,91,Jarrad McVeigh,98
6,92,Tim Mohr,97
6,92,Scott Thompson,97
6,92,Mitchell Duncan,97
6,92,Brendon Goddard,97
6,96,Kyle Hardingham,96
6,97,Jed Adcock,95
6,97,Nathan Jones,95
6,97,Michael Firrito,95
6,97,Jack Ziebell,95
6,97,David MacKay,95
6,97,Bernie Vince,95
6,103,Matt Jones,94
6,103,Garrick Ibbotson,94
6,103,Taylor Adams,94
6,103,Jack Redden,94
6,103,Chad Wingard,94
6,108,Tom Rockliff,93
6,108,Cale Hooker,93
6,108,Domenic Cassisi,93
6,108,Benjamin Stratton,93
6,108,Pearce Hanley,93
6,113,Luke Parker,92
6,113,Hayden Crozier,92
6,113,Nicholas Suban,92
6,113,David Zaharakis,92
6,113,Jordan Lewis,92
6,113,Colin Sylvia,92
6,113,Paul Duffield,92
6,113,Simon White,92
6,121,Ben Rutten,91
6,122,Shane Edwards,90
6,122,Jaeger O'Meara,90
6,122,Brodie Smith,90
6,122,Angus Monfries,90
6,122,Brent Moloney,90
6,122,James Kelly,90
6,128,Jonathan Giles,89
6,128,Paul Puopolo,89
6,130,Tyson Goldsack,88
6,131,Mark Baguley,87
6,131,Rory Sloane,87
6,131,Adam Cooney,87
6,134,Edward Curnow,86
6,134,Josh Gibson,86
6,134,Colin Garland,86
6,134,Danny Stanley,86
6,134,Jarrad Waite,86
6,134,Andy Otten,86
6,134,Dion Prestia,86
6,141,Mathew Stokes,85
6,141,Michael Johnson,85
6,141,Robbie Gray,85
6,144,Stephen Coniglio,84
6,144,Lee Spurr,84
6,144,Sam Day,84
6,144,Aaron Black,84
6,144,Adam Goodes,84
6,149,David Swallow,83
6,149,Isaac Smith,83
6,149,Matthew Leuenberger,83
6,149,Brent Guerra,83
6,149,Tayte Pears,83
6,154,Brandon Ellis,82
6,154,Kade Simpson,82
6,154,Bachar Houli,82
6,157,Jack Riewoldt,81
6,157,Koby Stevens,81
6,159,Ricky Petterd,80
6,159,Joshua Kennedy,80
6,159,David Ellard,80
6,159,Arryn Siposs,80
6,159,Tendai Mzungu,80
6,164,Shaun Hampson,79
6,164,Tom McDonald,79
6,164,Michael Barlow,79
6,164,Shaun Grigg,79
6,164,Richard Douglas,79
6,169,Martin Clarke,78
6,169,Thomas Liberatore,78
6,169,Jack Steven,78
6,169,Brock McLean,78
6,169,Lynden Dunn,78
6,174,Shaun McKernan,77
6,174,Daniel Cross,77
6,174,Liam Jones,77
6,174,Jacob Brennan,77
6,178,Trent McKenzie,76
6,178,Trent Cotchin,76
6,178,Jordan Roughead,76
6,178,James Polkinghorne,76
6,178,Mark Blicavs,76
6,178,Clinton Jones,76
6,184,Ivan Maric,75
6,184,Michael Jamison,75
6,184,Liam Picken,75
6,184,Michael Evans,75
6,184,Jarryd Blair,75
6,184,Callan Ward,75
6,184,Shane Mumford,75
6,191,Thomas Murphy,74
6,191,David Hale,74
6,191,Oliver Wines,74
6,194,Sharrod Wellingham,73
6,194,Dennis Armfield,73
6,194,David Hille,73
6,197,Zach Tuohy,72
6,197,Nick Vlastuin,72
6,197,Chris Newman,72
6,197,Christopher Mayne,72
6,201,Daniel Jackson,71
6,201,Sam Fisher,71
6,201,Will Schofield,71
6,204,Jack Gunston,70
6,204,Jared Brennan,70
6,204,Daniel Kerr,70
6,207,Jack Newnes,69
6,207,Rhys Stanley,69
6,207,Luke Dahlhaus,69
6,207,Josh Thomas,69
6,207,Michael Rischitelli,69
6,207,Dylan Addison,69
6,207,Zac Smith,69
6,214,Mitchell Golby,68
6,214,Elliot Yeo,68
6,214,Joel Corey,68
6,214,Jordie McKenzie,68
6,214,Toby Greene,68
6,219,Jason Porplyzia,67
6,219,Callum Sinclair,67
6,219,Rhys Palmer,67
6,219,Brent Macaffer,67
6,219,Jude Bolton,67
6,219,Samuel Wright,67
6,225,Sam Gibson,66
6,225,Bradd Dalziell,66
6,225,Sam Jacobs,66
6,225,Cameron Guthrie,66
6,225,Tom Lonergan,66
6,225,Rory Thompson,66
6,225,James Frawley,66
6,225,Brad Sewell,66
6,225,Aaron Mullett,66
6,225,Jobe Watson,66
6,235,Chris Judd,65
6,235,Nick Lower,65
6,235,Matthew Lobbe,65
6,235,Bradley Hill,65
6,235,Daniel Nicholson,65
6,240,Jake Neade,64
6,240,Troy Chaplin,64
6,240,Liam Shiels,64
6,240,Majak Daw,64
6,244,Lindsay Thomas,63
6,244,Dayne Zorko,63
6,244,Matthew De Boer,63
6,244,Justin Clarke,63
6,244,Paul Seedsman,63
6,244,Daniel Merrett,63
6,250,Jackson Merrett,62
6,250,Harley Bennell,62
6,250,Dylan Shiel,62
6,253,Jake Spencer,61
6,253,Samuel Reid,61
6,253,Matt Shaw,61
6,253,Leroy Jetta,61
6,257,Scott McMahon,60
6,257,Mitchell Brown,60
6,257,Alex Silvagni,60
6,257,Quinten Lynch,60
6,257,Tom Bellchambers,60
6,257,Jack Hannath,60
6,263,Nathan Wright,59
6,263,Kane Mitchell,59
6,263,Andrew Gaff,59
6,263,Ryan Crowley,59
6,263,Tom Lynch,59
6,263,Grant Birchall,59
6,263,Taylor Duryea,59
6,270,Karmichael Hunt,58
6,270,Sam Frost,58
6,270,Sam Kerridge,58
6,270,Jake Melksham,58
6,270,Luke Tapscott,58
6,270,Josh Hill,58
6,270,Alex Rance,58
6,277,Ben Howlett,57
6,277,Nathan Grima,57
6,277,Jamie Elliott,57
6,277,Jackson Macrae,57
6,277,Shaun Atley,57
6,277,Nicholas Kommer,57
6,283,Nathan Brown,56
6,283,Dane Rampe,56
6,283,Shaun Burgoyne,56
6,286,Jamie MacMillan,55
6,286,Craig Bird,55
6,286,Christian Howard,55
6,289,Dylan Grimes,54
6,289,Christopher Yarran,54
6,289,Jonathan Brown,54
6,289,Danyle Pearce,54
6,289,Ted Richards,54
6,289,James Podsiadly,54
6,295,Hamish Hartlett,53
6,295,Sam Dwyer,53
6,295,Taylor Hunt,53
6,295,Eric MacKenzie,53
6,295,Jarryd Lyons,53
6,295,Max Gawn,53
6,295,Heath Grundy,53
6,302,Tom Hawkins,52
6,302,Charlie Dixon,52
6,302,Ashley McGrath,52
6,302,Sebastian Ross,52
6,306,Josh Bruce,51
6,306,James Strauss,51
6,306,Cameron O'Shea,51
6,306,Thomas Young,51
6,310,Sean Dempster,50
6,310,Billy Longer,50
6,310,Sam Mayes,50
6,310,Ben McGlynn,50
6,314,Andrew Mackie,49
6,314,Daniel Talia,49
6,316,Billie Smedts,48
6,316,Justin Westhoff,48
6,316,Matthew Broadbent,48
6,316,Josh Jenkins,48
6,316,Justin Koschitzke,48
6,316,Zac Dawson,48
6,316,Jack Viney,48
6,323,Matthew Jaensch,47
6,323,Adam Tomlinson,47
6,323,Thomas Jonas,47
6,323,Tomas Bugg,47
6,323,Jacob Townsend,47
6,323,Rohan Bewick,47
6,329,Steven Morris,46
6,329,Joel Patfull,46
6,329,Brett Deledio,46
6,329,Jesse Lonergan,46
6,329,Tony Armstrong,46
6,334,Ashley Smith,45
6,334,Martin Mattner,45
6,334,Lance Franklin,45
6,334,Jarrod Witts,45
6,334,Jordan Murdoch,45
6,339,Brent Renouf,44
6,339,Campbell Heath,44
6,341,Jason Tutt,43
6,342,Lewis Stevenson,42
6,343,Heath Hocking,41
6,343,Brent Stanton,41
6,343,Steele Sidebottom,41
6,343,Alipate Carlile,41
6,343,Jarryn Geary,41
6,343,Stephen Milne,41
6,349,Nicholas Naitanui,40
6,350,Nick Dal Santo,39
6,350,Devon Smith,39
6,350,Dean Terlich,39
6,353,Jonathan Simpkin,38
6,353,Aidan Corr,38
6,353,Luke McGuane,38
6,353,Curtly Hampton,38
6,353,Brian Lake,38
6,353,Mark Austin,38
6,359,Richard Tambling,37
6,359,Michael Osborne,37
6,359,Joshua Green,37
6,362,Hayden Ballantyne,36
6,362,Luke Brown,36
6,364,Jack Trengove,35
6,364,Steven Motlop,35
6,366,Jeremy Howe,34
6,366,Andrew Krakouer,34
6,366,William Sierakowski,34
6,369,Rohan Bail,32
6,369,Sam Gilbert,32
6,371,Marco Paparone,31
6,372,Jake Stringer,30
6,372,Tyrone Vickery,30
6,374,Mitchell Wallis,29
6,374,Ahmed Saad,29
6,374,Dean Kent,29
6,377,Shannon Byrnes,28
6,378,Jaryd Cachia,25
6,378,Tom Lynch,25
6,380,Ben Kennedy,24
6,380,Brandon Matera,24
6,382,Jed Lamb,23
6,382,Jason Johannisen,23
6,384,Aaron Cornelius,21
6,384,Cameron Sutcliffe,21
6,386,Josh Saunders,20
6,386,Aaron Hall,20
6,386,Matthew Wright,20
6,389,Zachary Williams,17
6,389,Paul Stewart,17
6,391,Taylor Hine,16
6,391,Matthew White,16
6,391,Dale Morris,16
6,394,Jack Grimes,13
6,394,George Horlin-Smith,13
6,396,Brodie Murdoch,9
