round,player,team,score
5,1,Dane Swan,180
5,2,Josh Kennedy Injured,173
5,3,Ryan Griffen,155
5,4,Scott Thompson,141
5,4,Patrick Dangerfield,141
5,6,Drew Petrie,140
5,6,Hamish McIntosh,140
5,6,Tom Rockliff,140
5,6,Scott Pendlebury,140
5,10,Tom Hawkins,139
5,11,Matthew Boyd,133
5,12,Will Minson,132
5,13,Daniel Kerr,131
5,14,Lenny Hayes,130
5,15,Brett Deledio,129
5,16,Lindsay Thomas,127
5,17,David Swallow,126
5,18,Nathan Foley,125
5,19,Kade Simpson,124
5,20,Trent Cotchin,123
5,21,Ben Hudson,122
5,21,Sam Jacobs,122
5,23,Troy Chaplin,121
5,23,Daniel Hannebery,121
5,23,Rory Sloane,121
5,23,Harry Taylor,121
5,27,Luke Power,120
5,27,Jack Grimes,120
5,29,Taylor Walker,119
5,30,Marc Murphy,118
5,31,Dyson Heppell,116
5,32,David Armitage,115
5,33,Craig Bird,114
5,33,Jeremy Cameron,114
5,33,Jonathan Giles,114
5,33,Joel Selwood,114
5,37,Justin Westhoff,113
5,37,Heath Hocking,113
5,37,David Zaharakis,113
5,37,Jamie MacMillan,113
5,41,Daniel Cross,112
5,41,Andrew Swallow,112
5,41,Dustin Martin,112
5,41,Nicholas Naitanui,112
5,41,Justin Sherman,112
5,46,Jack Steven,111
5,46,Scott Selwood,111
5,46,Simon Black,111
5,49,Nick Dal Santo,110
5,49,David Mundy,110
5,51,Bryce Gibbs,109
5,52,Nathan Jones,108
5,52,Matthew Priddis,108
5,52,Shane Savage,108
5,52,Jared Brennan,108
5,56,Jonathon Griffin,107
5,56,Allen Christensen,107
5,58,Heath Scotland,106
5,58,Ben McEvoy,106
5,58,Jack Darling,106
5,61,Heath Grundy,105
5,61,Greg Broughton,105
5,61,Graham Johncock,105
5,61,Jared Petrenko,105
5,61,Mitchell Wallis,105
5,61,Ben Cunnington,105
5,61,Michael Barlow,105
5,68,Patrick Ryder,104
5,68,Steele Sidebottom,104
5,70,Andrew Gaff,103
5,70,Trent West,103
5,70,Michael Firrito,103
5,70,Ivan Maric,103
5,74,Mitch Robinson,102
5,75,Bachar Houli,101
5,75,Sam Lonergan,101
5,75,Leigh Montagna,101
5,75,Shaun McKernan,101
5,75,Tomas Bugg,101
5,80,Shaun Atley,100
5,80,Beau Waters,100
5,80,Darren Jolly,100
5,80,Jude Bolton,100
5,80,Kane Cornes,100
5,85,Chris Masten,99
5,85,Shaun Higgins,99
5,85,Jordan Lewis,99
5,88,Nathan Fyfe,98
5,88,Dayne Beams,98
5,90,Tendai Mzungu,97
5,90,Joel Corey,97
5,92,Paul Chapman,96
5,92,Matthew Wright,96
5,92,Toby Greene,96
5,92,Lachlan Henderson,96
5,92,Adam Cooney,96
5,92,Kieran Harper,96
5,98,Matthew Pavlich,95
5,98,Ryan O'Keefe,95
5,98,Jarryd Roughead,95
5,98,Ted Richards,95
5,98,Paul Duffield,95
5,98,Mark Jamar,95
5,104,Jack Redden,94
5,104,Adam Goodes,94
5,104,Jack Riewoldt,94
5,104,Brad Ebert,94
5,108,Brent Moloney,93
5,108,Matthew Maguire,93
5,108,Mark Seaby,93
5,108,Corey Enright,93
5,108,Jobe Watson,93
5,108,Nathan Bock,93
5,114,Daniel Rich,91
5,114,Alex Rance,91
5,114,Martin Mattner,91
5,114,Tom McDonald,91
5,114,Charlie Dixon,91
5,114,Liam Picken,91
5,120,John Butcher,90
5,121,Aaron Edwards,89
5,121,Cyril Rioli,89
5,121,Ashton Hams,89
5,121,Harley Bennell,89
5,121,Jed Adcock,89
5,121,Travis Boak,89
5,127,Ben Howlett,88
5,127,Chris Newman,88
5,127,Christopher Mayne,88
5,130,Chris Judd,87
5,130,Jesse Stringer,87
5,130,Sharrod Wellingham,87
5,130,Nick Riewoldt,87
5,130,Shaun Grigg,87
5,130,Kyal Horsley,87
5,136,Pearce Hanley,86
5,136,Clancee Pearce,86
5,136,Edward Curnow,86
5,139,David Rodan,85
5,139,Leigh Adams,85
5,139,Brian Lake,85
5,139,Brent Harvey,85
5,139,Taylor Hunt,85
5,144,Jarryd Blair,84
5,144,Matthew Scarlett,84
5,144,Andrew Walker,84
5,144,Joel Macdonald,84
5,144,Dylan Shiel,84
5,149,Brent Guerra,83
5,149,Stephen Hill,83
5,149,Luke Parker,83
5,149,Scott Thompson,83
5,149,Rick Dyson,83
5,154,Dean Cox,82
5,154,Cale Morton,82
5,154,Ben Johnson,82
5,154,Sam Fisher,82
5,154,Matthew Suckling,82
5,159,Robert Murphy,81
5,159,Jared Polec,81
5,159,Clint Bartram,81
5,162,Taylor Adams,80
5,162,Sam Iles,80
5,162,Luke McPharlin,80
5,162,Alan Toovey,80
5,162,Luke Dahlhaus,80
5,162,Tom Bellchambers,80
5,168,Jarrad McVeigh,79
5,168,James McDonald,79
5,168,James Magner,79
5,168,Ashley McGrath,79
5,168,Dustin Fletcher,79
5,168,Steven Motlop,79
5,168,Garrick Ibbotson,79
5,175,Callan Ward,78
5,175,Nick Maxwell,78
5,175,Aaron Mullett,78
5,175,Jimmy Bartel,78
5,175,Danyle Pearce,78
5,180,Brad Sewell,77
5,180,Alipate Carlile,77
5,180,Ryan Schoenmakers,77
5,180,Kieren Jack,77
5,180,Colin Garland,77
5,180,Todd Banfield,77
5,186,Josh Hill,76
