round,player,team,score
11,1,Gary Ablett,153
11,2,Dane Swan,148
11,3,Heath Shaw,147
11,4,Andrew Walker,140
11,5,Tom Nicholls,139
11,6,Joel Selwood,137
11,7,Ryan O'Keefe,136
11,8,Jarrad Waite,133
11,9,Dean Cox,132
11,9,Eric MacKenzie,132
11,9,Scott Pendlebury,132
11,12,Nick Dal Santo,129
11,13,Tom Mitchell,126
11,13,Daniel Hannebery,126
11,13,Kieren Jack,126
11,16,Adam Treloar,124
11,16,Scott Selwood,124
11,18,Jake Carlisle,120
11,18,David Armitage,120
11,20,Luke Ball,119
11,20,Matthew Priddis,119
11,20,Bryce Gibbs,119
11,20,Steele Sidebottom,119
11,24,James Podsiadly,118
11,24,Marc Murphy,118
11,26,Kade Simpson,117
11,26,Todd Goldstein,117
11,28,Jonathan Giles,116
11,29,Leigh Montagna,115
11,30,Trent McKenzie,114
11,30,Jarrod Harbrow,114
11,32,Dion Prestia,113
11,32,Jake Melksham,113
11,34,Steve Johnson,111
11,35,Patrick Ryder,110
11,36,Nicholas Naitanui,109
11,36,Scott Thompson,109
11,38,Dyson Heppell,108
11,39,Colin Garland,107
11,39,Josh Hunt,107
11,39,Nathan Grima,107
11,39,Ben Cunnington,107
11,39,Quinten Lynch,107
11,39,Jack Newnes,107
11,45,Lachlan Henderson,106
11,45,Luke Parker,106
11,45,James Kelly,106
11,48,Luke Russell,105
11,48,Mathew Stokes,105
11,48,Jarrad McVeigh,105
11,51,Thomas Murphy,104
11,51,Sean Dempster,104
11,53,Nick Malceski,103
11,53,Stephen Milne,103
11,55,Colin Sylvia,100
11,55,Allen Christensen,100
11,55,Richard Douglas,100
11,55,Daniel Wells,100
11,55,Ben McEvoy,100
11,60,Jeremy Cameron,99
11,60,Rory Sloane,99
11,62,David Zaharakis,98
11,63,Brendon Goddard,97
11,63,Jesse White,97
11,63,Josh Thomas,97
11,63,Patrick Dangerfield,97
11,67,Dane Rampe,96
11,67,Matt Shaw,96
11,69,Cameron Pedersen,95
11,69,Brock McLean,95
11,69,Bernie Vince,95
11,72,Brodie Smith,94
11,73,Callan Ward,92
11,74,Jimmy Bartel,91
11,74,Sam Gibson,91
11,76,Jude Bolton,90
11,76,Jaeger O'Meara,90
11,78,Brent Macaffer,89
11,78,Jack Steven,89
11,78,Matthew Kreuzer,89
11,78,Blayne Wilson,89
11,78,Nathan Jones,89
11,83,Rhys Palmer,88
11,83,Dean Terlich,88
11,83,Devon Smith,88
11,86,Corey Enright,87
11,86,Aaron Hall,87
11,86,Heath Hocking,87
11,86,Joel Corey,87
11,86,Tom Lynch,87
11,91,Matt Jones,86
