round,player,team,score
21,1,Gary Ablett,189
21,2,Marc Murphy,187
21,3,Ryan Griffen,170
21,4,Jeremy Howe,166
21,4,Dayne Beams,166
21,6,Toby Greene,165
21,7,Kade Simpson,156
21,8,Steven May,151
21,8,David Hale,151
21,10,Lynden Dunn,146
21,11,Bryce Gibbs,143
21,12,Jonathan Giles,142
21,13,Scott Selwood,140
21,13,Jack Redden,140
21,15,Paul Duffield,139
21,15,Shane Tuck,139
21,17,Ryan O'Keefe,137
21,18,James Kelly,135
21,18,Brent Harvey,135
21,20,Patrick Dangerfield,134
21,20,Dale Thomas,134
21,22,Adam Goodes,131
21,23,Tom Hawkins,130
21,24,Beau Waters,129
21,25,Luke Hodge,128
21,25,Kane Cornes,128
21,27,Jarryd Roughead,127
21,28,Ben McEvoy,126
21,29,Jarrad Waite,123
21,30,Trent Cotchin,122
21,30,Brock McLean,122
21,32,Todd Goldstein,121
21,33,Chris Masten,120
21,33,Kieren Jack,120
21,35,Hayden Ballantyne,119
21,36,Jed Adcock,118
21,37,Aaron Sandilands,117
21,37,Matthew Boyd,117
21,37,David Mundy,117
21,37,Josh Kennedy Injured,117
21,41,Brendon Goddard,116
21,41,Josh Hunt,116
21,43,Jack Grimes,115
21,43,Jason Gram,115
21,43,Steele Sidebottom,115
21,46,Shane Mumford,113
21,46,Andrew Raines,113
21,46,Sam Shaw,113
21,49,Colin Sylvia,112
21,50,Shannon Hurn,111
21,50,Luke Power,111
21,52,Jack Gunston,109
21,52,Justin Westhoff,109
21,54,Mike Pyke,108
21,54,Ben Cunnington,108
21,54,Chad Cornes,108
21,57,Daniel Merrett,107
21,57,Matthew Priddis,107
21,57,Brad Sewell,107
21,60,Corey Enright,106
21,60,Will Minson,106
21,60,Jack Darling,106
21,63,Dean Cox,104
21,63,Sam Jacobs,104
21,63,Brett Deledio,104
21,66,Andrew Swallow,103
21,66,Matthew Pavlich,103
21,68,Steve Johnson,102
21,69,Luke Parker,101
21,69,Christopher Yarran,101
21,69,Levi Casboult,101
21,69,Matthew De Boer,101
21,69,Adam McPhee,101
21,74,Taylor Hunt,100
21,74,Heath Shaw,100
21,74,Scott McMahon,100
21,77,Scott Thompson,99
21,78,Andrew Phillips,98
21,78,Simon Black,98
21,80,Tom McDonald,97
21,80,Jordie McKenzie,97
21,80,Dylan Addison,97
21,80,Sam Gibson,97
21,80,Daniel Rich,97
21,80,Michael Barlow,97
21,86,Grant Birchall,96
21,86,Scott Thompson,96
21,86,Drew Petrie,96
21,86,Jake King,96
21,86,Taylor Walker,96
21,86,Leigh Montagna,96
21,86,Jack Trengove,96
21,86,Matthew Broadbent,96
21,94,Matthew White,95
21,94,Jordan Lewis,95
21,94,Chris Judd,95
21,94,Eddie Betts,95
21,98,Andrew Embley,94
21,98,Patrick McGinnity,94
21,98,Matthew Kreuzer,94
21,98,Jeff Garlett,94
21,98,Lenny Hayes,94
21,98,Nicholas Naitanui,94
21,98,Isaac Smith,94
21,98,James Strauss,94
21,106,Joel Macdonald,93
21,106,Mathew Stokes,93
21,106,Tom Rockliff,93
21,106,Ben Hudson,93
21,106,Heath Hocking,93
21,106,Dayne Zorko,93
21,106,Jared Rivers,93
21,113,Nick Smith,92
21,113,Nathan Jones,92
21,113,Trent West,92
21,113,Pearce Hanley,92
21,117,John McCarthy,91
21,117,Jackson Trengove,91
21,117,Josh Hill,91
21,117,Ahmed Saad,91
21,117,Harley Bennell,91
21,117,Domenic Cassisi,91
21,117,Andrew Mackie,91
21,124,Brendan Lee,90
21,124,Luke Breust,90
21,124,Tory Dickson,90
21,124,Jarryd Blair,90
21,128,Darren Glass,89
21,128,Liam Shiels,89
21,128,Jarryn Geary,89
21,131,Craig Bird,88
21,131,Daniel Hannebery,88
21,133,Jobe Watson,87
21,133,Shaun Grigg,87
21,133,Luke McPharlin,87
21,136,Jonathan Brown,86
21,136,James Sellar,86
21,136,Scott Pendlebury,86
21,136,Jack Ziebell,86
21,136,Ian Callinan,86
21,136,Daniel Kerr,86
21,142,Clinton Young,85
21,142,Brent Guerra,85
21,142,Brent Reilly,85
21,142,Jayden Post,85
21,142,Michael Hibberd,85
21,142,Lachlan Hansen,85
21,142,Ben Reid,85
21,142,Xavier Ellis,85
21,142,Harry Taylor,85
21,151,Mitchell Duncan,84
21,152,Michael Doughty,83
21,152,Sam Fisher,83
21,152,Ben Rutten,83
21,155,Danyle Pearce,82
21,155,Andrew Walker,82
21,155,Ryan Schoenmakers,82
21,155,Stephen Milne,82
21,155,Jay Schulz,82
21,160,Matthew Suckling,81
21,160,Nicholas Duigan,81
21,160,Rohan Bail,81
21,160,Jordan Murdoch,81
21,160,Clancee Pearce,81
21,160,Joel Selwood,81
21,166,Jared Petrenko,80
21,166,Taylor Adams,80
21,166,Luke Shuey,80
21,166,Lewis Roberts-Thomson,80
21,166,Kepler Bradley,80
21,166,Claye Beams,80
21,166,Liam Anthony,80
21,166,Brad Ebert,80
21,166,Ivan Maric,80
21,175,Graham Johncock,79
21,175,Jimmy Bartel,79
21,175,David Armitage,79
21,175,Shane Savage,79
21,179,Matthew Warnock,78
21,179,Clay Smith,78
21,179,Chris Tarrant,78
21,179,Dyson Heppell,78
21,179,Danny Stanley,78
21,184,Samuel Wright,77
21,184,Cale Hooker,77
21,184,Martin Mattner,77
21,184,Garrick Ibbotson,77
21,184,Nathan Fyfe,77
21,189,Jake Spencer,76
21,189,Rory Sloane,76
21,189,Ryan Bastinac,76
21,189,Chris Newman,76
21,189,Shaun Edwards,76
21,189,Brendan Whitecross,76
21,189,Sean Dempster,76
21,196,Nick Dal Santo,75
21,196,Paul Seedsman,75
21,196,Edward Curnow,75
21,196,Cruize Garlett,75
21,196,Bernie Vince,75
21,196,Paul Puopolo,75
21,196,Brett Ebert,75
21,203,Jarrad McVeigh,74
21,203,Devon Smith,74
21,203,Phil Davis,74
21,203,Heath Grundy,74
21,207,Sam Gilbert,73
21,207,Mitchell Wallis,73
21,207,David Rodan,73
21,207,Alex Browne,73
21,211,Brent Stanton,72
21,211,Courtenay Dempsey,72
21,211,Michael Firrito,72
21,211,Dennis Armfield,72
21,215,Daniel Giansiracusa,71
21,215,Colin Garland,71
21,217,Ryan Lester,70
21,217,Alex Fasolo,70
21,217,Bachar Houli,70
21,217,Michael Johnson,70
21,217,Campbell Brown,70
21,217,Simon White,70
21,217,Adam Schneider,70
21,217,Patrick Ryder,70
21,225,Farren Ray,69
21,225,Sam Lonergan,69
21,225,Tendai Mzungu,69
21,228,Lin Jong,68
21,228,Robbie Tarrant,68
21,228,Stephen Hill,68
21,231,Jamie MacMillan,67
21,231,Alik Magin,67
21,231,Robin Nahas,67
21,234,Andrew McInnes,66
21,234,Jordan Roughead,66
21,234,Shaun Atley,66
21,234,Jordan Lisle,66
21,234,Jason Johannisen,66
21,234,Liam Picken,66
21,240,Ted Richards,65
21,240,Jared Brennan,65
21,242,Alex Johnson,64
21,242,James Podsiadly,64
21,242,Adam Kennedy,64
21,242,Heath Scotland,64
21,242,Brad Green,64
21,247,Alan Didak,63
21,247,Shaun Higgins,63
21,247,Maverick Weller,63
21,247,Dustin Martin,63
21,247,Nick Maxwell,63
21,252,Aaron Young,62
21,252,Paul Chapman,62
21,252,James Frawley,62
21,255,Curtly Hampton,61
21,255,Tom Scully,61
21,255,Ryan Crowley,61
21,258,Steven Morris,60
21,258,Stewart Crameri,60
21,258,David MacKay,60
21,258,Steven Motlop,60
21,262,Will Schofield,59
21,262,Nick Malceski,59
21,262,Andrew Carrazzo,59
21,265,Jeremy Taylor,58
21,265,Darren Jolly,58
21,265,Lewis Jetta,58
21,265,Matthew Wright,58
21,265,Tom Hickey,58
21,265,Rohan Bewick,58
21,265,Joel Patfull,58
21,265,Jack Riewoldt,58
21,273,Christopher Mayne,57
21,273,Ben McGlynn,57
21,273,Andrew McQualter,57
21,273,Benjamin Stratton,57
21,277,Michael Hurley,56
21,277,Leroy Jetta,56
21,277,Andrew Gaff,56
21,280,Nathan Brown,55
21,280,Kyle Hardingham,55
21,280,Thomas Jonas,55
21,280,Alipate Carlile,55
21,284,Daniel Jackson,54
21,284,Brian Lake,54
21,284,Ryan Harwood,54
21,284,Robert Murphy,54
21,284,Rhyce Shaw,54
21,289,Lukas Markovic,53
21,289,Joshua Green,53
21,289,Kieran Harper,53
21,289,Elliot Yeo,53
21,289,Easton Wood,53
21,289,Lindsay Thomas,53
21,295,Anthony Miles,52
21,295,Nathan Van Berlo,52
21,295,James McDonald,52
21,298,Chad Wingard,51
21,298,Andrew Moore,51
21,298,Alex Rance,51
21,298,Dom Tyson,51
21,302,Richard Douglas,50
21,302,Michael Walters,50
21,302,Josh Jenkins,50
21,302,Lee Spurr,50
21,302,Heritier Lumumba,50
21,307,Mitch Robinson,49
21,307,Darren Pfeiffer,49
21,307,Josh Caddy,49
21,307,James Gwilt,49
21,307,Nathan Blee,49
21,307,Jack Watts,49
21,313,Brandon Matera,48
21,313,Bradley Helbig,48
21,313,Jacob Brennan,48
21,316,Taylor Hine,47
21,316,Matthew Buntine,47
21,316,Stephen Gilham,47
21,316,Will Hoskin-Elliott,47
21,316,Travis Cloke,47
21,316,Tom Simpkin,47
21,322,Matt Shaw,46
21,322,Fletcher Roberts,46
21,322,Chris Dawes,46
21,322,Quinten Lynch,46
21,326,Shaun Burgoyne,45
21,326,Jack Steven,45
21,326,Sam Reid Injured,45
21,326,David Zaharakis,45
21,330,Tom Bellchambers,44
21,330,Ashton Hams,44
21,330,Ben Sinclair,44
21,330,Luke Tapscott,44
21,330,Brandon Ellis,44
21,335,Luke Delaney,43
21,335,Shane Edwards,43
21,335,Alwyn Davey,43
21,335,Kurt Tippett,43
21,339,Michael Coad,42
21,339,Joel Corey,42
21,341,Kyal Horsley,41
21,341,Eric MacKenzie,41
21,341,Tom Lynch,41
21,341,Martin Clarke,41
21,345,Luke McGuane,40
21,345,Daniel Stewart,40
21,345,James Polkinghorne,40
21,348,Neville Jetta,39
