round,player,team,score
15,1,Scott Pendlebury,154
15,2,Ryan O'Keefe,152
15,3,Joel Selwood,151
15,4,Dane Swan,148
15,4,Eric MacKenzie,148
15,6,Kieren Jack,138
15,7,Patrick Dangerfield,136
15,7,Matthew Kreuzer,136
15,9,Bradd Dalziell,135
15,10,Devon Smith,134
15,10,Cale Hooker,134
15,10,Brendon Goddard,134
15,13,Todd Goldstein,131
15,14,Tendai Mzungu,130
15,15,Matthew Priddis,129
15,15,Michael Talia,129
15,17,Sam Mitchell,125
15,17,Brent Harvey,125
15,19,Jarrad McVeigh,123
15,20,Matthew Leuenberger,121
15,20,Mitchell Duncan,121
15,22,David Mundy,120
15,23,Dean Terlich,119
15,23,Scott Thompson,119
15,25,Pearce Hanley,117
15,25,Brent Stanton,117
15,25,Leigh Adams,117
15,28,Corey Enright,116
15,28,Lachlan Hansen,116
15,30,Dylan Shiel,115
15,30,Heath Shaw,115
15,30,Travis Cloke,115
15,33,Luke Dahlhaus,114
15,33,Brock McLean,114
15,33,Nick Haynes,114
15,33,Will Minson,114
15,33,Robbie Gray,114
15,33,Dustin Fletcher,114
15,39,Jack Redden,113
15,40,Jordan Murdoch,112
15,40,Rory Sloane,112
15,42,Brett Goodes,111
15,43,David Zaharakis,110
15,43,Brent Staker,110
15,43,Jarrod Harbrow,110
15,43,David Hale,110
15,43,Jared Brennan,110
15,43,Ryan Bastinac,110
15,43,Nathan Foley,110
15,43,Clay Smith,110
15,43,Lachie Whitfield,110
15,52,Jack Ziebell,109
15,52,Brad Ebert,109
15,52,Craig Bird,109
15,55,Scott Thompson,108
15,55,Andrew Walker,108
15,55,Angus Monfries,108
15,58,Patrick McGinnity,107
15,58,Ryan Griffen,107
15,58,Levi Greenwood,107
15,58,Chris Masten,107
15,62,Harley Bennell,106
15,62,Jack Steven,106
15,62,Tom Mitchell,106
15,62,Matthew Pavlich,106
15,62,Joshua Kennedy,106
15,67,Ben McEvoy,105
15,67,Tom Bellchambers,105
15,67,Rory Thompson,105
15,70,Jack Gunston,104
15,70,Michael Barlow,104
15,70,Trent Cotchin,104
15,70,Jack Fitzpatrick,104
15,74,Nathan Grima,103
15,74,Sam Mayes,103
15,74,Jimmy Bartel,103
15,77,Adam Treloar,102
15,77,Leigh Montagna,102
15,77,Jed Adcock,102
15,77,Lee Spurr,102
15,77,Christopher Mayne,102
15,82,Hayden Ballantyne,101
15,82,Clancee Pearce,101
15,82,Tom Rockliff,101
15,85,Matt Shaw,100
15,85,Tom Scully,100
15,85,Robbie Tarrant,100
15,88,Richard Douglas,99
15,88,Steele Sidebottom,99
15,88,Tom Nicholls,99
15,88,Michael Johnson,99
15,88,Josh Hunt,99
15,88,Patrick Ryder,99
15,88,Andrew Embley,99
15,88,Danyle Pearce,99
15,96,Ben Reid,98
15,96,James Kelly,98
15,98,Tayte Pears,97
15,98,Tom McDonald,97
15,100,Chris Judd,96
15,100,Matthew Maguire,96
15,100,Josh Kennedy Injured,96
15,103,David Swallow,95
15,103,Kane Lucas,95
15,103,Nicholas Suban,95
15,106,David Armitage,94
15,106,Aaron Black,94
15,106,Hamish Hartlett,94
15,106,Andrew Mackie,94
15,106,Josh Thomas,94
