round,player,team,score
9,1,Dayne Beams,175
9,2,Mitch Robinson,161
9,3,Matthew Rosa,158
9,4,Todd Goldstein,153
9,4,Matthew Broadbent,153
9,6,Shane Tuck,148
9,7,Ivan Maric,146
9,7,Steve Johnson,146
9,9,Jack Steven,143
9,10,Steele Sidebottom,142
9,10,Danyle Pearce,142
9,12,Luke Shuey,138
9,12,Travis Boak,138
9,14,Dale Thomas,134
9,15,Jack Redden,131
9,16,Nick Dal Santo,130
9,17,Beau Waters,128
9,17,Paul Chapman,128
9,19,Andrew Swallow,127
9,19,Jack Riewoldt,127
9,19,Nathan Foley,127
9,22,Matthew Boyd,125
9,23,Ben Howlett,124
9,23,Patrick Ryder,124
9,25,Kieren Jack,123
9,26,Josh Kennedy Injured,122
9,27,Drew Petrie,121
9,28,Michael Johnson,120
9,29,Dustin Martin,119
9,29,Matthew Priddis,119
9,29,Tom Hawkins,119
9,32,Scott Pendlebury,118
9,32,Jarrad McVeigh,118
9,34,Andrew Gaff,117
9,34,Brent Reilly,117
9,34,Brett Deledio,117
9,37,James Frawley,116
9,37,Matthew Kreuzer,116
9,39,Brock McLean,115
9,39,Leigh Montagna,115
9,39,Adam Treloar,115
9,39,David Ellard,115
9,39,Nick Riewoldt,115
9,44,Tom Bellchambers,114
9,45,Matthew Pavlich,113
9,45,Jackson Trengove,113
9,47,Pearce Hanley,112
9,47,David Armitage,112
9,47,Trent Cotchin,112
9,50,Gary Ablett,111
9,50,Corey Enright,111
9,50,Robert Warnock,111
9,53,Joel Selwood,110
9,54,Ryan O'Keefe,109
9,54,Jarryd Roughead,109
9,56,Jobe Watson,108
9,56,Shannon Hurn,108
9,56,Mitchell Wallis,108
9,56,Mike Pyke,108
9,60,Andrew Walker,107
9,60,Darren Glass,107
9,60,Josh Hill,107
9,63,Sam Day,106
9,64,Heath Shaw,105
9,64,Eddie Betts,105
9,64,Ahmed Saad,105
9,67,Kurt Tippett,104
9,67,Jake Carlisle,104
9,67,Courtenay Dempsey,104
9,67,Danny Stanley,104
9,67,Michael Rischitelli,104
9,67,Josh Hunt,104
9,73,Lenny Hayes,103
9,73,Brent Harvey,103
9,73,Robert Murphy,103
9,73,Will Minson,103
9,73,Ben McGlynn,103
9,78,Kane Cornes,102
9,79,Sam Iles,101
9,79,Cale Hooker,101
9,79,Tom Scully,101
9,82,Thomas Liberatore,100
9,82,Nathan Lovett-Murray,100
9,82,Tom McDonald,100
9,85,Bryce Gibbs,99
9,85,Kade Simpson,99
9,85,Callan Ward,99
9,88,Matthew Scarlett,98
9,88,Dylan Shiel,98
9,88,Matthew Jaensch,98
9,91,Nathan Grima,97
9,91,Samuel Wright,97
9,91,Brendon Goddard,97
9,91,Leigh Adams,97
9,95,Jarryd Blair,96
9,95,Jay Schulz,96
9,95,David Zaharakis,96
9,95,Matthew Maguire,96
9,95,Chris Newman,96
9,95,Brad Ebert,96
9,101,Ted Richards,95
9,101,Jared Rivers,95
9,101,Dion Prestia,95
9,101,Colin Garland,95
9,105,Michael Jamison,94
9,105,Rohan Bail,94
9,105,Alan Toovey,94
9,105,Andrew McQualter,94
9,105,Nicholas Naitanui,94
9,105,Steven Motlop,94
9,111,Nick Maxwell,93
9,111,Jordan Roughead,93
9,111,Stewart Crameri,93
9,111,Scott Thompson,93
9,115,Jonathan Giles,92
9,115,Jimmy Bartel,92
9,115,Quinten Lynch,92
9,115,Luke Dahlhaus,92
9,115,Tyson Goldsack,92
9,115,Luke Power,92
9,121,Sam Mitchell,91
9,121,Dom Tyson,91
9,121,Hamish Hartlett,91
9,121,Chris Masten,91
9,125,Michael Barlow,90
9,125,Shaun Burgoyne,90
9,125,Jason Blake,90
9,125,Nathan Jones,90
9,125,Heath Scotland,90
9,125,Josh Drummond,90
9,131,Shaun Grigg,89
9,131,Brodie Smith,89
9,131,Brad Sewell,89
9,131,Joel Corey,89
9,135,Stephen Milne,88
9,135,Shane Edwards,88
9,137,Alan Didak,87
9,137,Tom Rockliff,87
9,137,Jeremy Cameron,87
9,137,Patrick Dangerfield,87
9,141,Kieran Harper,86
9,141,Harley Bennell,86
9,141,Heritier Lumumba,86
9,141,Andrew Mackie,86
9,141,Nathan Van Berlo,86
9,141,David MacKay,86
9,147,Benjamin Stratton,85
9,147,Jude Bolton,85
9,147,Joel Patfull,85
9,147,Rick Dyson,85
9,147,Daniel Cross,85
9,147,Troy Chaplin,85
9,147,Aaron Black,85
9,154,John McCarthy,84
9,154,Matthew Wright,84
9,154,Shaun Higgins,84
9,154,Ashley McGrath,84
9,154,Jed Adcock,84
9,159,Dayne Zorko,83
9,159,Josh Gibson,83
9,159,Luke Breust,83
9,159,Sam Butler,83
9,163,Sharrod Wellingham,81
9,164,Brent Guerra,80
9,164,Jack Watts,80
9,164,Chris Judd,80
9,164,Daniel Giansiracusa,80
9,168,Michael Firrito,79
9,168,Daniel Wells,79
9,170,Alex Silvagni,78
9,170,Brian Lake,78
9,170,Sam Lonergan,78
9,170,Mitchell Golby,78
9,170,Bradley Sheppard,78
9,170,Eric MacKenzie,78
9,170,Luke Delaney,78
9,177,Sean Dempster,77
9,177,Alwyn Davey,77
9,177,Rory Sloane,77
9,177,Brent Renouf,77
9,177,Mark Jamar,77
9,177,Matthew De Boer,77
9,177,Adam Cooney,77
9,184,Sam Jacobs,76
