round,player,team,score
10,1,Lance Franklin,236
10,2,Jack Riewoldt,187
10,3,Rory Sloane,178
10,4,Jude Bolton,161
10,5,Dale Thomas,159
10,6,Cameron Wood,157
10,7,Steve Johnson,156
10,8,Gary Ablett,155
10,9,Hamish Hartlett,153
10,10,Kieren Jack,150
10,11,Rhyce Shaw,148
10,11,Paul Chapman,148
10,13,Patrick Dangerfield,145
10,14,Jobe Watson,140
10,15,James Kelly,137
10,16,Daniel Hannebery,136
10,17,Sam Mitchell,133
10,17,Matthew Priddis,133
10,19,Nathan Jones,130
10,20,Todd Goldstein,127
10,20,Travis Cloke,127
10,20,Jay Schulz,127
10,23,Matthew Broadbent,126
10,24,Troy Chaplin,123
10,25,Jed Adcock,122
10,25,Aaron Sandilands,122
10,27,Dayne Beams,121
10,27,Taylor Walker,121
10,29,Nathan Grima,120
10,29,Callan Ward,120
10,29,Kane Cornes,120
10,32,Jason Gram,119
10,32,David Ellard,119
10,32,Josh Drummond,119
10,35,Jimmy Bartel,118
10,36,Daniel Wells,116
10,37,Brett Deledio,114
10,38,Mitchell Golby,112
10,39,Ivan Maric,111
10,39,Jack Watts,111
10,39,Matthew Wright,111
10,39,Patrick Ryder,111
10,43,Matt Thomas,110
10,43,Brad Ebert,110
10,43,Harry Taylor,110
10,46,Dylan Shiel,109
10,47,Matthew Scarlett,108
10,47,Daniel Nicholson,108
10,47,David Hale,108
10,47,Nicholas Naitanui,108
10,51,Tom Hickey,107
10,51,Will Minson,107
10,51,Grant Birchall,107
10,54,Jamie Elliott,106
10,54,Chris Masten,106
10,54,Brendon Goddard,106
10,54,Trent Cotchin,106
10,54,Sharrod Wellingham,106
10,59,Joel Selwood,104
10,59,Jack Redden,104
10,59,James Sellar,104
10,62,Brent Moloney,103
10,63,Alan Didak,102
10,63,Alex Fasolo,102
10,63,Dayne Zorko,102
10,63,Josh Kennedy Injured,102
10,63,Jack Trengove,102
10,63,Danyle Pearce,102
10,63,Jack Grimes,102
10,63,Robert Warnock,102
10,71,Andrew Mackie,101
10,71,Ryan Schoenmakers,101
10,71,Colin Garland,101
10,71,Jared Rivers,101
10,75,Greg Broughton,100
10,75,Ben Hudson,100
10,75,Matthew De Boer,100
10,75,Matthew Boyd,100
10,79,Ryan Griffen,99
10,79,Ted Richards,99
10,81,Lewis Jetta,98
10,81,Lenny Hayes,98
10,83,Dean Cox,97
10,83,Tom Swift,97
10,83,Cyril Rioli,97
10,83,Luke McPharlin,97
10,83,Shaun Grigg,97
10,83,Brock McLean,97
10,83,Harley Bennell,97
10,90,Stephen Coniglio,96
10,90,Ben McGlynn,96
10,90,Scott Selwood,96
10,90,Leigh Adams,96
10,90,Brent Stanton,96
10,90,Michael Barlow,96
10,96,Scott Pendlebury,95
10,96,Brad Sewell,95
10,96,David Zaharakis,95
10,99,Brett Ebert,94
10,99,Tyson Goldsack,94
10,99,Stephen Hill,94
10,102,Paul Puopolo,93
10,102,Luke Tapscott,93
10,102,Robin Nahas,93
10,102,Matthew Pavlich,93
10,102,Chris Newman,93
10,102,Nathan Van Berlo,93
10,108,David Armitage,92
10,108,Nick Riewoldt,92
10,108,Brent Guerra,92
10,111,Mitch Robinson,91
10,111,Will Schofield,91
10,111,Dustin Martin,91
10,111,Michael Johnson,91
10,115,Brendan Whitecross,90
10,115,Sam Gilbert,90
10,117,Andrew Gaff,89
10,117,Jeremy Howe,89
10,117,Jordan Lewis,89
10,117,Jared Petrenko,89
10,121,Tom Rockliff,88
10,121,Mark Jamar,88
10,121,Matthew Watson,88
10,121,Jarryd Roughead,88
10,125,Shannon Hurn,87
10,126,Liam Picken,86
10,126,Leigh Montagna,86
10,126,Garrick Ibbotson,86
10,129,Heath Hocking,85
10,129,Jeremy Cameron,85
10,129,Beau Waters,85
10,129,Jake Batchelor,85
10,129,Courtenay Dempsey,85
10,129,James Polkinghorne,85
10,129,Matthew Rosa,85
10,129,Martin Clarke,85
10,137,Luke Parker,84
10,137,Heath Scotland,84
10,137,Mitchell Wallis,84
10,137,Heath Grundy,84
10,137,Nick Maxwell,84
10,137,Shane Tuck,84
10,137,Ian Callinan,84
10,137,Ryan O'Keefe,84
10,145,Mitchell Clark,83
10,145,Marley Williams,83
10,145,Nick Dal Santo,83
10,145,Daniel Cross,83
10,149,Shane Edwards,82
10,149,Simon Buckley,82
10,149,Darren Glass,82
10,152,Lewis Roberts-Thomson,81
10,152,Taylor Hunt,81
10,152,Samuel Wright,81
10,152,Luke Power,81
10,152,Jonathan Giles,81
10,152,Hayden Ballantyne,81
10,152,Jack Ziebell,81
10,159,Mike Pyke,80
10,159,Andrew Walker,80
10,159,Joshua Bootsma,80
10,162,Sean Dempster,79
10,162,Chris Judd,79
10,162,Jarryd Blair,79
10,162,Richard Douglas,79
10,162,Kurt Tippett,79
10,162,Colin Sylvia,79
10,162,Bryce Gibbs,79
10,162,Darren Pfeiffer,79
