round,player,team,score
11,1,Dane Swan,160
11,2,Nick Riewoldt,159
11,3,Steele Sidebottom,156
11,4,Shane Tuck,155
11,5,Joel Selwood,154
11,6,Jobe Watson,149
11,7,Jarryd Blair,148
11,8,Jason Blake,144
11,9,Matthew De Boer,141
11,10,Dayne Beams,137
11,11,Matthew Scarlett,134
11,12,Sam Iles,131
11,13,Darren Jolly,130
11,14,Sharrod Wellingham,128
11,15,Brad Sewell,127
11,16,Rhyce Shaw,125
11,16,Cyril Rioli,125
11,18,Kane Cornes,124
11,18,Luke Breust,124
11,20,Ryan O'Keefe,123
11,21,David Hale,122
11,22,Michael Johnson,121
11,22,Kieren Jack,121
11,22,Jude Bolton,121
11,25,Sean Dempster,120
11,25,Jason Gram,120
11,27,Jonathon Griffin,117
11,28,David Armitage,116
11,28,Sam Mitchell,116
11,30,Nathan Jones,114
11,30,Lewis Jetta,114
11,32,Lance Franklin,113
11,32,Mitchell Clark,113
11,32,Kade Simpson,113
11,32,Jared Brennan,113
11,36,Nick Dal Santo,112
11,37,Mitchell Duncan,111
11,37,Ivan Maric,111
11,39,Dustin Fletcher,110
11,40,Harry Taylor,109
11,40,Stephen Hill,109
11,42,Jarrad McVeigh,108
11,42,Brad Ebert,108
11,44,Trent Cotchin,107
11,44,Mathew Stokes,107
11,44,Josh Gibson,107
11,44,Travis Cloke,107
11,48,Chris Judd,105
11,49,Brendon Goddard,104
11,50,Greg Broughton,103
11,51,Grant Birchall,102
11,52,Michael Barlow,100
11,52,Jimmy Bartel,100
11,54,Paul Chapman,99
11,54,Patrick Ryder,99
11,54,Eddie Betts,99
11,54,Matthew Pavlich,99
11,58,Jeremy Howe,98
11,58,Brock McLean,98
11,60,Danny Stanley,97
11,60,Jack Grimes,97
11,62,Jarryd Roughead,96
11,63,Sam Gilbert,95
11,64,Brendan Whitecross,94
11,65,Shane Edwards,93
11,66,Shaun Grigg,92
11,67,Jack Steven,91
11,67,Arryn Siposs,91
11,67,Leroy Jetta,91
11,67,Tyson Goldsack,91
11,71,Dennis Armfield,90
11,71,Tendai Mzungu,90
11,73,Matthew Suckling,89
11,74,Lenny Hayes,88
11,74,Sam Reid Injured,88
11,74,Hayden Ballantyne,88
11,74,Simon Buckley,88
11,74,Ted Richards,88
11,79,David Ellard,87
11,79,Jack Watts,87
11,79,Shaun Burgoyne,87
11,79,Daniel Jackson,87
11,83,Ben Sinclair,86
11,83,Heath Grundy,86
11,83,Danyle Pearce,86
11,83,Josh Kennedy Injured,86
11,83,Dale Thomas,86
11,88,Alex Rance,85
11,89,David Mundy,84
11,89,Harley Bennell,84
11,89,Isaac Smith,84
11,92,Leigh Montagna,83
11,92,Steven Motlop,83
11,92,Brent Stanton,83
11,92,Nicholas Duigan,83
11,96,Alwyn Davey,82
11,96,Raphael Clarke,82
11,96,Ben Howlett,82
11,99,Chris Dawes,81
11,99,Josh Caddy,81
11,99,Matthew Broadbent,81
11,99,Tyrone Vickery,81
11,99,Bryce Gibbs,81
11,99,Craig Bird,81
11,99,Andrew Walker,81
11,106,Christopher Mayne,80
11,106,Ahmed Saad,80
11,106,Paul Puopolo,80
11,106,Josh Hunt,80
11,110,Jack Gunston,79
11,110,Adam McPhee,79
11,110,Trent West,79
11,113,Jack Newnes,78
11,113,Matthew Warnock,78
11,113,Cale Hooker,78
11,116,Shane Mumford,77
11,116,Robert Warnock,77
11,118,Hamish Hartlett,76
11,118,Dyson Heppell,76
11,118,Ryan Schoenmakers,76
11,118,Andrew Mackie,76
11,122,Clancee Pearce,75
11,122,David Myers,75
11,122,Jeff Garlett,75
11,122,Zach Tuohy,75
11,122,Jay Schulz,75
11,127,James Gwilt,74
11,127,Mitch Robinson,74
11,129,Bachar Houli,73
11,129,Chris Tarrant,73
11,129,Clinton Jones,73
11,132,Ben Jacobs,72
11,133,Robin Nahas,71
11,134,Jack Trengove,70
11,134,Cale Morton,70
11,136,Andrejs Everitt,69
11,136,Tom Lonergan,69
11,136,James Sellar,69
11,136,Mark Jamar,69
11,136,Terry Milera,69
11,136,Nathan Lovett-Murray,69
11,136,Aaron Joseph,69
11,143,Paul Stewart,68
11,143,Darren Pfeiffer,68
11,143,Andrew Moore,68
11,146,Justin Koschitzke,67
11,146,Brett Deledio,67
11,148,Steven Morris,66
11,148,Matthew Dea,66
11,148,Kyle Hardingham,66
11,148,Tom Hickey,66
11,152,Aaron Hall,65
11,152,Tom McDonald,65
11,152,Trent McKenzie,65
11,152,Tony Armstrong,65
11,152,Shaun Hampson,65
11,157,Gary Ablett,64
11,157,Jackson Trengove,64
11,157,Andrew Collins,64
11,157,Taylor Hunt,64
11,157,Alex Johnson,64
11,157,Jake Melksham,64
11,157,Nick Smith,64
11,164,Garrick Ibbotson,63
11,164,Nathan Brown,63
11,164,Sam Lonergan,63
11,167,Hayden Crozier,62
11,168,Andrew McQualter,61
11,168,Michael Hurley,61
11,168,Brent Guerra,61
11,168,Zac Dawson,61
11,168,Jamie Elliott,61
11,173,Alex Fasolo,60
11,173,Steve Johnson,60
11,173,James Kelly,60
11,173,Brent Renouf,60
11,177,Justin Westhoff,58
11,178,Matthew Kreuzer,57
11,179,Angus Monfries,56
11,179,Matthew Watson,56
11,179,Chris Newman,56
11,179,Rick Dyson,56
11,179,Chad Wingard,56
11,179,Martin Clarke,56
11,179,Luke McPharlin,56
11,186,Tom Hawkins,55
11,186,Jared Rivers,55
11,186,Jordie McKenzie,55
11,186,Joel Corey,55
