round,player,team,score
11,190,Luke Russell,54
11,190,Stephen Milne,54
11,190,Martin Mattner,54
11,190,Heath Hocking,54
11,190,Jake Batchelor,54
11,190,Brandon Matera,54
11,190,Brent Moloney,54
11,197,Colin Sylvia,53
11,197,Rory Thompson,53
11,197,Jack Riewoldt,53
11,200,Lachlan Henderson,52
11,200,Lachie Neale,52
11,200,Liam Shiels,52
11,200,Brett Ebert,52
11,204,Karmichael Hunt,51
11,204,Colin Garland,51
11,204,David Wojcinski,51
11,204,Thomas Young,51
11,208,Domenic Cassisi,50
11,208,Ryan Crowley,50
11,208,Jesse Crichton,50
11,208,Nicholas Suban,50
11,208,Jarrad Redden,50
11,213,Addam Maric,49
11,213,Heritier Lumumba,49
11,213,Tom Simpkin,49
11,213,Sam Blease,49
11,213,Corey Enright,49
11,213,Brandon Ellis,49
11,213,Clinton Young,49
11,220,John McCarthy,48
11,220,Daniel Hannebery,48
11,220,Courtenay Dempsey,48
11,223,Jacob Surjan,47
11,223,James Frawley,47
11,225,Daniel Nicholson,45
11,225,Sebastian Tape,45
11,225,Benjamin Stratton,45
11,225,Nick Maxwell,45
11,229,Michael Jamison,44
11,229,Reece Conca,44
11,229,Dustin Martin,44
11,232,Lewis Roberts-Thomson,43
11,233,Mike Pyke,42
11,233,James Magner,42
11,235,Luke Tapscott,41
11,235,Nick Malceski,41
11,235,Alipate Carlile,41
11,238,Alex Sexton,40
11,239,Josh Toy,39
11,239,Jake Carlisle,39
11,239,Joshua Bootsma,39
11,242,Troy Chaplin,37
11,242,Benjamin Griffiths,37
11,242,Shane Savage,37
11,245,Brad Green,36
11,245,Christopher Yarran,36
11,247,Michael Rischitelli,35
11,248,Jesse Stringer,34
11,249,Bradley Hill,33
11,250,Tom Bellchambers,31
11,250,Cameron Guthrie,31
11,250,Stewart Crameri,31
11,253,Marley Williams,30
11,253,Lynden Dunn,30
11,255,Trent Dennis-Lane,28
11,256,Matt Shaw,26
11,256,Brett O'Hanlon,26
11,258,Adam Schneider,22
11,259,Orren Stephenson,20
11,260,Sam Day,17
11,261,Cameron Hitchcock,12
11,262,Campbell Brown,9
11,263,Alan Didak,5
11,263,Aaron Sandilands,5
