gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall,homeWin,homeTeamLastWin,awayTeamLastWin,awayTravel,homeTravel,homeTeamChanges,awayTeamChanges,homeGameDifference,awayGameDifference,homeTeamImportanceDifference,awayTeamImportanceDifference,homeTeamImportanceLastGame,awayTeamImportanceLastGame,homeTeamImportanceLastFiveGames,awayTeamImportanceLastFiveGames,homeTeamImportanceSeasonAverage,awayTeamImportanceSeasonAverage,homeLadderPosition,awayLadderPosition,homeTeamPointsFor,homeTeamPointsAgainst,homeTeamPercentage,awayTeamPointsFor,awayTeamPointsAgainst,awayTeamPercentage,homeCurrentLadderPosition,awayCurrentLadderPosition
2019R904,2019,9,18/05/2019,Kardinia Park,4:35 PM,31373,Geelong,133,Western Bulldogs,89,0,2,1,1,1,0,3,0,-138,0,23.55540936,0,70.20454545,73.65909091,69.42045455,74.86363636,72.32471118,74.56612501,8,13,779,535,145.6074766,637,620,102.7419355,1,10
2019R905,2019,9,18/05/2019,Docklands,7:25 PM,29176,Essendon,60,Fremantle,53,0,2,0,0,4,0,5,2,125,49,3.9625,-10.6116453,66.29545455,63.25,68.28484848,73.38636364,70.92548199,73.39980853,11,14,658,659,99.84825493,640,568,112.6760563,13,8
2019R906,2019,9,18/05/2019,Bellerive Oval,7:25 PM,12799,North Melbourne,72,Sydney,77,0,0,0,1,3,2,3,2,-291,439,-25.25810185,15.19326507,71.25,68.70454545,73.32272727,70.89545455,73.89330969,72.30446696,9,6,618,764,80.89005236,602,728,82.69230769,17,16
2019R907,2019,9,19/05/2019,Adelaide Oval,12:40 PM,26129,Port Adelaide,89,Gold Coast,51,0,2,0,0,0,0,4,3,75,233,20.27777778,7.023439632,64.02272727,62.36363636,67.22727273,65.28636364,68.38708858,67.52527641,10,17,677,660,102.5757576,502,639,78.56025039,11,14
2019R908,2019,9,19/05/2019,M.C.G.,3:20 PM,64936,Richmond,95,Hawthorn,59,0,2,1,1,0,0,2,1,-62,201,-2.36875,0.299019608,66.56818182,65.68181818,73.12272727,72.45909091,72.0959046,72.41258056,1,4,675,685,98.54014599,658,624,105.4487179,6,9
2019R909,2019,9,19/05/2019,Sydney Showground,4:40 PM,9599,Greater Western Sydney,138,Carlton,45,0,2,0,0,2,0,4,3,-335,47,-13.17366071,5.472587719,87.93181818,55.84090909,80.95,68.95681818,79.78739505,69.03682577,7,18,722,621,116.2640902,605,713,84.85273492,4,18
2019R1001,2019,10,24/05/2019,S.C.G.,7:50 PM,34649,Sydney,73,Collingwood,80,0,0,1,1,2,0,2,2,-447,37,3.068181818,64.66875,59.72727273,54.5,59.72727273,54.5,59.72727273,54.5,6,3,679,800,84.875,851,657,129.5281583,14,2
2019R1002,2019,10,25/05/2019,York Park,1:45 PM,11637,Hawthorn,80,Port Adelaide,49,12.4,2,0,1,4,4,3,3,-165,-245,57.73316498,0.470588235,56.02272727,55.27272727,56.02272727,55.27272727,56.02272727,55.27272727,4,10,717,719,99.72183588,766,711,107.7355837,11,8
2019R1003,2019,10,25/05/2019,Docklands,2:10 PM,26156,Western Bulldogs,90,North Melbourne,115,2.4,0,0,0,0,0,4,1,-22,23,25.02896825,-11.0625,61.11363636,56.90909091,61.11363636,56.90909091,61.11363636,56.90909091,13,9,726,753,96.41434263,690,841,82.0451843,12,17
2019R1004,2019,10,25/05/2019,Adelaide Oval,4:05 PM,41630,Adelaide,73,West Coast,85,1.8,0,0,1,3,0,3,3,414,46,23.75811052,51.96553148,49.43181818,50.09090909,49.43181818,50.09090909,49.43181818,50.09090909,12,2,724,628,115.2866242,681,681,100,7,6
