round,player,team,score
3,1,Gary Ablett,182
3,2,Shane Tuck,152
3,3,Shaun Grigg,147
3,4,Scott Selwood,145
3,5,Luke Shuey,141
3,6,Joel Selwood,140
3,7,Daniel Wells,139
3,8,Chris Masten,135
3,9,Chris Judd,134
3,10,Matthew Boyd,133
3,11,Jack Ziebell,132
3,11,Jobe Watson,132
3,13,Callan Ward,130
3,13,Marc Murphy,130
3,13,Stewart Crameri,130
3,16,Josh Gibson,129
3,17,Kurt Tippett,128
3,18,Heath Scotland,127
3,18,Patrick Ryder,127
3,18,Aaron Edwards,127
3,21,Trent Cotchin,126
3,22,Sean Dempster,125
3,23,Lenny Hayes,124
3,24,Andrew Carrazzo,123
3,25,Jarryd Roughead,121
3,25,Daniel Hannebery,121
3,25,Jordan Lewis,121
3,25,Jeremy Howe,121
3,25,Mitch Robinson,121
3,30,Shaun Hampson,120
3,30,Sam Fisher,120
3,32,David Armitage,119
3,33,Lance Franklin,118
3,33,Ryan Bastinac,118
3,35,Hamish McIntosh,117
3,35,Nick Dal Santo,117
3,35,David Hale,117
3,38,Leigh Montagna,116
3,38,Nick Riewoldt,116
3,38,Paul Duffield,116
3,38,Clancee Pearce,116
3,42,Adam Goodes,115
3,42,Reece Conca,115
3,42,Domenic Cassisi,115
3,45,Nathan Foley,114
3,45,Andrew Gaff,114
3,47,Josh Kennedy Injured,113
3,48,Robin Nahas,112
3,48,Jarrad Waite,112
3,50,Bachar Houli,111
3,51,Troy Chaplin,110
3,51,Greg Broughton,110
3,51,Aaron Sandilands,110
3,51,Leroy Jetta,110
3,55,Dane Swan,109
3,56,Tendai Mzungu,108
3,56,Hamish Hartlett,108
3,56,Tom Rockliff,108
3,56,Luke Parker,108
3,56,Brett Deledio,108
3,56,Michael Barlow,108
3,56,Shane Mumford,108
3,63,Dustin Fletcher,107
3,63,Bryce Gibbs,107
3,65,Brent Harvey,106
3,65,Jackson Trengove,106
3,67,Michael Johnson,105
3,67,Brent Guerra,105
3,67,Tayte Pears,105
3,67,Kane Cornes,105
3,71,Sam Jacobs,104
3,72,Jared Brennan,103
3,72,Kepler Bradley,103
3,72,Adam McPhee,103
3,72,Steele Sidebottom,103
3,76,Brendon Goddard,102
3,76,Jimmy Bartel,102
3,78,Luke Breust,101
3,78,Nicholas Naitanui,101
3,78,Dean Cox,101
3,81,Matthew Suckling,100
3,81,Shannon Hurn,100
3,83,Patrick Dangerfield,99
3,83,Brendan Whitecross,99
3,85,Andrew Swallow,98
3,85,Heath Shaw,98
3,85,Grant Birchall,98
3,88,Ben Howlett,97
3,88,Harry Taylor,97
3,88,Garrick Ibbotson,97
3,88,Zachary Clarke,97
3,92,Liam Anthony,96
3,92,Josh Drummond,96
3,92,Will Minson,96
3,92,Tom Bellchambers,96
3,96,Jarryn Geary,95
3,96,Eddie Betts,95
3,96,Clinton Jones,95
3,96,Justin Westhoff,95
3,96,Liam Shiels,95
3,101,Ryan Schoenmakers,94
3,101,Brad Ebert,94
3,101,Ivan Maric,94
3,104,Matthew Pavlich,93
3,104,Tom Scully,93
3,104,Michael Rischitelli,93
3,104,Brent Stanton,93
3,104,Alex Rance,93
3,104,Michael Firrito,93
3,110,Dylan Grimes,92
3,110,Tomas Bugg,92
3,112,James Frawley,91
3,112,Jarrod Harbrow,91
3,112,Jordan Roughead,91
3,112,Nathan Jones,91
3,116,Chad Cornes,90
3,116,Scott Thompson,90
3,116,Heritier Lumumba,90
3,116,Jed Adcock,90
3,120,Kieren Jack,89
3,120,James Podsiadly,89
3,120,Ashley McGrath,89
3,120,Michael Hibberd,89
3,124,Rhys Stanley,88
3,124,Luke Dahlhaus,88
3,126,Ryan O'Keefe,87
3,126,Joel Patfull,87
3,128,Ted Richards,86
3,128,Will Schofield,86
3,128,Jake Batchelor,86
3,128,Kyle Cheney,86
3,132,Rhys Palmer,85
3,132,Jack Steven,85
3,132,Martin Clarke,85
3,132,Billy Longer,85
3,132,Adam Cooney,85
3,137,Matthew Maguire,84
3,137,Adam Selwood,84
3,137,Mark Jamar,84
3,137,Alex Fasolo,84
3,137,David Swallow,84
3,137,Dyson Heppell,84
3,137,Luke McPharlin,84
3,144,Matthew Kreuzer,83
3,144,Sam Mitchell,83
3,144,Tom Simpkin,83
3,144,Brandon Matera,83
3,144,Daniel Cross,83
3,144,Nicholas Suban,83
3,150,Mitchell Duncan,82
3,151,Paul Stewart,81
3,151,Ben McEvoy,81
3,151,Sebastian Tape,81
3,151,Mitchell Golby,81
3,151,Jonathan Giles,81
3,151,Dion Prestia,81
3,151,Orren Stephenson,81
3,151,Benjamin Stratton,81
3,151,Koby Stevens,81
3,160,Travis Boak,80
3,160,Nick Malceski,80
3,160,Brad Sewell,80
3,160,Ryan Harwood,80
3,160,Lewis Jetta,80
3,160,Phil Davis,80
3,166,James Kelly,79
3,166,Bradd Dalziell,79
3,166,Devon Smith,79
3,166,Lachlan Keeffe,79
3,166,Dylan Shiel,79
3,171,Tom Hawkins,78
3,171,Kyle Hardingham,78
3,171,Josh Hill,78
3,174,Mitchell Clark,77
3,174,James Polkinghorne,77
3,174,Daniel Jackson,77
3,177,Samuel Wright,76
3,177,Daniel Stewart,76
3,177,Ian Callinan,76
3,177,Craig Bird,76
3,177,Edward Curnow,76
3,177,Liam Picken,76
3,177,Beau Waters,76
3,177,Rory Sloane,76
3,185,Michael Osborne,75
3,185,Ashley Smith,75
3,185,Jack Hombsch,75
3,185,Corey Enright,75
3,185,Eric MacKenzie,75
3,185,Jack Watts,75
3,191,Jack Redden,74
3,191,Alwyn Davey,74
3,191,Colin Garland,74
3,191,Danyle Pearce,74
3,191,Ryan Griffen,74
3,191,Adam Kennedy,74
3,197,Shaun Atley,73
3,197,Jason Blake,73
3,197,Kade Simpson,73
3,197,Leigh Adams,73
3,197,Steven Motlop,73
3,197,Adam Treloar,73
3,197,Brian Lake,73
3,204,Aaron Hall,72
3,204,Jarryd Blair,72
3,204,Jude Bolton,72
3,204,David MacKay,72
3,204,Dennis Armfield,72
3,204,Quinten Lynch,72
3,210,Heath Hocking,71
3,210,Dylan Addison,71
3,210,Josh Fraser,71
3,210,Brent Reilly,71
3,210,Sharrod Wellingham,71
3,210,Thomas Gillies,71
3,210,Jeff Garlett,71
3,210,Shaun Higgins,71
3,210,Heath Grundy,71
3,219,Dustin Martin,70
3,219,Nathan Bock,70
3,221,Angus Monfries,69
3,221,Allen Christensen,69
3,221,Daniel Merrett,69
3,221,Nathan Van Berlo,69
3,221,Ben Jacobs,69
3,221,Jarrad Redden,69
3,221,Joel Corey,69
3,221,Todd Goldstein,69
3,229,Matt Campbell,68
3,229,Nick Maxwell,68
3,229,Chris Newman,68
3,232,Jason Porplyzia,67
3,232,Brad Miller,67
3,232,Zac Smith,67
3,232,Dayne Beams,67
3,236,Jack Grimes,66
3,236,Chris Dawes,66
3,236,Ryan Crowley,66
3,236,Jesse White,66
3,236,Clint Bartram,66
3,241,Scott McMahon,65
3,241,Michael Hurley,65
3,241,Lachlan Henderson,65
3,241,Matthew De Boer,65
3,245,Robert Murphy,64
3,245,Dean Brogan,64
