round,player,team,score
9,189,Tom Lynch,75
9,189,Luke Hodge,75
9,189,Bradley Sheppard,75
9,189,Mitch Morton,75
9,189,Trent West,75
9,189,Craig Bird,75
9,195,Jaeger O'Meara,74
9,195,Jackson Macrae,74
9,195,Brian Lake,74
9,198,Jake Batchelor,73
9,198,Alipate Carlile,73
9,198,Kane Cornes,73
9,198,Sam Butler,73
9,198,Brett Deledio,73
9,203,Rory Sloane,72
9,203,Heath Scotland,72
9,203,Jarryd Lyons,72
9,203,Ted Richards,72
9,203,Jake Carlisle,72
9,203,Devon Smith,72
9,203,Luke McPharlin,72
9,210,Bachar Houli,71
9,210,Ryan Crowley,71
9,210,David Swallow,71
9,210,Scott Thompson,71
9,214,Adam Treloar,70
9,214,Aaron Davey,70
9,214,Jordan Roughead,70
9,214,Thomas Young,70
9,214,Lachlan Hansen,70
9,219,David Myers,69
9,219,Hayden Crozier,69
9,219,Tom Rockliff,69
9,219,Brent Moloney,69
9,219,Brad Ebert,69
9,219,Sam Docherty,69
9,219,Jack Hannath,69
9,219,Darren Jolly,69
9,219,Jeremy Cameron,69
9,228,Cale Hooker,68
9,228,Jarrod Harbrow,68
9,228,Elliot Yeo,68
9,228,Daniel Talia,68
9,228,Farren Ray,68
9,228,Angus Monfries,68
9,228,Lachlan Henderson,68
9,228,Heath Hocking,68
9,228,Shane Mumford,68
9,237,Dane Swan,67
9,237,Danny Stanley,67
9,237,Alex Silvagni,67
9,237,Tom Hickey,67
9,241,Robin Nahas,66
9,241,Beau Maister,66
9,241,Lynden Dunn,66
9,241,Matt Shaw,66
9,241,Heath Grundy,66
9,241,Stewart Crameri,66
9,247,Michael Jamison,65
9,247,Shaun Atley,65
9,247,Shaun McKernan,65
9,247,Dean Terlich,65
9,247,Matt Jones,65
9,247,Arryn Siposs,65
9,253,Aaron Mullett,64
9,253,Jason Winderlich,64
9,253,Paul Puopolo,64
9,253,Mark Jamar,64
9,253,Colin Garland,64
9,253,Nick Smith,64
9,259,Thomas Liberatore,63
9,259,Anthony Miles,63
9,259,Tom Scully,63
9,259,Brent Reilly,63
9,259,Sam Lonergan,63
9,264,Luke Parker,62
9,264,Toby Greene,62
9,264,Jeff Garlett,62
9,264,Nathan Van Berlo,62
9,268,Dayne Zorko,61
9,268,Adam Kennedy,61
9,268,Brad Sewell,61
9,268,Jacob Brennan,61
9,268,Rory Thompson,61
9,268,Matthew Rosa,61
9,274,Aaron Black,60
9,274,Jordan Schroder,60
9,274,James Frawley,60
9,277,Tom Logan,59
9,277,Joel Corey,59
9,277,Greg Broughton,59
9,280,Jarryn Geary,58
9,280,Nathan Brown,58
9,280,Daniel Nicholson,58
9,280,Eric MacKenzie,58
9,280,Josh Bruce,58
9,280,Daniel Giansiracusa,58
9,280,Dustin Fletcher,58
9,280,Luke McGuane,58
9,280,Andrew Walker,58
9,289,Liam Jones,57
9,289,Darren Glass,57
9,289,Isaac Smith,57
9,289,Shane Edwards,57
9,293,Josh Kennedy Injured,56
9,293,Jack Watts,56
9,293,Sam Reid Injured,56
9,293,Michael Evans,56
9,297,Luke Dahlhaus,55
9,297,David MacKay,55
9,297,Jude Bolton,55
9,297,Clay Smith,55
9,297,Lenny Hayes,55
9,302,Rory Laird,54
9,302,Nathan Foley,54
9,302,Rhys Palmer,54
9,305,Chris Dawes,53
9,305,Liam Picken,53
9,305,Adam Tomlinson,53
9,305,Matthew Buntine,53
9,305,Daniel Gorringe,53
9,310,Cameron Guthrie,52
9,310,Steven May,52
9,310,Thomas Murphy,52
9,313,Dylan Shiel,51
9,313,Stephen Milne,51
9,313,Sam Dwyer,51
9,313,Rhys Stanley,51
9,313,Mitchell Brown,51
9,313,Tom Bellchambers,51
9,319,Dane Rampe,50
9,319,Jack Hutchins,50
9,319,Nick Maxwell,50
9,319,Martin Clarke,50
9,323,Kane Mitchell,49
9,323,Brent Guerra,49
9,325,Cameron O'Shea,48
9,325,Jared Brennan,48
9,327,George Burbury,47
9,327,Tom Williams,47
9,327,Brodie Smith,47
9,327,Zach Tuohy,47
9,327,Sam Mayes,47
9,327,Jonathan Brown,47
9,333,James Sellar,46
9,333,Leroy Jetta,46
9,333,Sean Dempster,46
9,333,Jack Riewoldt,46
9,333,Kyle Cheney,46
9,338,Jordan Lisle,45
9,338,Mitchell Brown,45
9,340,Andy Otten,44
9,340,Joshua Green,44
9,340,Robert Warnock,44
9,343,Sam Day,43
9,343,Zac Dawson,43
9,343,Marley Williams,43
9,343,Clinton Jones,43
9,343,Michael Firrito,43
9,343,Jarrod Witts,43
9,349,Ben Rutten,42
9,349,Tyrone Vickery,42
9,351,Andrew Krakouer,41
9,351,Luke Russell,41
9,353,Nick Lower,40
9,354,Max Gawn,39
9,355,Nathan Grima,38
9,355,Campbell Heath,38
9,357,Jack Newnes,37
9,357,Mark Baguley,37
9,359,Sam Jacobs,36
9,360,Jason Porplyzia,35
9,361,Sam Colquhoun,34
9,361,Tom Lonergan,34
9,361,Nicholas Suban,34
9,364,Aidan Corr,33
9,364,Ashley McGrath,33
9,366,Andrew Raines,32
9,367,Jackson Thurlow,31
9,368,Ben Kennedy,30
9,368,Andrew Moore,30
9,368,Sam Michael,30
9,368,Quinten Lynch,30
9,372,John Butcher,29
9,372,Shannon Byrnes,29
9,374,Setanta O'hAilpin,25
9,375,Matthew Broadbent,24
9,375,Jimmy Webster,24
9,377,Neville Jetta,23
9,377,Steven Morris,23
9,379,Jake King,22
9,379,Luke Tapscott,22
9,381,Michael Hurley,21
9,381,Jesse Lonergan,21
9,383,Samuel Wright,19
9,383,Jake Melksham,19
9,383,Joshua Bootsma,19
9,383,Luke Brown,19
9,387,Jake Stringer,17
9,387,Bradd Dalziell,17
9,389,Matthew White,15
9,390,Simon White,14
9,390,Curtly Hampton,14
9,392,Jed Lamb,8
9,393,Taylor Duryea,7
9,393,Majak Daw,7
9,395,Rohan Bail,6
9,396,Josh Hunt,4
