round,player,team,score
9,1,Adam Goodes,169
9,2,Jobe Watson,166
9,3,Matthew Boyd,155
9,4,Steve Johnson,151
9,5,Gary Ablett,149
9,6,Nicholas Naitanui,148
9,7,Ryan O'Keefe,143
9,7,Sam Kerridge,143
9,9,Richard Douglas,141
9,10,Michael Barlow,138
9,11,Ryan Griffen,136
9,12,Leigh Montagna,134
9,12,Harry Taylor,134
9,14,Jack Steven,133
9,15,Brent Stanton,132
9,16,Jimmy Bartel,131
9,16,David Mundy,131
9,18,Nathan Fyfe,128
9,19,Tendai Mzungu,127
9,19,Koby Stevens,127
9,19,Alex Rance,127
9,22,Christopher Mayne,126
9,23,Jack Darling,125
9,24,Jarrad Waite,124
9,24,Andrew Swallow,124
9,26,Chris Newman,123
9,26,Patrick Dangerfield,123
9,28,Bernie Vince,122
9,28,Mitch Robinson,122
9,30,Joshua Kennedy,121
9,30,Jordan Lewis,121
9,32,Max Bailey,120
9,33,Scott Pendlebury,119
9,34,Dion Prestia,118
9,35,Daniel Jackson,117
9,35,Daniel Kerr,117
9,37,Ben Cunnington,116
9,37,Jeremy Howe,116
9,39,Troy Chaplin,115
9,39,Drew Petrie,115
9,41,Michael Hibberd,114
9,41,David Zaharakis,114
9,43,Steven Motlop,113
9,43,Daniel Hannebery,113
9,43,Jack Ziebell,113
9,43,Chris Judd,113
9,47,Garrick Ibbotson,112
9,47,Jonathan Simpkin,112
9,49,Jed Adcock,111
9,49,Luke Shuey,111
9,51,Matthew Priddis,110
9,51,Kane Lucas,110
9,51,Lindsay Thomas,110
9,54,Will Minson,109
9,54,Sam Mitchell,109
9,54,Bryce Gibbs,109
9,57,Dean Cox,108
9,58,Jack Gunston,107
9,58,Paul Duffield,107
9,60,Robbie Gray,106
9,60,Jarrad McVeigh,106
9,60,Shannon Hurn,106
9,63,Marc Murphy,105
9,63,Tom Hawkins,105
9,65,Brendon Goddard,104
9,65,Hayden Ballantyne,104
9,65,Trent Cotchin,104
9,68,Kade Simpson,103
9,69,Trent McKenzie,102
9,69,Corey Enright,102
9,69,Pearce Hanley,102
9,72,Travis Boak,101
9,72,Jared Petrenko,101
9,72,Luke Ball,101
9,75,Mark Blicavs,100
9,75,Mike Pyke,100
9,75,Thomas Jonas,100
9,78,Dylan Addison,99
9,79,Todd Goldstein,98
9,79,Andrew Gaff,98
9,79,Allen Christensen,98
9,79,Lance Franklin,98
9,79,Justin Westhoff,98
9,79,Ben McGlynn,98
9,79,Brent Staker,98
9,86,Robert Murphy,97
9,86,Josh Gibson,97
9,86,Joel Patfull,97
9,89,Nick Malceski,96
9,89,Michael Johnson,96
9,89,Matthew De Boer,96
9,89,Kieren Jack,96
9,93,James Gwilt,95
9,93,Jarryd Roughead,95
9,93,Chris Masten,95
9,93,Mitchell Duncan,95
9,93,Jack Trengove,95
9,93,Shaun Burgoyne,95
9,99,Stephen Gilham,94
9,99,Brock McLean,94
9,99,Hamish Hartlett,94
9,99,Dyson Heppell,94
9,103,Chad Wingard,93
9,104,Patrick Ryder,92
9,104,Mathew Stokes,92
9,104,Matthew Kreuzer,92
9,104,Shaun Grigg,92
9,108,Jordan Russell,91
9,108,Rohan Bewick,91
9,108,Scott Selwood,91
9,108,Joel Selwood,91
9,108,Courtenay Dempsey,91
9,108,Steele Sidebottom,91
9,114,Jack Redden,90
9,114,Sam Gibson,90
9,114,Edward Curnow,90
9,114,Tom Bell,90
9,118,Josh Hill,89
9,118,Jason Johannisen,89
9,118,Lee Spurr,89
9,118,James Podsiadly,89
9,118,Ben Reid,89
9,123,Ryan Bastinac,87
9,123,Heritier Lumumba,87
9,123,Jarrad Redden,87
9,123,Ben Howlett,87
9,123,Jamie MacMillan,87
9,123,Nick Vlastuin,87
9,123,Ryan Lester,87
9,123,Jaryd Cachia,87
9,123,Daniel Wells,87
9,123,Zachary Clarke,87
9,133,Sebastian Ross,86
9,133,Clancee Pearce,86
9,133,Nathan Hrovat,86
9,133,Mark Hutchings,86
9,133,Brett Goodes,86
9,138,Aaron Hall,85
9,138,Dale Morris,85
9,138,Cameron Sutcliffe,85
9,141,Matthew Leuenberger,84
9,141,Jarryd Blair,84
9,141,Andrew Mackie,84
9,141,Taylor Adams,84
9,141,Sam Fisher,84
9,141,Ahmed Saad,84
9,141,Scott Thompson,84
9,148,Dennis Armfield,83
9,148,Nick Dal Santo,83
9,148,Travis Cloke,83
9,148,Ivan Maric,83
9,152,Benjamin Stratton,82
9,152,Brandon Matera,82
9,152,Dylan Roberton,82
9,152,Sam Grimley,82
9,156,Jamie Elliott,81
9,156,Andrejs Everitt,81
9,156,Simon Black,81
9,156,Mark Lecras,81
9,160,Nick Riewoldt,80
9,160,Scott McMahon,80
9,160,Ben McEvoy,80
9,160,Josh Jenkins,80
9,164,Nicholas Kommer,79
9,164,Bradley Hill,79
9,164,Danyle Pearce,79
9,164,Tim Mohr,79
9,164,Dustin Martin,79
9,164,Callan Ward,79
9,164,Leigh Adams,79
9,164,Brent Macaffer,79
9,172,Liam Shiels,78
9,172,Brent Harvey,78
9,172,Lewis Jetta,78
9,172,Lachie Whitfield,78
9,176,Oliver Wines,77
9,176,Jordie McKenzie,77
9,176,Jay Schulz,77
9,176,Jonathan Giles,77
9,176,James Magner,77
9,181,Tom Lynch,76
9,181,Stephen Coniglio,76
9,181,Matt Thomas,76
9,181,Luke Breust,76
9,181,Paul Seedsman,76
9,181,Campbell Brown,76
9,181,Nathan Jones,76
9,181,James Polkinghorne,76
