gameId,team,year,round,playerId,displayName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,HitOuts,Tackles,Rebounds,Inside50s,Clearances,Clangers,Frees,FreesAgainst,BrownlowVotes,ContestedPossessions,UncontestedPossessions,ContestedMarks,MarksInside50,OnePercenters,Bounces,GoalAssists,PercentPlayed,Subs,Supercoach
2018R102,Adelaide,2018,1,2015652891,Rory Atkins,58,14,8,1,6,0,2,0,2,2,4,1,1,1,0,0,4,9,0,0,0,0,1,86,,39
2018R102,Adelaide,2018,1,2005667052,Eddie Betts,278,14,7,2,7,0,2,0,2,0,1,1,1,1,0,0,6,9,0,1,3,0,1,85,,56
2018R102,Adelaide,2018,1,2012662083,Luke Brown,116,15,10,2,5,0,0,0,0,5,1,0,0,0,0,0,1,10,0,0,2,0,0,82,,62
2018R102,Adelaide,2018,1,2014678470,Matt Crouch,73,41,18,6,23,0,0,0,2,3,3,7,4,0,1,0,11,31,0,0,0,0,1,80,,105
2018R102,Adelaide,2018,1,2018689604,Tom Doedee,1,21,7,7,14,0,0,0,2,4,1,0,2,2,0,0,8,14,0,0,9,1,0,93,,86
2018R102,Adelaide,2018,1,2006687579,Richard Douglas,221,13,7,3,6,1,2,0,0,1,2,2,4,0,4,0,5,9,0,0,2,2,0,84,,50
2018R102,Adelaide,2018,1,2014697406,Cam Ellis-Yolmen,15,17,7,5,10,1,0,0,1,2,3,6,2,0,0,0,11,6,1,0,0,0,0,67,,0
2018R102,Adelaide,2018,1,2018704381,Darcy Fogarty,1,6,3,3,3,2,0,0,4,0,1,0,2,0,1,0,2,4,1,1,0,0,0,83,,48
2018R102,Adelaide,2018,1,2007712963,Bryce Gibbs,232,35,21,7,14,2,1,0,4,2,8,7,5,1,1,2,13,21,0,2,0,1,0,87,,116
2018R102,Adelaide,2018,1,2017716174,Hugh Greenwood,16,13,8,1,5,1,1,0,2,0,0,3,4,0,0,0,8,3,0,0,0,0,0,65,,45
2018R102,Adelaide,2018,1,2012721746,Curtly Hampton,61,9,6,4,3,1,0,0,3,0,3,0,0,0,0,0,0,9,0,2,0,0,0,60,,45
2018R102,Adelaide,2018,1,2013724713,Kyle Hartigan,70,11,4,4,7,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,8,0,0,96,,44
2018R102,Adelaide,2018,1,2009748959,Sam Jacobs,175,13,5,3,8,0,0,33,1,0,0,2,2,1,1,0,6,9,1,0,3,0,0,84,,90
2018R102,Adelaide,2018,1,2012743763,Josh Jenkins,115,11,6,5,5,2,2,4,3,0,2,0,5,0,3,0,6,5,3,4,3,0,1,86,,71
2018R102,Adelaide,2018,1,2015754078,Jake Kelly,35,18,11,6,7,0,0,0,2,4,2,0,2,0,1,0,3,14,1,0,3,3,1,85,,71
2018R102,Adelaide,2018,1,2013762245,Rory Laird,102,40,15,8,25,0,0,0,1,8,2,1,1,1,0,0,14,27,0,0,1,0,0,81,,137
2018R102,Adelaide,2018,1,2008774238,David Mackay,186,20,15,1,5,0,1,0,4,6,2,2,0,0,0,0,7,10,0,0,4,2,0,77,,96
2018R102,Adelaide,2018,1,2016777178,Mitch McGovern,37,9,6,4,3,1,1,0,3,0,3,1,3,0,3,0,5,4,1,0,3,0,0,88,,51
2018R102,Adelaide,2018,1,2018774782,Lachlan Murphy,1,6,4,1,2,1,1,0,2,0,0,0,0,0,0,0,3,3,0,0,1,0,0,75,,32
2018R102,Adelaide,2018,1,2012834096,Paul Seedsman,70,24,14,4,10,0,1,0,4,3,6,1,3,1,2,0,5,19,0,0,0,1,1,82,,75
2018R102,Adelaide,2018,1,2009835778,Rory Sloane,166,23,11,2,12,0,0,0,7,1,5,6,4,3,1,0,12,13,0,0,8,0,1,84,,89
2018R102,Adelaide,2018,1,2011843284,Daniel Talia,147,14,11,4,3,0,0,0,1,2,3,0,3,1,1,0,9,6,3,0,10,0,0,91,,68
2018R201,Adelaide,2018,2,2015652891,Rory Atkins,59,17,13,5,4,0,0,0,3,2,2,1,2,0,1,0,3,15,0,0,1,1,0,88,,59
2018R201,Adelaide,2018,2,2005667052,Eddie Betts,279,20,6,2,14,0,0,0,4,0,3,3,5,1,1,0,9,9,0,2,2,0,2,84,,77
2018R201,Adelaide,2018,2,2012662083,Luke Brown,117,23,17,5,6,0,0,0,3,4,3,0,2,0,0,0,6,16,0,0,1,0,1,91,,89
2018R201,Adelaide,2018,2,2014678470,Matt Crouch,74,13,6,1,7,0,0,0,0,0,1,1,2,1,1,0,9,5,1,0,1,0,0,23,,51
2018R201,Adelaide,2018,2,2018689604,Tom Doedee,2,25,10,6,15,0,0,0,0,3,3,0,2,3,1,0,14,11,1,0,4,0,0,89,,115
2018R201,Adelaide,2018,2,2014697406,Cam Ellis-Yolmen,16,28,10,8,18,1,0,0,7,0,1,3,5,0,1,0,13,14,0,1,0,0,0,79,,0
2018R201,Adelaide,2018,2,2018704381,Darcy Fogarty,2,7,5,5,2,2,0,0,3,0,3,0,3,0,2,0,3,4,1,2,2,0,0,73,,44
2018R201,Adelaide,2018,2,2007712963,Bryce Gibbs,233,28,20,3,8,1,2,0,4,3,7,8,3,4,0,0,20,9,2,0,0,0,1,83,,127
2018R201,Adelaide,2018,2,2017716174,Hugh Greenwood,17,26,11,1,15,1,1,0,2,0,0,8,1,0,0,0,19,8,0,0,2,0,0,76,,111
2018R201,Adelaide,2018,2,2013724713,Kyle Hartigan,71,20,10,8,10,0,0,0,1,3,3,0,3,2,1,0,4,16,0,0,7,0,0,95,,63
2018R201,Adelaide,2018,2,2009748959,Sam Jacobs,176,20,13,6,7,0,0,40,2,0,5,3,0,1,0,0,7,13,1,0,2,0,1,92,,116
2018R201,Adelaide,2018,2,2012743763,Josh Jenkins,116,16,12,6,4,5,2,8,2,0,1,0,1,4,0,0,8,8,3,3,3,0,0,96,,115
2018R201,Adelaide,2018,2,2015754078,Jake Kelly,36,28,16,6,12,0,0,0,1,5,0,0,2,3,1,0,8,18,0,0,2,0,0,93,,94
2018R201,Adelaide,2018,2,2013762245,Rory Laird,103,42,29,9,13,0,0,0,0,8,7,3,9,1,0,3,8,32,0,0,2,0,1,89,,120
2018R201,Adelaide,2018,2,2008774238,David Mackay,187,13,7,3,6,0,0,0,1,2,0,1,3,0,1,0,2,11,0,0,2,0,0,61,,49
2018R201,Adelaide,2018,2,2016777178,Mitch McGovern,38,12,9,5,3,0,0,0,0,0,5,0,3,0,1,0,3,8,0,0,1,0,2,91,,41
2018R201,Adelaide,2018,2,2016776481,Wayne Milera,25,19,13,6,6,0,0,0,2,2,4,3,3,3,0,0,8,11,0,0,1,0,3,85,,74
2018R201,Adelaide,2018,2,2018774782,Lachlan Murphy,2,10,8,2,2,2,2,0,3,2,4,1,0,1,0,0,6,6,0,0,0,1,1,87,,80
2018R201,Adelaide,2018,2,2012834096,Paul Seedsman,71,28,15,2,13,0,2,0,3,0,4,2,2,1,0,0,11,18,0,0,1,1,1,88,,99
2018R201,Adelaide,2018,2,2009835778,Rory Sloane,167,25,13,4,12,2,0,0,7,1,2,3,3,3,1,2,15,13,1,0,3,0,0,74,,141
2018R201,Adelaide,2018,2,2011843284,Daniel Talia,148,18,9,8,9,0,0,0,0,0,2,0,1,0,1,0,10,7,3,0,5,0,0,81,,83
2018R201,Adelaide,2018,2,2009877055,Taylor Walker,154,11,9,5,2,4,0,0,0,0,4,0,5,0,1,0,6,5,3,2,2,0,0,81,,70
2018R305,Adelaide,2018,3,2015652891,Rory Atkins,60,22,12,8,10,2,0,0,2,3,3,2,3,0,0,0,5,17,0,1,1,0,0,82,,80
2018R305,Adelaide,2018,3,2005667052,Eddie Betts,280,16,10,6,6,3,2,0,2,0,3,1,2,0,1,0,4,11,1,3,1,0,0,85,,80
2018R305,Adelaide,2018,3,2012662083,Luke Brown,118,23,17,6,6,0,0,0,4,6,1,1,0,2,0,0,8,13,0,0,3,0,1,84,,113
2018R305,Adelaide,2018,3,2018689604,Tom Doedee,3,15,10,5,5,0,0,0,2,5,0,1,0,1,0,0,5,9,1,0,5,0,0,82,,85
2018R305,Adelaide,2018,3,2006687579,Richard Douglas,222,22,11,4,11,1,1,0,5,1,2,4,2,2,1,0,12,10,0,1,2,2,2,85,,114
