year,round,player,team,score
2014,1,Jobe Watson,Bombers,157
2014,1,Joel Selwood,Cats,157
2014,1,Adam Treloar,Giants,154
2014,1,Clinton Jones,Saints,152
2014,1,Oliver Wines,Power,145
2014,1,Dion Prestia,Suns,144
2014,1,Mark Lecras,Eagles,144
2014,1,Nathan Jones,Demons,142
2014,1,Luke Breust,Hawks,140
2014,1,Gary Ablett,Suns,140
2014,1,Brendon Goddard,Bombers,139
2014,1,Dayne Beams,Magpies,136
2014,1,Brett Deledio,Tigers,136
2014,1,David Swallow,Suns,135
2014,1,Nick Riewoldt,Saints,133
2014,1,Michael Barlow,Dockers,132
2014,1,Shane Mumford,Giants,132
2014,1,Callan Ward,Giants,131
2014,1,Matthew Rosa,Eagles,128
2014,1,Scott Pendlebury,Magpies,127
2014,1,Aaron Sandilands,Dockers,127
2014,1,Paul Chapman,Bombers,124
2014,1,Nathan Fyfe,Dockers,122
2014,1,Danyle Pearce,Dockers,122
2014,1,Marc Murphy,Blues,122
2014,1,Dayne Zorko,Lions,121
2014,1,Matt Thomas,Tigers,121
2014,1,Cale Hooker,Bombers,121
2014,1,David Ellard,Blues,120
2014,1,Grant Birchall,Hawks,120
2014,1,Justin Westhoff,Power,119
2014,1,Sean Dempster,Saints,118
2014,1,Trent Cotchin,Tigers,118
2014,1,Robert Murphy,Bulldogs,118
2014,1,Jarryd Roughead,Hawks,117
2014,1,Jaeger O'Meara,Suns,117
2014,1,Steve Johnson,Cats,116
2014,1,Jimmy Bartel,Cats,115
2014,1,Dean Cox,Eagles,115
2014,1,Edward Curnow,Blues,115
2014,1,Ben Howlett,Bombers,114
2014,1,Dyson Heppell,Bombers,114
2014,1,Scott Selwood,Eagles,114
2014,1,Jackson Macrae,Bulldogs,113
2014,1,Sam Jacobs,Crows,113
2014,1,Josh Saunders,Saints,112
2014,1,Tom Langdon,Magpies,111
2014,1,Dom Tyson,Demons,111
2014,1,Kane Cornes,Power,111
2014,1,Matthew Boyd,Bulldogs,110
2014,1,Farren Ray,Saints,110
2014,1,Ben McEvoy,Hawks,110
2014,1,Andrew Mackie,Cats,109
2014,1,Robbie Gray,Power,109
2014,1,Greg Broughton,Suns,109
2014,1,Stephen Coniglio,Giants,108
2014,1,Liam Shiels,Hawks,108
2014,1,Matthew Jaensch,Crows,107
2014,1,Bernie Vince,Demons,107
2014,1,Patrick Dangerfield,Crows,107
2014,1,Mathew Stokes,Cats,107
2014,1,Jared Polec,Power,107
2014,1,Shaun Hampson,Tigers,107
2014,1,Jack Darling,Eagles,106
2014,1,Matthew De Boer,Dockers,106
2014,1,Jay Schulz,Power,106
2014,1,Andrew Gaff,Eagles,105
2014,1,Kade Simpson,Blues,105
2014,1,James Gwilt,Saints,105
2014,1,Matthew Priddis,Eagles,105
2014,1,Luke Ball,Magpies,105
2014,1,David Myers,Bombers,105
2014,1,Tendai Mzungu,Dockers,105
2014,1,Jake Spencer,Demons,104
2014,1,Michael Johnson,Dockers,104
2014,1,Brad Ebert,Power,104
2014,1,Tom Scully,Giants,104
2014,1,Rory Sloane,Crows,103
2014,1,Shaun Burgoyne,Hawks,103
2014,1,Jackson Merrett,Bombers,102
2014,1,Josh Hunt,Giants,102
2014,1,James Kelly,Cats,102
2014,1,Dustin Martin,Tigers,102
2014,1,Lindsay Thomas,Kangaroos,101
2014,1,Chad Wingard,Power,100
2014,1,Luke Dunstan,Saints,100
2014,1,Jack Grimes,Demons,100
2014,1,Eric MacKenzie,Eagles,100
2014,1,Trent West,Lions,100
2014,1,Shannon Hurn,Eagles,99
2014,1,Sam Mayes,Lions,99
2014,1,Bryce Gibbs,Blues,99
2014,1,Reece Conca,Tigers,99
2014,1,Luke Hodge,Hawks,98
2014,1,Tom Hickey,Saints,98
2014,1,Steven May,Suns,98
2014,1,Jarrod Harbrow,Suns,97
2014,1,Jordan Lewis,Hawks,97
2014,1,Corey Enright,Cats,97
2014,1,Nick Dal Santo,Kangaroos,96
2014,1,Bradley Hill,Hawks,96
2014,1,Toby Greene,Giants,96
2014,1,Patrick Ryder,Bombers,96
2014,1,Isaac Smith,Hawks,96
2014,1,Luke Parker,Swans,95
2014,1,Liam Picken,Bulldogs,95
2014,1,Jeremy Laidler,Swans,95
2014,1,Tom Rockliff,Lions,95
2014,1,Stephen Hill,Dockers,95
2014,1,Jack Watts,Demons,95
2014,1,David Mundy,Dockers,95
2014,1,Tom Mitchell,Swans,93
2014,1,Luke Dahlhaus,Bulldogs,93
2014,1,Lachlan Hunter,Bulldogs,92
