year,round,player,team,score
2019,1,Marcus Bontempelli,Bulldogs,158
2019,1,Rory Sloane,Crows,155
2019,1,Stephen Coniglio,Giants,154
2019,1,Justin Westhoff,Power,149
2019,1,Nathan Fyfe,Dockers,147
2019,1,Dominic Sheed,Eagles,144
2019,1,Christian Salem,Demons,139
2019,1,Matt Crouch,Crows,138
2019,1,Tom Rockliff,Power,138
2019,1,Nic Newman,Blues,134
2019,1,Jackson Macrae,Bulldogs,132
2019,1,Jake Lloyd,Swans,131
2019,1,Jacob Hopper,Giants,129
2019,1,Toby Nankervis,Tigers,127
2019,1,Lachie Neale,Lions,127
2019,1,Patrick Cripps,Blues,126
2019,1,Jamie MacMillan,Kangaroos,124
2019,1,Cameron McCarthy,Dockers,121
2019,1,Travis Boak,Power,119
2019,1,Darcy Tucker,Dockers,119
2019,1,Brayden Fiorini,Suns,118
2019,1,Harris Andrews,Lions,117
2019,1,Jack Steele,Saints,115
2019,1,Jarrod Berry,Lions,115
2019,1,Hugh McCluggage,Lions,114
2019,1,Adam Saad,Bombers,114
2019,1,Dayne Zorko,Lions,112
2019,1,Tim Taranto,Giants,112
2019,1,Bachar Houli,Tigers,112
2019,1,Adam Tomlinson,Giants,111
2019,1,Charlie Cameron,Lions,110
2019,1,James Worpel,Hawks,110
2019,1,Dustin Martin,Tigers,109
2019,1,Zac Fisher,Blues,109
2019,1,Michael Walters,Dockers,109
2019,1,Bradley Hill,Dockers,108
2019,1,Rhys Stanley,Cats,108
2019,1,Shannon Hurn,Eagles,108
2019,1,Sam Taylor,Giants,108
2019,1,Tim Kelly,Cats,106
2019,1,Charlie Ballard,Suns,105
2019,1,Jaeger O'Meara,Hawks,105
2019,1,Lachie Whitfield,Giants,105
2019,1,Caleb Daniel,Bulldogs,104
2019,1,Lachlan Hunter,Bulldogs,104
2019,1,Jack Gunston,Hawks,103
2019,1,James Harmes,Demons,103
2019,1,Bailey Scott,Kangaroos,103
2019,1,Willem Drew,Power,103
2019,1,Rory Laird,Crows,102
2019,1,Todd Goldstein,Kangaroos,102
2019,1,Luke Dahlhaus,Cats,102
2019,1,Adam Treloar,Magpies,102
2019,1,Ben McEvoy,Hawks,102
2019,1,Sam Menegola,Cats,101
2019,1,Dylan Shiel,Bombers,101
2019,1,Touk Miller,Suns,101
2019,1,Luke Shuey,Eagles,101
2019,1,James Sicily,Hawks,100
2019,1,Mitchell Duncan,Cats,100
2019,1,Phil Davis,Giants,100
2019,1,Jared Polec,Kangaroos,100
2019,1,Harry Taylor,Cats,100
2019,1,Jeremy Cameron,Giants,100
2019,1,Callum Sinclair,Swans,99
2019,1,Brad Ebert,Power,99
2019,1,Trent Cotchin,Tigers,98
2019,1,Dayne Beams,Magpies,98
2019,1,Andrew Phillips,Blues,98
2019,1,Edward Curnow,Blues,98
2019,1,Jack Bowes,Suns,98
2019,1,Josh Dunkley,Bulldogs,98
2019,1,Joel Selwood,Cats,98
2019,1,Daniel Rich,Lions,97
2019,1,Alex Witherden,Lions,97
2019,1,Patrick Dangerfield,Cats,97
2019,1,Blake Hardwick,Hawks,96
2019,1,Sam Lloyd,Bulldogs,96
2019,1,Brandan Parfitt,Cats,96
2019,1,Scott Pendlebury,Magpies,96
2019,1,Lachlan Plowman,Blues,96
2019,1,Mitchell Wallis,Bulldogs,96
2019,1,Toby McLean,Bulldogs,95
2019,1,Rhys Mathieson,Lions,95
2019,1,Josh Bruce,Saints,95
2019,1,Kane Lambert,Tigers,95
2019,1,Thomas Stewart,Cats,95
2019,1,Anthony Miles,Suns,95
2019,1,Jack Higgins,Tigers,94
2019,1,Josh Kennedy Injured,Swans,94
2019,1,Daniel McKenzie,Saints,94
2019,1,Alex Sexton,Suns,93
2019,1,Dale Thomas,Blues,93
2019,1,Bradley Sheppard,Eagles,93
2019,1,Shane Edwards,Tigers,92
2019,1,Dyson Heppell,Bombers,92
2019,1,Ed Langdon,Dockers,92
2019,1,Jack Steven,Saints,92
2019,1,Jarryd Lyons,Lions,92
2019,1,Jack Newnes,Saints,92
2019,1,Ben Cunnington,Kangaroos,91
2019,1,Brad Crouch,Crows,91
2019,1,Marc Murphy,Blues,91
2019,1,Luke Ryan,Dockers,91
2019,1,Harry Cunningham,Swans,91
2019,1,Robbie Gray,Power,91
2019,1,Dan Houston,Power,91
2019,1,Tom Papley,Swans,90
2019,1,Aaron Naughton,Bulldogs,90
2019,1,David Zaharakis,Bombers,90
2019,1,Jack Watts,Power,90
2019,1,Tom Hawkins,Cats,89
2019,1,Jeremy Howe,Magpies,89
2019,1,Angus Brayshaw,Demons,89
2019,1,Jack Graham,Tigers,88
2019,1,Jack Billings,Saints,88
2019,1,Peter Wright,Suns,88
2019,1,George Hewett,Swans,88
2019,1,Jake Melksham,Demons,88
2019,1,Riley Bonner,Power,88
2019,1,Alex Pearce,Dockers,88
2019,1,Dane Rampe,Swans,87
2019,1,Jeremy McGovern,Eagles,87
2019,1,Brent Daniels,Giants,87
2019,1,Harry McKay,Blues,87
2019,1,Steele Sidebottom,Magpies,87
2019,1,Matthew Parker,Saints,87
2019,1,Jarrod Witts,Suns,87
2019,1,Max Gawn,Demons,87
2019,1,Jade Gresham,Saints,86
2019,1,Sebastian Ross,Saints,86
2019,1,Sam Jacobs,Crows,86
2019,1,Jacob Weitering,Blues,86
2019,1,David Swallow,Suns,86
2019,1,Luke Dunstan,Saints,86
2019,1,Lincoln McCarthy,Lions,86
2019,1,Luke Parker,Swans,86
2019,1,David Mirra,Hawks,85
2019,1,Jarrad McVeigh,Swans,85
2019,1,Isaac Heeney,Swans,85
2019,1,Jack Lonie,Saints,85
2019,1,Charlie Constable,Cats,85
2019,1,Zak Jones,Swans,85
2019,1,Matthew Suckling,Bulldogs,85
2019,1,Dawson Simpson,Giants,85
2019,1,Jack Redden,Eagles,85
2019,1,Trent Dumont,Kangaroos,84
2019,1,Jamie Elliott,Magpies,84
2019,1,Heath Shaw,Giants,84
2019,1,Brett Deledio,Giants,84
2019,1,Shaun Higgins,Kangaroos,84
2019,1,Gary Ablett,Cats,84
2019,1,Jake Kelly,Crows,84
2019,1,Christopher Mayne,Magpies,84
2019,1,Josh Battle,Saints,84
2019,1,Oscar McInerney,Lions,84
2019,1,Lachlan Keeffe,Giants,84
2019,1,Oscar Allen,Eagles,83
2019,1,Elliot Yeo,Eagles,83
2019,1,Aliir Aliir,Swans,83
2019,1,Kade Simpson,Blues,83
2019,1,Jack Crisp,Magpies,83
2019,1,Wayne Milera,Crows,82
2019,1,Zachary Williams,Giants,82
2019,1,Daniel Rioli,Tigers,82
2019,1,Tom Langdon,Magpies,82
2019,1,Kamdyn Mcintosh,Tigers,82
2019,1,Wil Powell,Suns,82
2019,1,Ricky Henderson,Hawks,82
2019,1,Dion Prestia,Tigers,82
2019,1,Stefan Martin,Lions,82
2019,1,Jasper Pittard,Kangaroos,82
2019,1,Rory Lobb,Dockers,82
2019,1,Matthew De Boer,Giants,82
2019,1,Brodie Grundy,Magpies,81
2019,1,Ryan Burton,Power,81
2019,1,Jonathon Ceglar,Hawks,81
2019,1,Brodie Smith,Crows,81
2019,1,Darcy Macpherson,Suns,80
2019,1,Kyle Langford,Bombers,80
2019,1,Luke Davies-Uniacke,Kangaroos,80
2019,1,Tom Phillips,Magpies,79
2019,1,Tom Lynch,Crows,79
2019,1,Jarrod Harbrow,Suns,79
2019,1,Jack Martin,Suns,79
2019,1,Callum Mills,Swans,79
2019,1,Shaun Atley,Kangaroos,79
2019,1,Toby Greene,Giants,78
2019,1,Adam Kennedy,Giants,78
2019,1,Daniel Talia,Crows,77
2019,1,Darcy Moore,Magpies,77
2019,1,Devon Smith,Bombers,77
2019,1,Jack Sinclair,Saints,77
2019,1,Reece Conca,Dockers,76
2019,1,Robbie Tarrant,Kangaroos,76
2019,1,Darcy Byrne-Jones,Power,76
2019,1,Andrew Brayshaw,Dockers,75
2019,1,Thomas Liberatore,Bulldogs,75
2019,1,Conor Nash,Hawks,75
2019,1,Jack Darling,Eagles,75
2019,1,Matthew Taberner,Dockers,74
2019,1,Rory Atkins,Crows,74
2019,1,Bayley Fritsch,Demons,74
2019,1,Daniel Lloyd,Giants,73
2019,1,David Mundy,Dockers,73
2019,1,James Aish,Magpies,73
2019,1,Luke Hodge,Lions,73
2019,1,Karl Amon,Power,73
2019,1,Harrison Himmelberg,Giants,72
2019,1,Jarman Impey,Hawks,72
2019,1,Luke Breust,Hawks,72
2019,1,Jack Hombsch,Suns,72
