gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall,homeWin,homeTeamLastWin,awayTeamLastWin,awayTravel,homeTravel,homeTeamChanges,awayTeamChanges,homeGameDifference,awayGameDifference,homeTeamImportanceDifference,awayTeamImportanceDifference,homeTeamImportanceLastGame,awayTeamImportanceLastGame,homeTeamImportanceLastFiveGames,awayTeamImportanceLastFiveGames,homeTeamImportanceSeasonAverage,awayTeamImportanceSeasonAverage,homeLadderPosition,awayLadderPosition
2012R101,2012,1,2012-03-24,Stadium Australia,7:20 PM,38203,Greater Western Sydney,37,Sydney,100,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,7
2012R102,2012,1,2012-03-29,M.C.G.,7:45 PM,78285,Richmond,81,Carlton,125,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5
2012R103,2012,1,2012-03-30,M.C.G.,7:50 PM,78466,Hawthorn,137,Collingwood,115,0.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
2012R104,2012,1,2012-03-31,M.C.G.,1:45 PM,33473,Melbourne,78,Brisbane Lions,119,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,15
2012R105,2012,1,2012-03-31,Carrara,3:45 PM,12790,Gold Coast,68,Adelaide,137,0.0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,14
2012R106,2012,1,2012-03-31,Subiaco,4:45 PM,34601,Fremantle,105,Geelong,101,0.0,2,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2
2012R107,2012,1,2012-03-31,Docklands,7:45 PM,45818,North Melbourne,102,Essendon,104,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8
2012R108,2012,1,2012-01-04,Docklands,1:10 PM,24977,Western Bulldogs,87,West Coast,136,0.0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4
2012R109,2012,1,2012-01-04,Football Park,4:10 PM,21179,Port Adelaide,89,St Kilda,85,0.0,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6
2012R201,2012,2,2012-05-04,Gabba,7:40 PM,25913,Brisbane Lions,63,Carlton,154,0.0,0,1,1,3,0,1,0,27,0,0.0,0.0,57.56818182,75.18181818,64.79886364,76.47765152,67.31513348,74.51733405,15,5
2012R202,2012,2,2012-07-04,Docklands,1:45 PM,34118,Essendon,111,Port Adelaide,86,3.6,2,1,1,2,0,2,1,36,-37,-63.18333333,-51.75,71.11363636,66.25,70.73257576,68.63409091,72.44422799,69.33860029,8,16
2012R203,2012,2,2012-07-04,S.C.G.,2:10 PM,22242,Sydney,94,Fremantle,81,0.0,2,1,1,4,0,3,1,-403,-3,-64.2962963,-29.5,67.70454545,66.29545455,73.59545455,75.57121212,75.42106782,74.80453644,7,11
2012R204,2012,2,2012-07-04,Subiaco,2:40 PM,35674,West Coast,166,Melbourne,58,0.0,2,1,0,3,0,0,5,0,130,0.0,-62.10833333,71.25,72.68181818,78.41363636,69.69090909,78.4133658,69.50496032,4,13
2012R205,2012,2,2012-07-04,Football Park,7:10 PM,34021,Adelaide,82,Western Bulldogs,64,0.0,2,1,0,2,0,0,2,0,-143,0.0,-64.56944444,68.93181818,66.84090909,74.7280303,71.96931818,74.50548341,70.48897006,14,10
2012R206,2012,2,2012-07-04,M.C.G.,7:40 PM,57268,Collingwood,85,Richmond,64,3.6,2,0,0,0,0,2,2,-310,-48,-93.13194444,-51.0,75.72727273,82.22727273,76.89886364,80.46590909,78.05434704,77.50719697,1,12
2012R207,2012,2,2012-08-04,Bellerive Oval,1:10 PM,11127,North Melbourne,183,Greater Western Sydney,54,0.4,2,0,0,3,2,1,2,9,-62,-46.0,-71.40625,73.0,72.72727273,70.59318182,66.19090909,70.56949856,65.7119228,9,18
2012R208,2012,2,2012-08-04,Docklands,4:40 PM,21078,St Kilda,139,Gold Coast,47,0.0,2,0,0,0,0,3,3,330,-8,-39.46428571,-65.08518519,67.40909091,64.29545455,73.52272727,67.86287879,72.24165765,65.83943903,6,17
2012R209,2012,2,2012-09-04,M.C.G.,3:10 PM,69231,Geelong,92,Hawthorn,90,1.4,2,0,1,0,1,2,1,162,-136,-37.25,-102.9444444,69.77272727,75.40909091,75.29545455,83.98181818,74.39917027,82.99751984,2,3
2012R301,2012,3,2012-04-13,M.C.G.,7:50 PM,84259,Carlton,122,Collingwood,62,0.4,2,1,1,0,0,2,3,199,-31,-0.261111111,-26.48333333,66.84090909,79.5,75.06287879,79.36212121,75.54290079,80.77070922,5,1
2012R302,2012,3,2012-04-14,M.C.G.,1:45 PM,49826,Richmond,133,Melbourne,74,0.0,2,0,0,0,0,1,4,53,170,17.77142857,-5.694444444,77.45454545,56.63636364,78.9469697,70.0,77.77185523,69.13581091,12,13
2012R303,2012,3,2012-04-14,Football Park,1:40 PM,19032,Port Adelaide,83,Sydney,105,0.0,0,0,1,2,0,1,3,99,154,59.75,-6.238644689,59.90909091,66.54545455,64.63484848,72.58409091,65.58488595,74.7262321,16,7
2012R304,2012,3,2012-04-14,Subiaco,2:40 PM,33473,Fremantle,64,Brisbane Lions,35,0.0,2,0,0,0,0,1,5,-95,179,-64.38461538,17.00315018,83.70454545,61.52272727,75.51590909,60.76363636,76.85451493,63.98412698,11,15
2012R305,2012,3,2012-04-14,Carrara,7:40 PM,17069,Gold Coast,88,Essendon,105,9.2,0,0,1,3,0,4,5,-181,327,32.99479167,-4.088650794,54.68181818,58.15909091,60.05909091,64.92159091,59.45885548,70.77619565,17,8
2012R306,2012,3,2012-04-14,Docklands,7:40 PM,28971,Western Bulldogs,40,St Kilda,103,0.0,0,0,1,0,0,1,1,-1,-70,30.62698413,-41.0,71.36363636,65.86363636,69.95454545,74.72272727,70.75745801,75.85759127,10,6
2012R307,2012,3,2012-04-15,Blacktown,1:10 PM,6875,Greater Western Sydney,69,West Coast,150,0.0,0,0,1,4,0,3,4,-172,554,-31.42777778,37.72478632,66.52272727,68.86363636,71.25454545,67.45909091,68.99788261,70.3594364,18,4
2012R308,2012,3,2012-04-15,M.C.G.,3:15 PM,33524,Hawthorn,140,Adelaide,84,0.0,2,0,1,2,0,3,2,36,118,3.613034188,42.93333333,71.0,82.70454545,75.54545455,72.22954545,79.58804996,71.87103616,3,14
2012R309,2012,3,2012-04-15,Docklands,4:40 PM,29630,North Melbourne,131,Geelong,114,0.0,2,1,1,1,0,2,3,-49,106,-26.81944444,13.94166667,78.65909091,78.70454545,76.70984848,74.84090909,76.31634817,74.49120766,9,2
2012R401,2012,4,2012-04-20,Docklands,7:50 PM,30172,St Kilda,79,Fremantle,92,2.4,0,1,1,4,0,0,3,0,54,0.0,12.10018315,65.86363636,82.45454545,75.12575758,74.97045455,76.7438207,75.68471629,6,11
2012R402,2012,4,2012-04-21,M.C.G.,1:45 PM,73172,Carlton,79,Essendon,109,2.6,0,1,1,0,0,1,3,-42,6,-38.6974359,17.19318182,70.61363636,57.90909091,77.45719697,63.6,77.75721021,69.35432841,5,8
2012R403,2012,4,2012-04-21,Docklands,2:10 PM,30741,Collingwood,97,Port Adelaide,73,2.6,2,0,0,2,0,5,3,309,28,26.07009158,9.181818182,73.77272727,59.59090909,74.47575758,65.38257576,74.56940209,67.65509036,1,16
2012R404,2012,4,2012-04-21,Football Park,4:10 PM,28261,Adelaide,96,Greater Western Sydney,50,0.0,2,0,0,2,0,5,3,172,-246,-8.97516317,19.00907888,77.13636364,62.15909091,73.4094697,67.27727273,72.96698576,66.5038296,14,18
2012R405,2012,4,2012-04-21,Subiaco,5:40 PM,40080,West Coast,51,Hawthorn,46,0.0,2,1,1,3,0,3,2,-368,-83,-53.53903319,66.56666667,72.90909091,67.13636364,74.00454545,70.52954545,78.12000386,74.56781552,4,3
2012R406,2012,4,2012-04-21,Gabba,7:40 PM,21980,Brisbane Lions,111,Gold Coast,46,0.0,2,0,0,0,0,5,1,-346,-159,-9.732142857,-2.026923077,60.84090909,61.79545455,62.99659091,67.95340909,66.41541687,66.73123824,15,17
2012R407,2012,4,2012-04-22,Kardinia Park,1:10 PM,21952,Geelong,75,Richmond,65,7.2,2,0,1,1,0,3,1,21,9,-0.492279942,21.33333333,75.06818182,73.36363636,75.04090909,78.00795455,74.1997581,77.7022592,2,12
2012R408,2012,4,2012-04-22,S.C.G.,3:15 PM,21049,Sydney,113,North Melbourne,77,0.0,2,1,1,2,0,2,0,234,0,29.35164835,0.0,66.09090909,78.81818182,71.31060606,77.39356061,73.97959228,76.91530657,7,9
2012R409,2012,4,2012-04-22,M.C.G.,4:40 PM,33565,Melbourne,67,Western Bulldogs,88,1.4,0,0,0,0,0,2,4,-155,53,24.91944444,12.80069722,53.97727273,66.68181818,67.25113636,67.50416667,66.47164414,68.17648882,13,10
2012R501,2012,5,2012-04-25,M.C.G.,2:40 PM,86932,Collingwood,80,Essendon,79,19.0,2,1,1,0,0,2,1,-46,38,10.49166667,15.76923077,71.88636364,56.43181818,72.42159091,62.99545455,73.30078716,69.42912549,1,8
2012R502,2012,5,2012-04-27,Subiaco,6:45 PM,38847,Fremantle,57,Carlton,65,0.0,0,1,0,3,0,2,5,133,-158,-10.10568182,21.83255342,81.56818182,67.13636364,76.81363636,72.10151515,76.66096679,72.8044369,11,5
2012R503,2012,5,2012-04-28,Manuka Oval,1:45 PM,9128,Greater Western Sydney,62,Western Bulldogs,104,0.0,0,0,1,2,1,6,2,460,211,0.016892136,-7.530952381,63.54545455,68.97727273,69.07045455,68.96931818,66.76764096,69.88799968,18,10
2012R504,2012,5,2012-04-28,Docklands,4:40 PM,17680,North Melbourne,127,Gold Coast,93,0.0,2,0,0,0,0,3,5,167,607,12.43627137,22.12599567,74.20454545,56.70454545,75.12840909,63.31590909,74.42380108,61.16687095,9,17
2012R505,2012,5,2012-04-28,M.C.G.,7:40 PM,24877,Melbourne,66,St Kilda,84,0.0,0,0,0,0,0,2,2,14,19,-21.71422848,-19.91071429,58.22727273,71.61363636,70.58863636,77.30909091,68.68391604,78.22054324,13,6
2012R506,2012,5,2012-04-28,Gabba,7:45 PM,15534,Brisbane Lions,41,Geelong,79,38.4,0,1,1,3,0,1,2,3,-261,12.76923077,-5.108333333,61.86363636,74.63636364,65.05,74.68181818,68.38462686,74.84980736,15,2
2012R507,2012,5,2012-04-29,York Park,1:10 PM,19217,Hawthorn,69,Sydney,106,0.0,0,0,1,4,4,4,3,107,-418,-30.17703182,-11.33174603,70.31818182,67.72727273,75.39204545,73.68636364,79.533214,76.02696522,3,7
2012R508,2012,5,2012-04-29,Docklands,3:15 PM,28464,Richmond,97,West Coast,107,1.6,0,0,1,4,0,1,2,16,-19,-17.30555556,-5.855952381,74.29545455,70.95454545,78.2,73.51022727,77.85828506,78.03373599,12,4
2012R509,2012,5,2012-04-29,Football Park,4:10 PM,41649,Adelaide,110,Port Adelaide,91,0.0,2,1,0,0,0,4,2,-67,-73,25.96847944,8.538194444,78.65909091,61.38636364,70.27045455,65.24772727,68.56049817,67.19227927,14,16
2012R601,2012,6,2012-04-05,Docklands,7:50 PM,38155,Western Bulldogs,77,Collingwood,98,4.0,0,1,1,0,0,2,3,-367,5,-19.35747863,1.89401455,69.18181818,71.56818182,70.95454545,71.84545455,72.38544682,73.2376625,10,1
2012R602,2012,6,2012-05-05,Docklands,1:40 PM,36361,Essendon,129,Brisbane Lions,62,0.0,2,0,0,0,0,3,3,-140,127,-19.32543498,-9.522925685,60.72727273,64.02272727,66.87727273,64.42954545,72.58894756,69.46467909,8,15
2012R603,2012,6,2012-05-05,Kardinia Park,1:45 PM,18010,Geelong,119,Melbourne,76,0.0,2,1,0,1,0,4,2,19,-18,13.18311887,4.269047619,77.27272727,58.54545455,73.39583333,70.85454545,72.68725818,68.91894965,2,13
2012R604,2012,6,2012-05-05,Carrara,4:40 PM,11670,Gold Coast,87,Fremantle,94,0.0,0,0,0,4,0,1,2,8,64,46.33333333,6.683035714,54.93181818,78.09090909,61.17575758,75.48636364,59.49158266,75.86474205,17,11
2012R605,2012,6,2012-05-05,S.C.G.,7:40 PM,23969,Sydney,94,Adelaide,99,0.0,0,1,1,2,0,0,1,0,-48,0.0,-24.075,67.88636364,82.84090909,73.89848485,74.08181818,76.21865902,72.59004302,7,14
2012R606,2012,6,2012-05-05,M.C.G.,7:40 PM,42290,St Kilda,88,Hawthorn,123,0.0,0,1,0,0,0,3,3,-97,-16,6.34047619,1.984722222,66.22727273,71.11363636,75.24090909,76.0,76.65561241,78.50988907,6,3
2012R607,2012,6,2012-06-05,Docklands,1:10 PM,28213,Carlton,110,Greater Western Sydney,43,1.6,2,1,0,2,0,3,7,298,-306,29.21611722,9.460260771,64.31818182,62.56818182,68.81098485,65.26590909,69.44002429,64.09636573,5,18
2012R608,2012,6,2012-06-05,Football Park,2:45 PM,18522,Port Adelaide,54,Richmond,91,0.0,0,0,0,2,0,3,2,100,23,24.48571623,-7.254166667,55.70454545,78.68181818,60.84090909,80.42272727,64.32158731,78.30968644,16,12
2012R609,2012,6,2012-06-05,Subiaco,2:40 PM,37202,West Coast,120,North Melbourne,95,10.4,2,1,1,3,0,5,1,162,27,23.85573529,46.25,64.04545455,75.06818182,68.63636364,73.70454545,72.25810438,73.00138942,4,9
2012R701,2012,7,2012-11-05,M.C.G.,7:50 PM,36430,Melbourne,49,Hawthorn,115,1.8,0,0,1,0,0,3,2,24,6,15.98809524,-14.42857143,58.72727273,71.86363636,67.57727273,77.38939394,66.87271917,79.81622902,13,3
2012R702,2012,7,2012-12-05,Football Park,12:45 PM,35535,Adelaide,122,Geelong,72,0.0,2,1,1,2,0,1,3,19,259,-12.7625,-7.058891612,80.79545455,75.65909091,74.36590909,75.19545455,72.60839133,74.95316424,14,2
2012R703,2012,7,2012-12-05,Manuka Oval,1:40 PM,8603,Greater Western Sydney,94,Gold Coast,67,0.0,2,0,0,0,1,6,3,271,-180,-5.371114996,-25.67881016,70.56818182,57.84090909,73.20454545,64.94621212,69.22258508,64.44840392,18,17
2012R704,2012,7,2012-12-05,M.C.G.,4:40 PM,40352,Richmond,91,Sydney,62,0.2,2,1,0,2,0,1,2,-59,389,-19.54017857,16.603125,79.43181818,67.52272727,81.15454545,72.4,79.23888299,74.56538601,12,7
2012R705,2012,7,2012-12-05,Gabba,7:40 PM,27926,Brisbane Lions,58,Collingwood,116,0.0,0,0,1,3,0,5,4,91,50,-3.580178482,11.05347222,59.09090909,65.34090909,64.0969697,69.07272727,68.68975055,71.49328389,15,1
2012R706,2012,7,2012-12-05,Docklands,7:40 PM,43260,Essendon,113,West Coast,52,0.2,2,1,1,4,0,0,2,0,138,0.0,38.78571429,60.72727273,64.20454545,66.40909091,67.72272727,73.57786696,70.6959111,8,4
2012R707,2012,7,2012-05-13,Docklands,1:10 PM,20885,North Melbourne,83,Western Bulldogs,101,3.6,0,0,0,0,0,3,4,-32,200,-6.355182073,-0.145811827,72.22727273,66.5,73.94318182,72.26363636,73.6991111,72.89560541,9,10
2012R708,2012,7,2012-05-13,Subiaco,2:40 PM,30079,Fremantle,87,Port Adelaide,47,0.0,2,1,0,3,0,1,2,-124,-124,-17.36363636,2.923076923,81.52272727,57.15909091,76.24545455,61.63636364,76.64744815,64.43028732,11,16
