gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall
2018R101,2018,1,22-Mar-18,M.C.G.,7:25 PM,90151,Richmond,121,Carlton,95,0.0
2018R102,2018,1,23-Mar-18,Docklands,7:50 PM,43016,Essendon,99,Adelaide,87,0.0
2018R103,2018,1,24-Mar-18,Docklands,3:35 PM,23731,St Kilda,107,Brisbane Lions,82,0.6
2018R104,2018,1,24-Mar-18,Adelaide Oval,4:05 PM,38324,Port Adelaide,110,Fremantle,60,0.0
2018R105,2018,1,24-Mar-18,Cazaly's Stadium,6:25 PM,3722,Gold Coast,55,North Melbourne,39,8.2
2018R106,2018,1,24-Mar-18,M.C.G.,7:25 PM,58051,Hawthorn,101,Collingwood,67,0.6
2018R107,2018,1,25-Mar-18,Manuka Oval,1:10 PM,10454,Greater Western Sydney,133,Western Bulldogs,51,nan
2018R108,2018,1,25-Mar-18,M.C.G.,3:20 PM,54112,Melbourne,94,Geelong,97,15.0
2018R109,2018,1,25-Mar-18,Perth Stadium,4:20 PM,53553,West Coast,86,Sydney,115,0.0
2018R201,2018,2,29-Mar-18,Adelaide Oval,7:20 PM,49743,Adelaide,118,Richmond,82,0.0
2018R202,2018,2,30-Mar-18,Docklands,4:20 PM,33966,North Melbourne,95,St Kilda,43,0.0
2018R203,2018,2,31-Mar-18,Docklands,1:45 PM,28025,Carlton,67,Gold Coast,101,0.0
2018R204,2018,2,31-Mar-18,M.C.G.,4:35 PM,30941,Collingwood,79,Greater Western Sydney,95,0.0
2018R205,2018,2,31-Mar-18,Gabba,6:25 PM,17141,Brisbane Lions,74,Melbourne,100,0.4
2018R206,2018,2,31-Mar-18,Perth Stadium,5:10 PM,49021,Fremantle,106,Essendon,90,0.0
2018R207,2018,2,1-Apr-18,Docklands,3:20 PM,22868,Western Bulldogs,70,West Coast,121,0.0
2018R208,2018,2,1-Apr-18,S.C.G.,4:40 PM,34636,Sydney,71,Port Adelaide,94,0.0
2018R209,2018,2,2-Apr-18,M.C.G.,3:20 PM,73189,Geelong,117,Hawthorn,118,0.0
2018R301,2018,3,6-Apr-18,M.C.G.,7:50 PM,68548,Carlton,76,Collingwood,100,0.0
2018R302,2018,3,7-Apr-18,Adelaide Oval,1:15 PM,36363,Port Adelaide,97,Brisbane Lions,92,0.0
2018R303,2018,3,7-Apr-18,M.C.G.,2:10 PM,35518,Melbourne,123,North Melbourne,86,0.0
2018R304,2018,3,7-Apr-18,Perth Stadium,2:35 PM,33388,Gold Coast,68,Fremantle,96,0.0
2018R305,2018,3,7-Apr-18,Docklands,7:25 PM,19324,St Kilda,55,Adelaide,104,0.0
2018R306,2018,3,7-Apr-18,S.C.G.,7:25 PM,34711,Sydney,103,Greater Western Sydney,87,0.0
2018R307,2018,3,8-Apr-18,M.C.G.,1:10 PM,70701,Richmond,102,Hawthorn,89,0.0
2018R308,2018,3,8-Apr-18,Docklands,3:20 PM,40499,Western Bulldogs,104,Essendon,83,0.0
2018R309,2018,3,8-Apr-18,Perth Stadium,2:40 PM,54535,West Coast,95,Geelong,80,0.0
2018R401,2018,4,13-Apr-18,Adelaide Oval,7:20 PM,45495,Adelaide,58,Collingwood,106,0.0
2018R402,2018,4,14-Apr-18,Manuka Oval,1:45 PM,11356,Greater Western Sydney,82,Fremantle,51,nan
2018R403,2018,4,14-Apr-18,M.C.G.,2:10 PM,32870,Richmond,110,Brisbane Lions,17,1.4
2018R404,2018,4,14-Apr-18,Docklands,4:35 PM,28058,Western Bulldogs,79,Sydney,86,1.4
2018R405,2018,4,14-Apr-18,Bellerive Oval,7:25 PM,14266,North Melbourne,116,Carlton,30,0.6
2018R406,2018,4,14-Apr-18,Perth Stadium,6:10 PM,51774,West Coast,139,Gold Coast,59,0.0
2018R407,2018,4,15-Apr-18,Docklands,1:10 PM,30900,Essendon,106,Port Adelaide,84,15.0
2018R408,2018,4,15-Apr-18,M.C.G.,3:20 PM,41973,Hawthorn,115,Melbourne,48,15.0
2018R409,2018,4,15-Apr-18,Kardinia Park,4:40 PM,27338,Geelong,103,St Kilda,56,7.2
2018R501,2018,5,20-Apr-18,S.C.G.,7:50 PM,38017,Sydney,75,Adelaide,85,0.0
2018R502,2018,5,21-Apr-18,Docklands,1:45 PM,14956,St Kilda,73,Greater Western Sydney,73,0.0
2018R503,2018,5,21-Apr-18,M.C.G.,4:35 PM,27900,Carlton,69,West Coast,79,0.0
2018R504,2018,5,21-Apr-18,Adelaide Oval,7:10 PM,45372,Port Adelaide,50,Geelong,84,1.4
2018R505,2018,5,21-Apr-18,Perth Stadium,6:15 PM,43056,Fremantle,108,Western Bulldogs,54,0.0
2018R506,2018,5,22-Apr-18,Docklands,3:20 PM,27981,North Melbourne,98,Hawthorn,70,0.0
2018R507,2018,5,22-Apr-18,Gabba,4:45 PM,16087,Brisbane Lions,71,Gold Coast,76,0.2
2018R508,2018,5,24-Apr-18,M.C.G.,7:25 PM,77071,Melbourne,56,Richmond,102,0.0
2018R509,2018,5,25-Apr-18,M.C.G.,3:20 PM,91440,Collingwood,101,Essendon,52,0.0
2018R601,2018,6,27-Apr-18,Docklands,7:50 PM,33915,Western Bulldogs,80,Carlton,59,0.0
2018R602,2018,6,28-Apr-18,Kardinia Park,1:45 PM,31036,Geelong,69,Sydney,86,0.0
2018R603,2018,6,28-Apr-18,Docklands,2:10 PM,17617,North Melbourne,69,Port Adelaide,102,0.0
2018R604,2018,6,28-Apr-18,Sydney Showground,4:35 PM,10046,Greater Western Sydney,77,Brisbane Lions,43,6.0
2018R605,2018,6,28-Apr-18,York Park,7:25 PM,15741,Hawthorn,89,St Kilda,54,0.0
2018R606,2018,6,28-Apr-18,Adelaide Oval,7:10 PM,44835,Adelaide,110,Gold Coast,62,0.0
2018R607,2018,6,29-Apr-18,Docklands,1:10 PM,35964,Essendon,72,Melbourne,108,0.0
2018R608,2018,6,29-Apr-18,M.C.G.,3:20 PM,72157,Collingwood,70,Richmond,113,0.0
2018R609,2018,6,29-Apr-18,Perth Stadium,2:40 PM,56521,Fremantle,81,West Coast,89,0.0
2018R701,2018,7,4-May-18,Kardinia Park,7:50 PM,25079,Geelong,93,Greater Western Sydney,32,0.4
2018R702,2018,7,5-May-18,Eureka Stadium,1:45 PM,6833,Western Bulldogs,81,Gold Coast,72,3.0
2018R703,2018,7,5-May-18,M.C.G.,2:10 PM,53018,Essendon,67,Hawthorn,90,2.2
2018R704,2018,7,5-May-18,Perth Stadium,2:35 PM,50516,West Coast,102,Port Adelaide,60,0.0
2018R705,2018,7,5-May-18,S.C.G.,7:25 PM,29124,Sydney,66,North Melbourne,68,0.0
2018R706,2018,7,5-May-18,Adelaide Oval,7:10 PM,47422,Adelaide,125,Carlton,70,0.2
2018R707,2018,7,6-May-18,M.C.G.,1:10 PM,43240,Richmond,110,Fremantle,33,0.0
2018R708,2018,7,6-May-18,Docklands,3:20 PM,25496,St Kilda,67,Melbourne,106,0.0
2018R709,2018,7,6-May-18,Gabba,4:40 PM,21850,Brisbane Lions,114,Collingwood,121,0.0
2018R801,2018,8,11-May-18,M.C.G.,7:50 PM,32784,Hawthorn,71,Sydney,79,19.6
2018R802,2018,8,12-May-18,Sydney Showground,1:45 PM,9253,Greater Western Sydney,61,West Coast,86,2.0
2018R803,2018,8,12-May-18,M.C.G.,2:10 PM,44669,Carlton,91,Essendon,78,8.4
2018R804,2018,8,12-May-18,Gabba,4:35 PM,6060,Gold Coast,77,Melbourne,146,0.0
2018R805,2018,8,12-May-18,Adelaide Oval,4:40 PM,50967,Port Adelaide,95,Adelaide,90,0.0
2018R806,2018,8,12-May-18,Docklands,7:25 PM,20865,Western Bulldogs,107,Brisbane Lions,93,8.4
2018R807,2018,8,12-May-18,Perth Stadium,6:10 PM,41752,Fremantle,89,St Kilda,59,0.0
2018R808,2018,8,13-May-18,Docklands,1:10 PM,29153,North Melbourne,72,Richmond,82,3.7
2018R809,2018,8,13-May-18,M.C.G.,3:20 PM,44602,Collingwood,45,Geelong,66,3.7
2018R901,2018,9,18-May-18,Adelaide Oval,7:20 PM,39407,Adelaide,63,Western Bulldogs,26,4.6
2018R902,2018,9,19-May-18,Bellerive Oval,1:45 PM,7194,North Melbourne,112,Greater Western Sydney,69,0.0
2018R903,2018,9,19-May-18,Jiangwan Stadium,1:15 PM,10689,Gold Coast,42,Port Adelaide,82,nan
2018R904,2018,9,19-May-18,M.C.G.,4:35 PM,50228,Essendon,84,Geelong,50,3.6
2018R905,2018,9,19-May-18,Docklands,7:25 PM,33994,St Kilda,72,Collingwood,100,3.6
2018R906,2018,9,19-May-18,S.C.G.,7:25 PM,27481,Sydney,111,Fremantle,52,0.0
2018R907,2018,9,20-May-18,M.C.G.,1:10 PM,44142,Carlton,50,Melbourne,159,0.2
2018R908,2018,9,20-May-18,Gabba,3:20 PM,20628,Brisbane Lions,129,Hawthorn,73,0.0
2018R909,2018,9,20-May-18,Perth Stadium,2:40 PM,57616,West Coast,130,Richmond,83,0.0
2018R1001,2018,10,25-May-18,Docklands,7:50 PM,37985,Collingwood,90,Western Bulldogs,55,0.0
2018R1002,2018,10,26-May-18,M.C.G.,1:45 PM,48850,Richmond,105,St Kilda,77,0.0
2018R1003,2018,10,26-May-18,Gabba,4:35 PM,18702,Brisbane Lions,49,Sydney,67,0.0
2018R1004,2018,10,26-May-18,Kardinia Park,7:25 PM,31090,Geelong,73,Carlton,45,0.0
2018R1005,2018,10,26-May-18,Sydney Showground,7:25 PM,10789,Greater Western Sydney,60,Essendon,95,0.0
2018R1006,2018,10,27-May-18,Docklands,1:10 PM,28077,Hawthorn,60,West Coast,75,0.0
2018R1007,2018,10,27-May-18,Traeger Park,2:50 PM,6989,Melbourne,146,Adelaide,55,0.0
2018R1008,2018,10,27-May-18,Perth Stadium,2:40 PM,37575,Fremantle,58,North Melbourne,86,4.2
2018R1101,2018,11,1-Jun-18,S.C.G.,7:50 PM,27351,Sydney,91,Carlton,61,0.8
2018R1102,2018,11,2-Jun-18,Docklands,1:45 PM,28485,Western Bulldogs,51,Melbourne,100,0.0
2018R1103,2018,11,2-Jun-18,York Park,2:10 PM,13007,Hawthorn,64,Port Adelaide,61,0.0
2018R1104,2018,11,2-Jun-18,Carrara,4:35 PM,17490,Gold Coast,36,Geelong,121,0.0
2018R1105,2018,11,2-Jun-18,M.C.G.,7:25 PM,81046,Essendon,43,Richmond,114,0.0
2018R1106,2018,11,2-Jun-18,Perth Stadium,6:10 PM,54188,West Coast,101,St Kilda,88,0.0
2018R1107,2018,11,3-Jun-18,Docklands,1:10 PM,22133,North Melbourne,141,Brisbane Lions,87,0.0
2018R1108,2018,11,3-Jun-18,M.C.G.,3:20 PM,34542,Collingwood,138,Fremantle,77,0.0
2018R1109,2018,11,3-Jun-18,Adelaide Oval,4:10 PM,44120,Adelaide,81,Greater Western Sydney,97,0.0
