year,round,player,team,score
2018,1,Tom Mitchell,Hawks,156
2018,1,Lance Franklin,Swans,151
2018,1,Stephen Coniglio,Giants,146
2018,1,Dyson Heppell,Bombers,145
2018,1,Jarrod Witts,Suns,140
2018,1,Bryce Gibbs,Crows,139
2018,1,Max Gawn,Demons,138
2018,1,Jack Steven,Saints,133
2018,1,Justin Westhoff,Power,132
2018,1,Patrick Cripps,Blues,130
2018,1,Kade Simpson,Blues,129
2018,1,Luke Parker,Swans,127
2018,1,Rory Laird,Crows,124
2018,1,Blake Acres,Saints,124
2018,1,Matt Crouch,Crows,123
2018,1,Sebastian Ross,Saints,123
2018,1,Jack Billings,Saints,123
2018,1,Joel Selwood,Cats,122
2018,1,Toby Greene,Giants,118
2018,1,David Zaharakis,Bombers,117
2018,1,Gary Ablett,Cats,117
2018,1,Joshua Kelly,Giants,115
2018,1,Jake Lloyd,Swans,115
2018,1,Charlie Curnow,Blues,115
2018,1,Clayton Oliver,Demons,114
2018,1,Lachie Whitfield,Giants,114
2018,1,Shannon Hurn,Eagles,112
2018,1,Aaron Young,Suns,112
2018,1,Mark Lecras,Eagles,112
2018,1,Tim Taranto,Giants,112
2018,1,Jack Watts,Power,112
2018,1,David Swallow,Suns,111
2018,1,Jeremy Cameron,Giants,111
2018,1,Aaron Sandilands,Dockers,111
2018,1,Mitchell Duncan,Cats,110
2018,1,Brendon Goddard,Bombers,110
2018,1,Dustin Martin,Tigers,110
2018,1,Jackson Macrae,Bulldogs,109
2018,1,Scott Pendlebury,Magpies,108
2018,1,Lachlan Hunter,Bulldogs,108
2018,1,Steele Sidebottom,Magpies,108
2018,1,Jordan Murdoch,Cats,106
2018,1,Jarrod Berry,Lions,106
2018,1,Adam Treloar,Magpies,105
2018,1,Brad Ebert,Power,104
2018,1,Lewis Taylor,Lions,104
2018,1,Dylan Shiel,Giants,104
2018,1,Elliot Yeo,Eagles,104
2018,1,Nicholas Robertson,Lions,104
2018,1,Dylan Roberton,Saints,103
2018,1,Luke Shuey,Eagles,102
2018,1,Riley Bonner,Power,102
2018,1,Brandan Parfitt,Cats,101
2018,1,Oliver Wines,Power,101
2018,1,Jack Riewoldt,Tigers,100
2018,1,James Stewart,Bombers,100
2018,1,Lachie Neale,Dockers,100
2018,1,Tim Membrey,Saints,100
2018,1,Josh Caddy,Tigers,99
2018,1,Travis Boak,Power,99
2018,1,Daniel Howe,Hawks,99
2018,1,Michael Hurley,Bombers,99
2018,1,Isaac Heeney,Swans,98
2018,1,Heath Shaw,Giants,98
2018,1,Christian Petracca,Demons,98
2018,1,Luke Dahlhaus,Bulldogs,98
2018,1,Dayne Beams,Lions,97
2018,1,Darcy Macpherson,Suns,97
2018,1,Charlie Dixon,Power,97
2018,1,Isaac Smith,Hawks,97
2018,1,Jarryn Geary,Saints,97
2018,1,Andrew Gaff,Eagles,96
2018,1,Cale Hooker,Bombers,96
2018,1,Jack Martin,Suns,95
2018,1,Stefan Martin,Lions,94
2018,1,Jared Polec,Power,94
2018,1,Jarrod Harbrow,Suns,94
2018,1,Nicholas Naitanui,Eagles,93
2018,1,Jaeger O'Meara,Hawks,93
2018,1,Chad Wingard,Power,92
2018,1,James Sicily,Hawks,92
2018,1,Shane Savage,Saints,92
2018,1,Brayden Fiorini,Suns,92
2018,1,Hamish Hartlett,Power,92
2018,1,Andrew McGrath,Bombers,92
2018,1,Michael Walters,Dockers,92
2018,1,Callum Mills,Swans,92
2018,1,Jack Gunston,Hawks,91
2018,1,Todd Goldstein,Kangaroos,91
2018,1,Devon Smith,Bombers,91
2018,1,Rory Sloane,Crows,91
2018,1,Brandon Matera,Dockers,91
2018,1,Zach Tuohy,Cats,90
2018,1,Jack Newnes,Saints,90
2018,1,Matthew Taberner,Dockers,90
2018,1,Mitch Robinson,Lions,89
2018,1,Adam Tomlinson,Giants,89
2018,1,Nicholas Holman,Suns,89
2018,1,Ricky Henderson,Hawks,89
2018,1,Trent Dumont,Kangaroos,88
2018,1,Edward Curnow,Blues,88
2018,1,Josh Dunkley,Bulldogs,88
2018,1,Daniel Butler,Tigers,88
2018,1,Ryan Lester,Lions,88
2018,1,Jack Graham,Tigers,87
2018,1,Charlie Cameron,Lions,87
2018,1,Callum Sinclair,Swans,87
2018,1,Shaun Higgins,Kangaroos,87
2018,1,Paul Seedsman,Crows,86
2018,1,Caleb Marchbank,Blues,86
2018,1,Trent Cotchin,Tigers,86
2018,1,Luke Hodge,Lions,86
2018,1,Darcy Moore,Magpies,86
2018,1,Darcy Byrne-Jones,Power,85
2018,1,Daniel Menzel,Cats,85
2018,1,Ben Cunnington,Kangaroos,85
2018,1,Jack Ziebell,Kangaroos,85
2018,1,Callan Ward,Giants,85
2018,1,Jarryd Lyons,Suns,84
2018,1,Matthew Wright,Blues,84
2018,1,Brodie Grundy,Magpies,84
2018,1,Zach Guthrie,Cats,84
2018,1,Jeremy McGovern,Eagles,84
2018,1,Jamie MacMillan,Kangaroos,84
2018,1,Nathan Jones,Demons,83
2018,1,Bailey Dale,Bulldogs,83
2018,1,Ryan Clarke,Kangaroos,83
2018,1,George Hewett,Swans,82
2018,1,Sam Powell-Pepper,Power,82
2018,1,Blake Hardwick,Hawks,82
2018,1,Koby Stevens,Saints,82
2018,1,Jack Darling,Eagles,81
2018,1,Toby Nankervis,Tigers,81
2018,1,Tim Kelly,Cats,81
2018,1,Tom Doedee,Crows,80
2018,1,David Armitage,Saints,80
2018,1,Jimmy Webster,Saints,80
2018,1,Josh Kennedy Injured,Swans,80
2018,1,Darcy Parish,Bombers,80
2018,1,Matthew Suckling,Bulldogs,80
2018,1,Matthew Rosa,Suns,80
2018,1,Will Hayward,Swans,79
2018,1,Jason Castagna,Tigers,79
2018,1,Cameron McCarthy,Dockers,79
2018,1,Steven Motlop,Power,79
2018,1,Timothy English,Bulldogs,78
2018,1,Jade Gresham,Saints,78
2018,1,James Parsons,Cats,78
2018,1,Tom Barrass,Eagles,77
2018,1,James Harmes,Demons,77
2018,1,Nick Smith,Swans,77
2018,1,Tom Bellchambers,Bombers,77
2018,1,Josh Thomas,Magpies,77
2018,1,Samuel Murray,Magpies,76
2018,1,Jordan Lewis,Demons,76
2018,1,Luke Breust,Hawks,76
2018,1,Sam Petrevski-Seton,Blues,76
2018,1,Daniel Lloyd,Giants,76
2018,1,Jordan Roughead,Bulldogs,76
2018,1,Touk Miller,Suns,76
2018,1,Dan Houston,Power,76
2018,1,Jack Bowes,Suns,75
2018,1,Sam Jacobs,Crows,75
2018,1,David MacKay,Crows,75
2018,1,Shaun Burgoyne,Hawks,75
2018,1,Rory Lobb,Giants,74
2018,1,Jonathon Patton,Giants,74
2018,1,Bayley Fritsch,Demons,74
2018,1,Thomas Jonas,Power,74
2018,1,Dale Thomas,Blues,74
2018,1,Jarrod Garlett,Blues,74
2018,1,Kamdyn Mcintosh,Tigers,74
2018,1,Jake Stringer,Bombers,74
2018,1,Anthony McDonald-Tipungwuti,Bombers,73
2018,1,Matthew Kreuzer,Blues,73
2018,1,Billy Hartung,Kangaroos,73
2018,1,Dom Barry,Power,72
2018,1,Kade Kolodjashnij,Suns,72
2018,1,Alex Witherden,Lions,72
2018,1,Taylor Duryea,Hawks,72
2018,1,Kieren Jack,Swans,72
2018,1,Joe Daniher,Bombers,72
2018,1,Matthew De Boer,Giants,72
2018,1,Lachlan Fogarty,Cats,72
2018,1,Brayden Maynard,Magpies,72
2018,1,Zac Fisher,Blues,72
2018,1,Taylor Adams,Magpies,71
2018,1,David Mundy,Dockers,71
2018,1,Nick Haynes,Giants,71
2018,1,Liam Shiels,Hawks,71
2018,1,Luke Ryan,Dockers,71
2018,1,Jack Redden,Eagles,71
2018,1,Tom Lynch,Suns,70
2018,1,Tom Clurey,Power,70
2018,1,Jayden Hunt,Demons,70
2018,1,Jake Kelly,Crows,70
2018,1,Alex Sexton,Suns,70
2018,1,Jake Kolodjashnij,Cats,70
2018,1,Bradley Sheppard,Eagles,69
2018,1,Bradley Hill,Dockers,69
2018,1,Ed Vickers-Willis,Kangaroos,69
2018,1,Brandon Ellis,Tigers,69
2018,1,Sam Mayes,Lions,69
2018,1,Sam Menegola,Cats,69
2018,1,Cameron Pedersen,Demons,69
2018,1,Kyle Langford,Bombers,68
2018,1,Paul Puopolo,Hawks,68
2018,1,Jesse Hogan,Demons,68
2018,1,Ben Reid,Magpies,68
2018,1,Levi Casboult,Blues,68
2018,1,Zak Jones,Swans,68
2018,1,Ben Long,Saints,68
2018,1,David Astbury,Tigers,68
2018,1,Steven May,Suns,68
2018,1,Marc Murphy,Blues,68
2018,1,Toby McLean,Bulldogs,68
2018,1,Marcus Bontempelli,Bulldogs,68
2018,1,Will Hoskin-Elliott,Magpies,67
2018,1,Nathan Fyfe,Dockers,67
2018,1,Tom Phillips,Magpies,67
2018,1,Bernie Vince,Demons,67
2018,1,Nic Newman,Swans,67
2018,1,Thomas Stewart,Cats,66
2018,1,Cameron Ellis-Yolmen,Crows,66
2018,1,Ed Langdon,Dockers,66
2018,1,Jarman Impey,Hawks,66
2018,1,Jacob Townsend,Tigers,66
2018,1,Josh Bruce,Saints,66
2018,1,Lachlan Weller,Suns,65
2018,1,Dominic Sheed,Eagles,65
2018,1,Shane Biggs,Bulldogs,65
2018,1,Jeremy Finlayson,Giants,65
2018,1,Sam Gray,Power,64
2018,1,Jack Crisp,Magpies,64
2018,1,Josh Jenkins,Crows,64
2018,1,Ben McEvoy,Hawks,63
2018,1,Connor Blakely,Dockers,63
2018,1,Tom Papley,Swans,63
2018,1,Reece Conca,Tigers,63
2018,1,Michael Rischitelli,Suns,63
2018,1,Zac Smith,Cats,63
2018,1,Scott Thompson,Kangaroos,63
2018,1,Jake Carlisle,Saints,63
2018,1,Corey Maynard,Demons,62
2018,1,Shane Edwards,Tigers,62
2018,1,Mitch Honeychurch,Bulldogs,61
2018,1,Joshua Wagner,Demons,61
2018,1,Jaidyn Stephenson,Magpies,61
2018,1,Allen Christensen,Lions,60
2018,1,Cameron Guthrie,Cats,60
2018,1,Joshua Begley,Bombers,60
2018,1,Jy Simpkin,Kangaroos,60
2018,1,Ben Ainsworth,Suns,60
2018,1,Marley Williams,Kangaroos,60
2018,1,Lachlan Plowman,Blues,60
2018,1,Samuel Reid,Giants,60
2018,1,Lynden Dunn,Magpies,59
2018,1,Dane Rampe,Swans,59
2018,1,Conor McKenna,Bombers,59
2018,1,Hugh McCluggage,Lions,59
2018,1,Shaun Grigg,Tigers,59
2018,1,Tom Hawkins,Cats,59
2018,1,Dean Towers,Swans,59
2018,1,Joshua Green,Bombers,59
2018,1,Jed Lamb,Blues,58
2018,1,Lewis Jetta,Eagles,58
2018,1,Jason Johannisen,Bulldogs,58
2018,1,Brett Deledio,Giants,58
2018,1,Todd Marshall,Power,58
2018,1,Dayne Zorko,Lions,57
2018,1,Jack Steele,Saints,57
2018,1,Michael Johnson,Dockers,57
2018,1,Jed Anderson,Kangaroos,57
2018,1,James Frawley,Hawks,56
2018,1,Zaine Cordy,Bulldogs,56
