year,round,player,team,score
2019,1,Tom Rockliff,Power,166
2019,1,Stephen Coniglio,Giants,161
2019,1,Travis Boak,Power,144
2019,1,Rory Sloane,Crows,144
2019,1,Tim Taranto,Giants,137
2019,1,Dominic Sheed,Eagles,133
2019,1,Matt Crouch,Crows,132
2019,1,Marcus Bontempelli,Bulldogs,128
2019,1,Christian Salem,Demons,128
2019,1,Jake Lloyd,Swans,126
2019,1,Adam Treloar,Magpies,125
2019,1,Justin Westhoff,Power,120
2019,1,Jamie MacMillan,Kangaroos,118
2019,1,Toby Nankervis,Tigers,115
2019,1,Nic Newman,Blues,115
2019,1,Brayden Fiorini,Suns,114
2019,1,Edward Curnow,Blues,113
2019,1,Bradley Hill,Dockers,113
2019,1,Kane Lambert,Tigers,112
2019,1,Lachlan Hunter,Bulldogs,112
2019,1,Jack Steele,Saints,111
2019,1,Darcy Tucker,Dockers,111
2019,1,Lachie Whitfield,Giants,109
2019,1,Brad Crouch,Crows,109
2019,1,Brad Ebert,Power,109
2019,1,Cameron McCarthy,Dockers,109
2019,1,Tim Kelly,Cats,108
2019,1,Jacob Hopper,Giants,108
2019,1,Trent Cotchin,Tigers,107
2019,1,Dyson Heppell,Bombers,107
2019,1,Ed Langdon,Dockers,107
2019,1,Jackson Macrae,Bulldogs,107
2019,1,Jaeger O'Meara,Hawks,106
2019,1,Jack Graham,Tigers,106
2019,1,James Sicily,Hawks,106
2019,1,Callum Sinclair,Swans,105
2019,1,Nathan Fyfe,Dockers,103
2019,1,Patrick Dangerfield,Cats,103
2019,1,Rory Laird,Crows,103
2019,1,Wil Powell,Suns,103
2019,1,Thomas Stewart,Cats,102
2019,1,Bachar Houli,Tigers,102
2019,1,James Worpel,Hawks,101
2019,1,Patrick Cripps,Blues,101
2019,1,Ben McEvoy,Hawks,101
2019,1,Daniel Rich,Lions,101
2019,1,Angus Brayshaw,Demons,100
2019,1,Joel Selwood,Cats,100
2019,1,Luke Dahlhaus,Cats,98
2019,1,James Cousins,Hawks,98
2019,1,Marc Murphy,Blues,97
2019,1,Rory Atkins,Crows,97
2019,1,Bailey Scott,Kangaroos,97
2019,1,Jarryd Lyons,Lions,96
2019,1,Anthony Miles,Suns,96
2019,1,Darcy Macpherson,Suns,96
2019,1,Shaun Higgins,Kangaroos,95
2019,1,Luke Shuey,Eagles,95
2019,1,Mitchell Duncan,Cats,95
2019,1,Josh Kennedy Injured,Swans,95
2019,1,Jarrod Witts,Suns,95
2019,1,Todd Goldstein,Kangaroos,95
2019,1,Dayne Zorko,Lions,94
2019,1,Jared Polec,Kangaroos,94
2019,1,Jack Gunston,Hawks,94
2019,1,Luke Parker,Swans,94
2019,1,Zak Jones,Swans,94
