gameId,team,year,round,playerId,displayName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,HitOuts,Tackles,Rebounds,Inside50s,Clearances,Clangers,Frees,FreesAgainst,BrownlowVotes,ContestedPossessions,UncontestedPossessions,ContestedMarks,MarksInside50,OnePercenters,Bounces,GoalAssists,PercentPlayed,Subs
2020R205,Adelaide,2020,2,2013762245,Rory Laird,145,20,11,0,9,0,0,0,3,6,1,2,5,2,1,0,5,15,0,0,0,0,0,95,nan
2020R205,Adelaide,2020,2,2010763943,Tom Lynch,141,20,14,8,6,0,0,0,1,2,0,1,4,0,0,0,8,11,2,0,1,0,0,95,nan
2020R205,Adelaide,2020,2,2020772746,Fischer McAsey,2,6,4,2,2,0,0,0,4,2,2,0,1,1,0,0,3,3,0,0,4,0,0,90,nan
2020R205,Adelaide,2020,2,2020777569,Ned McHenry,1,12,6,3,6,0,2,0,1,0,3,2,5,1,3,0,5,9,0,1,0,0,0,80,nan
2020R205,Adelaide,2020,2,2016776481,Wayne Milera,62,15,7,2,8,0,0,0,0,4,0,0,2,0,1,0,4,9,0,0,0,0,1,84,nan
2020R205,Adelaide,2020,2,2018774782,Lachlan Murphy,34,9,4,1,5,0,0,0,1,1,1,1,1,1,1,0,5,4,0,0,1,0,1,83,nan
2020R205,Adelaide,2020,2,2016798113,Reilly OBrien,22,16,6,6,10,0,0,27,6,4,0,3,5,2,2,0,9,7,3,0,6,0,0,90,nan
2020R205,Adelaide,2020,2,2012834096,Paul Seedsman,103,11,4,0,7,0,0,0,0,4,0,2,3,0,1,0,5,5,0,0,0,0,0,87,nan
2020R205,Adelaide,2020,2,2009835778,Rory Sloane,201,12,9,0,3,1,0,0,5,0,5,2,2,0,1,0,5,5,0,0,1,0,1,48,nan
2020R205,Adelaide,2020,2,2011832909,Brodie Smith,169,10,8,2,2,1,1,0,1,0,3,0,2,0,0,0,4,8,0,0,0,0,1,86,nan
2020R205,Adelaide,2020,2,2011843284,Daniel Talia,188,10,5,2,5,0,0,0,0,3,0,1,2,1,1,0,5,5,0,0,9,0,0,95,nan
2020R205,Adelaide,2020,2,2009877055,Taylor Walker,191,10,6,1,4,0,0,1,1,0,3,0,1,1,0,0,6,4,0,0,3,0,0,86,nan
2020R307,Adelaide,2020,3,2015652891,Rory Atkins,100,3,2,0,1,0,0,0,1,0,0,0,2,0,2,0,1,3,0,0,0,0,0,26,nan
2020R307,Adelaide,2020,3,2012662083,Luke Brown,153,16,14,4,2,0,0,0,2,6,4,2,4,2,1,0,5,7,0,0,1,0,0,86,nan
2020R307,Adelaide,2020,3,2016673533,Ben Crocker,28,9,7,2,2,1,1,0,3,0,4,1,2,3,0,0,5,4,0,0,1,0,0,85,nan
2020R307,Adelaide,2020,3,2013674392,Brad Crouch,86,22,9,1,13,0,0,0,6,2,1,5,4,3,1,0,13,9,0,0,0,0,0,82,nan
2020R307,Adelaide,2020,3,2014678470,Matt Crouch,112,22,6,1,16,0,0,0,3,1,0,5,1,2,0,0,10,13,0,0,1,0,0,71,nan
2020R307,Adelaide,2020,3,2018689604,Tom Doedee,23,20,13,8,7,0,0,0,2,5,2,0,0,1,0,0,5,13,1,1,2,0,0,90,nan
2020R307,Adelaide,2020,3,2018704381,Darcy Fogarty,17,6,4,3,2,1,0,0,4,1,1,0,1,1,0,0,4,1,2,0,1,0,0,91,nan
2020R307,Adelaide,2020,3,2020728148,Will Hamill,1,9,4,2,5,0,0,0,1,1,1,0,2,2,0,0,3,6,0,0,1,0,0,80,nan
2020R307,Adelaide,2020,3,2019748529,Chayce Jones,11,7,4,1,3,0,0,0,1,0,1,1,5,1,2,0,5,3,0,0,1,0,0,82,nan
2020R307,Adelaide,2020,3,2016755444,Ben Keays,32,12,8,6,4,1,1,0,3,2,2,1,2,2,1,0,4,9,0,0,1,0,0,78,nan
2020R307,Adelaide,2020,3,2015754078,Jake Kelly,78,4,2,2,2,0,0,0,5,0,0,0,1,0,0,0,2,2,0,0,2,0,0,86,nan
2020R307,Adelaide,2020,3,2013762245,Rory Laird,146,25,13,3,12,0,0,0,3,9,0,2,3,1,2,0,6,18,0,0,1,0,0,88,nan
2020R307,Adelaide,2020,3,2010763943,Tom Lynch,142,14,7,2,7,0,1,0,0,0,3,2,4,1,1,0,4,10,0,0,0,0,2,92,nan
2020R307,Adelaide,2020,3,2020772746,Fischer McAsey,3,7,5,3,2,0,0,0,1,2,0,0,1,1,0,0,4,3,0,0,5,0,0,83,nan
2020R307,Adelaide,2020,3,2020777569,Ned McHenry,2,2,0,0,2,0,0,0,4,0,0,0,2,0,2,0,0,2,0,0,0,0,0,83,nan
2020R307,Adelaide,2020,3,2018774782,Lachlan Murphy,35,4,2,1,2,0,0,0,2,0,1,0,2,0,1,0,2,3,0,0,2,0,0,86,nan
2020R307,Adelaide,2020,3,2016798113,Reilly OBrien,23,11,5,3,6,0,0,37,6,1,1,0,6,3,2,0,6,6,1,0,3,0,0,88,nan
2020R307,Adelaide,2020,3,2012834096,Paul Seedsman,104,15,11,4,4,0,0,0,5,3,2,1,3,0,0,0,4,10,1,0,2,2,0,82,nan
2020R307,Adelaide,2020,3,2009835778,Rory Sloane,202,15,7,0,8,0,0,0,1,4,1,4,0,0,0,0,12,4,0,0,3,0,0,86,nan
2020R307,Adelaide,2020,3,2011832909,Brodie Smith,170,17,14,5,3,0,0,0,2,5,2,1,0,2,0,0,6,10,0,0,1,0,0,81,nan
2020R307,Adelaide,2020,3,2011843284,Daniel Talia,189,4,4,3,0,0,0,0,1,1,0,0,1,1,1,0,2,3,0,0,4,0,0,88,nan
2020R307,Adelaide,2020,3,2009877055,Taylor Walker,192,6,4,2,2,1,0,2,1,0,2,0,0,0,0,0,2,4,0,1,1,0,0,86,nan
2020R407,Adelaide,2020,4,2012662083,Luke Brown,154,15,15,6,0,0,0,0,2,8,0,0,3,1,2,0,4,7,0,0,2,0,0,95,nan
2020R407,Adelaide,2020,4,2016673533,Ben Crocker,29,9,7,5,2,1,0,0,0,1,1,1,0,0,0,0,1,8,0,0,0,0,0,88,nan
2020R407,Adelaide,2020,4,2013674392,Brad Crouch,87,24,20,2,4,0,0,0,3,2,5,3,4,2,2,0,11,12,0,0,0,0,2,83,nan
2020R407,Adelaide,2020,4,2018689604,Tom Doedee,24,7,6,3,1,0,0,0,2,4,0,0,3,0,1,0,3,3,0,0,6,0,0,79,nan
2020R407,Adelaide,2020,4,2018703883,Billy Frampton,5,7,5,4,2,2,0,3,0,0,0,1,1,1,0,0,1,6,0,1,1,0,0,85,nan
2020R407,Adelaide,2020,4,2020728148,Will Hamill,2,2,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,15,nan
2020R407,Adelaide,2020,4,2018722651,Elliott Himmelberg,9,5,3,2,2,0,0,0,1,0,1,0,1,1,0,0,3,2,0,1,1,0,0,77,nan
2020R407,Adelaide,2020,4,2019748529,Chayce Jones,12,11,6,3,5,1,0,0,0,0,0,3,3,1,1,0,7,3,0,0,0,0,0,81,nan
2020R407,Adelaide,2020,4,2016755444,Ben Keays,33,14,10,3,4,0,0,0,7,2,3,3,5,0,1,0,4,9,0,0,0,0,0,89,nan
2020R407,Adelaide,2020,4,2015754078,Jake Kelly,79,10,8,6,2,0,0,0,4,1,2,0,2,0,1,0,2,8,1,0,2,0,0,97,nan
2020R407,Adelaide,2020,4,2013762245,Rory Laird,147,16,12,3,4,0,0,0,2,7,1,0,4,0,1,0,8,7,0,0,1,0,0,75,nan
