year,round,player,team,score
2016,1,Joshua Kennedy,Eagles,180
2016,1,Patrick Dangerfield,Cats,162
2016,1,Luke Parker,Swans,161
2016,1,Matthew Priddis,Eagles,159
2016,1,Tom Hickey,Saints,157
2016,1,Nicholas Naitanui,Eagles,153
2016,1,Callan Ward,Giants,142
2016,1,Gary Ablett,Suns,139
2016,1,David Zaharakis,Bombers,132
2016,1,Kane Lambert,Tigers,130
2016,1,Sam Mitchell,Hawks,130
2016,1,Jason Johannisen,Bulldogs,130
2016,1,Aaron Hall,Suns,129
2016,1,Jake Lloyd,Swans,128
2016,1,Kieren Jack,Swans,128
2016,1,Jack Gunston,Hawks,127
2016,1,Tom Mitchell,Swans,127
2016,1,Robbie Gray,Power,126
2016,1,Todd Goldstein,Kangaroos,126
2016,1,Chad Wingard,Power,125
2016,1,Adam Treloar,Magpies,125
2016,1,Mark Blicavs,Cats,123
2016,1,Marc Murphy,Blues,123
2016,1,Jarrad Waite,Kangaroos,122
2016,1,Brad Ebert,Power,120
2016,1,Shane Biggs,Bulldogs,118
2016,1,Sam Docherty,Blues,118
2016,1,Bryce Gibbs,Blues,116
2016,1,Josh Caddy,Cats,116
2016,1,Ben Kennedy,Demons,115
2016,1,Thomas Liberatore,Bulldogs,115
2016,1,Ben Cunnington,Kangaroos,114
2016,1,Zachary Merrett,Bombers,114
2016,1,Robert Murphy,Bulldogs,112
2016,1,Marcus Bontempelli,Bulldogs,110
2016,1,Tom McDonald,Demons,110
2016,1,Lachie Neale,Dockers,109
2016,1,Justin Westhoff,Power,109
2016,1,Jordan Lewis,Hawks,108
2016,1,Mitchell Duncan,Cats,108
2016,1,Michael Rischitelli,Suns,108
2016,1,Josh Hill,Eagles,108
2016,1,Dion Prestia,Suns,107
2016,1,Andrew Gaff,Eagles,106
2016,1,Jack Viney,Demons,106
2016,1,Patrick Cripps,Blues,106
2016,1,Matthew Rosa,Suns,105
2016,1,Joel Selwood,Cats,105
2016,1,Tom Papley,Swans,104
2016,1,Kade Simpson,Blues,104
2016,1,Daniel Rich,Lions,104
2016,1,Jake Stringer,Bulldogs,104
2016,1,Andrejs Everitt,Blues,104
2016,1,William Langford,Hawks,103
2016,1,Robbie Tarrant,Kangaroos,103
2016,1,Jesse Hogan,Demons,103
2016,1,Dylan Shiel,Giants,102
2016,1,Tom Bell,Lions,102
2016,1,Jack Steven,Saints,101
2016,1,Corey Enright,Cats,101
2016,1,Bernie Vince,Demons,101
2016,1,Alex Rance,Tigers,101
2016,1,Daniel Hannebery,Swans,100
2016,1,David Armitage,Saints,100
2016,1,Zac Smith,Cats,100
2016,1,James Kelly,Bombers,100
2016,1,Maverick Weller,Saints,100
2016,1,Rory Lobb,Giants,100
2016,1,Daniel Wells,Kangaroos,99
2016,1,Tom Lynch,Suns,99
2016,1,Sam Gray,Power,99
2016,1,Luke Dahlhaus,Bulldogs,98
2016,1,Steele Sidebottom,Magpies,98
2016,1,Shaun Higgins,Kangaroos,98
2016,1,Thomas Sheridan,Dockers,97
2016,1,Hamish Hartlett,Power,97
2016,1,Rory Sloane,Crows,96
2016,1,Sam Day,Suns,96
2016,1,Steven May,Suns,96
2016,1,Matt Crouch,Crows,96
2016,1,Steve Johnson,Giants,96
2016,1,Matthew Boyd,Bulldogs,96
2016,1,George Hewett,Swans,96
2016,1,Jesse Lonergan,Suns,96
2016,1,Tom Nicholls,Suns,95
2016,1,Jackson Macrae,Bulldogs,95
2016,1,Isaac Heeney,Swans,95
2016,1,Max Gawn,Demons,95
2016,1,Eric MacKenzie,Eagles,95
2016,1,Jordan Roughead,Bulldogs,95
2016,1,Shaun Burgoyne,Hawks,95
2016,1,Stefan Martin,Lions,95
2016,1,Phil Davis,Giants,94
2016,1,Easton Wood,Bulldogs,94
2016,1,Brodie Smith,Crows,94
2016,1,Tom Scully,Giants,94
2016,1,James Frawley,Hawks,94
2016,1,Taylor Duryea,Hawks,93
2016,1,Jack Redden,Eagles,93
2016,1,Taylor Adams,Magpies,93
2016,1,Scott Thompson,Crows,93
