year,round,player,team,score
2018,1,Lance Franklin,Swans,175
2018,1,Tom Mitchell,Hawks,167
2018,1,Kade Simpson,Blues,150
2018,1,Luke Parker,Swans,149
2018,1,Blake Acres,Saints,144
2018,1,Dyson Heppell,Bombers,142
2018,1,Justin Westhoff,Power,140
2018,1,Max Gawn,Demons,139
2018,1,Dustin Martin,Tigers,139
2018,1,Rory Laird,Crows,137
2018,1,Jack Steven,Saints,135
2018,1,Jack Billings,Saints,133
2018,1,Jarrod Witts,Suns,131
2018,1,David Zaharakis,Bombers,131
2018,1,Toby Greene,Giants,131
2018,1,Patrick Cripps,Blues,130
2018,1,Dylan Shiel,Giants,129
2018,1,Stephen Coniglio,Giants,129
2018,1,Charlie Curnow,Blues,126
2018,1,James Sicily,Hawks,125
2018,1,Joel Selwood,Cats,125
2018,1,Clayton Oliver,Demons,123
2018,1,Jeremy Cameron,Giants,120
2018,1,Jackson Macrae,Bulldogs,120
2018,1,Riley Bonner,Power,119
2018,1,Jake Lloyd,Swans,119
2018,1,Tim Kelly,Cats,118
2018,1,Gary Ablett,Cats,116
2018,1,Bryce Gibbs,Crows,116
2018,1,Joshua Kelly,Giants,116
2018,1,Jack Gunston,Hawks,116
2018,1,Lachie Whitfield,Giants,114
2018,1,Heath Shaw,Giants,114
2018,1,Nicholas Naitanui,Eagles,113
2018,1,Sebastian Ross,Saints,113
2018,1,Aaron Young,Suns,112
2018,1,Shannon Hurn,Eagles,112
2018,1,James Stewart,Bombers,112
2018,1,Charlie Dixon,Power,112
2018,1,Touk Miller,Suns,112
2018,1,Stefan Martin,Lions,111
2018,1,Luke Shuey,Eagles,110
2018,1,Chad Wingard,Power,110
2018,1,Scott Thompson,Kangaroos,110
2018,1,David Swallow,Suns,110
2018,1,Elliot Yeo,Eagles,109
2018,1,Daniel Butler,Tigers,109
2018,1,Dougal Howard,Power,107
2018,1,Tim Membrey,Saints,107
2018,1,Callum Sinclair,Swans,106
2018,1,Matt Crouch,Crows,105
2018,1,Caleb Marchbank,Blues,105
2018,1,Isaac Heeney,Swans,105
2018,1,Todd Goldstein,Kangaroos,105
2018,1,Ed Vickers-Willis,Kangaroos,105
2018,1,Brandan Parfitt,Cats,104
2018,1,Aaron Sandilands,Dockers,104
2018,1,David Astbury,Tigers,104
2018,1,Daniel Menzel,Cats,103
2018,1,Jarrod Berry,Lions,103
2018,1,Andrew McGrath,Bombers,102
2018,1,Brendon Goddard,Bombers,102
2018,1,Lachlan Hunter,Bulldogs,102
2018,1,Shaun Burgoyne,Hawks,102
2018,1,Jack Riewoldt,Tigers,101
2018,1,Tom Barrass,Eagles,101
2018,1,Tim Taranto,Giants,100
2018,1,Michael Hurley,Bombers,100
2018,1,Jarryn Geary,Saints,100
2018,1,Jack Graham,Tigers,100
2018,1,Lachie Neale,Dockers,99
2018,1,Scott Pendlebury,Magpies,99
2018,1,Jamie MacMillan,Kangaroos,98
2018,1,Travis Boak,Power,98
2018,1,Nicholas Robertson,Lions,98
2018,1,Isaac Smith,Hawks,98
2018,1,Jack Watts,Power,97
2018,1,Rory Lobb,Giants,97
2018,1,Ben Cunnington,Kangaroos,97
2018,1,Jason Castagna,Tigers,97
2018,1,Shaun Higgins,Kangaroos,96
2018,1,Nicholas Holman,Suns,96
2018,1,Jade Gresham,Saints,96
2018,1,Hamish Hartlett,Power,96
2018,1,Jack Ziebell,Kangaroos,96
2018,1,David MacKay,Crows,96
2018,1,Matthew Rosa,Suns,96
2018,1,Edward Curnow,Blues,95
2018,1,Christian Petracca,Demons,95
2018,1,George Hewett,Swans,95
2018,1,Brodie Grundy,Magpies,95
2018,1,Toby Nankervis,Tigers,95
2018,1,Jake Kolodjashnij,Cats,95
2018,1,Mitchell Duncan,Cats,94
2018,1,Steven Motlop,Power,94
2018,1,Lewis Taylor,Lions,94
2018,1,Brad Ebert,Power,94
2018,1,Trent Cotchin,Tigers,94
2018,1,Luke Hodge,Lions,93
2018,1,Zac Fisher,Blues,93
2018,1,Ben McEvoy,Hawks,93
2018,1,Josh Kennedy Injured,Swans,93
2018,1,Oliver Wines,Power,93
2018,1,Luke Ryan,Dockers,92
2018,1,Jarrod Harbrow,Suns,92
2018,1,Cale Hooker,Bombers,92
2018,1,Cameron Pedersen,Demons,92
2018,1,Andrew Gaff,Eagles,92
2018,1,Devon Smith,Bombers,92
2018,1,Shane Savage,Saints,92
2018,1,Ricky Henderson,Hawks,91
2018,1,Steele Sidebottom,Magpies,91
2018,1,Ben Ainsworth,Suns,91
2018,1,Blake Hardwick,Hawks,91
2018,1,Toby McLean,Bulldogs,91
2018,1,Sam Jacobs,Crows,90
2018,1,Jordan Lewis,Demons,90
2018,1,Dylan Roberton,Saints,90
2018,1,Callum Mills,Swans,90
2018,1,Tom Bellchambers,Bombers,89
2018,1,Rory Sloane,Crows,89
2018,1,Jack Darling,Eagles,89
2018,1,Alex Witherden,Lions,89
2018,1,Lachlan Plowman,Blues,88
2018,1,Ryan Lester,Lions,88
2018,1,Jack Newnes,Saints,88
2018,1,Luke Dahlhaus,Bulldogs,88
2018,1,Trent Dumont,Kangaroos,87
2018,1,Jack Crisp,Magpies,87
2018,1,Kieren Jack,Swans,87
2018,1,Josh Dunkley,Bulldogs,87
2018,1,Adam Treloar,Magpies,87
2018,1,Jeremy Finlayson,Giants,87
2018,1,Jayden Hunt,Demons,86
2018,1,Tom Doedee,Crows,86
2018,1,Zach Guthrie,Cats,86
2018,1,Daniel Howe,Hawks,86
2018,1,Mark Lecras,Eagles,85
2018,1,Zak Jones,Swans,85
2018,1,Jordan Roughead,Bulldogs,85
2018,1,Matthew Suckling,Bulldogs,85
2018,1,Zach Tuohy,Cats,85
2018,1,Matthew Wright,Blues,84
2018,1,Callan Ward,Giants,84
2018,1,Darcy Byrne-Jones,Power,84
2018,1,Thomas Jonas,Power,84
2018,1,Josh Caddy,Tigers,84
2018,1,Thomas Stewart,Cats,84
2018,1,David Mundy,Dockers,83
2018,1,Brayden Fiorini,Suns,83
2018,1,Jonathon Patton,Giants,83
2018,1,Darcy Moore,Magpies,83
2018,1,Charlie Cameron,Lions,83
2018,1,Mitch Robinson,Lions,83
2018,1,Nathan Jones,Demons,83
2018,1,Timothy English,Bulldogs,83
2018,1,Michael Walters,Dockers,83
2018,1,Alex Rance,Tigers,83
2018,1,Harrison Himmelberg,Giants,82
2018,1,Jeremy McGovern,Eagles,82
2018,1,Jaeger O'Meara,Hawks,82
2018,1,Lachlan Fogarty,Cats,82
2018,1,Dominic Sheed,Eagles,81
2018,1,Darcy Macpherson,Suns,81
2018,1,Jimmy Webster,Saints,81
2018,1,James Frawley,Hawks,80
2018,1,Ryan Clarke,Kangaroos,80
2018,1,Jared Polec,Power,80
2018,1,Will Hoskin-Elliott,Magpies,80
2018,1,David Armitage,Saints,79
2018,1,Shane Edwards,Tigers,79
2018,1,James Harmes,Demons,79
2018,1,Jack Bowes,Suns,79
2018,1,Jesse Hogan,Demons,79
2018,1,Brandon Matera,Dockers,79
2018,1,Jacob Townsend,Tigers,78
2018,1,Levi Casboult,Blues,78
2018,1,Jeremy Howe,Magpies,78
2018,1,Luke Breust,Hawks,77
2018,1,Tom Lynch,Suns,77
2018,1,Darcy Parish,Bombers,77
2018,1,Cameron Ellis-Yolmen,Crows,77
2018,1,Jordan Murdoch,Cats,77
2018,1,Jayden Short,Tigers,76
2018,1,Josh Bruce,Saints,76
2018,1,Adam Tomlinson,Giants,76
2018,1,Jack Martin,Suns,76
2018,1,James Parsons,Cats,76
2018,1,Nathan Fyfe,Dockers,75
2018,1,Paul Seedsman,Crows,75
2018,1,Bernie Vince,Demons,75
2018,1,Dan Houston,Power,75
2018,1,Nick Smith,Swans,75
2018,1,Zac Smith,Cats,75
2018,1,Billy Hartung,Kangaroos,74
2018,1,Jack Steele,Saints,74
2018,1,Matthew Kreuzer,Blues,74
2018,1,Kade Kolodjashnij,Suns,74
2018,1,Sam Mayes,Lions,74
2018,1,Sam Menegola,Cats,74
2018,1,Conor McKenna,Bombers,74
2018,1,Nick Haynes,Giants,74
2018,1,Cameron Guthrie,Cats,74
2018,1,Michael Hibberd,Demons,74
2018,1,Tom Papley,Swans,73
2018,1,Bradley Sheppard,Eagles,73
2018,1,Jy Simpkin,Kangaroos,73
2018,1,Zaine Cordy,Bulldogs,73
2018,1,Steven May,Suns,73
2018,1,Dale Thomas,Blues,73
2018,1,Jamie Cripps,Eagles,72
2018,1,Matthew De Boer,Giants,72
2018,1,Matthew Taberner,Dockers,72
2018,1,Samuel Murray,Magpies,72
2018,1,Koby Stevens,Saints,72
