year,round,player,team,score
2016,1,Joshua Kennedy,Eagles,180
2016,1,Patrick Dangerfield,Cats,137
2016,1,Matthew Priddis,Eagles,137
2016,1,Luke Parker,Swans,135
2016,1,Gary Ablett,Suns,134
2016,1,Jordan Lewis,Hawks,134
2016,1,Tom Mitchell,Swans,132
2016,1,Nicholas Naitanui,Eagles,131
2016,1,Bryce Gibbs,Blues,127
2016,1,Marc Murphy,Blues,126
2016,1,David Zaharakis,Bombers,125
2016,1,Aaron Hall,Suns,125
2016,1,Kane Lambert,Tigers,125
2016,1,Robbie Gray,Power,125
2016,1,Brad Ebert,Power,124
2016,1,Sam Mitchell,Hawks,124
2016,1,Jack Steven,Saints,123
2016,1,Daniel Rich,Lions,123
2016,1,Dion Prestia,Suns,122
2016,1,Jason Johannisen,Bulldogs,121
2016,1,Todd Goldstein,Kangaroos,121
2016,1,Tom Hickey,Saints,120
2016,1,Shane Biggs,Bulldogs,120
2016,1,Sebastian Ross,Saints,119
2016,1,Zachary Merrett,Bombers,119
2016,1,Hamish Hartlett,Power,118
2016,1,Sam Gray,Power,118
2016,1,James Kelly,Bombers,118
2016,1,Kade Simpson,Blues,118
2016,1,Jarrad Waite,Kangaroos,117
2016,1,Adam Treloar,Magpies,117
2016,1,Mathew Stokes,Bombers,117
2016,1,Chad Wingard,Power,116
2016,1,Thomas Sheridan,Dockers,116
2016,1,Jack Viney,Demons,115
2016,1,Levi Greenwood,Magpies,115
2016,1,Robert Murphy,Bulldogs,114
2016,1,Kieren Jack,Swans,113
2016,1,Leigh Montagna,Saints,112
2016,1,Callan Ward,Giants,110
2016,1,Jake Lloyd,Swans,110
2016,1,Heath Shaw,Giants,109
2016,1,Mark Lecras,Eagles,109
2016,1,Tom Rockliff,Lions,109
2016,1,Jack Gunston,Hawks,108
2016,1,Lachlan Hunter,Bulldogs,108
2016,1,Matthew Rosa,Suns,108
2016,1,Jackson Macrae,Bulldogs,107
2016,1,Lachie Neale,Dockers,106
2016,1,David Armitage,Saints,105
2016,1,Jake Stringer,Bulldogs,105
2016,1,Elliot Yeo,Eagles,105
2016,1,Justin Westhoff,Power,103
2016,1,Shaun Higgins,Kangaroos,102
2016,1,Mitchell Duncan,Cats,102
2016,1,Tom Lynch,Suns,101
2016,1,Isaac Heeney,Swans,101
2016,1,Toby McLean,Bulldogs,100
2016,1,Michael Rischitelli,Suns,100
2016,1,Tom Scully,Giants,100
2016,1,Clancee Pearce,Dockers,100
2016,1,Jesse Hogan,Demons,99
2016,1,Allen Christensen,Lions,99
2016,1,Sam Docherty,Blues,99
2016,1,Darcy Parish,Bombers,97
2016,1,Josh Hill,Eagles,97
2016,1,Matthew Lobbe,Power,96
2016,1,Alex Sexton,Suns,96
2016,1,Taylor Adams,Magpies,95
2016,1,George Hewett,Swans,95
2016,1,Jasper Pittard,Power,95
2016,1,Daniel Wells,Kangaroos,95
2016,1,Sam Gilbert,Saints,95
2016,1,Sam Gibson,Kangaroos,95
2016,1,Jamie Cripps,Eagles,95
2016,1,Josh Caddy,Cats,94
2016,1,Taylor Walker,Crows,94
2016,1,Koby Stevens,Bulldogs,94
2016,1,Steve Johnson,Giants,93
2016,1,William Langford,Hawks,93
2016,1,Maverick Weller,Saints,93
2016,1,Nicholas Graham,Blues,92
2016,1,Matthew Boyd,Bulldogs,92
2016,1,Matthew Suckling,Bulldogs,92
2016,1,Sam Kerridge,Blues,92
2016,1,Ben Cunnington,Kangaroos,92
2016,1,Lance Franklin,Swans,91
2016,1,Mark Blicavs,Cats,91
2016,1,Eddie Betts,Crows,91
2016,1,Jack Martin,Suns,91
2016,1,Matthew Broadbent,Power,91
2016,1,Rory Laird,Crows,90
2016,1,Garrick Ibbotson,Dockers,90
2016,1,Robbie Tarrant,Kangaroos,90
2016,1,Luke Shuey,Eagles,89
2016,1,Trent McKenzie,Suns,89
2016,1,Scott Thompson,Crows,89
2016,1,Corey Enright,Cats,89
2016,1,Caleb Daniel,Bulldogs,89
2016,1,Nathan Wilson,Giants,88
2016,1,Jesse Lonergan,Suns,88
2016,1,Cameron Sutcliffe,Dockers,88
2016,1,Patrick Cripps,Blues,88
2016,1,Dylan Shiel,Giants,88
2016,1,Lewis Taylor,Lions,88
2016,1,Jack Watts,Demons,88
2016,1,Tom Bell,Lions,88
2016,1,Liam Picken,Bulldogs,87
2016,1,Steele Sidebottom,Magpies,87
2016,1,Andrew Gaff,Eagles,87
2016,1,Josh Gibson,Hawks,87
2016,1,Shaun Burgoyne,Hawks,87
2016,1,Brad Crouch,Crows,87
2016,1,Oliver Wines,Power,87
2016,1,Tom McDonald,Demons,86
2016,1,Luke Dahlhaus,Bulldogs,86
2016,1,Eric MacKenzie,Eagles,86
2016,1,Jack Newnes,Saints,85
2016,1,Brent Harvey,Kangaroos,85
2016,1,Joel Selwood,Cats,85
2016,1,Jack Riewoldt,Tigers,85
2016,1,Nathan Jones,Demons,85
2016,1,Bernie Vince,Demons,85
2016,1,Billy Hartung,Hawks,84
2016,1,Michael Barlow,Dockers,84
2016,1,Jarryd Blair,Magpies,84
2016,1,Andrew Swallow,Kangaroos,84
2016,1,Scott Pendlebury,Magpies,84
2016,1,Bradley Sheppard,Eagles,84
2016,1,Blake Acres,Saints,83
2016,1,Brodie Smith,Crows,83
2016,1,Alex Rance,Tigers,83
2016,1,Shane Savage,Saints,83
2016,1,Jordan De Goey,Magpies,82
2016,1,Matt Crouch,Crows,82
2016,1,Jack Darling,Eagles,82
2016,1,Grant Birchall,Hawks,82
2016,1,Lachie Whitfield,Giants,82
2016,1,Zac Smith,Cats,82
2016,1,Jamie Bennell,Eagles,81
2016,1,Jack Ziebell,Kangaroos,81
2016,1,Charlie Dixon,Power,81
2016,1,Jack Redden,Eagles,81
2016,1,Ben McEvoy,Hawks,80
2016,1,Kurt Tippett,Swans,80
2016,1,Thomas Liberatore,Bulldogs,80
2016,1,Ryan Bastinac,Lions,80
2016,1,Matt Jones,Demons,80
2016,1,Jackson Trengove,Power,80
2016,1,Josh Jenkins,Crows,80
2016,1,Jordan Roughead,Bulldogs,80
2016,1,Marcus Bontempelli,Bulldogs,80
2016,1,Tom Papley,Swans,79
2016,1,Lee Spurr,Dockers,79
2016,1,Jackson Ramsay,Magpies,79
2016,1,Rory Sloane,Crows,79
2016,1,Stefan Martin,Lions,79
2016,1,Richard Douglas,Crows,79
2016,1,Nick Malceski,Suns,78
2016,1,Sam Jacobs,Crows,78
2016,1,Andrejs Everitt,Blues,78
2016,1,Bachar Houli,Tigers,78
2016,1,Max Gawn,Demons,78
2016,1,Ben Kennedy,Demons,77
2016,1,Rory Lobb,Giants,77
2016,1,Nick Dal Santo,Kangaroos,77
2016,1,Easton Wood,Bulldogs,76
2016,1,Daniel Hannebery,Swans,76
2016,1,Brendon Goddard,Bombers,76
2016,1,Trent Cotchin,Tigers,76
2016,1,Rhys Stanley,Cats,75
2016,1,Jackson Merrett,Bombers,75
2016,1,Dustin Martin,Tigers,75
2016,1,Taylor Duryea,Hawks,75
2016,1,Jack Billings,Saints,74
2016,1,Jordan Murdoch,Cats,74
2016,1,Darcy Lang,Cats,74
2016,1,Taylor Garner,Kangaroos,74
2016,1,Mark Baguley,Bombers,73
2016,1,Pearce Hanley,Lions,73
2016,1,Blaine Boekhorst,Blues,72
2016,1,Nick Vlastuin,Tigers,72
2016,1,Martin Gleeson,Bombers,72
2016,1,Devon Smith,Giants,72
2016,1,Matthew Wright,Blues,72
2016,1,Matthew Dea,Bombers,72
2016,1,Luke Hodge,Hawks,71
2016,1,Thomas Jonas,Power,71
2016,1,Jacob Weitering,Blues,71
2016,1,Josh Dunkley,Bulldogs,71
2016,1,Jimmy Bartel,Cats,71
2016,1,Joshua Kelly,Giants,71
2016,1,Adam Kennedy,Giants,71
2016,1,Clay Cameron,Suns,71
2016,1,Neville Jetta,Demons,70
2016,1,Ben Sinclair,Magpies,70
2016,1,Nicholas Suban,Dockers,70
2016,1,Paul Puopolo,Hawks,70
2016,1,James Frawley,Hawks,70
2016,1,Brandon Ellis,Tigers,70
2016,1,Liam Duggan,Eagles,70
2016,1,Andrew Mackie,Cats,69
2016,1,Jay Schulz,Power,69
2016,1,Michael Firrito,Kangaroos,69
2016,1,Touk Miller,Suns,69
2016,1,Lindsay Thomas,Kangaroos,69
2016,1,Michael Walters,Dockers,69
2016,1,Dean Towers,Swans,69
2016,1,Josh Schache,Lions,69
2016,1,Mitchell Wallis,Bulldogs,69
2016,1,Ben Brown,Kangaroos,68
2016,1,Jeff Garlett,Demons,68
2016,1,Sam Lloyd,Tigers,68
2016,1,Anthony Miles,Tigers,68
2016,1,Dean Kent,Demons,68
2016,1,Sam Day,Suns,68
