year,round,player,team,score
2014,1,Jobe Watson,Bombers,153
2014,1,Dyson Heppell,Bombers,150
2014,1,Nathan Jones,Demons,147
2014,1,Clinton Jones,Saints,141
2014,1,Gary Ablett,Suns,141
2014,1,Mark Lecras,Eagles,139
2014,1,Oliver Wines,Power,136
2014,1,Michael Barlow,Dockers,134
2014,1,Joel Selwood,Cats,132
2014,1,Brett Deledio,Tigers,132
2014,1,Stephen Coniglio,Giants,130
2014,1,Kane Cornes,Power,128
2014,1,Trent Cotchin,Tigers,127
2014,1,Dion Prestia,Suns,125
2014,1,Nick Riewoldt,Saints,125
2014,1,Cale Hooker,Bombers,125
2014,1,Luke Ball,Magpies,124
2014,1,Adam Treloar,Giants,124
2014,1,Scott Pendlebury,Magpies,122
2014,1,Dayne Beams,Magpies,122
2014,1,Jackson Macrae,Bulldogs,122
2014,1,Matthew Rosa,Eagles,122
2014,1,Steve Johnson,Cats,121
2014,1,Brendon Goddard,Bombers,119
2014,1,Matthew Boyd,Bulldogs,118
2014,1,Bernie Vince,Demons,118
2014,1,Dom Tyson,Demons,116
2014,1,David Swallow,Suns,114
2014,1,Scott Selwood,Eagles,113
2014,1,Justin Westhoff,Power,113
2014,1,Jaeger O'Meara,Suns,112
2014,1,Jordan Lewis,Hawks,111
2014,1,Callan Ward,Giants,111
2014,1,Jackson Merrett,Bombers,111
2014,1,Aaron Sandilands,Dockers,110
2014,1,Luke Breust,Hawks,110
2014,1,Shane Mumford,Giants,110
2014,1,Rory Sloane,Crows,109
2014,1,Matthew Priddis,Eagles,109
2014,1,Liam Shiels,Hawks,109
2014,1,Dean Cox,Eagles,108
2014,1,Jake Spencer,Demons,108
2014,1,Matthew Wright,Crows,108
2014,1,Sam Jacobs,Crows,108
2014,1,Luke Dahlhaus,Bulldogs,108
2014,1,Corey Enright,Cats,108
2014,1,Matt Thomas,Tigers,108
2014,1,Ben Howlett,Bombers,107
2014,1,Luke Dunstan,Saints,106
2014,1,Paul Chapman,Bombers,106
2014,1,Isaac Smith,Hawks,106
2014,1,Andrew Gaff,Eagles,105
2014,1,Farren Ray,Saints,105
2014,1,Tendai Mzungu,Dockers,105
2014,1,Tom Langdon,Magpies,105
2014,1,Mathew Stokes,Cats,104
2014,1,Andrew Mackie,Cats,104
2014,1,David Myers,Bombers,103
2014,1,Lachlan Hunter,Bulldogs,103
2014,1,Grant Birchall,Hawks,103
2014,1,Brad Ebert,Power,100
2014,1,James Kelly,Cats,100
2014,1,Dustin Martin,Tigers,100
2014,1,Jarrod Harbrow,Suns,100
2014,1,David Zaharakis,Bombers,100
2014,1,David Ellard,Blues,100
2014,1,Sean Dempster,Saints,100
2014,1,Chad Wingard,Power,100
2014,1,David Mundy,Dockers,99
2014,1,Jimmy Bartel,Cats,99
2014,1,Danyle Pearce,Dockers,98
2014,1,James Gwilt,Saints,98
2014,1,Jarryd Roughead,Hawks,98
2014,1,Reece Conca,Tigers,97
2014,1,Aaron Mullett,Kangaroos,97
2014,1,Dane Swan,Magpies,97
2014,1,Shaun Grigg,Tigers,96
2014,1,Brent Harvey,Kangaroos,96
2014,1,Michael Hibberd,Bombers,96
2014,1,Jack Darling,Eagles,96
2014,1,Adam Cooney,Bulldogs,96
2014,1,Tom Rockliff,Lions,96
2014,1,Josh Hunt,Giants,95
2014,1,Matthew De Boer,Dockers,95
2014,1,Michael Rischitelli,Suns,94
2014,1,Robert Murphy,Bulldogs,94
2014,1,Rohan Bail,Demons,94
2014,1,Edward Curnow,Blues,94
2014,1,Greg Broughton,Suns,94
2014,1,Ryan Lester,Lions,94
2014,1,Dayne Zorko,Lions,93
2014,1,Joshua Green,Lions,93
2014,1,Luke Hodge,Hawks,93
2014,1,Tom Mitchell,Swans,93
2014,1,Bryce Gibbs,Blues,93
2014,1,Jack Gunston,Hawks,92
2014,1,Eric MacKenzie,Eagles,92
2014,1,Angus Monfries,Power,92
2014,1,Josh Saunders,Saints,90
2014,1,Luke Parker,Swans,90
2014,1,Rhyce Shaw,Swans,90
2014,1,Jay Schulz,Power,90
2014,1,Brent Macaffer,Magpies,90
2014,1,Matthew Jaensch,Crows,89
2014,1,Ben McEvoy,Hawks,89
2014,1,Marc Murphy,Blues,89
2014,1,Sam Kerridge,Crows,88
2014,1,Jack Redden,Lions,88
2014,1,Koby Stevens,Bulldogs,88
2014,1,Shaun Burgoyne,Hawks,88
2014,1,Brodie Grundy,Magpies,88
2014,1,Lindsay Thomas,Kangaroos,87
2014,1,Michael Johnson,Dockers,87
2014,1,Brent Stanton,Bombers,87
2014,1,Jack Watts,Demons,86
2014,1,Michael Hurley,Bombers,86
2014,1,Kyle Hardingham,Bombers,86
2014,1,Josh Caddy,Cats,85
2014,1,Matthew Suckling,Hawks,85
2014,1,Tom Hickey,Saints,85
2014,1,Jack Trengove,Demons,85
2014,1,Daniel Cross,Demons,85
2014,1,Toby Greene,Giants,85
2014,1,Jared Polec,Power,85
2014,1,Mitchell Duncan,Cats,85
2014,1,Mark Baguley,Bombers,85
2014,1,David Hale,Hawks,85
2014,1,Heath Shaw,Giants,84
2014,1,Jonathan Brown,Lions,84
2014,1,Matthew Pavlich,Dockers,84
2014,1,Mike Pyke,Swans,84
2014,1,Heritier Lumumba,Magpies,84
2014,1,Jack Newnes,Saints,84
2014,1,Elliot Yeo,Eagles,84
2014,1,Kade Simpson,Blues,84
2014,1,Thomas Liberatore,Bulldogs,84
2014,1,Steele Sidebottom,Magpies,84
2014,1,Matthew Lobbe,Power,83
2014,1,Josh Kennedy Injured,Swans,83
2014,1,Jarrad McVeigh,Swans,83
2014,1,Stewart Crameri,Bulldogs,83
2014,1,Sam Mayes,Lions,83
2014,1,Bradley Hill,Hawks,83
2014,1,Liam Picken,Bulldogs,82
2014,1,Mitchell Grigg,Crows,82
2014,1,Shaun Hampson,Tigers,82
2014,1,Luke Brown,Crows,82
2014,1,Robbie Gray,Power,82
2014,1,Leigh Adams,Kangaroos,81
