year,round,player,team,score
2018,1,tom mitchell,Hawthorn,156
2018,1,lance franklin,Sydney,151
2018,1,stephen coniglio,Greater Western Sydney,146
2018,1,dyson heppell,Essendon,145
2018,1,jarrod witts,Gold Coast,140
2018,1,bryce gibbs,Adelaide,139
2018,1,max gawn,Melbourne,138
2018,1,jack steven,St Kilda,133
2018,1,justin westhoff,Port Adelaide,132
2018,1,patrick cripps,Carlton,130
2018,1,kade simpson,Carlton,129
2018,1,luke parker,Sydney,127
2018,1,rory laird,Adelaide,124
2018,1,blake acres,St Kilda,124
2018,1,matt crouch,Adelaide,123
2018,1,sebastian ross,St Kilda,123
2018,1,jack billings,St Kilda,123
2018,1,joel selwood,Geelong,122
2018,1,toby greene,Greater Western Sydney,118
2018,1,david zaharakis,Essendon,117
2018,1,gary ablett,Geelong,117
2018,1,josh kelly,Greater Western Sydney,115
2018,1,jake lloyd,Sydney,115
2018,1,charlie curnow,Carlton,115
2018,1,clayton oliver,Melbourne,114
2018,1,lachie whitfield,Greater Western Sydney,114
2018,1,shannon hurn,West Coast,112
2018,1,aaron young,Gold Coast,112
2018,1,mark lecras,West Coast,112
2018,1,tim taranto,Greater Western Sydney,112
2018,1,jack watts,Port Adelaide,112
2018,1,david swallow,Gold Coast,111
2018,1,jeremy cameron,Greater Western Sydney,111
2018,1,aaron sandilands,Fremantle,111
2018,1,mitch duncan,Geelong,110
2018,1,brendon goddard,Essendon,110
2018,1,dustin martin,Richmond,110
2018,1,jack macrae,Western Bulldogs,109
2018,1,scott pendlebury,Collingwood,108
2018,1,lachie hunter,Western Bulldogs,108
2018,1,steele sidebottom,Collingwood,108
2018,1,jordan murdoch,Geelong,106
2018,1,jarrod berry,Brisbane Lions,106
2018,1,adam treloar,Collingwood,105
2018,1,brad ebert,Port Adelaide,104
2018,1,lewis taylor,Brisbane Lions,104
2018,1,dylan shiel,Greater Western Sydney,104
2018,1,elliot yeo,West Coast,104
2018,1,nick robertson,Brisbane Lions,104
2018,1,dylan roberton,St Kilda,103
2018,1,luke shuey,West Coast,102
2018,1,riley bonner,Port Adelaide,102
2018,1,brandan parfitt,Geelong,101
2018,1,ollie wines,Port Adelaide,101
2018,1,jack riewoldt,Richmond,100
2018,1,james stewart,Essendon,100
2018,1,lachie neale,Fremantle,100
2018,1,tim membrey,St Kilda,100
2018,1,josh caddy,Richmond,99
2018,1,travis boak,Port Adelaide,99
2018,1,daniel howe,Hawthorn,99
2018,1,michael hurley,Essendon,99
2018,1,isaac heeney,Sydney,98
2018,1,heath shaw,Greater Western Sydney,98
2018,1,christian petracca,Melbourne,98
2018,1,luke dahlhaus,Western Bulldogs,98
2018,1,dayne beams,Brisbane Lions,97
2018,1,darcy macpherson,Gold Coast,97
2018,1,charlie dixon,Port Adelaide,97
2018,1,isaac smith,Hawthorn,97
2018,1,jarryn geary,St Kilda,97
2018,1,andrew gaff,West Coast,96
2018,1,cale hooker,Essendon,96
2018,1,jack martin,Gold Coast,95
2018,1,stefan martin,Brisbane Lions,94
2018,1,jared polec,Port Adelaide,94
2018,1,jarrod harbrow,Gold Coast,94
2018,1,nic naitanui,West Coast,93
2018,1,jaeger omeara,Hawthorn,93
2018,1,chad wingard,Port Adelaide,92
2018,1,james sicily,Hawthorn,92
2018,1,shane savage,St Kilda,92
2018,1,brayden fiorini,Gold Coast,92
2018,1,hamish hartlett,Port Adelaide,92
2018,1,andrew mcgrath,Essendon,92
2018,1,michael walters,Fremantle,92
2018,1,callum mills,Sydney,92
2018,1,jack gunston,Hawthorn,91
2018,1,todd goldstein,North Melbourne,91
2018,1,devon smith,Essendon,91
2018,1,rory sloane,Adelaide,91
2018,1,brandon matera,Fremantle,91
2018,1,zach tuohy,Geelong,90
2018,1,jack newnes,St Kilda,90
2018,1,matthew taberner,Fremantle,90
2018,1,mitch robinson,Brisbane Lions,89
2018,1,adam tomlinson,Greater Western Sydney,89
2018,1,nick holman,Gold Coast,89
2018,1,ricky henderson,Hawthorn,89
2018,1,trent dumont,North Melbourne,88
2018,1,ed curnow,Carlton,88
2018,1,josh dunkley,Western Bulldogs,88
2018,1,dan butler,Richmond,88
2018,1,ryan lester,Brisbane Lions,88
2018,1,jack graham,Richmond,87
2018,1,charlie cameron,Brisbane Lions,87
2018,1,callum sinclair,Sydney,87
2018,1,shaun higgins,North Melbourne,87
2018,1,paul seedsman,Adelaide,86
2018,1,caleb marchbank,Carlton,86
2018,1,trent cotchin,Richmond,86
2018,1,luke hodge,Brisbane Lions,86
2018,1,darcy moore,Collingwood,86
2018,1,darcy byrne-jones,Port Adelaide,85
2018,1,daniel menzel,Geelong,85
2018,1,ben cunnington,North Melbourne,85
2018,1,jack ziebell,North Melbourne,85
2018,1,callan ward,Greater Western Sydney,85
2018,1,jarryd lyons,Gold Coast,84
2018,1,matthew wright,Carlton,84
2018,1,brodie grundy,Collingwood,84
2018,1,zach guthrie,Geelong,84
2018,1,jeremy mcgovern,West Coast,84
