year,round,player,team,score
2017,1,dyson heppell,Essendon,156
2017,1,taylor adams,Collingwood,151
2017,1,andrew gaff,West Coast,144
2017,1,rory laird,Adelaide,142
2017,1,marc murphy,Carlton,139
2017,1,dustin martin,Richmond,139
2017,1,scott pendlebury,Collingwood,135
2017,1,zach merrett,Essendon,129
2017,1,mitch duncan,Geelong,128
2017,1,tom mitchell,Hawthorn,128
2017,1,brendon goddard,Essendon,127
2017,1,tom rockliff,Brisbane Lions,127
2017,1,kade simpson,Carlton,126
2017,1,nathan jones,Melbourne,126
2017,1,adam treloar,Collingwood,125
2017,1,josh kennedy,West Coast,125
2017,1,steele sidebottom,Collingwood,124
2017,1,jobe watson,Essendon,122
2017,1,clayton oliver,Melbourne,122
2017,1,matthew kreuzer,Carlton,120
2017,1,elliot yeo,West Coast,120
2017,1,jordan lewis,Melbourne,119
2017,1,jesse hogan,Melbourne,118
2017,1,patrick dangerfield,Geelong,118
2017,1,josh kennedy,Sydney,118
2017,1,dayne zorko,Brisbane Lions,116
2017,1,jack macrae,Western Bulldogs,116
2017,1,brad ebert,Port Adelaide,116
2017,1,alex fasolo,Collingwood,115
2017,1,tom liberatore,Western Bulldogs,115
2017,1,darcy parish,Essendon,114
2017,1,jeremy howe,Collingwood,114
2017,1,rory atkins,Adelaide,114
2017,1,charlie cameron,Adelaide,112
2017,1,jack redden,West Coast,111
2017,1,shaun grigg,Richmond,111
2017,1,sam mitchell,West Coast,111
2017,1,lee spurr,Fremantle,111
2017,1,max gawn,Melbourne,111
2017,1,nat fyfe,Fremantle,110
2017,1,lance franklin,Sydney,110
2017,1,alex neal-bullen,Melbourne,110
2017,1,ollie wines,Port Adelaide,110
2017,1,aaron hall,Gold Coast,109
2017,1,jason johannisen,Western Bulldogs,109
2017,1,touk miller,Gold Coast,108
2017,1,zac williams,Greater Western Sydney,106
2017,1,liam picken,Western Bulldogs,105
2017,1,bryce gibbs,Carlton,105
2017,1,gary ablett,Gold Coast,105
2017,1,jarrod witts,Gold Coast,104
2017,1,tom mcdonald,Melbourne,104
2017,1,bernie vince,Melbourne,103
2017,1,dayne beams,Brisbane Lions,103
2017,1,dion prestia,Richmond,103
2017,1,jack ziebell,North Melbourne,103
2017,1,stephen hill,Fremantle,103
2017,1,andrew swallow,North Melbourne,102
2017,1,chris masten,West Coast,101
2017,1,zach tuohy,Geelong,101
2017,1,lachie hunter,Western Bulldogs,101
2017,1,stefan martin,Brisbane Lions,101
2017,1,brent stanton,Essendon,99
2017,1,luke dahlhaus,Western Bulldogs,99
2017,1,richard douglas,Adelaide,99
2017,1,joel selwood,Geelong,99
2017,1,nick riewoldt,St Kilda,99
2017,1,luke parker,Sydney,99
2017,1,joe daniher,Essendon,98
2017,1,trent cotchin,Richmond,98
2017,1,travis boak,Port Adelaide,97
2017,1,tom scully,Greater Western Sydney,97
2017,1,matt crouch,Adelaide,97
2017,1,jarrad waite,North Melbourne,97
2017,1,zak jones,Sydney,96
2017,1,andrew mcgrath,Essendon,96
2017,1,jamie cripps,West Coast,95
2017,1,will hoskin-elliott,Collingwood,95
2017,1,brodie grundy,Collingwood,94
2017,1,michael barlow,Gold Coast,94
2017,1,jack steele,St Kilda,94
2017,1,jack steven,St Kilda,94
2017,1,luke shuey,West Coast,93
2017,1,wayne milera,Adelaide,93
2017,1,will langford,Hawthorn,93
2017,1,shannon hurn,West Coast,92
2017,1,jeremy mcgovern,West Coast,92
2017,1,josh jenkins,Adelaide,92
2017,1,lachie neale,Fremantle,92
2017,1,george hewett,Sydney,91
2017,1,nick vlastuin,Richmond,91
2017,1,christian petracca,Melbourne,91
2017,1,connor blakely,Fremantle,90
2017,1,matt suckling,Western Bulldogs,90
2017,1,todd goldstein,North Melbourne,90
2017,1,chad wingard,Port Adelaide,90
2017,1,sam docherty,Carlton,90
2017,1,marcus bontempelli,Western Bulldogs,89
2017,1,david mackay,Adelaide,89
2017,1,matt priddis,West Coast,88
2017,1,david zaharakis,Essendon,88
2017,1,steve johnson,Greater Western Sydney,88
2017,1,mitch hannan,Melbourne,88
2017,1,matthew boyd,Western Bulldogs,87
2017,1,matthew wright,Carlton,87
2017,1,lachie plowman,Carlton,87
2017,1,isaac smith,Hawthorn,87
2017,1,lin jong,Western Bulldogs,87
2017,1,josh kelly,Greater Western Sydney,87
2017,1,jayden hunt,Melbourne,87
2017,1,jake lloyd,Sydney,87
2017,1,shaun higgins,North Melbourne,87
2017,1,jason castagna,Richmond,86
2017,1,ryan bastinac,Brisbane Lions,86
2017,1,ben ainsworth,Gold Coast,86
2017,1,tom phillips,Collingwood,86
2017,1,heath shaw,Greater Western Sydney,86
2017,1,aaron sandilands,Fremantle,86
2017,1,shaun mckernan,Essendon,85
2017,1,mark lecras,West Coast,85
2017,1,eddie betts,Adelaide,85
2017,1,jesse white,Collingwood,85
2017,1,dylan shiel,Greater Western Sydney,84
2017,1,shane mumford,Greater Western Sydney,84
2017,1,lachie henderson,Geelong,84
2017,1,jack viney,Melbourne,84
2017,1,david mundy,Fremantle,84
2017,1,ben mcevoy,Hawthorn,84
2017,1,reece conca,Richmond,84
