year,round,player,team,score
2015,1,brad ebert,Port Adelaide,163
2015,1,jordan lewis,Hawthorn,156
2015,1,taylor walker,Adelaide,146
2015,1,ollie wines,Port Adelaide,131
2015,1,eddie betts,Adelaide,130
2015,1,tom mcdonald,Melbourne,125
2015,1,robbie gray,Port Adelaide,122
2015,1,steven motlop,Geelong,122
2015,1,brandon ellis,Richmond,121
2015,1,adam treloar,Greater Western Sydney,119
2015,1,travis boak,Port Adelaide,115
2015,1,luke hodge,Hawthorn,115
2015,1,taylor hunt,Richmond,115
2015,1,jeremy mcgovern,West Coast,114
2015,1,lachie whitfield,Greater Western Sydney,114
2015,1,matt rosa,West Coast,114
2015,1,matthew boyd,Western Bulldogs,113
2015,1,luke dahlhaus,Western Bulldogs,113
2015,1,rory sloane,Adelaide,112
2015,1,luke parker,Sydney,111
2015,1,dyson heppell,Essendon,111
2015,1,daniel rich,Brisbane Lions,111
2015,1,josh gibson,Hawthorn,110
2015,1,danyle pearce,Fremantle,110
2015,1,jared polec,Port Adelaide,109
2015,1,david mundy,Fremantle,108
2015,1,tom bell,Carlton,108
2015,1,sam docherty,Carlton,107
2015,1,jack macrae,Western Bulldogs,107
2015,1,dane swan,Collingwood,105
2015,1,jeff garlett,Melbourne,105
2015,1,chad wingard,Port Adelaide,104
2015,1,nathan jones,Melbourne,104
2015,1,marcus bontempelli,Western Bulldogs,104
2015,1,kieren jack,Sydney,104
2015,1,dayne zorko,Brisbane Lions,104
2015,1,scott pendlebury,Collingwood,104
2015,1,matthew pavlich,Fremantle,103
2015,1,jamie cripps,West Coast,103
2015,1,richard douglas,Adelaide,102
2015,1,jarryd blair,Collingwood,102
2015,1,leigh montagna,St Kilda,102
2015,1,dion prestia,Gold Coast,101
2015,1,dylan shiel,Greater Western Sydney,101
2015,1,luke shuey,West Coast,101
2015,1,michael barlow,Fremantle,101
2015,1,scott selwood,West Coast,101
2015,1,kamdyn mcintosh,Richmond,101
2015,1,allen christensen,Brisbane Lions,100
2015,1,mathew stokes,Geelong,100
2015,1,dan hannebery,Sydney,99
2015,1,ben howlett,Essendon,99
2015,1,jack steven,St Kilda,99
2015,1,nick vlastuin,Richmond,98
2015,1,michael rischitelli,Gold Coast,98
2015,1,adam schneider,St Kilda,97
2015,1,lin jong,Western Bulldogs,97
2015,1,kade simpson,Carlton,97
2015,1,chris masten,West Coast,96
2015,1,jamie elliott,Collingwood,96
2015,1,bryce gibbs,Carlton,96
2015,1,jimmy bartel,Geelong,96
2015,1,ben newton,Melbourne,96
2015,1,jake melksham,Essendon,95
2015,1,ben cunnington,North Melbourne,95
2015,1,nat fyfe,Fremantle,95
2015,1,daniel cross,Melbourne,94
2015,1,josh kennedy,Sydney,94
2015,1,brodie smith,Adelaide,93
2015,1,chris judd,Carlton,93
2015,1,jobe watson,Essendon,93
2015,1,patrick dangerfield,Adelaide,93
2015,1,isaac heeney,Sydney,92
2015,1,steve johnson,Geelong,92
2015,1,mitch robinson,Brisbane Lions,91
2015,1,ivan maric,Richmond,91
2015,1,rory laird,Adelaide,91
2015,1,nic naitanui,West Coast,90
2015,1,dale morris,Western Bulldogs,90
2015,1,jarryn geary,St Kilda,90
2015,1,andrew gaff,West Coast,90
2015,1,james kelly,Geelong,90
2015,1,hamish hartlett,Port Adelaide,90
2015,1,jack riewoldt,Richmond,89
2015,1,david armitage,St Kilda,89
2015,1,steele sidebottom,Collingwood,88
2015,1,sam jacobs,Adelaide,88
2015,1,stefan martin,Brisbane Lions,87
2015,1,nick riewoldt,St Kilda,87
2015,1,jarryd roughead,Hawthorn,87
2015,1,luke breust,Hawthorn,87
2015,1,shannon hurn,West Coast,87
2015,1,jeremy howe,Melbourne,87
2015,1,jack watts,Melbourne,87
2015,1,mitch clark,Geelong,86
2015,1,will minson,Western Bulldogs,86
2015,1,paul puopolo,Hawthorn,86
2015,1,josh jenkins,Adelaide,86
2015,1,callan ward,Greater Western Sydney,86
2015,1,jake stringer,Western Bulldogs,85
2015,1,todd goldstein,North Melbourne,85
2015,1,jack viney,Melbourne,85
2015,1,kurt tippett,Sydney,85
2015,1,shane savage,St Kilda,84
2015,1,sam gibson,North Melbourne,84
2015,1,anthony miles,Richmond,84
2015,1,shaun atley,North Melbourne,84
2015,1,isaac smith,Hawthorn,83
2015,1,corey enright,Geelong,83
2015,1,taylor adams,Collingwood,83
2015,1,dayne beams,Brisbane Lions,83
2015,1,mitch wallis,Western Bulldogs,83
2015,1,maverick weller,St Kilda,83
2015,1,jarrod harbrow,Gold Coast,82
2015,1,josh bruce,St Kilda,82
2015,1,jason johannisen,Western Bulldogs,82
2015,1,josh green,Brisbane Lions,82
2015,1,kane cornes,Port Adelaide,81
2015,1,jack redden,Brisbane Lions,81
2015,1,josh kelly,Greater Western Sydney,81
2015,1,marco paparone,Brisbane Lions,81
2015,1,taylor duryea,Hawthorn,81
2015,1,mark blicavs,Geelong,81
2015,1,troy menzel,Carlton,81
2015,1,dom tyson,Melbourne,80
2015,1,nick malceski,Gold Coast,80
2015,1,craig bird,Sydney,80
2015,1,shaun grigg,Richmond,80
2015,1,paddy ryder,Port Adelaide,80
2015,1,andrejs everitt,Carlton,80
2015,1,cameron guthrie,Geelong,80
2015,1,sam lloyd,Richmond,80
2015,1,tom rockliff,Brisbane Lions,79
2015,1,lewis taylor,Brisbane Lions,79
2015,1,james frawley,Hawthorn,79
2015,1,bachar houli,Richmond,78
2015,1,jack ziebell,North Melbourne,78
2015,1,dane rampe,Sydney,78
2015,1,jackson trengove,Port Adelaide,78
2015,1,jonathon ceglar,Hawthorn,77
2015,1,cyril rioli,Hawthorn,77
2015,1,alan toovey,Collingwood,76
2015,1,sam butler,West Coast,76
2015,1,joel selwood,Geelong,76
2015,1,sam mitchell,Hawthorn,76
2015,1,matthew leuenberger,Brisbane Lions,76
2015,1,jamie macmillan,North Melbourne,76
2015,1,david swallow,Gold Coast,75
2015,1,justin westhoff,Port Adelaide,75
2015,1,claye beams,Brisbane Lions,75
2015,1,cale hooker,Essendon,75
2015,1,jed adcock,Brisbane Lions,75
2015,1,lindsay thomas,North Melbourne,75
2015,1,cam mccarthy,Greater Western Sydney,74
2015,1,mark lecras,West Coast,74
2015,1,shaun burgoyne,Hawthorn,74
2015,1,ed curnow,Carlton,74
2015,1,patrick ambrose,Essendon,74
2015,1,matthew broadbent,Port Adelaide,74
2015,1,matt priddis,West Coast,73
2015,1,zach merrett,Essendon,73
2015,1,kyle cheney,Adelaide,73
2015,1,harley bennell,Gold Coast,73
2015,1,jesse hogan,Melbourne,73
2015,1,toby greene,Greater Western Sydney,73
2015,1,lynden dunn,Melbourne,73
2015,1,paul chapman,Essendon,73
2015,1,shaun higgins,North Melbourne,73
2015,1,ben griffiths,Richmond,72
2015,1,brendon goddard,Essendon,72
2015,1,will langford,Hawthorn,72
2015,1,stewart crameri,Western Bulldogs,72
2015,1,michael talia,Western Bulldogs,72
2015,1,lee spurr,Fremantle,71
2015,1,aaron sandilands,Fremantle,71
2015,1,colin garland,Melbourne,70
2015,1,daniel gorringe,Gold Coast,70
2015,1,nathan van berlo,Adelaide,70
2015,1,harry taylor,Geelong,70
2015,1,tom langdon,Collingwood,70
2015,1,jesse white,Collingwood,70
2015,1,brett goodes,Western Bulldogs,70
2015,1,tory dickson,Western Bulldogs,70
2015,1,mitch honeychurch,Western Bulldogs,69
2015,1,angus brayshaw,Melbourne,69
2015,1,aaron vandenberg,Melbourne,69
2015,1,sharrod wellingham,West Coast,69
2015,1,tom jonas,Port Adelaide,69
2015,1,michael hurley,Essendon,69
2015,1,paul duffield,Fremantle,68
2015,1,sam fisher,St Kilda,68
2015,1,jeremy laidler,Sydney,68
2015,1,travis cloke,Collingwood,68
2015,1,david zaharakis,Essendon,68
2015,1,matt suckling,Hawthorn,68
2015,1,jack martin,Gold Coast,68
2015,1,shane edwards,Richmond,67
2015,1,brodie grundy,Collingwood,67
2015,1,josh kennedy,West Coast,67
2015,1,travis colyer,Essendon,67
