year,round,player,team,score
2019,1,tom rockliff,Port Adelaide,166
2019,1,stephen coniglio,Greater Western Sydney,161
2019,1,travis boak,Port Adelaide,144
2019,1,rory sloane,Adelaide,144
2019,1,tim taranto,Greater Western Sydney,137
2019,1,dom sheed,West Coast,133
2019,1,matt crouch,Adelaide,132
2019,1,marcus bontempelli,Western Bulldogs,128
2019,1,christian salem,Melbourne,128
2019,1,jake lloyd,Sydney,126
2019,1,adam treloar,Collingwood,125
2019,1,justin westhoff,Port Adelaide,120
2019,1,jamie macmillan,North Melbourne,118
2019,1,toby nankervis,Richmond,115
2019,1,nic newman,Carlton,115
2019,1,brayden fiorini,Gold Coast,114
2019,1,ed curnow,Carlton,113
2019,1,bradley hill,Fremantle,113
2019,1,kane lambert,Richmond,112
2019,1,lachie hunter,Western Bulldogs,112
2019,1,jack steele,St Kilda,111
2019,1,darcy tucker,Fremantle,111
2019,1,lachie whitfield,Greater Western Sydney,109
2019,1,brad crouch,Adelaide,109
2019,1,brad ebert,Port Adelaide,109
2019,1,cam mccarthy,Fremantle,109
2019,1,tim kelly,Geelong,108
2019,1,jacob hopper,Greater Western Sydney,108
2019,1,trent cotchin,Richmond,107
2019,1,dyson heppell,Essendon,107
2019,1,ed langdon,Fremantle,107
2019,1,jack macrae,Western Bulldogs,107
2019,1,jaeger omeara,Hawthorn,106
2019,1,jack graham,Richmond,106
2019,1,james sicily,Hawthorn,106
2019,1,callum sinclair,Sydney,105
2019,1,nat fyfe,Fremantle,103
2019,1,patrick dangerfield,Geelong,103
2019,1,rory laird,Adelaide,103
2019,1,wil powell,Gold Coast,103
2019,1,tom stewart,Geelong,102
2019,1,bachar houli,Richmond,102
2019,1,james worpel,Hawthorn,101
2019,1,patrick cripps,Carlton,101
2019,1,ben mcevoy,Hawthorn,101
2019,1,daniel rich,Brisbane Lions,101
2019,1,angus brayshaw,Melbourne,100
2019,1,joel selwood,Geelong,100
2019,1,luke dahlhaus,Geelong,98
2019,1,james cousins,Hawthorn,98
2019,1,marc murphy,Carlton,97
2019,1,rory atkins,Adelaide,97
2019,1,bailey scott,North Melbourne,97
2019,1,jarryd lyons,Brisbane Lions,96
2019,1,anthony miles,Gold Coast,96
