year,round,player,team,score
2020,1,jack viney,Melbourne,132
2020,1,dylan shiel,Essendon,122
2020,1,ben cunnington,North Melbourne,117
2020,1,luke shuey,West Coast,116
2020,1,brodie grundy,Collingwood,114
2020,1,luke parker,Sydney,113
2020,1,jeremy howe,Collingwood,110
2020,1,lachie neale,Brisbane Lions,108
2020,1,andrew gaff,West Coast,107
2020,1,steele sidebottom,Collingwood,107
2020,1,taylor adams,Collingwood,105
2020,1,ed langdon,Melbourne,102
2020,1,isaac heeney,Sydney,101
2020,1,brad ebert,Port Adelaide,101
2020,1,adam saad,Essendon,100
2020,1,luke dunstan,St Kilda,100
2020,1,chad wingard,Hawthorn,100
2020,1,josh kennedy,Sydney,98
2020,1,jarryd lyons,Brisbane Lions,98
2020,1,liam shiels,Hawthorn,97
2020,1,zak jones,St Kilda,96
2020,1,bailey smith,Western Bulldogs,95
2020,1,sam docherty,Carlton,95
2020,1,chris mayne,Collingwood,94
2020,1,shannon hurn,West Coast,94
2020,1,mitch robinson,Brisbane Lions,93
2020,1,dom sheed,West Coast,93
2020,1,andrew mcgrath,Essendon,92
2020,1,patrick cripps,Carlton,92
2020,1,lewis jetta,West Coast,92
2020,1,rory lobb,Fremantle,92
2020,1,liam ryan,West Coast,91
2020,1,tom rockliff,Port Adelaide,91
2020,1,dustin martin,Richmond,90
2020,1,scott pendlebury,Collingwood,90
2020,1,christian petracca,Melbourne,90
2020,1,nat fyfe,Fremantle,89
2020,1,dion prestia,Richmond,89
2020,1,gary ablett,Geelong,89
2020,1,jy simpkin,North Melbourne,89
2020,1,brett bewley,Fremantle,89
2020,1,jacob hopper,Greater Western Sydney,89
2020,1,mitch duncan,Geelong,89
2020,1,jack billings,St Kilda,87
2020,1,harry perryman,Greater Western Sydney,86
2020,1,jack martin,Carlton,86
2020,1,jared polec,North Melbourne,86
2020,1,darcy byrne-jones,Port Adelaide,86
2020,1,connor rozee,Port Adelaide,85
2020,1,nick haynes,Greater Western Sydney,85
2020,1,isaac smith,Hawthorn,85
2020,1,michael hibberd,Melbourne,85
2020,1,travis boak,Port Adelaide,84
2020,1,jack macrae,Western Bulldogs,84
2020,1,touk miller,Gold Coast,84
2020,1,shai bolton,Richmond,83
2020,1,liam duggan,West Coast,83
2020,1,jaeger omeara,Hawthorn,83
2020,1,mason redman,Essendon,82
2020,1,jack steele,St Kilda,82
2020,1,levi casboult,Carlton,82
2020,1,brody mihocek,Collingwood,82
2020,1,tom mitchell,Hawthorn,82
2020,1,kyle langford,Essendon,82
2020,1,karl amon,Port Adelaide,82
2020,1,darcy tucker,Fremantle,82
2020,1,toby greene,Greater Western Sydney,81
2020,1,james worpel,Hawthorn,81
2020,1,josh kelly,Greater Western Sydney,81
2020,1,tim kelly,West Coast,81
2020,1,michael walters,Fremantle,80
2020,1,brayden fiorini,Gold Coast,80
2020,1,eric hipwood,Brisbane Lions,80
2020,1,jordan ridley,Essendon,80
2020,1,sam jacobs,Greater Western Sydney,80
2020,1,hayden crozier,Western Bulldogs,79
2020,1,ryan burton,Port Adelaide,79
2020,1,tom papley,Sydney,79
2020,1,dan houston,Port Adelaide,79
2020,1,michael hurley,Essendon,79
2020,1,rory sloane,Adelaide,78
2020,1,sam naismith,Sydney,78
2020,1,marc murphy,Carlton,78
2020,1,dan hannebery,St Kilda,78
2020,1,todd goldstein,North Melbourne,77
2020,1,robbie gray,Port Adelaide,76
2020,1,brayden maynard,Collingwood,76
2020,1,tom hawkins,Geelong,76
2020,1,sam powell-pepper,Port Adelaide,76
2020,1,dean kent,St Kilda,76
2020,1,zach merrett,Essendon,75
2020,1,ben ainsworth,Gold Coast,74
2020,1,tom barrass,West Coast,74
2020,1,clayton oliver,Melbourne,74
2020,1,stephen coniglio,Greater Western Sydney,74
2020,1,luke breust,Hawthorn,74
2020,1,jake stringer,Essendon,73
2020,1,max gawn,Melbourne,73
2020,1,will hoskin-elliott,Collingwood,73
2020,1,shaun higgins,North Melbourne,73
2020,1,david swallow,Gold Coast,73
2020,1,will snelling,Essendon,72
2020,1,kade simpson,Carlton,72
2020,1,callum mills,Sydney,72
2020,1,oliver florent,Sydney,72
2020,1,ivan soldo,Richmond,71
2020,1,lachie hunter,Western Bulldogs,71
2020,1,alex keath,Western Bulldogs,71
2020,1,daniel lloyd,Greater Western Sydney,71
2020,1,devon smith,Essendon,70
2020,1,josh daicos,Collingwood,70
2020,1,rory laird,Adelaide,70
2020,1,shaun burgoyne,Hawthorn,70
2020,1,sam gray,Sydney,70
2020,1,brad sheppard,West Coast,69
2020,1,daniel rioli,Richmond,69
2020,1,brandon ellis,Gold Coast,69
2020,1,justin westhoff,Port Adelaide,69
2020,1,paddy ryder,St Kilda,68
2020,1,lachie whitfield,Greater Western Sydney,68
2020,1,reece conca,Fremantle,68
2020,1,josh caddy,Richmond,67
2020,1,john noble,Collingwood,67
2020,1,bailey williams,Western Bulldogs,67
2020,1,tom lynch,Adelaide,67
2020,1,jayden short,Richmond,66
2020,1,lachie weller,Gold Coast,66
2020,1,rowan marshall,St Kilda,65
2020,1,sam walsh,Carlton,65
2020,1,tom bellchambers,Essendon,64
2020,1,lachlan murphy,Adelaide,64
2020,1,steven motlop,Port Adelaide,64
2020,1,oliver hanrahan,Hawthorn,64
2020,1,matt rowell,Gold Coast,64
2020,1,luke dahlhaus,Geelong,63
2020,1,angus brayshaw,Melbourne,63
2020,1,rory atkins,Adelaide,63
2020,1,trent cotchin,Richmond,63
2020,1,todd marshall,Port Adelaide,63
2020,1,sebastian ross,St Kilda,63
2020,1,xavier duursma,Port Adelaide,63
2020,1,tom stewart,Geelong,63
2020,1,wayne milera,Adelaide,63
2020,1,reilly obrien,Adelaide,63
2020,1,caleb daniel,Western Bulldogs,63
2020,1,trent dumont,North Melbourne,62
2020,1,zach tuohy,Geelong,62
2020,1,jordan dawson,Sydney,62
2020,1,joel selwood,Geelong,62
2020,1,heath shaw,Greater Western Sydney,62
2020,1,david zaharakis,Essendon,62
2020,1,harris andrews,Brisbane Lions,62
2020,1,james sicily,Hawthorn,62
2020,1,jack bowes,Gold Coast,62
2020,1,sam sturt,Fremantle,61
2020,1,jordan de goey,Collingwood,61
2020,1,jarrod brander,West Coast,61
2020,1,trent mckenzie,Port Adelaide,61
2020,1,travis colyer,Fremantle,60
2020,1,jacob townsend,Essendon,60
2020,1,mitch georgiades,Port Adelaide,60
2020,1,daniel rich,Brisbane Lions,60
2020,1,hugh mccluggage,Brisbane Lions,60
2020,1,marlion pickett,Richmond,60
2020,1,noah answerth,Brisbane Lions,59
2020,1,brendon ah chee,West Coast,59
2020,1,matt guelfi,Essendon,59
2020,1,adam tomlinson,Melbourne,59
2020,1,ben paton,St Kilda,59
2020,1,tom cutler,Essendon,59
2020,1,dan butler,St Kilda,59
2020,1,sam petrevski-seton,Carlton,59
2020,1,ricky henderson,Hawthorn,59
2020,1,jack gunston,Hawthorn,59
2020,1,kane lambert,Richmond,59
2020,1,jack crisp,Collingwood,59
2020,1,josh dunkley,Western Bulldogs,59
2020,1,sam collins,Gold Coast,58
2020,1,jackson nelson,West Coast,58
2020,1,jamie cripps,West Coast,58
2020,1,tom scully,Hawthorn,58
2020,1,brad crouch,Adelaide,58
2020,1,mark oconnor,Geelong,58
2020,1,sam lloyd,Western Bulldogs,57
2020,1,paul seedsman,Adelaide,57
2020,1,lewis taylor,Sydney,57
2020,1,hugh greenwood,Gold Coast,57
2020,1,alex witherden,Brisbane Lions,57
2020,1,tim english,Western Bulldogs,56
2020,1,mason cox,Collingwood,56
2020,1,dayne zorko,Brisbane Lions,56
2020,1,james harmes,Melbourne,56
2020,1,tarryn thomas,North Melbourne,55
2020,1,scott lycett,Port Adelaide,55
2020,1,jack lukosius,Gold Coast,55
2020,1,jonathon ceglar,Hawthorn,55
2020,1,jake lloyd,Sydney,55
2020,1,callum brown,Collingwood,55
2020,1,jason johannisen,Western Bulldogs,55
2020,1,alex neal-bullen,Melbourne,55
2020,1,jamie elliott,Collingwood,55
2020,1,matt suckling,Western Bulldogs,55
