year,round,displayName,team,score
2012,1,brent stanton,Essendon,180
2012,1,scott pendlebury,Collingwood,167
2012,1,patrick ryder,Essendon,165
2012,1,simon black,Brisbane Lions,152
2012,1,kurt tippett,Adelaide,150
2012,1,nick dal santo,St Kilda,148
2012,1,scott thompson,Adelaide,147
2012,1,lance franklin,Hawthorn,142
2012,1,jed adcock,Brisbane Lions,140
2012,1,sam mitchell,Hawthorn,139
2012,1,tom rockliff,Brisbane Lions,139
2012,1,gary ablett,Gold Coast,139
2012,1,josh kennedy injured,Sydney,137
2012,1,hamish hartlett,Port Adelaide,134
2012,1,kieren jack,Sydney,133
2012,1,trent cotchin,Richmond,127
2012,1,jude bolton,Sydney,127
2012,1,rhys palmer,Greater Western Sydney,126
2012,1,matthew kreuzer,Carlton,125
2012,1,kade simpson,Carlton,120
2012,1,jimmy bartel,Geelong,120
2012,1,marc murphy,Carlton,119
2012,1,matthew rosa,West Coast,119
2012,1,bryce gibbs,Carlton,118
2012,1,matthew priddis,West Coast,118
2012,1,jack riewoldt,Richmond,118
2012,1,nathan van berlo,Adelaide,117
2012,1,brendon goddard,St Kilda,116
2012,1,michael hibberd,Essendon,116
2012,1,joel selwood,Geelong,116
2012,1,cyril rioli,Hawthorn,116
2012,1,james kelly,Geelong,115
2012,1,joshua kennedy,West Coast,115
2012,1,darren jolly,Collingwood,114
2012,1,jared brennan,Gold Coast,114
2012,1,rory sloane,Adelaide,114
2012,1,aaron sandilands,Fremantle,113
2012,1,luke dahlhaus,Western Bulldogs,112
2012,1,david zaharakis,Essendon,112
2012,1,christopher yarran,Carlton,111
2012,1,scott thompson,North Melbourne,111
2012,1,brad ebert,Port Adelaide,111
2012,1,thomas liberatore,Western Bulldogs,111
2012,1,dean cox,West Coast,110
2012,1,matthew boyd,Western Bulldogs,110
2012,1,nathan fyfe,Fremantle,109
2012,1,james polkinghorne,Brisbane Lions,109
2012,1,alex rance,Richmond,108
2012,1,ben hudson,Brisbane Lions,107
2012,1,craig bird,Sydney,107
2012,1,callan ward,Greater Western Sydney,107
2012,1,jobe watson,Essendon,107
2012,1,daniel cross,Western Bulldogs,106
2012,1,taylor walker,Adelaide,106
2012,1,hayden ballantyne,Fremantle,105
2012,1,nick riewoldt,St Kilda,105
2012,1,john mccarthy,Port Adelaide,105
2012,1,nicholas naitanui,West Coast,105
2012,1,pearce hanley,Brisbane Lions,104
2012,1,james podsiadly,Geelong,104
2012,1,scott selwood,West Coast,104
2012,1,chad cornes,Greater Western Sydney,104
2012,1,jack trengove,Melbourne,104
2012,1,brent reilly,Adelaide,104
2012,1,matt thomas,Port Adelaide,103
2012,1,grant birchall,Hawthorn,103
2012,1,mark jamar,Melbourne,103
2012,1,ted richards,Sydney,103
2012,1,lewis jetta,Sydney,103
2012,1,adam kennedy,Greater Western Sydney,103
2012,1,james magner,Melbourne,102
2012,1,clay smith,Western Bulldogs,102
2012,1,jack darling,West Coast,102
2012,1,sam jacobs,Adelaide,102
2012,1,richard douglas,Adelaide,101
2012,1,matthew leuenberger,Brisbane Lions,100
2012,1,dale thomas,Collingwood,100
2012,1,brett deledio,Richmond,100
2012,1,andrew carrazzo,Carlton,99
2012,1,james mcdonald,Greater Western Sydney,99
2012,1,jarrod harbrow,Gold Coast,99
2012,1,kieran harper,North Melbourne,99
2012,1,courtenay dempsey,Essendon,98
2012,1,brendan whitecross,Hawthorn,98
2012,1,daniel stewart,Port Adelaide,97
2012,1,kane cornes,Port Adelaide,97
2012,1,ivan maric,Richmond,97
2012,1,travis cloke,Collingwood,97
2012,1,sean dempster,St Kilda,97
2012,1,matthew suckling,Hawthorn,97
2012,1,jarryd blair,Collingwood,97
2012,1,matthew pavlich,Fremantle,97
2012,1,matthew de boer,Fremantle,97
2012,1,shane mumford,Sydney,95
