2012R105,Adelaide,2012,1,2011675768,Ian Callinan,4,18,14,5,4,2,5,0,5,0,2,1,4,0,1,0,9,9,0,3,0,0,0,84,-,89
2012R105,Adelaide,2012,1,2008681760,Patrick Dangerfield,65,25,13,3,12,2,0,0,2,0,6,9,4,0,1,0,14,11,0,1,1,1,0,92,-,93
2012R105,Adelaide,2012,1,2000686938,Michael Doughty,208,17,5,4,12,0,0,0,3,1,2,0,0,2,0,0,8,8,0,0,2,0,0,81,-,68
2012R105,Adelaide,2012,1,2006687579,Richard Douglas,96,19,14,6,5,1,3,0,7,1,5,0,3,2,0,0,6,16,0,1,5,0,2,83,-,101
2012R105,Adelaide,2012,1,2010728130,Ricky Henderson,31,8,5,1,3,0,0,0,1,0,1,0,1,0,0,0,2,5,0,0,1,0,1,36,Off,41
2012R105,Adelaide,2012,1,2009748959,Sam Jacobs,37,18,9,5,9,0,0,28,3,0,2,1,3,1,1,0,6,12,0,0,4,0,0,87,-,102
2012R105,Adelaide,2012,1,2002744632,Graham Johncock,207,18,16,7,2,0,0,0,2,8,1,0,2,1,1,0,1,14,0,0,3,0,0,88,-,57
2012R105,Adelaide,2012,1,2010763943,Tom Lynch,7,7,7,2,0,1,2,0,1,0,5,1,3,2,1,0,3,4,1,1,0,0,0,42,On,19
2012R105,Adelaide,2012,1,2008774238,David Mackay,64,21,9,3,12,0,0,1,5,0,1,2,1,1,1,0,7,14,0,1,0,0,1,86,-,0
2012R105,Adelaide,2012,1,2008795429,Andy Otten,42,17,10,7,7,0,0,0,4,3,2,0,2,0,0,0,3,14,0,0,5,0,1,89,-,87
2012R105,Adelaide,2012,1,2009801400,Jared Petrenko,37,13,6,4,7,0,1,0,4,0,3,2,2,0,1,0,6,6,1,0,0,0,3,79,-,65
2012R105,Adelaide,2012,1,2006803072,Jason Porplyzia,89,17,8,2,9,1,0,0,1,0,1,2,1,0,0,0,11,7,1,0,3,0,0,87,-,74
2012R105,Adelaide,2012,1,2002824246,Brent Reilly,157,23,14,6,9,0,0,0,4,2,5,2,1,0,1,0,10,12,1,0,2,0,0,87,-,104
2012R105,Adelaide,2012,1,2003826623,Ben Rutten,170,10,6,7,4,0,0,0,1,0,0,0,2,0,1,0,1,10,0,0,3,0,0,84,-,42
2012R105,Adelaide,2012,1,2009835778,Rory Sloane,34,24,18,6,6,1,1,0,9,0,11,5,3,1,1,0,9,16,0,0,2,0,0,86,-,114
2012R105,Adelaide,2012,1,2011832909,Brodie Smith,15,19,11,5,8,0,0,0,5,3,1,0,0,0,0,0,4,13,0,0,1,0,1,84,-,76
2012R105,Adelaide,2012,1,2011843284,Daniel Talia,10,15,6,5,9,0,0,0,2,2,1,0,2,0,1,0,9,6,2,0,4,0,0,94,-,60
2012R105,Adelaide,2012,1,2001849962,Scott Thompson,199,39,25,6,14,0,1,0,3,6,4,6,2,1,0,2,12,26,0,1,0,0,2,84,-,147
2012R105,Adelaide,2012,1,2008845101,Kurt Tippett,84,19,13,7,6,4,3,13,1,0,5,1,1,1,1,0,9,10,3,3,3,0,1,90,-,150
2012R105,Adelaide,2012,1,2006865213,Bernie Vince,89,22,18,3,4,0,1,0,3,2,5,4,3,1,0,0,9,12,0,0,0,0,2,84,-,87
2012R105,Adelaide,2012,1,2009877055,Taylor Walker,46,15,10,8,5,5,2,0,2,0,4,0,4,0,2,1,5,11,1,3,1,0,1,90,-,106
2012R105,Adelaide,2012,1,20051181200,Nathan van Berlo,139,22,15,7,7,2,0,0,5,0,6,3,3,2,2,0,8,13,0,2,2,0,0,84,-,0
