2015R107,Adelaide,2015,1,2005667052,Eddie Betts,207,21,15,8,6,4,0,0,7,1,4,2,2,0,1,1,7,15,0,3,1,6,2,92,-,154
2015R107,Adelaide,2015,1,2012662083,Luke Brown,47,8,5,3,3,0,0,0,2,1,0,0,0,2,0,0,4,4,0,0,2,1,0,46,Off,62
2015R107,Adelaide,2015,1,2014678070,Charlie Cameron,8,11,11,5,0,1,3,0,1,0,5,0,2,0,0,0,2,9,0,1,0,0,1,85,-,43
2015R107,Adelaide,2015,1,2009675555,Kyle Cheney,42,14,11,7,3,0,0,0,3,3,1,1,1,1,0,0,6,8,2,0,3,1,0,99,-,86
2015R107,Adelaide,2015,1,2008681760,Patrick Dangerfield,132,25,15,2,10,2,0,0,4,0,5,6,4,0,2,2,16,9,1,1,1,0,2,82,-,123
2015R107,Adelaide,2015,1,2006687579,Richard Douglas,156,31,22,5,9,0,0,0,3,3,7,9,9,0,3,0,15,17,0,0,0,0,2,88,-,102
2015R107,Adelaide,2015,1,2014697406,Cam Ellis-Yolmen,2,15,8,2,7,0,0,2,2,0,4,2,3,1,2,0,8,8,1,0,0,0,1,66,-,0
2015R107,Adelaide,2015,1,2013724713,Kyle Hartigan,11,16,6,5,10,0,0,0,0,3,0,0,0,0,0,0,6,10,0,0,2,0,0,99,-,66
2015R107,Adelaide,2015,1,2010728130,Ricky Henderson,65,12,10,1,2,0,0,0,2,4,3,1,2,1,0,0,6,5,0,0,3,0,0,69,-,53
2015R107,Adelaide,2015,1,2009748959,Sam Jacobs,105,13,10,7,3,0,0,26,1,1,2,0,0,1,0,0,2,11,1,0,5,0,0,84,-,73
2015R107,Adelaide,2015,1,2010744089,Matthew Jaensch,68,14,12,6,2,0,0,0,1,1,3,1,0,1,0,0,5,9,0,0,3,1,0,81,-,73
2015R107,Adelaide,2015,1,2012743763,Josh Jenkins,49,14,7,7,7,3,1,3,2,0,1,1,1,0,0,0,4,10,1,4,2,0,2,81,-,94
2015R107,Adelaide,2015,1,2013762245,Rory Laird,35,24,14,7,10,1,0,0,2,3,2,1,4,0,2,0,8,17,0,1,5,0,0,88,-,107
2015R107,Adelaide,2015,1,2010763943,Tom Lynch,38,10,8,5,2,1,0,0,2,0,0,0,2,0,0,0,3,7,2,2,2,0,1,89,-,65
2015R107,Adelaide,2015,1,2012767797,Jarryd Lyons,23,10,6,3,4,0,0,0,4,1,0,3,2,0,0,0,5,5,0,0,0,0,0,32,On,33
2015R107,Adelaide,2015,1,2008774238,David Mackay,125,15,7,4,8,0,0,0,3,4,1,2,1,0,0,0,5,10,0,0,0,1,0,81,-,0
2015R107,Adelaide,2015,1,2009835778,Rory Sloane,101,26,14,6,12,2,0,1,5,1,4,5,5,4,3,0,13,14,0,1,5,3,0,88,-,145
2015R107,Adelaide,2015,1,2011832909,Brodie Smith,77,22,14,5,8,1,0,0,3,5,6,3,3,2,0,0,10,12,2,0,2,5,1,81,-,144
2015R107,Adelaide,2015,1,2011843284,Daniel Talia,77,17,7,4,10,0,0,0,2,2,0,0,1,1,0,0,6,10,0,0,5,0,0,100,-,75
2015R107,Adelaide,2015,1,2009877055,Taylor Walker,85,22,21,15,1,6,5,0,0,0,7,0,4,1,2,3,6,16,3,9,1,1,2,97,-,177
2015R107,Adelaide,2015,1,2011872696,Matthew Wright,79,9,8,3,1,0,0,0,4,1,2,0,3,0,1,0,0,6,0,0,1,0,1,90,-,44
2015R107,Adelaide,2015,1,20051181200,Nathan van Berlo,183,17,10,4,7,0,0,0,4,1,6,3,1,1,1,0,5,12,0,0,0,0,1,83,-,0
2015R204,Adelaide,2015,2,2005667052,Eddie Betts,208,14,8,2,6,1,1,0,6,0,2,3,0,2,0,0,7,6,0,0,1,0,1,94,-,92
2015R204,Adelaide,2015,2,2012662083,Luke Brown,48,13,7,2,6,0,0,0,2,1,1,1,1,1,0,0,5,8,0,0,1,0,1,85,-,51
2015R204,Adelaide,2015,2,2014678070,Charlie Cameron,9,11,5,3,6,1,0,0,4,0,3,0,4,0,2,0,5,6,0,1,0,0,1,83,-,56
2015R204,Adelaide,2015,2,2009675555,Kyle Cheney,43,15,11,6,4,0,0,0,2,2,1,0,2,0,1,0,2,12,1,1,4,0,0,88,-,60
2015R204,Adelaide,2015,2,2008681760,Patrick Dangerfield,133,29,19,4,10,2,3,0,4,1,8,8,3,0,2,1,13,17,0,2,4,0,1,88,-,109
2015R204,Adelaide,2015,2,2006687579,Richard Douglas,157,26,17,5,9,1,0,0,7,3,1,5,4,0,2,0,10,15,0,1,2,0,0,83,-,107
2015R204,Adelaide,2015,2,2014697406,Cam Ellis-Yolmen,3,24,12,4,12,0,0,0,6,1,6,5,3,2,1,0,15,8,1,0,2,0,1,86,-,0
2015R204,Adelaide,2015,2,2013715229,Mitch Grigg,15,10,6,2,4,0,0,0,1,0,0,1,0,0,0,0,3,7,0,0,1,0,0,27,On,0
2015R204,Adelaide,2015,2,2013724713,Kyle Hartigan,12,21,11,8,10,0,0,0,2,4,0,0,1,3,0,0,8,13,0,0,3,0,0,100,-,83
2015R204,Adelaide,2015,2,2010728130,Ricky Henderson,66,25,16,6,9,0,0,0,2,3,9,2,2,0,0,0,6,18,0,0,2,1,1,84,-,85
2015R204,Adelaide,2015,2,2009748959,Sam Jacobs,106,24,10,9,14,0,0,32,0,0,0,3,1,2,0,2,10,14,2,0,2,0,0,84,-,141
2015R204,Adelaide,2015,2,2010744089,Matthew Jaensch,69,26,20,13,6,0,0,0,1,5,0,0,0,0,0,0,3,23,0,0,3,0,0,82,-,98
2015R204,Adelaide,2015,2,2012743763,Josh Jenkins,50,12,7,4,5,1,1,6,1,0,2,0,3,1,0,0,3,7,0,2,1,0,0,84,-,38
2015R204,Adelaide,2015,2,2013762245,Rory Laird,36,21,12,9,9,0,1,0,4,1,3,1,1,1,1,0,7,15,0,0,2,0,0,79,-,98
2015R204,Adelaide,2015,2,2010763943,Tom Lynch,39,22,11,6,11,2,1,0,2,1,4,1,2,0,1,0,5,17,0,1,0,1,1,85,-,108
2015R204,Adelaide,2015,2,2008774238,David Mackay,126,9,5,5,4,0,0,0,3,3,0,0,1,1,1,0,2,7,0,0,1,0,0,76,-,0
2015R204,Adelaide,2015,2,2009835778,Rory Sloane,102,30,17,8,13,0,1,0,4,2,4,9,2,2,1,0,17,16,1,2,3,1,2,87,-,134
2015R204,Adelaide,2015,2,2011832909,Brodie Smith,78,29,21,7,8,1,2,0,2,0,8,3,4,1,2,3,9,19,0,0,1,1,0,77,-,117
2015R204,Adelaide,2015,2,2011843284,Daniel Talia,78,24,13,5,11,0,0,0,2,2,2,0,3,1,1,0,4,15,0,0,7,0,0,98,-,59
2015R204,Adelaide,2015,2,2009877055,Taylor Walker,86,19,16,11,3,2,3,0,2,0,1,0,5,0,0,0,2,17,0,6,0,0,1,95,-,72
2015R204,Adelaide,2015,2,2011872696,Matthew Wright,80,7,3,1,4,0,0,0,3,0,1,1,2,0,1,0,5,2,0,0,1,0,0,49,Off,31
2015R204,Adelaide,2015,2,20051181200,Nathan van Berlo,184,15,11,6,4,1,0,0,8,3,2,2,1,1,1,0,6,10,2,1,0,0,1,87,-,0
2015R303,Adelaide,2015,3,2005667052,Eddie Betts,209,14,10,2,4,1,1,0,2,0,3,1,1,1,0,0,8,5,1,0,3,0,2,96,-,88
2015R303,Adelaide,2015,3,2012662083,Luke Brown,49,12,9,5,3,1,0,0,3,2,1,0,1,0,0,0,3,9,0,1,3,1,1,86,-,77
2015R303,Adelaide,2015,3,2014678070,Charlie Cameron,10,3,3,0,0,1,1,0,4,0,1,0,1,1,0,0,2,1,0,0,1,0,0,64,Off,35
2015R303,Adelaide,2015,3,2008681760,Patrick Dangerfield,134,16,8,1,8,0,1,2,8,0,2,2,4,2,3,0,11,5,1,0,3,0,0,87,-,74
2015R303,Adelaide,2015,3,2006687579,Richard Douglas,158,22,15,1,7,0,0,1,6,0,5,6,1,1,0,0,8,12,0,0,4,0,3,72,-,113
2015R303,Adelaide,2015,3,2014697406,Cam Ellis-Yolmen,4,20,10,1,10,2,0,1,7,2,4,8,2,0,0,0,11,9,0,0,1,1,0,83,-,0
2015R303,Adelaide,2015,3,2013724713,Kyle Hartigan,13,13,10,6,3,0,0,0,2,1,1,0,3,1,0,0,5,8,0,0,2,0,0,100,-,58
2015R303,Adelaide,2015,3,2010728130,Ricky Henderson,67,16,14,4,2,0,0,0,1,4,3,0,1,0,0,0,2,12,0,0,3,0,0,79,-,70
2015R303,Adelaide,2015,3,2009748959,Sam Jacobs,107,6,3,2,3,0,0,55,4,2,2,0,3,0,1,0,4,3,1,0,6,0,0,87,-,67
2015R303,Adelaide,2015,3,2010744089,Matthew Jaensch,70,19,17,7,2,0,0,0,2,4,2,0,4,0,2,0,4,11,0,0,3,0,0,86,-,72
2015R303,Adelaide,2015,3,2012743763,Josh Jenkins,51,7,4,2,3,1,1,6,2,0,3,1,1,1,1,0,3,4,0,1,2,0,0,86,-,46
2015R303,Adelaide,2015,3,2015754078,Jake Kelly,1,7,4,3,3,0,0,0,10,1,0,0,3,1,1,0,3,4,0,0,4,0,0,87,-,53
2015R303,Adelaide,2015,3,2013762245,Rory Laird,37,11,4,1,7,0,0,0,3,2,2,0,0,2,0,0,4,7,0,0,2,0,0,82,-,52
2015R303,Adelaide,2015,3,2010763943,Tom Lynch,40,20,17,9,3,1,2,0,2,0,7,2,1,0,0,0,8,13,2,2,2,0,1,85,-,97
2015R303,Adelaide,2015,3,2008774238,David Mackay,127,23,17,3,6,1,0,0,13,4,2,4,4,3,1,1,11,11,1,0,0,0,0,81,-,0
