year,round,displayName,team,score
2015,1,taylor walker,Adelaide,177
2015,1,adam treloar,Greater Western Sydney,157
2015,1,jordan lewis,Hawthorn,154
2015,1,eddie betts,Adelaide,154
2015,1,sam docherty,Carlton,147
2015,1,rory sloane,Adelaide,145
2015,1,jeremy mcgovern,West Coast,145
2015,1,brodie smith,Adelaide,144
2015,1,brad ebert,Port Adelaide,142
2015,1,matthew pavlich,Fremantle,139
2015,1,dylan shiel,Greater Western Sydney,136
2015,1,steele sidebottom,Collingwood,136
2015,1,daniel hannebery,Sydney,133
2015,1,steve johnson,Geelong,131
2015,1,oliver wines,Port Adelaide,130
2015,1,josh kennedy injured,Sydney,127
2015,1,danyle pearce,Fremantle,126
2015,1,marcus bontempelli,Western Bulldogs,126
2015,1,daniel rich,Brisbane Lions,126
2015,1,kieren jack,Sydney,126
2015,1,tom mcdonald,Melbourne,125
2015,1,patrick dangerfield,Adelaide,123
2015,1,brandon ellis,Richmond,123
2015,1,robbie gray,Port Adelaide,122
2015,1,jeff garlett,Melbourne,121
2015,1,chad wingard,Port Adelaide,121
2015,1,kamdyn mcintosh,Richmond,120
2015,1,david mundy,Fremantle,119
2015,1,jeremy howe,Melbourne,119
2015,1,gary ablett,Gold Coast,119
2015,1,dyson heppell,Essendon,117
2015,1,taylor hunt,Richmond,117
2015,1,nathan fyfe,Fremantle,115
2015,1,nick vlastuin,Richmond,115
2015,1,tom bell,Carlton,115
2015,1,jared polec,Port Adelaide,113
2015,1,scott pendlebury,Collingwood,113
2015,1,alex rance,Richmond,112
2015,1,jarryn geary,St Kilda,111
2015,1,shaun burgoyne,Hawthorn,111
2015,1,dane swan,Collingwood,111
2015,1,leigh montagna,St Kilda,110
2015,1,luke dahlhaus,Western Bulldogs,109
2015,1,anthony miles,Richmond,109
2015,1,chris judd,Carlton,108
2015,1,josh gibson,Hawthorn,108
2015,1,dayne beams,Brisbane Lions,108
2015,1,jarryd blair,Collingwood,107
2015,1,rory laird,Adelaide,107
2015,1,dion prestia,Gold Coast,107
2015,1,cale hooker,Essendon,106
2015,1,jarryd roughead,Hawthorn,105
2015,1,dayne zorko,Brisbane Lions,105
2015,1,andrew gaff,West Coast,104
2015,1,jobe watson,Essendon,104
2015,1,steven may,Gold Coast,104
2015,1,shane edwards,Richmond,103
2015,1,kade simpson,Carlton,103
2015,1,paul puopolo,Hawthorn,103
2015,1,jason johannisen,Western Bulldogs,103
2015,1,jamie cripps,West Coast,102
2015,1,bachar houli,Richmond,102
2015,1,mathew stokes,Geelong,102
2015,1,richard douglas,Adelaide,102
2015,1,michael rischitelli,Gold Coast,102
2015,1,matthew boyd,Western Bulldogs,101
2015,1,shane savage,St Kilda,101
2015,1,jack watts,Melbourne,101
2015,1,adam schneider,St Kilda,100
2015,1,todd goldstein,North Melbourne,100
2015,1,jack steven,St Kilda,100
2015,1,sam fisher,St Kilda,100
2015,1,lachie whitfield,Greater Western Sydney,100
2015,1,nathan jones,Melbourne,99
2015,1,aaron vandenberg,Melbourne,99
2015,1,mark blicavs,Geelong,99
2015,1,daniel cross,Melbourne,99
2015,1,callan ward,Greater Western Sydney,99
2015,1,taylor adams,Collingwood,98
2015,1,shane mumford,Greater Western Sydney,98
2015,1,cyril rioli,Hawthorn,98
2015,1,luke parker,Sydney,98
2015,1,dane rampe,Sydney,98
2015,1,shaun atley,North Melbourne,98
2015,1,mitchell wallis,Western Bulldogs,97
2015,1,lin jong,Western Bulldogs,97
2015,1,luke hodge,Hawthorn,97
2015,1,will minson,Western Bulldogs,96
2015,1,isaac heeney,Sydney,96
2015,1,dylan roberton,St Kilda,96
2015,1,harley bennell,Gold Coast,96
2015,1,matthew leuenberger,Brisbane Lions,96
2015,1,lachie neale,Fremantle,96
2015,1,matthew rosa,West Coast,96
2015,1,cameron shenton,St Kilda,96
2015,1,maverick weller,St Kilda,95
2015,1,jake stringer,Western Bulldogs,95
2015,1,jack redden,Brisbane Lions,95
2015,1,ben howlett,Essendon,95
2015,1,josh jenkins,Adelaide,94
2015,1,corey enright,Geelong,94
2015,1,jonathon ceglar,Hawthorn,94
2015,1,chris masten,West Coast,93
2015,1,craig bird,Sydney,93
2015,1,steven motlop,Geelong,92
2015,1,cameron guthrie,Geelong,92
2015,1,jeremy laidler,Sydney,92
2015,1,dale morris,Western Bulldogs,92
2015,1,sam lloyd,Richmond,92
2015,1,nicholas naitanui,West Coast,92
2015,1,jake melksham,Essendon,91
2015,1,kurt tippett,Sydney,91
2015,1,sam gibson,North Melbourne,91
2015,1,allen christensen,Brisbane Lions,91
