year,round,displayName,team,score
2019,1,Marcus Bontempelli,Western Bulldogs,158
2019,1,Rory Sloane,Adelaide,155
2019,1,Stephen Coniglio,Greater Western Sydney,154
2019,1,Justin Westhoff,Port Adelaide,149
2019,1,Nathan Fyfe,Fremantle,147
2019,1,Dominic Sheed,West Coast,144
2019,1,Christian Salem,Melbourne,139
2019,1,Matt Crouch,Adelaide,138
2019,1,Tom Rockliff,Port Adelaide,138
2019,1,Nic Newman,Carlton,134
2019,1,Jackson Macrae,Western Bulldogs,132
2019,1,Jake Lloyd,Sydney,131
2019,1,Jacob Hopper,Greater Western Sydney,129
2019,1,Toby Nankervis,Richmond,127
2019,1,Lachie Neale,Brisbane Lions,127
2019,1,Patrick Cripps,Carlton,126
2019,1,Jamie MacMillan,North Melbourne,124
2019,1,Cameron McCarthy,Fremantle,121
2019,1,Travis Boak,Port Adelaide,119
2019,1,Darcy Tucker,Fremantle,119
2019,1,Brayden Fiorini,Gold Coast,118
2019,1,Harris Andrews,Brisbane Lions,117
2019,1,Jack Steele,St Kilda,115
2019,1,Jarrod Berry,Brisbane Lions,115
2019,1,Hugh McCluggage,Brisbane Lions,114
2019,1,Adam Saad,Essendon,114
2019,1,Dayne Zorko,Brisbane Lions,112
2019,1,Tim Taranto,Greater Western Sydney,112
2019,1,Bachar Houli,Richmond,112
2019,1,Adam Tomlinson,Greater Western Sydney,111
2019,1,Charlie Cameron,Brisbane Lions,110
2019,1,James Worpel,Hawthorn,110
2019,1,Dustin Martin,Richmond,109
2019,1,Zac Fisher,Carlton,109
2019,1,Michael Walters,Fremantle,109
2019,1,Bradley Hill,Fremantle,108
2019,1,Rhys Stanley,Geelong,108
2019,1,Shannon Hurn,West Coast,108
2019,1,Sam Taylor,Greater Western Sydney,108
2019,1,Tim Kelly,Geelong,106
2019,1,Charlie Ballard,Gold Coast,105
2019,1,Jaeger O'Meara,Hawthorn,105
2019,1,Lachie Whitfield,Greater Western Sydney,105
2019,1,Caleb Daniel,Western Bulldogs,104
2019,1,Lachlan Hunter,Western Bulldogs,104
2019,1,Jack Gunston,Hawthorn,103
2019,1,James Harmes,Melbourne,103
2019,1,Bailey Scott,North Melbourne,103
2019,1,Willem Drew,Port Adelaide,103
2019,1,Rory Laird,Adelaide,102
2019,1,Todd Goldstein,North Melbourne,102
2019,1,Luke Dahlhaus,Geelong,102
2019,1,Adam Treloar,Collingwood,102
2019,1,Ben McEvoy,Hawthorn,102
2019,1,Sam Menegola,Geelong,101
2019,1,Dylan Shiel,Essendon,101
2019,1,Touk Miller,Gold Coast,101
2019,1,Luke Shuey,West Coast,101
2019,1,James Sicily,Hawthorn,100
2019,1,Mitchell Duncan,Geelong,100
2019,1,Phil Davis,Greater Western Sydney,100
2019,1,Jared Polec,North Melbourne,100
2019,1,Harry Taylor,Geelong,100
2019,1,Jeremy Cameron,Greater Western Sydney,100
2019,1,Callum Sinclair,Sydney,99
2019,1,Brad Ebert,Port Adelaide,99
2019,1,Trent Cotchin,Richmond,98
2019,1,Dayne Beams,Collingwood,98
2019,1,Andrew Phillips,Carlton,98
2019,1,Edward Curnow,Carlton,98
2019,1,Jack Bowes,Gold Coast,98
2019,1,Josh Dunkley,Western Bulldogs,98
2019,1,Joel Selwood,Geelong,98
2019,1,Daniel Rich,Brisbane Lions,97
2019,1,Alex Witherden,Brisbane Lions,97
2019,1,Patrick Dangerfield,Geelong,97
2019,1,Blake Hardwick,Hawthorn,96
2019,1,Sam Lloyd,Western Bulldogs,96
2019,1,Brandan Parfitt,Geelong,96
2019,1,Scott Pendlebury,Collingwood,96
2019,1,Lachlan Plowman,Carlton,96
2019,1,Mitchell Wallis,Western Bulldogs,96
2019,1,Toby McLean,Western Bulldogs,95
2019,1,Rhys Mathieson,Brisbane Lions,95
2019,1,Josh Bruce,St Kilda,95
2019,1,Kane Lambert,Richmond,95
2019,1,Thomas Stewart,Geelong,95
2019,1,Anthony Miles,Gold Coast,95
2019,1,Jack Higgins,Richmond,94
2019,1,Josh Kennedy Injured,Sydney,94
2019,1,Daniel McKenzie,St Kilda,94
2019,1,Alex Sexton,Gold Coast,93
2019,1,Dale Thomas,Carlton,93
2019,1,Bradley Sheppard,West Coast,93
2019,1,Shane Edwards,Richmond,92
2019,1,Dyson Heppell,Essendon,92
