year,round,displayName,team,score
2020,1,jack viney,Melbourne,186
2020,1,ben cunnington,North Melbourne,185
2020,1,brodie grundy,Collingwood,179
2020,1,dylan shiel,Essendon,163
2020,1,lachie neale,Brisbane Lions,157
2020,1,jeremy howe,Collingwood,156
2020,1,isaac heeney,Sydney,152
2020,1,shannon hurn,West Coast,152
2020,1,todd goldstein,North Melbourne,136
2020,1,sam jacobs,Greater Western Sydney,134
2020,1,rory lobb,Fremantle,133
2020,1,harry perryman,Greater Western Sydney,132
2020,1,jy simpkin,North Melbourne,131
2020,1,chad wingard,Hawthorn,131
2020,1,josh kennedy,Sydney,129
2020,1,jack steele,St Kilda,128
2020,1,dom sheed,West Coast,128
2020,1,brody mihocek,Collingwood,127
2020,1,liam shiels,Hawthorn,127
2020,1,shaun burgoyne,Hawthorn,126
2020,1,dustin martin,Richmond,126
2020,1,steele sidebottom,Collingwood,125
2020,1,travis boak,Port Adelaide,125
2020,1,connor rozee,Port Adelaide,125
2020,1,luke parker,Sydney,125
2020,1,rory sloane,Adelaide,123
2020,1,sam naismith,Sydney,121
2020,1,jack billings,St Kilda,120
2020,1,ed langdon,Melbourne,120
2020,1,mitch duncan,Geelong,120
2020,1,tom mitchell,Hawthorn,119
2020,1,andrew gaff,West Coast,119
2020,1,isaac smith,Hawthorn,119
2020,1,dion prestia,Richmond,118
2020,1,ben long,St Kilda,118
2020,1,sam docherty,Carlton,117
2020,1,hugh greenwood,Gold Coast,116
2020,1,jarryd lyons,Brisbane Lions,115
2020,1,tom rockliff,Port Adelaide,115
2020,1,hayden crozier,Western Bulldogs,115
2020,1,nick haynes,Greater Western Sydney,114
2020,1,darcy byrne-jones,Port Adelaide,114
2020,1,stephen coniglio,Greater Western Sydney,114
2020,1,tom lynch,Adelaide,113
2020,1,andrew mcgrath,Essendon,113
2020,1,luke breust,Hawthorn,113
2020,1,sam petrevski-seton,Carlton,113
2020,1,zak jones,St Kilda,113
2020,1,jaeger omeara,Hawthorn,112
2020,1,taylor adams,Collingwood,112
2020,1,jacob hopper,Greater Western Sydney,112
2020,1,patrick cripps,Carlton,112
2020,1,touk miller,Gold Coast,111
2020,1,zach merrett,Essendon,111
2020,1,adam saad,Essendon,110
2020,1,michael walters,Fremantle,110
2020,1,nat fyfe,Fremantle,110
2020,1,scott pendlebury,Collingwood,109
2020,1,liam ryan,West Coast,109
2020,1,lachie whitfield,Greater Western Sydney,109
2020,1,toby greene,Greater Western Sydney,108
2020,1,chris mayne,Collingwood,107
2020,1,jack martin,Carlton,107
2020,1,reilly obrien,Adelaide,107
2020,1,bailey smith,Western Bulldogs,106
2020,1,devon smith,Essendon,105
2020,1,christian petracca,Melbourne,105
2020,1,sam powell-pepper,Port Adelaide,105
2020,1,luke shuey,West Coast,104
2020,1,levi casboult,Carlton,104
2020,1,brayden maynard,Collingwood,104
2020,1,lewis jetta,West Coast,104
2020,1,brad ebert,Port Adelaide,104
2020,1,robbie gray,Port Adelaide,104
2020,1,jack macrae,Western Bulldogs,103
2020,1,tom hawkins,Geelong,103
2020,1,harris andrews,Brisbane Lions,103
2020,1,shai bolton,Richmond,102
2020,1,jacob weitering,Carlton,102
2020,1,josh kelly,Greater Western Sydney,102
2020,1,jonathon ceglar,Hawthorn,101
2020,1,tom bellchambers,Essendon,101
2020,1,ryan burton,Port Adelaide,101
2020,1,daniel lloyd,Greater Western Sydney,101
2020,1,marc murphy,Carlton,101
2020,1,jordan ridley,Essendon,100
2020,1,tom stewart,Geelong,100
2020,1,nic naitanui,West Coast,100
2020,1,sam sturt,Fremantle,100
2020,1,ivan soldo,Richmond,100
2020,1,jacob townsend,Essendon,99
2020,1,clayton oliver,Melbourne,99
2020,1,daniel rioli,Richmond,99
2020,1,oliver florent,Sydney,99
2020,1,luke dahlhaus,Geelong,98
2020,1,jared polec,North Melbourne,98
2020,1,mitch robinson,Brisbane Lions,97
2020,1,wayne milera,Adelaide,96
2020,1,will hoskin-elliott,Collingwood,96
2020,1,brett bewley,Fremantle,95
2020,1,brad sheppard,West Coast,94
2020,1,darcy fort,Geelong,94
2020,1,marlion pickett,Richmond,94
2020,1,trent cotchin,Richmond,94
2020,1,dan hannebery,St Kilda,93
2020,1,shaun higgins,North Melbourne,93
2020,1,jack bowes,Gold Coast,93
2020,1,ben ainsworth,Gold Coast,93
2020,1,max gawn,Melbourne,93
2020,1,james worpel,Hawthorn,93
2020,1,gary ablett,Geelong,93
2020,1,steven motlop,Port Adelaide,93
2020,1,brad crouch,Adelaide,92
2020,1,caleb daniel,Western Bulldogs,92
2020,1,tom cutler,Essendon,92
2020,1,david swallow,Gold Coast,92
2020,1,karl amon,Port Adelaide,92
2020,1,sam collins,Gold Coast,92
2020,1,luke dunstan,St Kilda,92
2020,1,rowan marshall,St Kilda,92
2020,1,brendon ah chee,West Coast,92
2020,1,tom barrass,West Coast,92
2020,1,liam baker,Richmond,91
2020,1,mark oconnor,Geelong,91
2020,1,david astbury,Richmond,90
2020,1,kane lambert,Richmond,90
2020,1,callum brown,Collingwood,89
2020,1,rory laird,Adelaide,88
2020,1,kyle langford,Essendon,88
2020,1,jarryn geary,St Kilda,88
2020,1,reece conca,Fremantle,88
2020,1,daniel rich,Brisbane Lions,87
2020,1,rory atkins,Adelaide,87
2020,1,mark blicavs,Geelong,86
2020,1,jayden short,Richmond,86
2020,1,tarryn thomas,North Melbourne,86
2020,1,eric hipwood,Brisbane Lions,86
2020,1,tim kelly,West Coast,86
2020,1,dane rampe,Sydney,86
2020,1,shane edwards,Richmond,86
2020,1,tom papley,Sydney,85
2020,1,harry taylor,Geelong,85
2020,1,callum mills,Sydney,85
2020,1,hugh mccluggage,Brisbane Lions,85
2020,1,lachlan murphy,Adelaide,85
2020,1,tom mccartin,Sydney,85
2020,1,lachie hunter,Western Bulldogs,84
2020,1,jay lockhart,Melbourne,84
2020,1,hunter clark,St Kilda,84
2020,1,jordan dawson,Sydney,84
2020,1,josh caddy,Richmond,84
2020,1,sebastian ross,St Kilda,84
2020,1,jeremy mcgovern,West Coast,83
2020,1,patrick dangerfield,Geelong,83
